Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR,Class
"G[0,1](n_evts <= 0.625 & Resp >= 14.461)
",0.000,9999999.000,9999999.000,1.000,0.000,57,14,0,0,57,14,57,14,1.0,1.0,0.0,1.0,1.0,0.0,1
"F[0,0](Pulse >= 56.456 & TROPONIN_I >= 0.024)
",-0.562,-0.529,0.036,0.000,1.000,56,14,0,1,57,14,56,15,0.9824561403508771,1.0,0.0,1.0,0.9859154929577465,0.014084507042253502,-1
"G[0,0](ICU_Pt_Days >= 0.432 -> TROPONIN_I <= 0.051)
",1.697,-0.028,-3.343,1.000,0.000,57,12,2,0,57,14,59,12,1.0,0.8571428571428571,0.14285714285714285,0.9661016949152542,0.971830985915493,0.028169014084507005,1
"((n_evts >= 0.030) U[1,1] (s24_edrk >= -0.007))
",-6275.492,0.007,0.970,0.000,1.000,57,12,2,0,57,14,59,12,1.0,0.8571428571428571,0.14285714285714285,0.9661016949152542,0.971830985915493,0.028169014084507005,-1
"((dfa >= 0.518) U[0,1] (LOS >= 2.152))
",0.000,-9999999.000,-9999999.000,0.000,1.000,57,12,2,0,57,14,59,12,1.0,0.8571428571428571,0.14285714285714285,0.9661016949152542,0.971830985915493,0.028169014084507005,-1
"F[1,1](af <= 0.573 & ICU_Pt_Days >= 0.523)
",-2.440,-0.523,0.402,0.000,1.000,57,12,2,0,57,14,59,12,1.0,0.8571428571428571,0.14285714285714285,0.9661016949152542,0.971830985915493,0.028169014084507005,-1
"((ICU_Pt_Days <= 0.819) U[0,1] (LOS >= 2.038))
",0.000,-9999999.000,-9999999.000,0.000,1.000,57,12,2,0,57,14,59,12,1.0,0.8571428571428571,0.14285714285714285,0.9661016949152542,0.971830985915493,0.028169014084507005,-1
"((death >= 0.043) U[0,1] (ICU_Pt_Days >= 0.534))
",0.000,-9999999.000,-9999999.000,0.000,1.000,57,12,2,0,57,14,59,12,1.0,0.8571428571428571,0.14285714285714285,0.9661016949152542,0.971830985915493,0.028169014084507005,-1
"((n_evts >= 0.034) U[1,2] (s24_hr <= 0.001))
",0.000,-9999999.000,-9999999.000,0.000,1.000,57,12,0,2,59,12,57,14,0.9661016949152542,1.0,0.0,1.0,0.971830985915493,0.028169014084507005,-1
"((s2_hr >= -0.001) U[0,1] (tte <= -0.002))
",0.000,-9999999.000,-9999999.000,0.000,1.000,57,11,3,0,57,14,60,11,1.0,0.7857142857142857,0.21428571428571427,0.95,0.9577464788732394,0.04225352112676062,-1
"((s8_hr <= 0.000) U[0,1] (tte <= -0.066))
",0.000,-9999999.000,-9999999.000,0.000,1.000,57,11,3,0,57,14,60,11,1.0,0.7857142857142857,0.21428571428571427,0.95,0.9577464788732394,0.04225352112676062,-1
"((edrk >= 11.334) U[0,1] (n_edrk <= 0.924))
",0.000,-9999999.000,-9999999.000,0.000,1.000,54,14,0,3,57,14,54,17,0.9473684210526315,1.0,0.0,1.0,0.9577464788732394,0.04225352112676062,-1
"F[0,0](SBP >= 83.894 & tte <= -0.062)
",-0.699,-0.062,0.828,0.000,1.000,57,11,3,0,57,14,60,11,1.0,0.7857142857142857,0.21428571428571427,0.95,0.9577464788732394,0.04225352112676062,-1
"((Resp <= 21.506) U[0,0] (tte <= -0.002))
",-0.275,2.613,3.161,0.000,1.000,57,11,3,0,57,14,60,11,1.0,0.7857142857142857,0.21428571428571427,0.95,0.9577464788732394,0.04225352112676062,-1
"G[0,1](SBP >= 112.435 & Temp >= 36.333)
",0.000,9999999.000,9999999.000,1.000,0.000,57,10,4,0,57,14,61,10,1.0,0.7142857142857143,0.2857142857142857,0.9344262295081968,0.9436619718309859,0.05633802816901412,1
"G[0,1](Mort <= 0.915 & Resp <= 21.485)
",0.000,9999999.000,9999999.000,1.000,0.000,57,10,4,0,57,14,61,10,1.0,0.7142857142857143,0.2857142857142857,0.9344262295081968,0.9436619718309859,0.05633802816901412,1
"F[1,1](ICU_Pt_Days >= 0.232 & s8_edrk >= -0.000)
",-2.449,-0.232,-0.032,0.000,1.000,57,10,4,0,57,14,61,10,1.0,0.7142857142857143,0.2857142857142857,0.9344262295081968,0.9436619718309859,0.05633802816901412,-1
"G[0,1](hr >= 67.641 -> s8_hr >= 0.000)
",0.000,9999999.000,9999999.000,1.000,0.000,54,13,1,3,57,14,55,16,0.9473684210526315,0.9285714285714286,0.07142857142857142,0.9818181818181818,0.9436619718309859,0.05633802816901412,1
"F[1,1](Resp >= 15.239 -> y >= 0.008)
",-0.325,-3.725,-2.827,0.000,1.000,57,9,5,0,57,14,62,9,1.0,0.6428571428571429,0.35714285714285715,0.9193548387096774,0.9295774647887324,0.07042253521126762,-1
"((dfa <= 1.158) U[0,1] (y >= 0.048))
",0.000,-9999999.000,-9999999.000,0.000,1.000,57,9,5,0,57,14,62,9,1.0,0.6428571428571429,0.35714285714285715,0.9193548387096774,0.9295774647887324,0.07042253521126762,-1
"F[1,1](lds <= 1.678 & tte <= -0.001)
",-0.898,-0.101,0.288,0.000,1.000,57,9,5,0,57,14,62,9,1.0,0.6428571428571429,0.35714285714285715,0.9193548387096774,0.9295774647887324,0.07042253521126762,-1
"F[0,0](SBP <= 157.388 & y >= 0.116)
",-0.720,-0.990,0.455,0.000,1.000,57,9,5,0,57,14,62,9,1.0,0.6428571428571429,0.35714285714285715,0.9193548387096774,0.9295774647887324,0.07042253521126762,-1
"G[0,0](cosen <= -1.181 & Mort <= 0.946)
",1.446,0.939,0.205,1.000,0.000,57,9,5,0,57,14,62,9,1.0,0.6428571428571429,0.35714285714285715,0.9193548387096774,0.9295774647887324,0.07042253521126762,1
"((Pulse <= 99.711) U[0,1] (y >= 0.063))
",0.000,-9999999.000,-9999999.000,0.000,1.000,57,9,5,0,57,14,62,9,1.0,0.6428571428571429,0.35714285714285715,0.9193548387096774,0.9295774647887324,0.07042253521126762,-1
"((Pulse >= 68.221) U[1,1] (s8_hr <= 0.001))
",-1.359,0.172,19.493,0.000,1.000,53,12,2,4,57,14,55,16,0.9298245614035088,0.8571428571428571,0.14285714285714285,0.9636363636363636,0.9154929577464789,0.08450704225352113,-1
"((n_edrk <= 0.927) U[1,2] (SBP >= 104.746))
",0.000,-9999999.000,-9999999.000,0.000,1.000,55,10,1,5,60,11,56,15,0.9166666666666666,0.9090909090909091,0.09090909090909091,0.9821428571428571,0.9154929577464789,0.08450704225352113,-1
"((edrk >= 14.375) U[0,1] (Mort >= 0.079))
",0.000,-9999999.000,-9999999.000,0.000,1.000,57,7,7,0,57,14,64,7,1.0,0.5,0.5,0.890625,0.9014084507042254,0.09859154929577463,-1
"((LOS >= 2.451) U[1,1] (y >= 0.040))
",-1.509,-0.040,4.692,0.000,1.000,57,7,7,0,57,14,64,7,1.0,0.5,0.5,0.890625,0.9014084507042254,0.09859154929577463,-1
"G[0,0](Mort > 0.065 -> y = 0.385)
",0.866,0.065,-0.364,1.000,0.000,57,7,7,0,57,14,64,7,1.0,0.5,0.5,0.890625,0.9014084507042254,0.09859154929577463,1
"G[0,0](direct <= 0.263 & Glasgow_Coma_Scale_Total <= 15.000)
",1.155,-0.000,-0.421,1.000,0.000,57,7,7,0,57,14,64,7,1.0,0.5,0.5,0.890625,0.9014084507042254,0.09859154929577463,1
"((direct >= 0.049) U[1,2] (s24_edrk >= -0.005))
",0.000,-9999999.000,-9999999.000,0.000,1.000,57,7,5,2,59,12,62,9,0.9661016949152542,0.5833333333333334,0.4166666666666667,0.9193548387096774,0.9014084507042254,0.09859154929577463,-1
"G[0,1](direct >= 0.026 -> TROPONIN_I <= 0.039)
",0.000,9999999.000,9999999.000,1.000,0.000,57,7,7,0,57,14,64,7,1.0,0.5,0.5,0.890625,0.9014084507042254,0.09859154929577463,1
"((s24_hr <= 0.000) U[1,2] (s2_edrk >= -0.006))
",0.000,-9999999.000,-9999999.000,0.000,1.000,54,10,2,5,59,12,56,15,0.9152542372881356,0.8333333333333334,0.16666666666666666,0.9642857142857143,0.9014084507042254,0.09859154929577463,-1
"G[1,1](LOS <= 9.007 & SpO2 <= 99.713)
",0.449,2.963,1.108,1.000,0.000,57,7,7,0,57,14,64,7,1.0,0.5,0.5,0.890625,0.9014084507042254,0.09859154929577463,1
"((direct >= 0.020) U[0,1] (Mort >= 0.013))
",0.000,-9999999.000,-9999999.000,0.000,1.000,57,7,7,0,57,14,64,7,1.0,0.5,0.5,0.890625,0.9014084507042254,0.09859154929577463,-1
