Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR,Class
"F[0,1](lds >= 0.674 & n_evts >= 0.019)
",0.000,-9999999.000,-9999999.000,0.000,1.000,46,14,0,0,46,14,46,14,1.0,1.0,0.0,1.0,1.0,0.0,-1
"G[0,0](n_evts >= 0.126 -> y = 0.008)
",2.449,0.008,-0.748,1.000,0.000,46,13,1,0,46,14,47,13,1.0,0.9285714285714286,0.07142857142857142,0.9787234042553191,0.9833333333333333,0.01666666666666672,1
"F[0,1](s8_edrk >= -0.007 & tte <= -0.073)
",0.000,-9999999.000,-9999999.000,0.000,1.000,46,12,2,0,46,14,48,12,1.0,0.8571428571428571,0.14285714285714285,0.9583333333333334,0.9666666666666667,0.033333333333333326,-1
"((TROPONIN_I <= 0.134) U[0,1] (tte <= -0.018))
",0.000,-9999999.000,-9999999.000,0.000,1.000,46,12,2,0,46,14,48,12,1.0,0.8571428571428571,0.14285714285714285,0.9583333333333334,0.9666666666666667,0.033333333333333326,-1
"G[0,1](s2_edrk >= -0.001 -> y <= 0.242)
",0.000,9999999.000,9999999.000,1.000,0.000,46,11,3,0,46,14,49,11,1.0,0.7857142857142857,0.21428571428571427,0.9387755102040817,0.95,0.050000000000000044,1
"G[0,1](s8_edrk >= -0.007 & y <= 0.520)
",0.000,9999999.000,9999999.000,1.000,0.000,46,11,3,0,46,14,49,11,1.0,0.7857142857142857,0.21428571428571427,0.9387755102040817,0.95,0.050000000000000044,1
"((AF >= 0.010) U[0,1] (y >= 0.047))
",0.000,-9999999.000,-9999999.000,0.000,1.000,46,11,3,0,46,14,49,11,1.0,0.7857142857142857,0.21428571428571427,0.9387755102040817,0.95,0.050000000000000044,-1
"G[0,1](dfa >= 0.671 | y <= 0.526)
",0.000,9999999.000,9999999.000,1.000,0.000,46,11,3,0,46,14,49,11,1.0,0.7857142857142857,0.21428571428571427,0.9387755102040817,0.95,0.050000000000000044,1
"G[0,1](LOS >= 5.763 & SpO2 <= 97.147)
",0.000,9999999.000,9999999.000,1.000,0.000,43,13,1,3,46,14,44,16,0.9347826086956522,0.9285714285714286,0.07142857142857142,0.9772727272727273,0.9333333333333333,0.06666666666666665,1
"F[0,1](cosen <= -1.226 & LOS <= 9.842)
",0.000,-9999999.000,-9999999.000,0.000,1.000,46,10,4,0,46,14,50,10,1.0,0.7142857142857143,0.2857142857142857,0.92,0.9333333333333333,0.06666666666666665,-1
