Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR,Class
"G[0,1](n_evts <= 0.446 & O2_Flow <= 5.146)
",0.000,9999999.000,9999999.000,1.000,0.000,17,14,0,0,17,14,17,14,1.0,1.0,0.0,1.0,1.0,0.0,1
"G[1,1](direct <= 0.820 & Mort <= 0.477)
",5.814,0.477,-0.425,1.000,0.000,17,14,0,0,17,14,17,14,1.0,1.0,0.0,1.0,1.0,0.0,1
"((MET <= 0.352) U[0,1] (n_evts >= 0.296))
",0.000,-9999999.000,-9999999.000,0.000,1.000,17,14,0,0,17,14,17,14,1.0,1.0,0.0,1.0,1.0,0.0,-1
"G[1,1](n_evts <= 0.841 & s2_edrk <= 0.004)
",216.973,0.004,-0.159,1.000,0.000,17,14,0,0,17,14,17,14,1.0,1.0,0.0,1.0,1.0,0.0,1
"G[0,1](Resp <= 18.905 -> TROPONIN_I >= 1.289)
",0.000,9999999.000,9999999.000,1.000,0.000,17,12,2,0,17,14,19,12,1.0,0.8571428571428571,0.14285714285714285,0.8947368421052632,0.9354838709677419,0.06451612903225812,1
"F[0,1](Pulse >= 84.671 -> y >= 0.145)
",0.000,-9999999.000,-9999999.000,0.000,1.000,15,14,0,2,17,14,15,16,0.8823529411764706,1.0,0.0,1.0,0.9354838709677419,0.06451612903225812,-1
"F[0,1](death <= 0.691 & n_evts >= 0.335)
",0.000,-9999999.000,-9999999.000,0.000,1.000,17,11,3,0,17,14,20,11,1.0,0.7857142857142857,0.21428571428571427,0.85,0.9032258064516129,0.09677419354838712,-1
"((death >= 0.009) U[0,1] (y >= 0.139))
",0.000,-9999999.000,-9999999.000,0.000,1.000,17,11,3,0,17,14,20,11,1.0,0.7857142857142857,0.21428571428571427,0.85,0.9032258064516129,0.09677419354838712,-1
"((ICU_Pt_Days >= 0.019) U[1,1] (s24_edrk <= 0.004))
",-1.452,0.004,2.841,0.000,1.000,17,11,3,0,17,14,20,11,1.0,0.7857142857142857,0.21428571428571427,0.85,0.9032258064516129,0.09677419354838712,-1
"G[1,1](cosen >= -1.793 | n_evts <= 0.842)
",1.121,0.901,0.228,1.000,0.000,17,10,4,0,17,14,21,10,1.0,0.7142857142857143,0.2857142857142857,0.8095238095238095,0.8709677419354839,0.12903225806451613,1
"G[0,1](dfa <= 0.808 -> n_edrk >= 0.741)
",0.000,9999999.000,9999999.000,1.000,0.000,16,11,3,1,17,14,19,12,0.9411764705882353,0.7857142857142857,0.21428571428571427,0.8421052631578947,0.8709677419354839,0.12903225806451613,1
"G[0,1](cosen <= -0.442 -> ICU_Pt_Days <= 2.861)
",0.000,9999999.000,9999999.000,1.000,0.000,17,10,4,0,17,14,21,10,1.0,0.7142857142857143,0.2857142857142857,0.8095238095238095,0.8709677419354839,0.12903225806451613,1
"((cosen <= -1.731) U[0,1] (SpO2 <= 97.975))
",0.000,-9999999.000,-9999999.000,0.000,1.000,17,10,4,0,17,14,21,10,1.0,0.7142857142857143,0.2857142857142857,0.8095238095238095,0.8709677419354839,0.12903225806451613,-1
"F[0,0](cosen >= -2.255 -> O2_Flow >= 2.346)
",0.257,-0.653,-1.142,0.000,1.000,17,10,4,0,17,14,21,10,1.0,0.7142857142857143,0.2857142857142857,0.8095238095238095,0.8709677419354839,0.12903225806451613,-1
"((n_edrk <= 0.970) U[1,1] (SpO2 <= 98.993))
",-1.064,0.368,6.275,0.000,1.000,15,11,3,2,17,14,18,13,0.8823529411764706,0.7857142857142857,0.21428571428571427,0.8333333333333334,0.8387096774193549,0.16129032258064513,-1
