Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR,Class
"G[1,1](hr >= 69.705 -> n_evts <= 0.239)
",1.801,-0.278,-25.536,1.000,0.000,163,14,0,0,163,14,163,14,1.0,1.0,0.0,1.0,1.0,0.0,1
"((dfa >= 0.570) U[0,1] (n_evts >= 0.008))
",0.000,-9999999.000,-9999999.000,0.000,1.000,163,14,0,0,163,14,163,14,1.0,1.0,0.0,1.0,1.0,0.0,-1
"((AF >= 0.003) U[0,1] (ICU_Pt_Days >= 0.203))
",0.000,-9999999.000,-9999999.000,0.000,1.000,163,12,2,0,163,14,165,12,1.0,0.8571428571428571,0.14285714285714285,0.9878787878787879,0.9887005649717514,0.011299435028248594,-1
"((hr >= 71.348) U[1,2] (PROTIME_INR >= 1.200))
",0.000,-9999999.000,-9999999.000,0.000,1.000,161,14,0,2,163,14,161,16,0.9877300613496932,1.0,0.0,1.0,0.9887005649717514,0.011299435028248594,-1
"G[0,1](MET <= 0.048 -> n_evts <= 0.985)
",0.000,9999999.000,9999999.000,1.000,0.000,163,12,2,0,163,14,165,12,1.0,0.8571428571428571,0.14285714285714285,0.9878787878787879,0.9887005649717514,0.011299435028248594,1
"((s2_edrk <= 0.004) U[0,0] (tte <= -0.031))
",-1.203,0.004,0.405,0.000,1.000,163,11,3,0,163,14,166,11,1.0,0.7857142857142857,0.21428571428571427,0.9819277108433735,0.9830508474576272,0.016949152542372836,-1
"F[0,1](s24_edrk >= -0.002 & tte <= -0.039)
",0.000,-9999999.000,-9999999.000,0.000,1.000,163,11,3,0,163,14,166,11,1.0,0.7857142857142857,0.21428571428571427,0.9819277108433735,0.9830508474576272,0.016949152542372836,-1
"((Mort <= 0.666) U[0,1] (tte <= -0.048))
",0.000,-9999999.000,-9999999.000,0.000,1.000,163,11,3,0,163,14,166,11,1.0,0.7857142857142857,0.21428571428571427,0.9819277108433735,0.9830508474576272,0.016949152542372836,-1
"((edrk <= 19.650) U[0,1] (y >= 0.048))
",0.000,-9999999.000,-9999999.000,0.000,1.000,163,9,5,0,163,14,168,9,1.0,0.6428571428571429,0.35714285714285715,0.9702380952380952,0.9717514124293786,0.02824858757062143,-1
"((Temp >= 36.087) U[0,0] (y >= 0.025))
",-1.059,0.468,0.978,0.000,1.000,163,9,5,0,163,14,168,9,1.0,0.6428571428571429,0.35714285714285715,0.9702380952380952,0.9717514124293786,0.02824858757062143,-1
"((death <= 0.522) U[0,0] (y >= 0.023))
",-1.581,0.522,0.847,0.000,1.000,163,9,5,0,163,14,168,9,1.0,0.6428571428571429,0.35714285714285715,0.9702380952380952,0.9717514124293786,0.02824858757062143,-1
"F[0,1](direct >= 0.012 | y >= 0.006)
",0.000,-9999999.000,-9999999.000,0.000,1.000,163,9,5,0,163,14,168,9,1.0,0.6428571428571429,0.35714285714285715,0.9702380952380952,0.9717514124293786,0.02824858757062143,-1
"G[0,1](LOS <= 7.708 & y <= 0.254)
",0.000,9999999.000,9999999.000,1.000,0.000,163,9,5,0,163,14,168,9,1.0,0.6428571428571429,0.35714285714285715,0.9702380952380952,0.9717514124293786,0.02824858757062143,1
"G[1,1](direct <= 0.328 & s24_edrk >= -0.007)
",1.156,0.007,-0.381,1.000,0.000,163,9,5,0,163,14,168,9,1.0,0.6428571428571429,0.35714285714285715,0.9702380952380952,0.9717514124293786,0.02824858757062143,1
"G[0,1](cosen <= -2.460 | ICU_Pt_Days <= 4.315)
",0.000,9999999.000,9999999.000,1.000,0.000,163,8,6,0,163,14,169,8,1.0,0.5714285714285714,0.42857142857142855,0.9644970414201184,0.9661016949152542,0.03389830508474578,1
"G[0,1](LOS <= 7.183 & SpO2 >= 85.690)
",0.000,9999999.000,9999999.000,1.000,0.000,163,8,6,0,163,14,169,8,1.0,0.5714285714285714,0.42857142857142855,0.9644970414201184,0.9661016949152542,0.03389830508474578,1
"((direct >= 0.017) U[1,2] (edrk <= 32.522))
",0.000,-9999999.000,-9999999.000,0.000,1.000,163,7,7,0,163,14,170,7,1.0,0.5,0.5,0.9588235294117647,0.96045197740113,0.039548022598870025,-1
"F[0,1](direct >= 0.003 & MET <= 0.450)
",0.000,-9999999.000,-9999999.000,0.000,1.000,163,7,7,0,163,14,170,7,1.0,0.5,0.5,0.9588235294117647,0.96045197740113,0.039548022598870025,-1
"((hr >= 71.093) U[0,1] (Mort >= 0.024))
",0.000,-9999999.000,-9999999.000,0.000,1.000,163,7,7,0,163,14,170,7,1.0,0.5,0.5,0.9588235294117647,0.96045197740113,0.039548022598870025,-1
"((Mort >= 0.012) U[1,1] (Resp <= 21.562))
",-0.116,3.217,3.684,0.000,1.000,163,7,7,0,163,14,170,7,1.0,0.5,0.5,0.9588235294117647,0.96045197740113,0.039548022598870025,-1
"((direct >= 0.007) U[1,1] (s8_edrk <= 0.004))
",-1.155,0.004,0.569,0.000,1.000,163,7,7,0,163,14,170,7,1.0,0.5,0.5,0.9588235294117647,0.96045197740113,0.039548022598870025,-1
"F[0,1](Mort >= 0.013 & srr >= 0.015)
",0.000,-9999999.000,-9999999.000,0.000,1.000,163,7,7,0,163,14,170,7,1.0,0.5,0.5,0.9588235294117647,0.96045197740113,0.039548022598870025,-1
"F[0,1](O2_Flow >= 2.086 & tte >= -2.519)
",0.000,-9999999.000,-9999999.000,0.000,1.000,163,7,7,0,163,14,170,7,1.0,0.5,0.5,0.9588235294117647,0.96045197740113,0.039548022598870025,-1
"((direct >= 0.002) U[1,1] (s8_hr >= -0.001))
",-1.155,0.001,0.571,0.000,1.000,163,7,7,0,163,14,170,7,1.0,0.5,0.5,0.9588235294117647,0.96045197740113,0.039548022598870025,-1
"((Glasgow_Coma_Scale_Total <= 14.997) U[0,1] (Mort >= 0.033))
",0.000,-9999999.000,-9999999.000,0.000,1.000,163,7,7,0,163,14,170,7,1.0,0.5,0.5,0.9588235294117647,0.96045197740113,0.039548022598870025,-1
"((s8_hr <= 0.000) U[1,1] (y >= 0.033))
",-1.581,0.000,0.691,0.000,1.000,163,7,7,0,163,14,170,7,1.0,0.5,0.5,0.9588235294117647,0.96045197740113,0.039548022598870025,-1
"G[0,0](Mort >= 0.002 -> y = 0.434)
",0.866,0.002,-0.427,1.000,0.000,163,7,7,0,163,14,170,7,1.0,0.5,0.5,0.9588235294117647,0.96045197740113,0.039548022598870025,1
"((death <= 0.097) U[0,1] (n_edrk <= 0.956))
",0.000,-9999999.000,-9999999.000,0.000,1.000,155,14,0,8,163,14,155,22,0.950920245398773,1.0,0.0,1.0,0.9548022598870056,0.04519774011299438,-1
"G[1,1](s2_hr <= 0.001 & s8_edrk <= 0.001)
",0.934,0.001,-0.001,1.000,0.000,163,6,8,0,163,14,171,6,1.0,0.42857142857142855,0.5714285714285714,0.9532163742690059,0.9548022598870056,0.04519774011299438,1
"((Mort <= 0.532) U[0,1] (n_edrk <= 0.951))
",0.000,-9999999.000,-9999999.000,0.000,1.000,155,14,0,8,163,14,155,22,0.950920245398773,1.0,0.0,1.0,0.9548022598870056,0.04519774011299438,-1
"G[1,1](Resp <= 21.231 -> y <= 0.847)
",0.132,-2.885,-3.407,1.000,0.000,163,6,8,0,163,14,171,6,1.0,0.42857142857142855,0.5714285714285714,0.9532163742690059,0.9548022598870056,0.04519774011299438,1
"F[0,1](AF <= 0.370 & O2_Flow >= 2.018)
",0.000,-9999999.000,-9999999.000,0.000,1.000,163,5,9,0,163,14,172,5,1.0,0.35714285714285715,0.6428571428571429,0.9476744186046512,0.9491525423728814,0.05084745762711862,-1
"((edrk <= 32.331) U[1,1] (O2_Flow >= 2.053))
",-0.234,13.202,14.915,0.000,1.000,163,5,9,0,163,14,172,5,1.0,0.35714285714285715,0.6428571428571429,0.9476744186046512,0.9491525423728814,0.05084745762711862,-1
"F[0,0](direct <= 0.339 & LOS >= 3.259)
",0.371,-0.259,-0.461,0.000,1.000,163,5,9,0,163,14,172,5,1.0,0.35714285714285715,0.6428571428571429,0.9476744186046512,0.9491525423728814,0.05084745762711862,-1
"((LOS >= 3.100) U[1,1] (s2_hr >= -0.000))
",-1.167,0.000,4.200,0.000,1.000,163,4,10,0,163,14,173,4,1.0,0.2857142857142857,0.7142857142857143,0.9421965317919075,0.943502824858757,0.05649717514124297,-1
"G[0,1](edrk >= 12.718 & LOS <= 10.968)
",0.000,9999999.000,9999999.000,1.000,0.000,162,5,9,1,163,14,171,6,0.9938650306748467,0.35714285714285715,0.6428571428571429,0.9473684210526315,0.943502824858757,0.05649717514124297,1
"((cosen <= -1.887) U[0,1] (Glasgow_Coma_Scale_Total <= 14.984))
",0.000,-9999999.000,-9999999.000,0.000,1.000,163,4,10,0,163,14,173,4,1.0,0.2857142857142857,0.7142857142857143,0.9421965317919075,0.943502824858757,0.05649717514124297,-1
"F[1,1](Glasgow_Coma_Scale_Total >= 14.430 -> MET >= 0.001)
",-0.076,-0.570,-0.550,0.000,1.000,163,4,10,0,163,14,173,4,1.0,0.2857142857142857,0.7142857142857143,0.9421965317919075,0.943502824858757,0.05649717514124297,-1
"G[0,1](SpO2 >= 90.857 | y >= 0.008)
",0.000,9999999.000,9999999.000,1.000,0.000,163,3,11,0,163,14,174,3,1.0,0.21428571428571427,0.7857142857142857,0.9367816091954023,0.9378531073446328,0.062146892655367214,1
"G[0,0](hr >= 69.881 -> LOS <= 11.712)
",1.222,-8.712,-25.339,1.000,0.000,163,3,11,0,163,14,174,3,1.0,0.21428571428571427,0.7857142857142857,0.9367816091954023,0.9378531073446328,0.062146892655367214,1
"G[1,1](edrk >= 12.540 & lds >= 0.999)
",0.854,0.910,0.231,1.000,0.000,163,3,11,0,163,14,174,3,1.0,0.21428571428571427,0.7857142857142857,0.9367816091954023,0.9378531073446328,0.062146892655367214,1
"G[0,1](edrk >= 11.949 -> Resp <= 20.397)
",0.000,9999999.000,9999999.000,1.000,0.000,163,3,11,0,163,14,174,3,1.0,0.21428571428571427,0.7857142857142857,0.9367816091954023,0.9378531073446328,0.062146892655367214,1
"G[0,1](cosen <= -1.841 -> s24_edrk >= -0.001)
",0.000,9999999.000,9999999.000,1.000,0.000,163,2,12,0,163,14,175,2,1.0,0.14285714285714285,0.8571428571428571,0.9314285714285714,0.9322033898305084,0.06779661016949157,1
"F[1,1](AF <= 0.044 & MET >= 0.004)
",0.357,-0.004,-0.062,0.000,1.000,163,2,12,0,163,14,175,2,1.0,0.14285714285714285,0.8571428571428571,0.9314285714285714,0.9322033898305084,0.06779661016949157,-1
"F[0,1](Mort <= 0.137 & O2_Flow >= 2.020)
",0.000,-9999999.000,-9999999.000,0.000,1.000,163,2,12,0,163,14,175,2,1.0,0.14285714285714285,0.8571428571428571,0.9314285714285714,0.9322033898305084,0.06779661016949157,-1
"((hr >= 70.189) U[1,2] (SBP >= 68.151))
",0.000,-9999999.000,-9999999.000,0.000,1.000,152,13,0,12,164,13,152,25,0.926829268292683,1.0,0.0,1.0,0.9322033898305084,0.06779661016949157,-1
"G[0,0](O2_Flow <= 5.053 -> Resp >= 16.535)
",-0.002,-3.150,-3.146,1.000,0.000,163,2,12,0,163,14,175,2,1.0,0.14285714285714285,0.8571428571428571,0.9314285714285714,0.9322033898305084,0.06779661016949157,1
"G[0,1](LOS <= 9.553 | n_edrk <= 0.958)
",0.000,9999999.000,9999999.000,1.000,0.000,163,2,12,0,163,14,175,2,1.0,0.14285714285714285,0.8571428571428571,0.9314285714285714,0.9322033898305084,0.06779661016949157,1
"G[0,1](LOS >= 2.224 -> s8_hr <= 0.001)
",0.000,9999999.000,9999999.000,1.000,0.000,163,2,12,0,163,14,175,2,1.0,0.14285714285714285,0.8571428571428571,0.9314285714285714,0.9322033898305084,0.06779661016949157,1
"G[0,1](Mort <= 0.906 | Pulse >= 71.148)
",0.000,9999999.000,9999999.000,1.000,0.000,163,2,12,0,163,14,175,2,1.0,0.14285714285714285,0.8571428571428571,0.9314285714285714,0.9322033898305084,0.06779661016949157,1
"F[0,1](Glasgow_Coma_Scale_Total <= 14.992 & Temp >= 36.034)
",0.000,-9999999.000,-9999999.000,0.000,1.000,163,2,12,0,163,14,175,2,1.0,0.14285714285714285,0.8571428571428571,0.9314285714285714,0.9322033898305084,0.06779661016949157,-1
"G[0,1](AF >= 0.001 | s2_edrk >= -0.005)
",0.000,9999999.000,9999999.000,1.000,0.000,163,2,12,0,163,14,175,2,1.0,0.14285714285714285,0.8571428571428571,0.9314285714285714,0.9322033898305084,0.06779661016949157,1
