Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR
"F[0,1](n_edrk <= 0.963 & s24_edrk >= -0.006)
",0.000,-9999999.000,-9999999.000,0.000,1.000,18,14,0,1,19,14,18,15,0.9473684210526315,1.0,0.0,1.0,0.9696969696969697,0.030303030303030276
"((edrk <= 35.787) U[0,1] (n_edrk <= 0.951))
",0.000,-9999999.000,-9999999.000,0.000,1.000,18,14,0,1,19,14,18,15,0.9473684210526315,1.0,0.0,1.0,0.9696969696969697,0.030303030303030276
"F[1,1](LOS >= 2.609 | Pulse <= 109.068)
",-2.544,-1.423,23.114,0.000,1.000,18,12,2,1,19,14,20,13,0.9473684210526315,0.8571428571428571,0.14285714285714285,0.9,0.9090909090909091,0.09090909090909094
"((n_edrk <= 0.771) U[0,1] (s24_hr >= -0.001))
",0.000,-9999999.000,-9999999.000,0.000,1.000,15,14,0,4,19,14,15,18,0.7894736842105263,1.0,0.0,1.0,0.8787878787878788,0.12121212121212122
"F[0,1](ICU_Pt_Days >= 0.197 & Temp >= 35.839)
",0.000,-9999999.000,-9999999.000,0.000,1.000,19,10,4,0,19,14,23,10,1.0,0.7142857142857143,0.2857142857142857,0.8260869565217391,0.8787878787878788,0.12121212121212122
"((s2_hr <= 0.004) U[0,1] (tte <= -0.333))
",0.000,-9999999.000,-9999999.000,0.000,1.000,19,9,5,0,19,14,24,9,1.0,0.6428571428571429,0.35714285714285715,0.7916666666666666,0.8484848484848485,0.1515151515151515
"((SBP <= 156.008) U[0,0] (y >= 0.270))
",-0.756,32.008,37.294,0.000,1.000,19,9,5,0,19,14,24,9,1.0,0.6428571428571429,0.35714285714285715,0.7916666666666666,0.8484848484848485,0.1515151515151515
"F[1,1](Glasgow_Coma_Scale_Total >= 14.651 -> Mort >= 0.044)
",0.348,-0.349,-0.466,0.000,1.000,19,9,5,0,19,14,24,9,1.0,0.6428571428571429,0.35714285714285715,0.7916666666666666,0.8484848484848485,0.1515151515151515
"((s8_hr >= -0.001) U[0,1] (tte <= -0.385))
",0.000,-9999999.000,-9999999.000,0.000,1.000,19,9,5,0,19,14,24,9,1.0,0.6428571428571429,0.35714285714285715,0.7916666666666666,0.8484848484848485,0.1515151515151515
"F[1,1](LOS >= 2.927 & Temp <= 37.285)
",-5.110,-1.927,0.301,0.000,1.000,19,9,5,0,19,14,24,9,1.0,0.6428571428571429,0.35714285714285715,0.7916666666666666,0.8484848484848485,0.1515151515151515
"((Resp <= 19.230) U[1,1] (tte >= -1.871))
",0.307,1.871,1.655,0.000,1.000,18,9,5,1,19,14,23,10,0.9473684210526315,0.6428571428571429,0.35714285714285715,0.782608695652174,0.8181818181818182,0.18181818181818177
"((direct <= 0.274) U[0,0] (s2_hr >= -0.001))
",1.581,0.274,0.079,0.000,1.000,13,14,0,6,19,14,13,20,0.6842105263157895,1.0,0.0,1.0,0.8181818181818182,0.18181818181818177
"((hr >= 87.444) U[1,1] (n_evts >= 0.128))
",-0.139,5.186,7.102,0.000,1.000,19,7,7,0,19,14,26,7,1.0,0.5,0.5,0.7307692307692307,0.7878787878787878,0.21212121212121215
"((death >= 0.049) U[0,1] (Mort >= 0.159))
",0.000,-9999999.000,-9999999.000,0.000,1.000,19,7,7,0,19,14,26,7,1.0,0.5,0.5,0.7307692307692307,0.7878787878787878,0.21212121212121215
"((ICU_Pt_Days >= 0.814) U[1,1] (O2_Flow >= 2.033))
",-1.639,-0.033,3.012,0.000,1.000,19,7,7,0,19,14,26,7,1.0,0.5,0.5,0.7307692307692307,0.7878787878787878,0.21212121212121215
"((ICU_Pt_Days >= 0.705) U[0,0] (Mort >= 0.156))
",-2.005,-0.156,3.230,0.000,1.000,19,7,7,0,19,14,26,7,1.0,0.5,0.5,0.7307692307692307,0.7878787878787878,0.21212121212121215
"F[0,1](direct >= 0.065 & SBP <= 142.483)
",0.000,-9999999.000,-9999999.000,0.000,1.000,19,7,7,0,19,14,26,7,1.0,0.5,0.5,0.7307692307692307,0.7878787878787878,0.21212121212121215
"((hr <= 116.789) U[0,1] (srr <= 0.125))
",0.000,-9999999.000,-9999999.000,0.000,1.000,13,13,1,6,19,14,14,19,0.6842105263157895,0.9285714285714286,0.07142857142857142,0.9285714285714286,0.7878787878787878,0.21212121212121215
"((lds >= 0.752) U[1,2] (s24_edrk >= -0.001))
",0.000,-9999999.000,-9999999.000,0.000,1.000,15,10,0,8,23,10,15,18,0.6521739130434783,1.0,0.0,1.0,0.7575757575757576,0.24242424242424243
"F[0,0](s8_edrk <= 0.000 | s8_hr >= -0.001)
",-1.334,0.000,0.001,0.000,1.000,11,14,0,8,19,14,11,22,0.5789473684210527,1.0,0.0,1.0,0.7575757575757576,0.24242424242424243
"((O2_Flow >= 2.396) U[1,2] (Resp <= 20.028))
",0.000,-9999999.000,-9999999.000,0.000,1.000,19,5,6,3,22,11,25,8,0.8636363636363636,0.45454545454545453,0.5454545454545454,0.76,0.7272727272727273,0.2727272727272727
"((Mort >= 0.207) U[1,2] (s2_edrk >= -0.005))
",0.000,-9999999.000,-9999999.000,0.000,1.000,19,5,7,2,21,12,26,7,0.9047619047619048,0.4166666666666667,0.5833333333333334,0.7307692307692307,0.7272727272727273,0.2727272727272727
"F[1,1](s8_hr >= -0.002 -> srr <= 0.153)
",1.115,-0.020,-0.103,0.000,1.000,10,14,0,9,19,14,10,23,0.5263157894736842,1.0,0.0,1.0,0.7272727272727273,0.2727272727272727
"((s2_hr >= -0.001) U[1,1] (SBP >= 109.770))
",-0.159,13.896,17.801,0.000,1.000,13,11,3,6,19,14,16,17,0.6842105263157895,0.7857142857142857,0.21428571428571427,0.8125,0.7272727272727273,0.2727272727272727
"F[0,1](dfa >= 0.305 | tte <= -0.359)
",0.000,-9999999.000,-9999999.000,0.000,1.000,9,14,0,10,19,14,9,24,0.47368421052631576,1.0,0.0,1.0,0.696969696969697,0.303030303030303
