Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR
"F[0,1](n_evts >= 0.007 | O2_Flow >= 2.112)
",0.000,-9999999.000,-9999999.000,0.000,1.000,47,14,0,0,47,14,47,14,1.0,1.0,0.0,1.0,1.0,0.0
"F[0,1](lds >= 0.829 & n_evts >= 0.188)
",0.000,-9999999.000,-9999999.000,0.000,1.000,47,14,0,0,47,14,47,14,1.0,1.0,0.0,1.0,1.0,0.0
"((n_evts >= 0.093) U[1,2] (SBP >= 65.840))
",0.000,-9999999.000,-9999999.000,0.000,1.000,47,12,1,1,48,13,48,13,0.9791666666666666,0.9230769230769231,0.07692307692307693,0.9791666666666666,0.9672131147540983,0.032786885245901676
"((AF >= 0.010) U[0,1] (y >= 0.017))
",0.000,-9999999.000,-9999999.000,0.000,1.000,47,11,3,0,47,14,50,11,1.0,0.7857142857142857,0.21428571428571427,0.94,0.9508196721311475,0.049180327868852514
"F[0,1](ICU_Pt_Days <= 3.543 -> y = 0.122)
",0.000,-9999999.000,-9999999.000,0.000,1.000,47,10,4,0,47,14,51,10,1.0,0.7142857142857143,0.2857142857142857,0.9215686274509803,0.9344262295081968,0.06557377049180324
"((PHOSPHORUS >= 2.929) U[1,1] (tte <= -0.049))
",-0.674,0.153,1.098,0.000,1.000,47,10,4,0,47,14,51,10,1.0,0.7142857142857143,0.2857142857142857,0.9215686274509803,0.9344262295081968,0.06557377049180324
"((AF >= 0.009) U[0,1] (Pulse >= 74.896))
",0.000,-9999999.000,-9999999.000,0.000,1.000,44,13,1,3,47,14,45,16,0.9361702127659575,0.9285714285714286,0.07142857142857142,0.9777777777777777,0.9344262295081968,0.06557377049180324
"F[1,1](dfa <= 0.970 & tte <= -0.166)
",-1.511,-0.166,0.263,0.000,1.000,47,9,5,0,47,14,52,9,1.0,0.6428571428571429,0.35714285714285715,0.9038461538461539,0.9180327868852459,0.08196721311475408
"((PHOSPHORUS <= 3.487) U[0,0] (y >= 0.078))
",-0.296,0.405,0.607,0.000,1.000,47,9,5,0,47,14,52,9,1.0,0.6428571428571429,0.35714285714285715,0.9038461538461539,0.9180327868852459,0.08196721311475408
"((dfa <= 0.998) U[0,1] (direct >= 0.110))
",0.000,-9999999.000,-9999999.000,0.000,1.000,47,9,5,0,47,14,52,9,1.0,0.6428571428571429,0.35714285714285715,0.9038461538461539,0.9180327868852459,0.08196721311475408
