Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR,Class
"G[1,1](n_evts <= 0.805 & s24_hr <= 0.004)
",550.700,0.004,-0.195,1.000,0.000,4,14,0,0,4,14,4,14,1.0,1.0,0.0,1.0,1.0,0.0,1
"((dfa >= 0.507) U[0,0] (LOS >= 0.206))
",-1.916,0.219,6.080,0.000,1.000,4,14,0,0,4,14,4,14,1.0,1.0,0.0,1.0,1.0,0.0,-1
"((direct <= 0.672) U[0,1] (n_evts >= 0.484))
",0.000,-9999999.000,-9999999.000,0.000,1.000,4,14,0,0,4,14,4,14,1.0,1.0,0.0,1.0,1.0,0.0,-1
"((dfa >= 0.536) U[0,1] (n_evts >= 0.593))
",0.000,-9999999.000,-9999999.000,0.000,1.000,4,14,0,0,4,14,4,14,1.0,1.0,0.0,1.0,1.0,0.0,-1
"G[1,1](TOTAL_PROTEIN >= 6.300 & TROPONIN_I <= 0.058)
",1.000,-0.001,-0.002,1.000,0.000,3,14,0,1,4,14,3,15,0.75,1.0,0.0,1.0,0.9444444444444444,0.05555555555555558,1
"G[0,1](MET <= 0.880 & TROPONIN_I <= 0.058)
",0.000,9999999.000,9999999.000,1.000,0.000,3,14,0,1,4,14,3,15,0.75,1.0,0.0,1.0,0.9444444444444444,0.05555555555555558,1
"F[1,1](s2_hr >= -0.000 -> y >= 0.116)
",0.865,-0.000,-0.379,0.000,1.000,3,14,0,1,4,14,3,15,0.75,1.0,0.0,1.0,0.9444444444444444,0.05555555555555558,-1
"((n_evts >= 0.503) U[0,1] (TROPONIN_I >= 0.053))
",0.000,-9999999.000,-9999999.000,0.000,1.000,3,14,0,1,4,14,3,15,0.75,1.0,0.0,1.0,0.9444444444444444,0.05555555555555558,-1
"F[0,1](Pulse <= 101.170 -> TROPONIN_I >= 0.051)
",0.000,-9999999.000,-9999999.000,0.000,1.000,3,14,0,1,4,14,3,15,0.75,1.0,0.0,1.0,0.9444444444444444,0.05555555555555558,-1
"((s2_edrk <= 0.003) U[0,0] (TROPONIN_I >= 0.056))
",-1.000,0.003,0.004,0.000,1.000,3,14,0,1,4,14,3,15,0.75,1.0,0.0,1.0,0.9444444444444444,0.05555555555555558,-1
"((LOS >= 1.258) U[1,2] (SpO2 >= 87.539))
",0.000,-9999999.000,-9999999.000,0.000,1.000,4,12,0,2,6,12,4,14,0.6666666666666666,1.0,0.0,1.0,0.8888888888888888,0.11111111111111116,-1
"F[0,1](cosen >= -2.294 -> TROPONIN_I >= 0.049)
",0.000,-9999999.000,-9999999.000,0.000,1.000,2,14,0,2,4,14,2,16,0.5,1.0,0.0,1.0,0.8888888888888888,0.11111111111111116,-1
"F[1,1](ICU_Pt_Days >= 2.429 | s24_hr <= 0.001)
",-1.155,0.001,1.470,0.000,1.000,2,14,0,2,4,14,2,16,0.5,1.0,0.0,1.0,0.8888888888888888,0.11111111111111116,-1
"((n_evts >= 0.297) U[1,1] (SBP <= 174.591))
",0.149,53.591,50.464,0.000,1.000,4,12,2,0,4,14,6,12,1.0,0.8571428571428571,0.14285714285714285,0.6666666666666666,0.8888888888888888,0.11111111111111116,-1
