Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR,Class
"F[0,1](direct >= 0.068 | ICU_Pt_Days >= 0.012)
",0.000,-9999999.000,-9999999.000,0.000,1.000,74,13,1,0,74,14,75,13,1.0,0.9285714285714286,0.07142857142857142,0.9866666666666667,0.9886363636363636,0.011363636363636354,-1
"F[0,1](LOS >= 2.138 & s2_hr <= 0.001)
",0.000,-9999999.000,-9999999.000,0.000,1.000,74,12,2,0,74,14,76,12,1.0,0.8571428571428571,0.14285714285714285,0.9736842105263158,0.9772727272727273,0.022727272727272707,-1
"((MET <= 0.351) U[0,1] (tte <= -0.071))
",0.000,-9999999.000,-9999999.000,0.000,1.000,74,12,2,0,74,14,76,12,1.0,0.8571428571428571,0.14285714285714285,0.9736842105263158,0.9772727272727273,0.022727272727272707,-1
"F[0,1](srr <= 0.125 -> y >= 0.084)
",0.000,-9999999.000,-9999999.000,0.000,1.000,72,13,1,2,74,14,73,15,0.972972972972973,0.9285714285714286,0.07142857142857142,0.9863013698630136,0.9659090909090909,0.03409090909090906,-1
"F[0,1](AF >= 0.008 | y >= 0.092)
",0.000,-9999999.000,-9999999.000,0.000,1.000,74,11,3,0,74,14,77,11,1.0,0.7857142857142857,0.21428571428571427,0.961038961038961,0.9659090909090909,0.03409090909090906,-1
"((n_evts >= 0.090) U[1,2] (tte >= -2.837))
",0.000,-9999999.000,-9999999.000,0.000,1.000,74,11,1,2,76,12,75,13,0.9736842105263158,0.9166666666666666,0.08333333333333333,0.9866666666666667,0.9659090909090909,0.03409090909090906,-1
"((s8_hr >= -0.001) U[0,1] (y >= 0.089))
",0.000,-9999999.000,-9999999.000,0.000,1.000,74,11,3,0,74,14,77,11,1.0,0.7857142857142857,0.21428571428571427,0.961038961038961,0.9659090909090909,0.03409090909090906,-1
"F[0,1](n_edrk > 0.681 -> y = 0.882)
",0.000,-9999999.000,-9999999.000,0.000,1.000,72,12,2,2,74,14,74,14,0.972972972972973,0.8571428571428571,0.14285714285714285,0.972972972972973,0.9545454545454546,0.045454545454545414,-1
"G[0,1](SpO2 <= 98.531 -> y <= 0.855)
",0.000,9999999.000,9999999.000,1.000,0.000,74,9,5,0,74,14,79,9,1.0,0.6428571428571429,0.35714285714285715,0.9367088607594937,0.9431818181818182,0.05681818181818177,1
"F[0,1](direct >= 0.010 & tte >= -3.888)
",0.000,-9999999.000,-9999999.000,0.000,1.000,74,9,5,0,74,14,79,9,1.0,0.6428571428571429,0.35714285714285715,0.9367088607594937,0.9431818181818182,0.05681818181818177,-1
"((s2_hr <= 0.001) U[0,0] (y >= 0.044))
",-1.581,0.001,0.683,0.000,1.000,74,9,5,0,74,14,79,9,1.0,0.6428571428571429,0.35714285714285715,0.9367088607594937,0.9431818181818182,0.05681818181818177,-1
"((hr <= 83.604) U[0,1] (Mort >= 0.059))
",0.000,-9999999.000,-9999999.000,0.000,1.000,74,9,5,0,74,14,79,9,1.0,0.6428571428571429,0.35714285714285715,0.9367088607594937,0.9431818181818182,0.05681818181818177,-1
"G[0,1](dfa >= 0.459 -> y <= 0.373)
",0.000,9999999.000,9999999.000,1.000,0.000,74,9,5,0,74,14,79,9,1.0,0.6428571428571429,0.35714285714285715,0.9367088607594937,0.9431818181818182,0.05681818181818177,1
"G[0,1](death <= 0.615 -> direct <= 0.523)
",0.000,9999999.000,9999999.000,1.000,0.000,74,9,5,0,74,14,79,9,1.0,0.6428571428571429,0.35714285714285715,0.9367088607594937,0.9431818181818182,0.05681818181818177,1
"G[0,1](Mort >= 0.029 -> y = 0.107)
",0.000,9999999.000,9999999.000,1.000,0.000,74,9,5,0,74,14,79,9,1.0,0.6428571428571429,0.35714285714285715,0.9367088607594937,0.9431818181818182,0.05681818181818177,1
"G[1,1](ICU_Pt_Days <= 3.454 | n_evts <= 0.177)
",1.682,3.454,0.581,1.000,0.000,74,8,6,0,74,14,80,8,1.0,0.5714285714285714,0.42857142857142855,0.925,0.9318181818181818,0.06818181818181823,1
"((lds <= 2.019) U[0,1] (O2_Flow >= 2.104))
",0.000,-9999999.000,-9999999.000,0.000,1.000,74,8,6,0,74,14,80,8,1.0,0.5714285714285714,0.42857142857142855,0.925,0.9318181818181818,0.06818181818181823,-1
"F[0,1](Mort >= 0.037 & s2_edrk >= -0.006)
",0.000,-9999999.000,-9999999.000,0.000,1.000,74,8,6,0,74,14,80,8,1.0,0.5714285714285714,0.42857142857142855,0.925,0.9318181818181818,0.06818181818181823,-1
"F[0,1](af <= 0.098 & n_edrk <= 0.944)
",0.000,-9999999.000,-9999999.000,0.000,1.000,69,13,1,5,74,14,70,18,0.9324324324324325,0.9285714285714286,0.07142857142857142,0.9857142857142858,0.9318181818181818,0.06818181818181823,-1
"F[0,1](n_evts >= 0.132 & O2_Flow >= 2.049)
",0.000,-9999999.000,-9999999.000,0.000,1.000,74,8,6,0,74,14,80,8,1.0,0.5714285714285714,0.42857142857142855,0.925,0.9318181818181818,0.06818181818181823,-1
"G[0,1](Mort <= 0.227 -> tte >= -0.285)
",0.000,9999999.000,9999999.000,1.000,0.000,74,7,7,0,74,14,81,7,1.0,0.5,0.5,0.9135802469135802,0.9204545454545454,0.07954545454545459,1
"F[0,1](AF <= 0.210 & O2_Flow >= 2.140)
",0.000,-9999999.000,-9999999.000,0.000,1.000,74,6,8,0,74,14,82,6,1.0,0.42857142857142855,0.5714285714285714,0.9024390243902439,0.9090909090909091,0.09090909090909094,-1
"((n_edrk <= 0.910) U[1,2] (SBP <= 178.166))
",0.000,-9999999.000,-9999999.000,0.000,1.000,70,10,4,4,74,14,74,14,0.9459459459459459,0.7142857142857143,0.2857142857142857,0.9459459459459459,0.9090909090909091,0.09090909090909094,-1
"((direct >= 0.077) U[1,1] (O2_Flow <= 2.191))
",-0.422,0.191,0.390,0.000,1.000,74,6,8,0,74,14,82,6,1.0,0.42857142857142855,0.5714285714285714,0.9024390243902439,0.9090909090909091,0.09090909090909094,-1
"F[0,1](Mort >= 0.017 & y <= 0.576)
",0.000,-9999999.000,-9999999.000,0.000,1.000,74,6,8,0,74,14,82,6,1.0,0.42857142857142855,0.5714285714285714,0.9024390243902439,0.9090909090909091,0.09090909090909094,-1
"((MET >= 0.017) U[0,0] (Mort >= 0.050))
",-0.866,-0.017,0.402,0.000,1.000,74,6,8,0,74,14,82,6,1.0,0.42857142857142855,0.5714285714285714,0.9024390243902439,0.9090909090909091,0.09090909090909094,-1
"G[0,1](death >= 0.009 -> y = 0.257)
",0.000,9999999.000,9999999.000,1.000,0.000,74,6,8,0,74,14,82,6,1.0,0.42857142857142855,0.5714285714285714,0.9024390243902439,0.9090909090909091,0.09090909090909094,1
"G[0,1](HEMOGLOBIN >= 10.200 & Temp <= 36.714)
",0.000,9999999.000,9999999.000,1.000,0.000,74,6,8,0,74,14,82,6,1.0,0.42857142857142855,0.5714285714285714,0.9024390243902439,0.9090909090909091,0.09090909090909094,1
