Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR,Class
"G[1,1](MAGNESIUM <= 1.792 | n_evts <= 0.760)
",4359087021350916.000,0.760,-0.208,1.000,0.000,121,14,0,0,121,14,121,14,1.0,1.0,0.0,1.0,1.0,0.0,1
"G[0,0](n_evts <= 0.122 & y <= 0.319)
",6550690367084358.000,0.122,-0.878,1.000,0.000,121,14,0,0,121,14,121,14,1.0,1.0,0.0,1.0,1.0,0.0,1
"((CALCIUM <= 8.763) U[0,1] (n_evts >= 0.018))
",0.000,-9999999.000,-9999999.000,0.000,1.000,121,14,0,0,121,14,121,14,1.0,1.0,0.0,1.0,1.0,0.0,-1
"((MET <= 0.134) U[0,1] (n_evts >= 0.054))
",0.000,-9999999.000,-9999999.000,0.000,1.000,121,14,0,0,121,14,121,14,1.0,1.0,0.0,1.0,1.0,0.0,-1
"F[0,0](Mort >= 0.022 | y >= 0.039)
",-114.628,-0.022,0.971,0.000,1.000,121,14,0,0,121,14,121,14,1.0,1.0,0.0,1.0,1.0,0.0,-1
"((HEMOGLOBIN <= 12.991) U[0,1] (n_evts >= 0.007))
",0.000,-9999999.000,-9999999.000,0.000,1.000,121,14,0,0,121,14,121,14,1.0,1.0,0.0,1.0,1.0,0.0,-1
"((direct <= 0.441) U[0,0] (n_evts >= 0.049))
",-9184963869487014.000,0.441,0.951,0.000,1.000,121,14,0,0,121,14,121,14,1.0,1.0,0.0,1.0,1.0,0.0,-1
"G[1,1](BLOOD_UREA_NITROGEN <= 19.103 | MAGNESIUM <= 1.679)
",13.536,9.087,-0.321,1.000,0.000,120,14,0,1,121,14,120,15,0.9917355371900827,1.0,0.0,1.0,0.9925925925925926,0.007407407407407418,1
"G[0,1](AF <= 0.154 & LOS <= 3.911)
",0.000,9999999.000,9999999.000,1.000,0.000,121,12,2,0,121,14,123,12,1.0,0.8571428571428571,0.14285714285714285,0.983739837398374,0.9851851851851852,0.014814814814814836,1
"((LOS <= 5.920) U[0,1] (tte <= -0.077))
",0.000,-9999999.000,-9999999.000,0.000,1.000,121,11,3,0,121,14,124,11,1.0,0.7857142857142857,0.21428571428571427,0.9758064516129032,0.9777777777777777,0.022222222222222254,-1
"F[0,0](tte <= -0.090 | y >= 0.006)
",-1.146,-0.006,1.254,0.000,1.000,121,11,3,0,121,14,124,11,1.0,0.7857142857142857,0.21428571428571427,0.9758064516129032,0.9777777777777777,0.022222222222222254,-1
"F[0,1](death <= 0.990 & n_evts >= 0.006)
",0.000,-9999999.000,-9999999.000,0.000,1.000,121,10,4,0,121,14,125,10,1.0,0.7142857142857143,0.2857142857142857,0.968,0.9703703703703703,0.029629629629629672,-1
"((ICU_Pt_Days >= 0.158) U[1,2] (LOS >= 2.188))
",0.000,-9999999.000,-9999999.000,0.000,1.000,121,10,2,2,123,12,123,12,0.983739837398374,0.8333333333333334,0.16666666666666666,0.983739837398374,0.9703703703703703,0.029629629629629672,-1
"((CHLORIDE <= 108.953) U[0,1] (y >= 0.016))
",0.000,-9999999.000,-9999999.000,0.000,1.000,121,9,5,0,121,14,126,9,1.0,0.6428571428571429,0.35714285714285715,0.9603174603174603,0.9629629629629629,0.03703703703703709,-1
"F[0,0](n_edrk >= 0.774 -> tte <= -0.075)
",0.635,-0.211,-0.994,0.000,1.000,117,13,1,4,121,14,118,17,0.9669421487603306,0.9285714285714286,0.07142857142857142,0.9915254237288136,0.9629629629629629,0.03703703703703709,-1
"((PLATELET_COUNT >= 176.887) U[0,0] (y >= 0.022))
",-2.380,5.248,35.113,0.000,1.000,121,9,5,0,121,14,126,9,1.0,0.6428571428571429,0.35714285714285715,0.9603174603174603,0.9629629629629629,0.03703703703703709,-1
"F[0,1](Pulse <= 109.229 & tte <= -0.060)
",0.000,-9999999.000,-9999999.000,0.000,1.000,121,9,5,0,121,14,126,9,1.0,0.6428571428571429,0.35714285714285715,0.9603174603174603,0.9629629629629629,0.03703703703703709,-1
"G[0,1](ICU_Pt_Days <= 3.414 | PLATELET_COUNT <= 207.240)
",0.000,9999999.000,9999999.000,1.000,0.000,121,8,6,0,121,14,127,8,1.0,0.5714285714285714,0.42857142857142855,0.952755905511811,0.9555555555555556,0.0444444444444444,1
"G[0,0](LOS <= 6.127 & O2_Flow <= 4.843)
",1.077,2.659,-1.424,1.000,0.000,121,8,6,0,121,14,127,8,1.0,0.5714285714285714,0.42857142857142855,0.952755905511811,0.9555555555555556,0.0444444444444444,1
"G[0,0](Resp >= 16.781 -> TROPONIN_I >= 1.585)
",-0.445,-4.323,-1.578,1.000,0.000,117,12,2,4,121,14,119,16,0.9669421487603306,0.8571428571428571,0.14285714285714285,0.9831932773109243,0.9555555555555556,0.0444444444444444,1
"G[0,1](hr >= 80.258 & Pulse >= 83.066)
",0.000,9999999.000,9999999.000,1.000,0.000,121,7,7,0,121,14,128,7,1.0,0.5,0.5,0.9453125,0.9481481481481482,0.051851851851851816,1
"((direct >= 0.035) U[1,2] (Pulse >= 80.956))
",0.000,-9999999.000,-9999999.000,0.000,1.000,121,7,2,5,126,9,123,12,0.9603174603174603,0.7777777777777778,0.2222222222222222,0.983739837398374,0.9481481481481482,0.051851851851851816,-1
"F[0,1](AF >= 0.001 | direct >= 0.037)
",0.000,-9999999.000,-9999999.000,0.000,1.000,121,7,7,0,121,14,128,7,1.0,0.5,0.5,0.9453125,0.9481481481481482,0.051851851851851816,-1
"F[1,1](CREATININE >= 0.815 & direct >= 0.013)
",-0.913,-0.066,0.115,0.000,1.000,121,7,7,0,121,14,128,7,1.0,0.5,0.5,0.9453125,0.9481481481481482,0.051851851851851816,-1
"((ICU_Pt_Days >= 0.303) U[0,0] (Mort >= 0.015))
",-2.056,-0.015,3.310,0.000,1.000,121,7,7,0,121,14,128,7,1.0,0.5,0.5,0.9453125,0.9481481481481482,0.051851851851851816,-1
"((Mort >= 0.051) U[1,2] (SBP >= 63.956))
",0.000,-9999999.000,-9999999.000,0.000,1.000,121,6,7,1,122,13,128,7,0.9918032786885246,0.46153846153846156,0.5384615384615384,0.9453125,0.9407407407407408,0.059259259259259234,-1
"G[1,1](s8_hr >= -4.516485404595623e-06 | WHITE_BLOOD_CELL_COUNT <= 8.349)
",0.577,0.362,-0.051,1.000,0.000,119,8,6,2,121,14,125,10,0.9834710743801653,0.5714285714285714,0.42857142857142855,0.952,0.9407407407407408,0.059259259259259234,1
"F[0,1](Glasgow_Coma_Scale_Total >= 14.323 & Mort >= 0.035)
",0.000,-9999999.000,-9999999.000,0.000,1.000,121,5,9,0,121,14,130,5,1.0,0.35714285714285715,0.6428571428571429,0.9307692307692308,0.9333333333333333,0.06666666666666665,-1
"G[0,1](hr <= 107.622 & n_edrk >= 0.615)
",0.000,9999999.000,9999999.000,1.000,0.000,112,14,0,9,121,14,112,23,0.9256198347107438,1.0,0.0,1.0,0.9333333333333333,0.06666666666666665,1
"((Glasgow_Coma_Scale_Total >= 14.479) U[0,1] (n_edrk <= 0.946))
",0.000,-9999999.000,-9999999.000,0.000,1.000,112,14,0,9,121,14,112,23,0.9256198347107438,1.0,0.0,1.0,0.9333333333333333,0.06666666666666665,-1
"F[0,0](direct <= 0.770 & ICU_Pt_Days >= 0.143)
",-0.731,-0.143,0.211,0.000,1.000,121,5,9,0,121,14,130,5,1.0,0.35714285714285715,0.6428571428571429,0.9307692307692308,0.9333333333333333,0.06666666666666665,-1
"F[1,1](death >= 0.002 & Mort >= 0.041)
",-0.886,-0.041,0.393,0.000,1.000,121,4,10,0,121,14,131,4,1.0,0.2857142857142857,0.7142857142857143,0.9236641221374046,0.9259259259259259,0.07407407407407407,-1
"G[1,1](death <= 0.601 & MET <= 0.886)
",0.866,0.601,0.172,1.000,0.000,121,4,10,0,121,14,131,4,1.0,0.2857142857142857,0.7142857142857143,0.9236641221374046,0.9259259259259259,0.07407407407407407,1
"((death >= 0.001) U[1,1] (MAGNESIUM >= 1.345))
",-1.309,0.270,0.802,0.000,1.000,121,4,10,0,121,14,131,4,1.0,0.2857142857142857,0.7142857142857143,0.9236641221374046,0.9259259259259259,0.07407407407407407,-1
"G[0,1](death >= 0.009 -> Resp >= 19.036)
",0.000,9999999.000,9999999.000,1.000,0.000,121,4,10,0,121,14,131,4,1.0,0.2857142857142857,0.7142857142857143,0.9236641221374046,0.9259259259259259,0.07407407407407407,1
"G[0,1](SpO2 >= 88.772 | y >= 0.005)
",0.000,9999999.000,9999999.000,1.000,0.000,121,3,11,0,121,14,132,3,1.0,0.21428571428571427,0.7857142857142857,0.9166666666666666,0.9185185185185185,0.08148148148148149,1
"G[1,1](s24_edrk <= 0.000 | s2_edrk <= 0.002)
",-0.391,0.002,0.004,1.000,0.000,121,3,11,0,121,14,132,3,1.0,0.21428571428571427,0.7857142857142857,0.9166666666666666,0.9185185185185185,0.08148148148148149,1
"G[0,0](ICU_Pt_Days >= 0.052 -> tte <= -0.056)
",3.042,0.052,-3.933,1.000,0.000,121,3,11,0,121,14,132,3,1.0,0.21428571428571427,0.7857142857142857,0.9166666666666666,0.9185185185185185,0.08148148148148149,1
"G[0,1](Pulse >= 79.219 & s8_hr <= 0.001)
",0.000,9999999.000,9999999.000,1.000,0.000,117,7,7,4,121,14,124,11,0.9669421487603306,0.5,0.5,0.9435483870967742,0.9185185185185185,0.08148148148148149,1
"G[1,1](CALCIUM <= 8.855 | LOS >= 2.891)
",-0.958,0.225,4.065,1.000,0.000,121,2,12,0,121,14,133,2,1.0,0.14285714285714285,0.8571428571428571,0.9097744360902256,0.9111111111111111,0.0888888888888889,1
"G[1,1](AF <= 0.036 | BLOOD_UREA_NITROGEN <= 20.335)
",11.901,10.319,-0.035,1.000,0.000,121,2,12,0,121,14,133,2,1.0,0.14285714285714285,0.8571428571428571,0.9097744360902256,0.9111111111111111,0.0888888888888889,1
"G[0,1](n_evts >= 0.031 -> O2_Flow <= 6.362)
",0.000,9999999.000,9999999.000,1.000,0.000,121,2,12,0,121,14,133,2,1.0,0.14285714285714285,0.8571428571428571,0.9097744360902256,0.9111111111111111,0.0888888888888889,1
"G[1,1](LOS <= 9.808 | s2_edrk <= 0.001)
",0.903,6.808,3.747,1.000,0.000,121,2,12,0,121,14,133,2,1.0,0.14285714285714285,0.8571428571428571,0.9097744360902256,0.9111111111111111,0.0888888888888889,1
"((MET >= 0.010) U[1,1] (y >= 0.048))
",-1.580,-0.010,0.688,0.000,1.000,121,2,12,0,121,14,133,2,1.0,0.14285714285714285,0.8571428571428571,0.9097744360902256,0.9111111111111111,0.0888888888888889,-1
"F[1,1](AF < 0.147 -> y = 0.015)
",-0.408,-0.147,-0.075,0.000,1.000,121,2,12,0,121,14,133,2,1.0,0.14285714285714285,0.8571428571428571,0.9097744360902256,0.9111111111111111,0.0888888888888889,-1
"G[0,1](edrk <= 33.015 | MAGNESIUM <= 1.952)
",0.000,9999999.000,9999999.000,1.000,0.000,121,2,12,0,121,14,133,2,1.0,0.14285714285714285,0.8571428571428571,0.9097744360902256,0.9111111111111111,0.0888888888888889,1
"G[1,1](Pulse <= 95.422 | s24_edrk >= -0.007)
",-0.496,2.001,7.814,1.000,0.000,121,2,12,0,121,14,133,2,1.0,0.14285714285714285,0.8571428571428571,0.9097744360902256,0.9111111111111111,0.0888888888888889,1
"G[1,1](GLUCOSE <= 339.056 -> Temp >= 35.987)
",0.761,-138.760,-220.056,1.000,0.000,121,2,12,0,121,14,133,2,1.0,0.14285714285714285,0.8571428571428571,0.9097744360902256,0.9111111111111111,0.0888888888888889,1
