Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR,Class
"G[0,1](n_evts >= 0.145 -> y = 0.549)
",0.000,9999999.000,9999999.000,1.000,0.000,35,14,0,0,35,14,35,14,1.0,1.0,0.0,1.0,1.0,0.0,1
"G[0,1](edrk <= 33.839 & n_evts <= 0.742)
",0.000,9999999.000,9999999.000,1.000,0.000,35,14,0,0,35,14,35,14,1.0,1.0,0.0,1.0,1.0,0.0,1
"((Glasgow_Coma_Scale_Total <= 14.994) U[0,0] (LOS >= 0.400))
",-1.768,-0.006,6.315,0.000,1.000,35,14,0,0,35,14,35,14,1.0,1.0,0.0,1.0,1.0,0.0,-1
"((direct >= 0.081) U[0,1] (LOS >= 0.141))
",0.000,-9999999.000,-9999999.000,0.000,1.000,35,14,0,0,35,14,35,14,1.0,1.0,0.0,1.0,1.0,0.0,-1
"F[1,1](ICU_Pt_Days >= 0.348 | n_edrk <= 0.935)
",-1.667,-0.047,3.087,0.000,1.000,34,14,0,1,35,14,34,15,0.9714285714285714,1.0,0.0,1.0,0.9795918367346939,0.020408163265306145,-1
"((af >= 0.003) U[0,1] (ICU_Pt_Days >= 0.904))
",0.000,-9999999.000,-9999999.000,0.000,1.000,35,12,2,0,35,14,37,12,1.0,0.8571428571428571,0.14285714285714285,0.9459459459459459,0.9591836734693877,0.04081632653061229,-1
"((dfa <= 0.949) U[0,0] (ICU_Pt_Days >= 0.672))
",-1.311,0.053,2.755,0.000,1.000,35,12,2,0,35,14,37,12,1.0,0.8571428571428571,0.14285714285714285,0.9459459459459459,0.9591836734693877,0.04081632653061229,-1
"F[0,1](n_edrk <= 0.971 & s8_edrk >= -0.001)
",0.000,-9999999.000,-9999999.000,0.000,1.000,33,14,0,2,35,14,33,16,0.9428571428571428,1.0,0.0,1.0,0.9591836734693877,0.04081632653061229,-1
"((LOS >= 0.361) U[1,1] (Resp <= 21.660))
",-0.845,3.778,7.505,0.000,1.000,35,11,3,0,35,14,38,11,1.0,0.7857142857142857,0.21428571428571427,0.9210526315789473,0.9387755102040817,0.061224489795918324,-1
"((lds >= 0.851) U[0,1] (tte <= -0.087))
",0.000,-9999999.000,-9999999.000,0.000,1.000,35,11,3,0,35,14,38,11,1.0,0.7857142857142857,0.21428571428571427,0.9210526315789473,0.9387755102040817,0.061224489795918324,-1
"F[0,1](srr <= 0.119 -> y >= 0.182)
",0.000,-9999999.000,-9999999.000,0.000,1.000,34,12,2,1,35,14,36,13,0.9714285714285714,0.8571428571428571,0.14285714285714285,0.9444444444444444,0.9387755102040817,0.061224489795918324,-1
"((n_evts >= 0.041) U[1,2] (s2_edrk <= 0.002))
",0.000,-9999999.000,-9999999.000,0.000,1.000,35,11,0,3,38,11,35,14,0.9210526315789473,1.0,0.0,1.0,0.9387755102040817,0.061224489795918324,-1
"((LOS >= 0.003) U[1,2] (s2_edrk <= 0.002))
",0.000,-9999999.000,-9999999.000,0.000,1.000,35,11,0,3,38,11,35,14,0.9210526315789473,1.0,0.0,1.0,0.9387755102040817,0.061224489795918324,-1
"((n_evts >= 0.178) U[1,2] (srr <= 0.124))
",0.000,-9999999.000,-9999999.000,0.000,1.000,34,12,0,3,37,12,34,15,0.918918918918919,1.0,0.0,1.0,0.9387755102040817,0.061224489795918324,-1
"G[0,1](death <= 0.917 & direct <= 0.364)
",0.000,9999999.000,9999999.000,1.000,0.000,35,11,3,0,35,14,38,11,1.0,0.7857142857142857,0.21428571428571427,0.9210526315789473,0.9387755102040817,0.061224489795918324,1
"G[0,1](O2_Flow <= 5.536 & y <= 0.194)
",0.000,9999999.000,9999999.000,1.000,0.000,35,11,3,0,35,14,38,11,1.0,0.7857142857142857,0.21428571428571427,0.9210526315789473,0.9387755102040817,0.061224489795918324,1
"((hr <= 111.342) U[1,1] (ICU_Pt_Days >= 0.731))
",1.688,43.619,15.413,0.000,1.000,35,10,4,0,35,14,39,10,1.0,0.7142857142857143,0.2857142857142857,0.8974358974358975,0.9183673469387755,0.08163265306122447,-1
"F[1,1](edrk >= 15.635 -> MET >= 0.025)
",-0.029,-2.550,-2.380,0.000,1.000,35,10,4,0,35,14,39,10,1.0,0.7142857142857143,0.2857142857142857,0.8974358974358975,0.9183673469387755,0.08163265306122447,-1
"((ICU_Pt_Days >= 0.152) U[0,1] (y >= 0.071))
",0.000,-9999999.000,-9999999.000,0.000,1.000,35,9,5,0,35,14,40,9,1.0,0.6428571428571429,0.35714285714285715,0.875,0.8979591836734694,0.10204081632653061,-1
"F[0,1](SBP >= 71.428 & y >= 0.145)
",0.000,-9999999.000,-9999999.000,0.000,1.000,35,9,5,0,35,14,40,9,1.0,0.6428571428571429,0.35714285714285715,0.875,0.8979591836734694,0.10204081632653061,-1
"F[1,1](direct <= 0.760 -> y >= 0.051)
",1.581,-0.760,-0.895,0.000,1.000,35,9,5,0,35,14,40,9,1.0,0.6428571428571429,0.35714285714285715,0.875,0.8979591836734694,0.10204081632653061,-1
"((dfa >= 0.484) U[0,1] (tte <= -0.195))
",0.000,-9999999.000,-9999999.000,0.000,1.000,35,9,5,0,35,14,40,9,1.0,0.6428571428571429,0.35714285714285715,0.875,0.8979591836734694,0.10204081632653061,-1
"((edrk <= 28.453) U[0,1] (tte <= -0.196))
",0.000,-9999999.000,-9999999.000,0.000,1.000,35,9,5,0,35,14,40,9,1.0,0.6428571428571429,0.35714285714285715,0.875,0.8979591836734694,0.10204081632653061,-1
"G[0,0](LOS >= 1.664 -> y <= 0.786)
",1.193,-0.786,-5.050,1.000,0.000,35,9,5,0,35,14,40,9,1.0,0.6428571428571429,0.35714285714285715,0.875,0.8979591836734694,0.10204081632653061,1
"F[0,1](ICU_Pt_Days >= 0.026 & Resp <= 21.266)
",0.000,-9999999.000,-9999999.000,0.000,1.000,35,9,5,0,35,14,40,9,1.0,0.6428571428571429,0.35714285714285715,0.875,0.8979591836734694,0.10204081632653061,-1
"G[0,0](ICU_Pt_Days <= 3.163 & s24_edrk <= 0.003)
",1.154,0.003,-1.049,1.000,0.000,35,8,6,0,35,14,41,8,1.0,0.5714285714285714,0.42857142857142855,0.8536585365853658,0.8775510204081632,0.12244897959183676,1
"((Temp >= 35.786) U[1,1] (tte <= -0.139))
",-0.499,0.753,1.351,0.000,1.000,35,7,7,0,35,14,42,7,1.0,0.5,0.5,0.8333333333333334,0.8571428571428571,0.1428571428571429,-1
"G[1,1](direct <= 0.368 & s24_edrk >= -0.008)
",1.161,0.008,-0.359,1.000,0.000,35,7,7,0,35,14,42,7,1.0,0.5,0.5,0.8333333333333334,0.8571428571428571,0.1428571428571429,1
"G[1,1](ICU_Pt_Days >= 0.620 -> Mort >= 0.005)
",1.673,0.005,-2.896,1.000,0.000,35,7,7,0,35,14,42,7,1.0,0.5,0.5,0.8333333333333334,0.8571428571428571,0.1428571428571429,1
"G[0,1](n_edrk >= 0.108 & s24_hr <= 0.001)
",0.000,9999999.000,9999999.000,1.000,0.000,34,8,6,1,35,14,40,9,0.9714285714285714,0.5714285714285714,0.42857142857142855,0.85,0.8571428571428571,0.1428571428571429,1
"((direct >= 0.090) U[1,2] (Resp >= 13.338))
",0.000,-9999999.000,-9999999.000,0.000,1.000,35,7,5,2,37,12,40,9,0.9459459459459459,0.5833333333333334,0.4166666666666667,0.875,0.8571428571428571,0.1428571428571429,-1
"((n_edrk <= 0.870) U[1,1] (s24_edrk >= -0.006))
",-0.944,0.009,0.277,0.000,1.000,34,8,6,1,35,14,40,9,0.9714285714285714,0.5714285714285714,0.42857142857142855,0.85,0.8571428571428571,0.1428571428571429,-1
"G[1,1](SpO2 >= 85.487 & Temp <= 36.780)
",0.155,0.241,0.123,1.000,0.000,35,7,7,0,35,14,42,7,1.0,0.5,0.5,0.8333333333333334,0.8571428571428571,0.1428571428571429,1
"((dfa <= 1.191) U[1,1] (direct >= 0.093))
",-0.752,0.387,0.750,0.000,1.000,35,7,7,0,35,14,42,7,1.0,0.5,0.5,0.8333333333333334,0.8571428571428571,0.1428571428571429,-1
"((direct >= 0.057) U[1,1] (s8_hr <= 0.001))
",-1.155,0.000,0.539,0.000,1.000,35,5,9,0,35,14,44,5,1.0,0.35714285714285715,0.6428571428571429,0.7954545454545454,0.8163265306122449,0.18367346938775508,-1
"((hr <= 78.693) U[0,1] (Pulse >= 66.663))
",0.000,-9999999.000,-9999999.000,0.000,1.000,26,14,0,9,35,14,26,23,0.7428571428571429,1.0,0.0,1.0,0.8163265306122449,0.18367346938775508,-1
"F[0,0](direct <= 0.258 & n_edrk <= 0.897)
",0.408,-0.077,-0.313,0.000,1.000,34,6,8,1,35,14,42,7,0.9714285714285714,0.42857142857142855,0.5714285714285714,0.8095238095238095,0.8163265306122449,0.18367346938775508,-1
"G[1,1](death <= 0.595 -> n_edrk >= 0.232)
",-1.020,-0.751,-0.572,1.000,0.000,35,4,10,0,35,14,45,4,1.0,0.2857142857142857,0.7142857142857143,0.7777777777777778,0.7959183673469388,0.20408163265306123,1
"F[0,0](edrk <= 20.100 -> hr >= 70.307)
",1.540,-2.783,-27.399,0.000,1.000,25,14,0,10,35,14,25,24,0.7142857142857143,1.0,0.0,1.0,0.7959183673469388,0.20408163265306123,-1
"F[0,1](death < 0.894 -> y = 0.801)
",0.000,-9999999.000,-9999999.000,0.000,1.000,35,4,10,0,35,14,45,4,1.0,0.2857142857142857,0.7142857142857143,0.7777777777777778,0.7959183673469388,0.20408163265306123,-1
"G[0,1](cosen >= -2.363 -> death <= 0.622)
",0.000,9999999.000,9999999.000,1.000,0.000,35,4,10,0,35,14,45,4,1.0,0.2857142857142857,0.7142857142857143,0.7777777777777778,0.7959183673469388,0.20408163265306123,1
"G[1,1](af <= 0.040 -> death <= 0.608)
",-0.632,-0.608,-0.446,1.000,0.000,35,4,10,0,35,14,45,4,1.0,0.2857142857142857,0.7142857142857143,0.7777777777777778,0.7959183673469388,0.20408163265306123,1
"G[0,1](Mort <= 0.778 -> n_edrk >= 0.695)
",0.000,9999999.000,9999999.000,1.000,0.000,34,5,9,1,35,14,43,6,0.9714285714285714,0.35714285714285715,0.6428571428571429,0.7906976744186046,0.7959183673469388,0.20408163265306123,1
"G[0,0](SBP >= 109.602 & srr <= 0.085)
",0.409,0.022,-3.366,1.000,0.000,31,7,7,4,35,14,38,11,0.8857142857142857,0.5,0.5,0.8157894736842105,0.7755102040816326,0.22448979591836737,1
"G[0,1](Mort >= 0.123 -> tte <= -0.126)
",0.000,9999999.000,9999999.000,1.000,0.000,35,3,11,0,35,14,46,3,1.0,0.21428571428571427,0.7857142857142857,0.7608695652173914,0.7755102040816326,0.22448979591836737,1
"G[1,1](edrk >= 15.323 & s8_hr >= 0.000)
",1.000,-0.000,-1.231,1.000,0.000,26,12,2,9,35,14,28,21,0.7428571428571429,0.8571428571428571,0.14285714285714285,0.9285714285714286,0.7755102040816326,0.22448979591836737,1
"G[0,1](MET <= 0.474 -> Resp <= 20.206)
",0.000,9999999.000,9999999.000,1.000,0.000,35,3,11,0,35,14,46,3,1.0,0.21428571428571427,0.7857142857142857,0.7608695652173914,0.7755102040816326,0.22448979591836737,1
"F[0,1](edrk >= 13.368 & Pulse >= 64.585)
",0.000,-9999999.000,-9999999.000,0.000,1.000,26,12,2,9,35,14,28,21,0.7428571428571429,0.8571428571428571,0.14285714285714285,0.9285714285714286,0.7755102040816326,0.22448979591836737,-1
"G[0,1](hr <= 106.960 | Mort <= 0.979)
",0.000,9999999.000,9999999.000,1.000,0.000,35,2,12,0,35,14,47,2,1.0,0.14285714285714285,0.8571428571428571,0.7446808510638298,0.7551020408163265,0.24489795918367352,1
"((AF >= 0.016) U[1,1] (O2_Flow <= 6.452))
",0.981,4.452,2.747,0.000,1.000,35,2,12,0,35,14,47,2,1.0,0.14285714285714285,0.8571428571428571,0.7446808510638298,0.7551020408163265,0.24489795918367352,-1
"G[0,1](hr >= 67.739 -> SpO2 <= 98.549)
",0.000,9999999.000,9999999.000,1.000,0.000,35,2,12,0,35,14,47,2,1.0,0.14285714285714285,0.8571428571428571,0.7446808510638298,0.7551020408163265,0.24489795918367352,1
"((AF >= 0.005) U[1,2] (Resp >= 13.884))
",0.000,-9999999.000,-9999999.000,0.000,1.000,35,2,10,2,37,12,45,4,0.9459459459459459,0.16666666666666666,0.8333333333333334,0.7777777777777778,0.7551020408163265,0.24489795918367352,-1
"((death >= 0.001) U[1,2] (SBP >= 103.742))
",0.000,-9999999.000,-9999999.000,0.000,1.000,35,2,9,3,38,11,44,5,0.9210526315789473,0.18181818181818182,0.8181818181818182,0.7954545454545454,0.7551020408163265,0.24489795918367352,-1
"F[0,1](direct >= 0.065 & Temp <= 36.779)
",0.000,-9999999.000,-9999999.000,0.000,1.000,35,2,12,0,35,14,47,2,1.0,0.14285714285714285,0.8571428571428571,0.7446808510638298,0.7551020408163265,0.24489795918367352,-1
"G[0,1](s2_edrk <= 0.002 | Temp <= 36.964)
",0.000,9999999.000,9999999.000,1.000,0.000,35,2,12,0,35,14,47,2,1.0,0.14285714285714285,0.8571428571428571,0.7446808510638298,0.7551020408163265,0.24489795918367352,1
"((MET >= 0.028) U[1,2] (srr >= 0.031))
",0.000,-9999999.000,-9999999.000,0.000,1.000,35,2,10,2,37,12,45,4,0.9459459459459459,0.16666666666666666,0.8333333333333334,0.7777777777777778,0.7551020408163265,0.24489795918367352,-1
"F[0,1](MET >= 0.011 & SpO2 <= 96.351)
",0.000,-9999999.000,-9999999.000,0.000,1.000,35,2,12,0,35,14,47,2,1.0,0.14285714285714285,0.8571428571428571,0.7446808510638298,0.7551020408163265,0.24489795918367352,-1
"((death >= 0.016) U[1,2] (Glasgow_Coma_Scale_Total >= 14.080))
",0.000,-9999999.000,-9999999.000,0.000,1.000,35,2,8,4,39,10,43,6,0.8974358974358975,0.2,0.8,0.813953488372093,0.7551020408163265,0.24489795918367352,-1
"F[0,1](af >= 0.009 & s2_hr >= -0.001)
",0.000,-9999999.000,-9999999.000,0.000,1.000,35,2,12,0,35,14,47,2,1.0,0.14285714285714285,0.8571428571428571,0.7446808510638298,0.7551020408163265,0.24489795918367352,-1
"((af >= 0.009) U[1,2] (Temp <= 37.213))
",0.000,-9999999.000,-9999999.000,0.000,1.000,35,2,7,5,40,9,42,7,0.875,0.2222222222222222,0.7777777777777778,0.8333333333333334,0.7551020408163265,0.24489795918367352,-1
"G[1,1](AF <= 0.029 | ICU_Pt_Days <= 2.363)
",1.969,2.363,0.458,1.000,0.000,35,2,12,0,35,14,47,2,1.0,0.14285714285714285,0.8571428571428571,0.7446808510638298,0.7551020408163265,0.24489795918367352,1
"G[0,1](n_edrk <= 0.906 -> tte <= -0.040)
",0.000,9999999.000,9999999.000,1.000,0.000,34,3,11,1,35,14,45,4,0.9714285714285714,0.21428571428571427,0.7857142857142857,0.7555555555555555,0.7551020408163265,0.24489795918367352,1
"G[0,1](edrk >= 16.150 -> Glasgow_Coma_Scale_Total >= 14.402)
",0.000,9999999.000,9999999.000,1.000,0.000,35,2,12,0,35,14,47,2,1.0,0.14285714285714285,0.8571428571428571,0.7446808510638298,0.7551020408163265,0.24489795918367352,1
"G[0,1](ICU_Pt_Days <= 1.012 -> SpO2 <= 99.059)
",0.000,9999999.000,9999999.000,1.000,0.000,35,2,12,0,35,14,47,2,1.0,0.14285714285714285,0.8571428571428571,0.7446808510638298,0.7551020408163265,0.24489795918367352,1
"G[1,1](death >= 0.033 -> srr <= 0.069)
",0.637,-0.005,-0.289,1.000,0.000,35,2,12,0,35,14,47,2,1.0,0.14285714285714285,0.8571428571428571,0.7446808510638298,0.7551020408163265,0.24489795918367352,1
"G[0,1](cosen <= -2.103 | n_edrk >= 0.121)
",0.000,9999999.000,9999999.000,1.000,0.000,35,2,12,0,35,14,47,2,1.0,0.14285714285714285,0.8571428571428571,0.7446808510638298,0.7551020408163265,0.24489795918367352,1
"G[0,1](Glasgow_Coma_Scale_Total >= 14.478 | MET <= 0.524)
",0.000,9999999.000,9999999.000,1.000,0.000,35,2,12,0,35,14,47,2,1.0,0.14285714285714285,0.8571428571428571,0.7446808510638298,0.7551020408163265,0.24489795918367352,1
"G[0,1](dfa >= 0.580 | s8_edrk >= -0.003)
",0.000,9999999.000,9999999.000,1.000,0.000,35,2,12,0,35,14,47,2,1.0,0.14285714285714285,0.8571428571428571,0.7446808510638298,0.7551020408163265,0.24489795918367352,1
"G[1,1](death >= 0.068 -> tte >= -1.858)
",-1.677,-1.858,-1.295,1.000,0.000,35,2,12,0,35,14,47,2,1.0,0.14285714285714285,0.8571428571428571,0.7446808510638298,0.7551020408163265,0.24489795918367352,1
"G[0,1](af <= 0.292 | hr <= 102.188)
",0.000,9999999.000,9999999.000,1.000,0.000,35,2,12,0,35,14,47,2,1.0,0.14285714285714285,0.8571428571428571,0.7446808510638298,0.7551020408163265,0.24489795918367352,1
"G[0,1](AF <= 0.359 -> cosen <= -1.822)
",0.000,9999999.000,9999999.000,1.000,0.000,34,2,12,1,35,14,46,3,0.9714285714285714,0.14285714285714285,0.8571428571428571,0.7391304347826086,0.7346938775510204,0.26530612244897955,1
"((death >= 0.068) U[0,1] (lds >= 1.129))
",0.000,-9999999.000,-9999999.000,0.000,1.000,22,14,0,13,35,14,22,27,0.6285714285714286,1.0,0.0,1.0,0.7346938775510204,0.26530612244897955,-1
"G[0,1](MET >= 0.038 | s8_hr <= 0.001)
",0.000,9999999.000,9999999.000,1.000,0.000,34,2,12,1,35,14,46,3,0.9714285714285714,0.14285714285714285,0.8571428571428571,0.7391304347826086,0.7346938775510204,0.26530612244897955,1
"G[0,0](LOS <= 6.550 -> s24_edrk <= 0.003)
",-3.072,-6.550,-1.601,1.000,0.000,35,1,13,0,35,14,48,1,1.0,0.07142857142857142,0.9285714285714286,0.7291666666666666,0.7346938775510204,0.26530612244897955,1
"((MAGNESIUM > 2.000) U[1,1] (y = 0.544))
",0.000,0.000,0.000,0.000,1.000,35,0,14,0,35,14,49,0,1.0,0.0,1.0,0.7142857142857143,0.7142857142857143,0.2857142857142857,-1
"((death >= 0.031) U[1,2] (s8_edrk >= -0.001))
",0.000,-9999999.000,-9999999.000,0.000,1.000,35,0,10,4,39,10,45,4,0.8974358974358975,0.0,1.0,0.7777777777777778,0.7142857142857143,0.2857142857142857,-1
"G[0,0](edrk >= 16.116 -> s2_edrk >= -0.004)
",0.112,-2.307,-3.256,1.000,0.000,35,0,14,0,35,14,49,0,1.0,0.0,1.0,0.7142857142857143,0.7142857142857143,0.2857142857142857,1
"F[1,1](direct >= 0.062 & Mort >= 0.088)
",-0.866,-0.088,-0.077,0.000,1.000,35,0,14,0,35,14,49,0,1.0,0.0,1.0,0.7142857142857143,0.7142857142857143,0.2857142857142857,-1
"((AF >= 0.017) U[1,2] (tte >= -0.508))
",0.000,-9999999.000,-9999999.000,0.000,1.000,35,0,5,9,44,5,40,9,0.7954545454545454,0.0,1.0,0.875,0.7142857142857143,0.2857142857142857,-1
"F[0,1](POTASSIUM >= 4.000 & y = 0.233)
",0.000,-9999999.000,-9999999.000,0.000,1.000,35,0,14,0,35,14,49,0,1.0,0.0,1.0,0.7142857142857143,0.7142857142857143,0.2857142857142857,-1
"F[0,1](AST_GOT <= 27.000 -> y = 0.424)
",0.000,-9999999.000,-9999999.000,0.000,1.000,35,0,14,0,35,14,49,0,1.0,0.0,1.0,0.7142857142857143,0.7142857142857143,0.2857142857142857,-1
"F[1,1](PHOSPHORUS <= 3.500 & y = 0.008)
",1.581,-0.008,-0.711,0.000,1.000,35,0,14,0,35,14,49,0,1.0,0.0,1.0,0.7142857142857143,0.7142857142857143,0.2857142857142857,-1
"((OXYGEN_SATURATION < 94.700) U[0,0] (y = 0.151))
",0.000,-0.000,-0.000,0.000,1.000,35,0,14,0,35,14,49,0,1.0,0.0,1.0,0.7142857142857143,0.7142857142857143,0.2857142857142857,-1
"((MET >= 0.031) U[1,1] (death = 0.082))
",-0.408,-0.031,0.111,0.000,1.000,35,0,14,0,35,14,49,0,1.0,0.0,1.0,0.7142857142857143,0.7142857142857143,0.2857142857142857,-1
