Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR,Class
"((LOS <= 7.631) U[0,0] (n_evts >= 0.144))
",-0.450,2.631,3.234,0.000,1.000,63,14,0,0,63,14,63,14,1.0,1.0,0.0,1.0,1.0,0.0,-1
"G[0,1](LOS <= 8.980 & Mort <= 0.134)
",0.000,9999999.000,9999999.000,1.000,0.000,63,12,2,0,63,14,65,12,1.0,0.8571428571428571,0.14285714285714285,0.9692307692307692,0.974025974025974,0.025974025974025983,1
"((n_evts >= 0.011) U[1,2] (s8_edrk >= -0.006))
",0.000,-9999999.000,-9999999.000,0.000,1.000,63,12,0,2,65,12,63,14,0.9692307692307692,1.0,0.0,1.0,0.974025974025974,0.025974025974025983,-1
"((death >= 0.042) U[0,1] (ICU_Pt_Days >= 0.160))
",0.000,-9999999.000,-9999999.000,0.000,1.000,63,12,2,0,63,14,65,12,1.0,0.8571428571428571,0.14285714285714285,0.9692307692307692,0.974025974025974,0.025974025974025983,-1
"F[1,1](edrk <= 35.409 -> tte <= -0.036)
",0.433,-14.226,-17.558,0.000,1.000,63,11,3,0,63,14,66,11,1.0,0.7857142857142857,0.21428571428571427,0.9545454545454546,0.961038961038961,0.038961038961038974,-1
"G[0,1](AF <= 0.289 & Mort <= 0.974)
",0.000,9999999.000,9999999.000,1.000,0.000,63,9,5,0,63,14,68,9,1.0,0.6428571428571429,0.35714285714285715,0.9264705882352942,0.935064935064935,0.06493506493506496,1
"((Pulse <= 106.853) U[0,0] (tte <= -0.117))
",-0.042,21.502,22.529,0.000,1.000,63,9,5,0,63,14,68,9,1.0,0.6428571428571429,0.35714285714285715,0.9264705882352942,0.935064935064935,0.06493506493506496,-1
"G[0,1](direct <= 0.246 & O2_Flow <= 5.995)
",0.000,9999999.000,9999999.000,1.000,0.000,63,9,5,0,63,14,68,9,1.0,0.6428571428571429,0.35714285714285715,0.9264705882352942,0.935064935064935,0.06493506493506496,1
"F[1,1](Temp >= 35.698 & tte <= -0.058)
",-0.705,-0.058,0.195,0.000,1.000,63,9,5,0,63,14,68,9,1.0,0.6428571428571429,0.35714285714285715,0.9264705882352942,0.935064935064935,0.06493506493506496,-1
"F[0,0](s2_hr <= 0.005 & tte <= -0.120)
",-1.519,-0.120,-0.041,0.000,1.000,63,9,5,0,63,14,68,9,1.0,0.6428571428571429,0.35714285714285715,0.9264705882352942,0.935064935064935,0.06493506493506496,-1
