,Non Rules
0,"((ICU_Pt_Days = 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
1,"G[0,0](y != 0.000)"
2,"(death > 0.000 -> G[0,0](MAGNESIUM > 0.000))"
3,"(G[0,0](Resp > 0.000) -> ICU_Pt_Days = 0.000)"
4,"F[0,0](tte = 0.000)"
5,(death > 0.000 -> edrk != 0.000)
6,"(s8_hr < 0.000 & G[0,0](AF > 0.000))"
7,"G[0,0](tte = 0.000)"
8,"F[0,0](LOS = 0.000)"
9,"((LOS > 0.000) U[0,0] (LOS < 0.000))"
10,"((n_evts > 0.000) U[0,0] (s2_hr != 0.000))"
11,"((LOS != 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
12,"((n_evts = 0.000) U[0,0] (MAGNESIUM < 0.000))"
13,"F[0,0](direct = 0.000)"
14,"((LOS > 0.000) U[0,0] (LOS != 0.000))"
15,"(F[0,0](cosen < 0.000) -> ICU_Pt_Days = 0.000)"
16,"((ICU_Pt_Days > 0.000) U[0,0] (PROTIME_INR = 0.000))"
17,"F[0,0](y = 0.000)"
18,"G[0,0](tte != 0.000)"
19,"((LOS < 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
20,"((LOS = 0.000) U[0,0] (PROTIME_INR = 0.000))"
21,"((ICU_Pt_Days > 0.000) U[0,0] (LOS > 0.000))"
22,"((LOS > 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
23,"((ICU_Pt_Days != 0.000) U[0,0] (Mort < 0.000))"
24,"((LOS != 0.000) U[0,0] (LOS != 0.000))"
25,WHITE_BLOOD_CELL_COUNT != 0.000
26,"(F[0,0](death > 0.000) & F[0,0](O2_Flow < 0.000))"
27,"F[0,0](n_evts != 0.000)"
28,"(G[0,0](Resp > 0.000) -> edrk != 0.000)"
29,"(G[0,0](Mort > 0.000) & F[0,0](LOS > 0.000))"
30,"(MET < 0.000 -> F[0,0](CALCIUM > 0.000))"
31,"(MET < 0.000 -> G[0,0](MAGNESIUM > 0.000))"
32,"F[0,0](CO2 > 0.000)"
33,"(G[0,0](Resp > 0.000) -> F[0,0](CALCIUM > 0.000))"
34,"F[0,0](y > 0.000)"
35,(LACTIC_ACID > 0.000 & LACTIC_ACID > 0.000)
36,ICU_Pt_Days != 0.000
37,"F[0,0](LOS < 0.000)"
38,"((ICU_Pt_Days < 0.000) U[0,0] (s2_hr != 0.000))"
39,"((Mort = 0.000) U[0,0] (LOS < 0.000))"
40,"((LOS > 0.000) U[0,0] (PROTIME_INR = 0.000))"
41,LOS != 0.000
42,Mort != 0.000
43,"((LOS < 0.000) U[0,0] (Mort = 0.000))"
44,"(G[0,0](SBP < 0.000) -> ICU_Pt_Days = 0.000)"
45,"(G[0,0](SBP < 0.000) -> edrk != 0.000)"
46,"((Mort = 0.000) U[0,0] (MAGNESIUM < 0.000))"
47,"F[0,0](ICU_Pt_Days != 0.000)"
48,"G[0,0](Mort < 0.000)"
49,"F[0,0](n_evts = 0.000)"
50,"((LOS != 0.000) U[0,0] (s2_hr != 0.000))"
51,"(F[0,0](death > 0.000) & F[0,0](s24_edrk = 0.000))"
52,"((ICU_Pt_Days = 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
53,"((LOS < 0.000) U[0,0] (TROPONIN_I > 0.000))"
54,"((ICU_Pt_Days > 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
55,"((LOS < 0.000) U[0,0] (LOS != 0.000))"
56,"((AST_GOT = 0.000) U[0,0] (MAGNESIUM < 0.000))"
57,ALBUMIN > 0.000
58,"F[0,0](ICU_Pt_Days = 0.000)"
59,"F[0,0](Mort = 0.000)"
60,"G[0,0](MET = 0.000)"
61,"((ICU_Pt_Days = 0.000) U[0,0] (s2_hr != 0.000))"
62,"F[0,0](LOS > 0.000)"
63,"((s24_hr < 0.000) U[0,0] (LOS = 0.000))"
64,"G[0,0](LOS > 0.000)"
65,"((n_evts = 0.000) U[0,0] (TROPONIN_I > 0.000))"
66,"((AST_GOT = 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
67,"((LOS = 0.000) U[0,0] (LOS > 0.000))"
68,"((LOS > 0.000) U[0,0] (TROPONIN_I > 0.000))"
69,"(G[0,0](Mort > 0.000) & F[0,0](n_evts > 0.000))"
70,LOS > 0.000
71,"((ICU_Pt_Days != 0.000) U[0,0] (PROTIME_INR = 0.000))"
72,"((ICU_Pt_Days > 0.000) U[0,0] (LOS = 0.000))"
73,"(F[0,0](cosen < 0.000) -> F[0,0](CALCIUM > 0.000))"
74,"((ICU_Pt_Days < 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
75,"F[0,0](y < 0.000)"
76,"(F[0,0](cosen < 0.000) -> PCO2 > 0.000)"
77,"((n_evts = 0.000) U[0,0] (LOS < 0.000))"
78,"(G[0,0](Resp > 0.000) -> G[0,0](MAGNESIUM > 0.000))"
79,"((LOS != 0.000) U[0,0] (PROTIME_INR = 0.000))"
80,"(F[0,0](CHLORIDE = 0.000) -> n_evts < 0.000)"
81,Mort < 0.000
82,"((LOS = 0.000) U[0,0] (LOS < 0.000))"
83,"(s8_hr < 0.000 & G[0,0](PARTIAL_THROMBOPLASTIN_TIME < 0.000))"
84,"(G[0,0](Mort > 0.000) & G[0,0](PARTIAL_THROMBOPLASTIN_TIME < 0.000))"
85,"((LOS > 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
86,"(G[0,0](Resp > 0.000) -> PCO2 > 0.000)"
87,"G[0,0](y > 0.000)"
88,"(s8_hr < 0.000 & F[0,0](LOS > 0.000))"
89,"G[0,0](Sgy != 0.000)"
90,"(G[0,0](Mort > 0.000) & G[0,0](AF > 0.000))"
91,"((n_evts = 0.000) U[0,0] (s2_hr != 0.000))"
92,"((AST_GOT = 0.000) U[0,0] (TROPONIN_I > 0.000))"
93,"((ICU_Pt_Days < 0.000) U[0,0] (LOS > 0.000))"
94,y != 0.000
95,"(LACTIC_ACID > 0.000 & F[0,0](s24_edrk = 0.000))"
96,"((Mort = 0.000) U[0,0] (s2_hr != 0.000))"
97,"(G[0,0](Mort > 0.000) & G[0,0](s2_edrk != 0.000))"
98,"(G[0,0](SBP < 0.000) -> PCO2 > 0.000)"
99,"((Mort = 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
100,"((AST_GOT = 0.000) U[0,0] (LOS < 0.000))"
101,"G[0,0](s8_edrk != 0.000)"
102,"(s8_hr < 0.000 & F[0,0](s24_edrk = 0.000))"
103,"((LOS != 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
104,"((ICU_Pt_Days = 0.000) U[0,0] (MAGNESIUM < 0.000))"
105,"((ICU_Pt_Days != 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
106,"(G[0,0](Mort > 0.000) & LACTIC_ACID > 0.000)"
