,Non Rules
0,(SODIUM < 0.000 & LOS > 0.000)
1,"(G[0,0](edrk > 0.000) -> G[0,0](LOS > 0.000))"
2,"(AST_GOT != 0.000 -> G[0,0](ICU_Pt_Days > 0.000))"
3,"(G[0,0](edrk > 0.000) -> F[0,0](Sgy = 0.000))"
4,"(F[0,0](MET < 0.000) | SBP > 0.000)"
5,"(F[0,0](ALKALINE_PHOSPHATASE > 0.000) -> F[0,0](SODIUM != 0.000))"
6,"(F[0,0](LOS > 0.000) -> LOS > 0.000)"
7,(AST_GOT > 0.000 -> s24_edrk != 0.000)
8,"(G[0,0](LOS < 0.000) | SBP > 0.000)"
9,"(LOS < 0.000 -> G[0,0](POTASSIUM != 0.000))"
10,"(G[0,0](LOS > 0.000) & G[0,0](LOS > 0.000))"
11,(LOS > 0.000 -> s24_edrk != 0.000)
12,"(G[0,0](LOS > 0.000) -> F[0,0](Sgy = 0.000))"
13,"(G[0,0](edrk > 0.000) -> F[0,0](TOTAL_PROTEIN > 0.000))"
14,"(n_edrk != 0.000 & F[0,0](Temp != 0.000))"
15,"(SODIUM = 0.000 | G[0,0](hr < 0.000))"
16,(LOS > 0.000 -> af > 0.000)
17,"(F[0,0](CREATININE = 0.000) & G[0,0](PROTIME_INR < 0.000))"
18,"(F[0,0](PROTIME_INR != 0.000) | PARTIAL_THROMBOPLASTIN_TIME != 0.000)"
19,"F[0,0](LOS = 0.000)"
20,"(G[0,0](CHLORIDE > 0.000) & PROTIME_INR < 0.000)"
21,"(F[0,0](CO2 = 0.000) | G[0,0](Resp != 0.000))"
22,"(AST_GOT > 0.000 -> G[0,0](MET = 0.000))"
23,"(F[0,0](hr != 0.000) -> F[0,0](LOS > 0.000))"
24,"(F[0,0](hr != 0.000) -> G[0,0](ICU_Pt_Days > 0.000))"
25,"((ALKALINE_PHOSPHATASE != 0.000) U[0,0] (PHOSPHORUS != 0.000))"
26,"(G[0,0](PHOSPHORUS < 0.000) -> af > 0.000)"
27,(death != 0.000 | PARTIAL_THROMBOPLASTIN_TIME != 0.000)
28,"(F[0,0](CO2 = 0.000) | F[0,0](s8_edrk = 0.000))"
29,"(F[0,0](CO2 = 0.000) | G[0,0](LOS > 0.000))"
30,"(F[0,0](LOS < 0.000) & F[0,0](Temp != 0.000))"
31,"(F[0,0](TROPONIN_I != 0.000) & G[0,0](PROTIME_INR < 0.000))"
32,(death != 0.000 | SBP > 0.000)
33,(AST_GOT != 0.000 -> s24_edrk != 0.000)
34,"(death != 0.000 | G[0,0](PARTIAL_THROMBOPLASTIN_TIME > 0.000))"
35,"(G[0,0](y < 0.000) & G[0,0](af > 0.000))"
36,"(TROPONIN_I < 0.000 | G[0,0](hr < 0.000))"
37,"(death != 0.000 | F[0,0](ALBUMIN != 0.000))"
38,"(AST_GOT > 0.000 -> G[0,0](LOS > 0.000))"
39,"(G[0,0](y < 0.000) & hr > 0.000)"
40,(n_edrk != 0.000 & hr > 0.000)
41,"(AST_GOT != 0.000 -> F[0,0](Sgy = 0.000))"
42,"(G[0,0](y < 0.000) & G[0,0](n_edrk = 0.000))"
43,"(G[0,0](n_evts != 0.000) & PROTIME_INR < 0.000)"
44,"(F[0,0](LOS > 0.000) -> F[0,0](TOTAL_PROTEIN > 0.000))"
45,"(G[0,0](n_evts != 0.000) & G[0,0](PROTIME_INR < 0.000))"
46,"(SODIUM < 0.000 & F[0,0](Temp != 0.000))"
47,"(F[0,0](PROTIME_INR != 0.000) | F[0,0](s8_edrk = 0.000))"
48,"(G[0,0](s24_edrk = 0.000) -> G[0,0](LOS > 0.000))"
49,"G[0,0](PARTIAL_THROMBOPLASTIN_TIME > 0.000)"
50,"(F[0,0](AF = 0.000) -> Sgy < 0.000)"
51,"(F[0,0](LOS > 0.000) -> G[0,0](LOS > 0.000))"
52,"(AST_GOT > 0.000 -> F[0,0](Sgy = 0.000))"
53,"(F[0,0](AF = 0.000) -> s24_edrk != 0.000)"
54,"(G[0,0](PHOSPHORUS < 0.000) -> LOS > 0.000)"
55,"(death = 0.000 & F[0,0](BLOOD_UREA_NITROGEN > 0.000))"
56,"(F[0,0](TROPONIN_I != 0.000) & hr > 0.000)"
57,"(G[0,0](CHLORIDE > 0.000) & G[0,0](af > 0.000))"
58,"(G[0,0](hr = 0.000) | F[0,0](LOS < 0.000))"
59,"((LOS = 0.000) U[0,0] (PARTIAL_THROMBOPLASTIN_TIME = 0.000))"
60,(LOS > 0.000 -> LOS > 0.000)
61,"(G[0,0](LOS > 0.000) -> Sgy < 0.000)"
62,"(G[0,0](n_evts != 0.000) & LOS > 0.000)"
63,(death = 0.000 & hr > 0.000)
64,"(G[0,0](edrk > 0.000) -> G[0,0](POTASSIUM != 0.000))"
65,(death < 0.000 -> af > 0.000)
66,ICU_Pt_Days != 0.000
67,"F[0,0](LOS < 0.000)"
68,"(lds = 0.000 -> F[0,0](LOS > 0.000))"
69,(LOS < 0.000 -> Mort = 0.000)
70,"(G[0,0](s24_edrk = 0.000) -> LOS > 0.000)"
71,"(G[0,0](hr = 0.000) | G[0,0](lds = 0.000))"
72,"G[0,0](PHOSPHORUS != 0.000)"
73,Mort != 0.000
74,LOS != 0.000
75,"(F[0,0](CO2 = 0.000) | F[0,0](PARTIAL_THROMBOPLASTIN_TIME < 0.000))"
76,"(F[0,0](LOS > 0.000) -> G[0,0](POTASSIUM != 0.000))"
77,"(s8_hr > 0.000 | G[0,0](lds = 0.000))"
78,"(G[0,0](LOS = 0.000) -> G[0,0](ICU_Pt_Days > 0.000))"
79,"(F[0,0](MET < 0.000) | G[0,0](PARTIAL_THROMBOPLASTIN_TIME > 0.000))"
80,"(G[0,0](CALCIUM > 0.000) | G[0,0](LOS > 0.000))"
81,"(G[0,0](hr = 0.000) | G[0,0](LOS > 0.000))"
82,"(F[0,0](Sgy > 0.000) | PARTIAL_THROMBOPLASTIN_TIME != 0.000)"
83,"(G[0,0](n_evts != 0.000) & G[0,0](LOS > 0.000))"
84,"(F[0,0](s2_edrk > 0.000) & F[0,0](Temp != 0.000))"
85,"(G[0,0](hr = 0.000) | F[0,0](ALBUMIN != 0.000))"
86,"(G[0,0](hr = 0.000) | SBP > 0.000)"
87,"(F[0,0](s2_edrk > 0.000) & G[0,0](n_edrk = 0.000))"
88,"(G[0,0](edrk > 0.000) -> G[0,0](MET = 0.000))"
89,"F[0,0](ICU_Pt_Days != 0.000)"
90,"(G[0,0](edrk > 0.000) -> LOS > 0.000)"
91,"G[0,0](Mort < 0.000)"
92,"(F[0,0](AF = 0.000) -> Mort = 0.000)"
93,(AST_GOT > 0.000 -> Mort = 0.000)
94,"(G[0,0](y < 0.000) & G[0,0](OXYGEN_SATURATION != 0.000))"
95,"(s8_hr > 0.000 | F[0,0](LOS < 0.000))"
96,(AST_GOT > 0.000 -> af > 0.000)
97,"(G[0,0](hr = 0.000) | F[0,0](s8_edrk = 0.000))"
98,"(F[0,0](dfa < 0.000) -> F[0,0](TOTAL_PROTEIN > 0.000))"
99,"(F[0,0](MET < 0.000) | G[0,0](Resp != 0.000))"
100,"(F[0,0](s2_edrk > 0.000) & F[0,0](AST_GOT = 0.000))"
101,"(G[0,0](CALCIUM > 0.000) | G[0,0](hr < 0.000))"
102,(death = 0.000 & PROTIME_INR < 0.000)
103,"(SODIUM = 0.000 | F[0,0](MAGNESIUM > 0.000))"
104,"(LOS > 0.000 -> G[0,0](POTASSIUM != 0.000))"
105,"(F[0,0](MET < 0.000) | G[0,0](hr < 0.000))"
106,"(F[0,0](LOS > 0.000) -> s24_edrk != 0.000)"
107,"(n_edrk != 0.000 & G[0,0](PROTIME_INR < 0.000))"
108,"(F[0,0](CO2 = 0.000) | G[0,0](hr < 0.000))"
109,"(death < 0.000 -> F[0,0](SODIUM != 0.000))"
110,"(lds = 0.000 -> F[0,0](TOTAL_PROTEIN > 0.000))"
111,"(G[0,0](CHLORIDE > 0.000) & G[0,0](PROTIME_INR < 0.000))"
112,"(TROPONIN_I < 0.000 | G[0,0](Resp != 0.000))"
113,"(G[0,0](edrk > 0.000) -> F[0,0](SODIUM != 0.000))"
114,"(G[0,0](n_evts != 0.000) & F[0,0](Temp != 0.000))"
115,"F[0,0](ICU_Pt_Days = 0.000)"
116,"F[0,0](Mort = 0.000)"
117,"(F[0,0](CREATININE = 0.000) & G[0,0](af > 0.000))"
118,"(AST_GOT > 0.000 -> G[0,0](ICU_Pt_Days > 0.000))"
119,"((ALKALINE_PHOSPHATASE > 0.000) U[0,0] (LOS > 0.000))"
120,(death = 0.000 & TOTAL_BILIRUBIN != 0.000)
121,"(G[0,0](cosen != 0.000) -> LOS > 0.000)"
122,"(F[0,0](Mort < 0.000) & G[0,0](OXYGEN_SATURATION != 0.000))"
