,Non Rules
0,"((ICU_Pt_Days < 0.000) U[0,0] (Mort != 0.000))"
1,"(G[0,0](Sgy > 0.000) -> F[0,0](MET = 0.000))"
2,"((ICU_Pt_Days = 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
3,"((ICU_Pt_Days > 0.000) U[0,0] (CALCIUM > 0.000))"
4,"F[0,0](tte = 0.000)"
5,"(ALT_GPT > 0.000 -> F[0,0](MET = 0.000))"
6,"G[0,0](tte = 0.000)"
7,"F[0,0](O2_Flow = 0.000)"
8,"F[0,0](LOS = 0.000)"
9,"((LOS > 0.000) U[0,0] (LOS < 0.000))"
10,"((LOS < 0.000) U[0,0] (n_edrk < 0.000))"
11,"((Temp = 0.000) U[0,0] (ALKALINE_PHOSPHATASE != 0.000))"
12,"((LOS != 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
13,"F[0,0](direct = 0.000)"
14,"((LOS > 0.000) U[0,0] (LOS != 0.000))"
15,"((Temp = 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
16,"F[0,0](y = 0.000)"
17,"((LOS > 0.000) U[0,0] (Mort > 0.000))"
18,"((ICU_Pt_Days != 0.000) U[0,0] (Mort != 0.000))"
19,"((LOS < 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
20,"((ICU_Pt_Days > 0.000) U[0,0] (LOS > 0.000))"
21,"F[0,0](SpO2 = 0.000)"
22,"((PHOSPHORUS < 0.000) U[0,0] (CALCIUM > 0.000))"
23,"((LOS > 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
24,"((LOS != 0.000) U[0,0] (LOS != 0.000))"
25,"(F[0,0](srr > 0.000) -> F[0,0](LOS < 0.000))"
26,"((Temp = 0.000) U[0,0] (LOS != 0.000))"
27,"G[0,0](PARTIAL_THROMBOPLASTIN_TIME > 0.000)"
28,"F[0,0](n_evts != 0.000)"
29,"((n_evts != 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
30,"F[0,0](MET < 0.000)"
31,"G[0,0](PHOSPHORUS = 0.000)"
32,"((ICU_Pt_Days > 0.000) U[0,0] (ALKALINE_PHOSPHATASE != 0.000))"
33,"((LOS = 0.000) U[0,0] (ALKALINE_PHOSPHATASE != 0.000))"
34,"((n_evts != 0.000) U[0,0] (Mort > 0.000))"
35,"((LOS != 0.000) U[0,0] (MAGNESIUM = 0.000))"
36,"(G[0,0](Sgy > 0.000) -> G[0,0](O2_Flow < 0.000))"
37,"F[0,0](y > 0.000)"
38,"((LOS > 0.000) U[0,0] (ALKALINE_PHOSPHATASE != 0.000))"
39,"((s8_hr > 0.000) U[0,0] (CALCIUM > 0.000))"
40,ICU_Pt_Days != 0.000
41,"F[0,0](LOS < 0.000)"
42,"(G[0,0](Sgy > 0.000) -> F[0,0](s8_hr > 0.000))"
43,"(G[0,0](Sgy > 0.000) -> F[0,0](LOS < 0.000))"
44,"((Temp = 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
45,"((Mort = 0.000) U[0,0] (LOS < 0.000))"
46,LOS != 0.000
47,(ALT_GPT > 0.000 -> Resp = 0.000)
48,"((n_evts != 0.000) U[0,0] (LOS = 0.000))"
49,"F[0,0](death < 0.000)"
50,"F[0,0](ICU_Pt_Days != 0.000)"
51,"G[0,0](Mort < 0.000)"
52,"F[0,0](n_evts = 0.000)"
53,"((ICU_Pt_Days = 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
54,"((n_evts != 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
55,"((ICU_Pt_Days > 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
56,"(F[0,0](srr > 0.000) -> Resp = 0.000)"
57,"((LOS < 0.000) U[0,0] (LOS != 0.000))"
58,"((s8_hr > 0.000) U[0,0] (LOS > 0.000))"
59,"((n_evts = 0.000) U[0,0] (Mort != 0.000))"
60,"((ICU_Pt_Days > 0.000) U[0,0] (Mort > 0.000))"
61,"F[0,0](direct < 0.000)"
62,"F[0,0](ICU_Pt_Days = 0.000)"
63,"F[0,0](Mort = 0.000)"
64,"F[0,0](Sgy != 0.000)"
65,"F[0,0](LOS > 0.000)"
66,"G[0,0](LOS > 0.000)"
67,"((ICU_Pt_Days = 0.000) U[0,0] (MAGNESIUM = 0.000))"
68,"((LOS = 0.000) U[0,0] (LOS > 0.000))"
69,LOS > 0.000
70,"((ICU_Pt_Days > 0.000) U[0,0] (LOS = 0.000))"
71,"((ICU_Pt_Days < 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
72,"((ICU_Pt_Days != 0.000) U[0,0] (CALCIUM > 0.000))"
73,"F[0,0](y < 0.000)"
74,"((n_evts = 0.000) U[0,0] (LOS < 0.000))"
75,"((s8_hr > 0.000) U[0,0] (LOS = 0.000))"
76,"((LOS = 0.000) U[0,0] (Mort != 0.000))"
77,"((Temp = 0.000) U[0,0] (LOS > 0.000))"
78,"((LOS = 0.000) U[0,0] (LOS < 0.000))"
79,"F[0,0](Sgy = 0.000)"
80,"(G[0,0](Sgy > 0.000) -> F[0,0](CREATININE < 0.000))"
81,"((LOS != 0.000) U[0,0] (Mort > 0.000))"
82,"(F[0,0](srr > 0.000) -> F[0,0](s8_hr > 0.000))"
83,"((LOS > 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
84,"((n_evts != 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
85,"((PHOSPHORUS < 0.000) U[0,0] (LOS != 0.000))"
86,"((s8_hr > 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
87,"((LOS = 0.000) U[0,0] (n_edrk < 0.000))"
88,"((ICU_Pt_Days < 0.000) U[0,0] (LOS > 0.000))"
89,"(F[0,0](srr > 0.000) -> PLATELET_COUNT > 0.000)"
90,"((s8_hr > 0.000) U[0,0] (MAGNESIUM = 0.000))"
91,"(F[0,0](srr > 0.000) -> G[0,0](ALBUMIN > 0.000))"
92,"((Mort = 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
93,"((LOS != 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
94,"((ICU_Pt_Days != 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
95,"G[0,0](Mort != 0.000)"
96,"((ICU_Pt_Days = 0.000) U[0,0] (Mort != 0.000))"
97,"((ICU_Pt_Days > 0.000) U[0,0] (MAGNESIUM = 0.000))"
98,"((LOS != 0.000) U[0,0] (ALKALINE_PHOSPHATASE != 0.000))"
99,"(F[0,0](srr > 0.000) -> F[0,0](CREATININE < 0.000))"
100,"((s8_hr > 0.000) U[0,0] (LOS < 0.000))"
101,"((PHOSPHORUS < 0.000) U[0,0] (MAGNESIUM = 0.000))"
102,"((ICU_Pt_Days > 0.000) U[0,0] (LOS < 0.000))"
103,ICU_Pt_Days = 0.000
104,"G[0,0](n_evts = 0.000)"
105,"((LOS > 0.000) U[0,0] (CALCIUM > 0.000))"
106,"((LOS = 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
107,"((ICU_Pt_Days < 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
108,"((ICU_Pt_Days = 0.000) U[0,0] (CALCIUM > 0.000))"
109,"((ICU_Pt_Days != 0.000) U[0,0] (Mort > 0.000))"
110,"((n_evts = 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
111,"(F[0,0](srr > 0.000) -> G[0,0](O2_Flow < 0.000))"
112,"((LOS < 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
113,"((Temp = 0.000) U[0,0] (LOS = 0.000))"
114,"G[0,0](Mort > 0.000)"
115,"((LOS = 0.000) U[0,0] (MAGNESIUM = 0.000))"
116,"((n_evts != 0.000) U[0,0] (n_edrk < 0.000))"
117,"G[0,0](ICU_Pt_Days > 0.000)"
118,"((ICU_Pt_Days != 0.000) U[0,0] (MAGNESIUM = 0.000))"
119,"F[0,0](tte > 0.000)"
120,"((PHOSPHORUS < 0.000) U[0,0] (n_edrk < 0.000))"
121,"((PHOSPHORUS < 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
122,"F[0,0](Mort < 0.000)"
123,"F[0,0](n_evts < 0.000)"
124,"F[0,0](ICU_Pt_Days > 0.000)"
125,"((s8_hr > 0.000) U[0,0] (LOS != 0.000))"
126,"((PHOSPHORUS < 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
127,"((n_evts = 0.000) U[0,0] (LOS != 0.000))"
128,"((n_evts = 0.000) U[0,0] (CALCIUM > 0.000))"
129,"G[0,0](n_evts > 0.000)"
130,"((LOS != 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
131,"G[0,0](LOS = 0.000)"
132,"G[0,0](LOS != 0.000)"
133,"F[0,0](Resp = 0.000)"
134,"((ICU_Pt_Days < 0.000) U[0,0] (MAGNESIUM = 0.000))"
135,"G[0,0](death < 0.000)"
136,"((LOS < 0.000) U[0,0] (LOS = 0.000))"
137,LOS < 0.000
138,"F[0,0](LOS != 0.000)"
139,"((Mort = 0.000) U[0,0] (LOS = 0.000))"
140,"((n_evts = 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
141,"G[0,0](CHLORIDE < 0.000)"
142,"((n_evts != 0.000) U[0,0] (LOS < 0.000))"
143,"((ICU_Pt_Days < 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
144,"F[0,0](Mort != 0.000)"
145,"F[0,0](tte != 0.000)"
146,ICU_Pt_Days < 0.000
147,"F[0,0](ICU_Pt_Days < 0.000)"
148,"((Temp = 0.000) U[0,0] (LOS < 0.000))"
149,Resp != 0.000
150,"((Mort = 0.000) U[0,0] (Mort != 0.000))"
151,"(ALT_GPT > 0.000 -> G[0,0](ALBUMIN > 0.000))"
152,"((ICU_Pt_Days < 0.000) U[0,0] (CALCIUM > 0.000))"
153,"F[0,0](death > 0.000)"
154,"((ICU_Pt_Days != 0.000) U[0,0] (LOS = 0.000))"
155,"((LOS < 0.000) U[0,0] (MAGNESIUM = 0.000))"
156,"((LOS > 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
157,"((ICU_Pt_Days > 0.000) U[0,0] (LOS != 0.000))"
158,"(G[0,0](Sgy > 0.000) -> G[0,0](ALBUMIN > 0.000))"
159,"((LOS != 0.000) U[0,0] (LOS > 0.000))"
160,"((LOS != 0.000) U[0,0] (Mort != 0.000))"
161,"G[0,0](y = 0.000)"
162,"((s8_hr > 0.000) U[0,0] (n_edrk < 0.000))"
163,"((n_evts = 0.000) U[0,0] (MAGNESIUM = 0.000))"
164,"F[0,0](MET > 0.000)"
165,"G[0,0](Mort = 0.000)"
166,"(F[0,0](srr > 0.000) -> F[0,0](MET = 0.000))"
167,"((Temp = 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
168,"((LOS < 0.000) U[0,0] (LOS < 0.000))"
169,"(G[0,0](Sgy > 0.000) -> F[0,0](ICU_Pt_Days < 0.000))"
170,"((LOS = 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
171,"G[0,0](LOS < 0.000)"
172,CREATININE > 0.000
173,"((ICU_Pt_Days < 0.000) U[0,0] (Mort > 0.000))"
174,"((ICU_Pt_Days = 0.000) U[0,0] (LOS > 0.000))"
175,"((PHOSPHORUS < 0.000) U[0,0] (LOS < 0.000))"
176,"((n_evts != 0.000) U[0,0] (CALCIUM > 0.000))"
177,"((LOS < 0.000) U[0,0] (CALCIUM > 0.000))"
