,Non Rules
0,"(F[0,0](AF < 0.000) -> G[0,0](MET < 0.000))"
1,"(G[0,0](LACTIC_ACID != 0.000) -> G[0,0](MET < 0.000))"
2,"(G[0,0](death > 0.000) | G[0,0](ALBUMIN = 0.000))"
3,"(G[0,0](LACTIC_ACID != 0.000) -> F[0,0](GLUCOSE < 0.000))"
4,"(F[0,0](LOS != 0.000) & TROPONIN_I > 0.000)"
5,"(G[0,0](dfa < 0.000) -> G[0,0](y != 0.000))"
6,"(PROTIME_INR = 0.000 -> G[0,0](Glasgow_Coma_Scale_Total > 0.000))"
7,"(F[0,0](TROPONIN_I > 0.000) & cosen < 0.000)"
8,"(G[0,0](CALCIUM < 0.000) | G[0,0](Pulse < 0.000))"
9,"G[0,0](y != 0.000)"
10,"((CHLORIDE < 0.000) U[0,0] (n_edrk != 0.000))"
11,"(G[0,0](Pulse = 0.000) & LOS > 0.000)"
12,"G[0,0](tte = 0.000)"
13,"((AF != 0.000) U[0,0] (LOS < 0.000))"
14,"F[0,0](LOS = 0.000)"
15,"((LOS > 0.000) U[0,0] (LOS < 0.000))"
16,"(F[0,0](LOS != 0.000) & G[0,0](death = 0.000))"
17,"(G[0,0](death != 0.000) & cosen < 0.000)"
18,(direct < 0.000 | LACTIC_ACID != 0.000)
19,"(G[0,0](CALCIUM < 0.000) | PARTIAL_THROMBOPLASTIN_TIME = 0.000)"
20,"((s2_hr = 0.000) U[0,0] (n_edrk != 0.000))"
21,"(F[0,0](direct > 0.000) -> MAGNESIUM < 0.000)"
22,"(G[0,0](Resp = 0.000) -> G[0,0](Glasgow_Coma_Scale_Total > 0.000))"
23,"((LOS > 0.000) U[0,0] (LOS != 0.000))"
24,"(F[0,0](TOTAL_PROTEIN = 0.000) & G[0,0](death = 0.000))"
25,(OXYGEN_SATURATION > 0.000 & PROTIME_INR = 0.000)
26,"(G[0,0](death > 0.000) | edrk < 0.000)"
27,"(cosen < 0.000 -> F[0,0](GLUCOSE < 0.000))"
28,"(F[0,0](TROPONIN_I > 0.000) & F[0,0](death = 0.000))"
29,"(G[0,0](cosen = 0.000) | PCO2 > 0.000)"
30,"((ICU_Pt_Days > 0.000) U[0,0] (LOS > 0.000))"
31,"(n_evts = 0.000 & F[0,0](dfa < 0.000))"
32,"((LOS != 0.000) U[0,0] (LOS != 0.000))"
33,"(G[0,0](cosen = 0.000) | PARTIAL_THROMBOPLASTIN_TIME = 0.000)"
34,(BLOOD_UREA_NITROGEN > 0.000 -> MAGNESIUM < 0.000)
35,"(G[0,0](SBP > 0.000) & F[0,0](death = 0.000))"
36,"(F[0,0](direct > 0.000) -> F[0,0](PLATELET_COUNT > 0.000))"
37,"(G[0,0](dfa < 0.000) -> F[0,0](PLATELET_COUNT > 0.000))"
38,"F[0,0](n_evts != 0.000)"
39,"(OXYGEN_SATURATION > 0.000 & G[0,0](TROPONIN_I != 0.000))"
40,"F[0,0](MET < 0.000)"
41,"(G[0,0](death != 0.000) & Sgy != 0.000)"
42,"(OXYGEN_SATURATION < 0.000 & F[0,0](dfa < 0.000))"
43,"(G[0,0](cosen = 0.000) | F[0,0](tte > 0.000))"
44,"(Sgy > 0.000 | G[0,0](Pulse < 0.000))"
45,"(F[0,0](direct > 0.000) -> G[0,0](HEMOGLOBIN = 0.000))"
46,(cosen < 0.000 -> PHOSPHORUS > 0.000)
47,"(F[0,0](af != 0.000) & Sgy != 0.000)"
48,"(F[0,0](s8_edrk = 0.000) -> F[0,0](MAGNESIUM = 0.000))"
49,"((CHLORIDE < 0.000) U[0,0] (PARTIAL_THROMBOPLASTIN_TIME > 0.000))"
50,"((LOS < 0.000) U[0,0] (direct < 0.000))"
51,"(G[0,0](SBP > 0.000) & LOS > 0.000)"
52,"(cosen < 0.000 -> G[0,0](HEMOGLOBIN = 0.000))"
53,"(F[0,0](af != 0.000) & TROPONIN_I > 0.000)"
54,(n_evts = 0.000 & LOS > 0.000)
55,ICU_Pt_Days != 0.000
56,(OXYGEN_SATURATION < 0.000 & Sgy != 0.000)
57,"F[0,0](LOS < 0.000)"
58,"(cosen < 0.000 -> G[0,0](Glasgow_Coma_Scale_Total > 0.000))"
59,"(G[0,0](death > 0.000) | F[0,0](TOTAL_PROTEIN = 0.000))"
60,"(F[0,0](TROPONIN_I > 0.000) & PROTIME_INR = 0.000)"
61,Mort != 0.000
62,"(F[0,0](s2_edrk > 0.000) | PCO2 > 0.000)"
63,LOS != 0.000
64,"(G[0,0](LACTIC_ACID != 0.000) -> G[0,0](Glasgow_Coma_Scale_Total > 0.000))"
65,"(G[0,0](SBP < 0.000) & G[0,0](cosen > 0.000))"
66,"(G[0,0](CALCIUM < 0.000) | LACTIC_ACID != 0.000)"
67,GLUCOSE = 0.000
68,"(F[0,0](LOS != 0.000) & PROTIME_INR = 0.000)"
69,"F[0,0](death < 0.000)"
70,"F[0,0](ICU_Pt_Days != 0.000)"
71,"G[0,0](Mort < 0.000)"
72,"F[0,0](n_evts = 0.000)"
73,"((ICU_Pt_Days < 0.000) U[0,0] (PARTIAL_THROMBOPLASTIN_TIME > 0.000))"
74,"((AF != 0.000) U[0,0] (LOS != 0.000))"
75,"(G[0,0](Pulse = 0.000) & F[0,0](PCO2 > 0.000))"
76,"(cosen < 0.000 -> F[0,0](MAGNESIUM = 0.000))"
77,"(G[0,0](SBP < 0.000) & LOS > 0.000)"
78,"(G[0,0](s8_hr != 0.000) | F[0,0](SODIUM < 0.000))"
79,(n_evts = 0.000 & cosen < 0.000)
80,"(G[0,0](SBP < 0.000) & G[0,0](Mort < 0.000))"
81,"((LOS < 0.000) U[0,0] (LOS != 0.000))"
82,"(G[0,0](SBP < 0.000) & F[0,0](PCO2 > 0.000))"
83,"F[0,0](direct < 0.000)"
84,"F[0,0](ICU_Pt_Days = 0.000)"
85,"F[0,0](Mort = 0.000)"
86,"(PROTIME_INR = 0.000 -> F[0,0](MAGNESIUM = 0.000))"
87,"F[0,0](LACTIC_ACID < 0.000)"
88,"(F[0,0](ALBUMIN < 0.000) & LOS > 0.000)"
89,"(G[0,0](LACTIC_ACID != 0.000) -> F[0,0](PLATELET_COUNT > 0.000))"
90,"(G[0,0](s8_hr != 0.000) | G[0,0](ALT_GPT > 0.000))"
91,"F[0,0](LOS > 0.000)"
92,"G[0,0](LOS > 0.000)"
93,"(F[0,0](TROPONIN_I > 0.000) & G[0,0](LOS > 0.000))"
94,"(F[0,0](AF < 0.000) -> MAGNESIUM < 0.000)"
95,"(BLOOD_UREA_NITROGEN > 0.000 -> G[0,0](MET < 0.000))"
96,"((LOS = 0.000) U[0,0] (LOS > 0.000))"
97,"(F[0,0](s2_edrk > 0.000) | G[0,0](ALT_GPT > 0.000))"
98,LOS > 0.000
99,"((Glasgow_Coma_Scale_Total > 0.000) U[0,0] (LOS != 0.000))"
100,"(F[0,0](CALCIUM < 0.000) | PARTIAL_THROMBOPLASTIN_TIME = 0.000)"
101,"((LOS < 0.000) U[0,0] (lds = 0.000))"
102,"(direct < 0.000 | G[0,0](ALBUMIN = 0.000))"
103,"((ICU_Pt_Days > 0.000) U[0,0] (LOS = 0.000))"
104,"F[0,0](y < 0.000)"
105,"(F[0,0](TROPONIN_I > 0.000) & F[0,0](dfa < 0.000))"
106,"(G[0,0](s8_hr != 0.000) | edrk < 0.000)"
107,"(G[0,0](Pulse = 0.000) & G[0,0](cosen > 0.000))"
108,"(G[0,0](Pulse = 0.000) & F[0,0](dfa < 0.000))"
109,"((Glasgow_Coma_Scale_Total > 0.000) U[0,0] (n_edrk != 0.000))"
110,"(G[0,0](LACTIC_ACID != 0.000) -> F[0,0](MAGNESIUM = 0.000))"
111,Mort < 0.000
112,"(G[0,0](SBP > 0.000) & F[0,0](PCO2 > 0.000))"
113,"((AF != 0.000) U[0,0] (n_edrk != 0.000))"
114,"(F[0,0](LOS != 0.000) & F[0,0](PCO2 > 0.000))"
115,"((LOS = 0.000) U[0,0] (LOS < 0.000))"
