,Non Rules
0,"((death > 0.000) U[0,0] (death > 0.000))"
1,"((y > 0.000) U[0,0] (s2_edrk > 0.000))"
2,"((death = 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
3,"((death = 0.000) U[0,0] (MET < 0.000))"
4,"((LOS = 0.000) U[0,0] (tte = 0.000))"
5,"((MET > 0.000) U[0,0] (tte < 0.000))"
6,"((tte < 0.000) U[0,0] (hr < 0.000))"
7,"((ICU_Pt_Days < 0.000) U[0,0] (n_evts = 0.000))"
8,"((ICU_Pt_Days = 0.000) U[0,0] (LOS > 0.000))"
9,"((MET = 0.000) U[0,0] (LOS > 0.000))"
10,"((MET > 0.000) U[0,0] (MET > 0.000))"
11,"((Mort = 0.000) U[0,0] (direct = 0.000))"
12,"((death = 0.000) U[0,0] (O2_Flow = 0.000))"
13,"((LOS > 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
14,"((Mort = 0.000) U[0,0] (tte < 0.000))"
15,"((n_evts = 0.000) U[0,0] (n_evts > 0.000))"
16,"((ICU_Pt_Days > 0.000) U[0,0] (s2_edrk > 0.000))"
17,"((MET > 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
18,"((ICU_Pt_Days > 0.000) U[0,0] (MET = 0.000))"
19,"((MET > 0.000) U[0,0] (s2_edrk > 0.000))"
20,"((Mort > 0.000) U[0,0] (LOS > 0.000))"
21,"((ICU_Pt_Days = 0.000) U[0,0] (Mort > 0.000))"
22,"((n_evts > 0.000) U[0,0] (Mort > 0.000))"
23,"((ICU_Pt_Days > 0.000) U[0,0] (tte = 0.000))"
24,"((y > 0.000) U[0,0] (y > 0.000))"
