,Non Rules
0,"F[0,0]((y = 0.000 & Temp = 0.000))"
1,"F[0,0]((CREATININE = 0.000 & Temp = 0.000))"
2,"F[0,0]((LOS = 0.000 & CREATININE = 0.000))"
3,"F[0,0]((ALKALINE_PHOSPHATASE = 0.000 & TROPONIN_I = 0.000))"
4,"F[0,0]((CREATININE = 0.000 & Sgy = 0.000))"
5,"F[0,0]((ALKALINE_PHOSPHATASE = 0.000 & PHOSPHORUS = 0.000))"
6,"F[0,0]((death = 0.000 & AF = 0.000))"
7,"F[0,0]((CO2 = 0.000 & direct = 0.000))"
8,"F[0,0]((direct = 0.000 & Pulse > 0.000))"
9,"F[0,0]((CREATININE = 0.000 & O2_Flow = 0.000))"
10,"F[0,0]((y = 0.000 & tte < 0.000))"
