,Non Rules
0,"(F[0,0](y = 0.000) -> LOS > 0.000)"
1,"(G[0,0](n_evts != 0.000) -> F[0,0](LOS > 0.000))"
2,"(s24_edrk < 0.000 | ((n_edrk > 0.000) U[0,0] (af != 0.000)))"
3,"(O2_Flow > 0.000 | G[0,0](TROPONIN_I > 0.000))"
4,"(O2_Flow > 0.000 | F[0,0](LOS > 0.000))"
5,"(LOS < 0.000 | G[0,0](PLATELET_COUNT = 0.000))"
6,"(F[0,0](LOS > 0.000) -> LOS > 0.000)"
7,"(ALT_GPT = 0.000 & F[0,0](POTASSIUM != 0.000))"
8,(ALT_GPT = 0.000 & LOS > 0.000)
9,"(F[0,0](death < 0.000) | death < 0.000)"
10,"(G[0,0](LOS > 0.000) & G[0,0](LOS > 0.000))"
11,"(F[0,0](n_evts < 0.000) -> G[0,0](MET = 0.000))"
12,"(F[0,0](SODIUM > 0.000) -> LOS > 0.000)"
13,"(F[0,0](y = 0.000) -> s2_edrk < 0.000)"
14,(CHLORIDE > 0.000 & LACTIC_ACID = 0.000)
15,"(G[0,0](n_evts != 0.000) -> G[0,0](LOS > 0.000))"
16,"(G[0,0](edrk = 0.000) & G[0,0](LOS > 0.000))"
17,"(SODIUM != 0.000 | F[0,0](PCO2 = 0.000))"
18,"(G[0,0](AST_GOT != 0.000) & G[0,0](LOS = 0.000))"
19,"(G[0,0](LOS > 0.000) | G[0,0](n_edrk < 0.000))"
20,"(F[0,0](death < 0.000) | F[0,0](SODIUM != 0.000))"
21,"(F[0,0](cosen = 0.000) | ((n_edrk > 0.000) U[0,0] (af != 0.000)))"
22,"G[0,0](tte = 0.000)"
23,"(s8_hr != 0.000 -> G[0,0](LOS > 0.000))"
24,"F[0,0](LOS = 0.000)"
25,"(G[0,0](LACTIC_ACID > 0.000) | G[0,0](af != 0.000))"
26,"(F[0,0](SODIUM > 0.000) -> F[0,0](ALBUMIN = 0.000))"
27,"(G[0,0](BLOOD_UREA_NITROGEN != 0.000) | G[0,0](LOS > 0.000))"
28,"(F[0,0](cosen = 0.000) | G[0,0](n_edrk < 0.000))"
29,"(F[0,0](LOS > 0.000) & F[0,0](edrk < 0.000))"
30,"(G[0,0](AF > 0.000) -> F[0,0](ALBUMIN = 0.000))"
31,(s2_edrk < 0.000 -> MAGNESIUM = 0.000)
32,"(G[0,0](LACTIC_ACID > 0.000) | F[0,0](lds < 0.000))"
33,"(G[0,0](LOS > 0.000) | s24_edrk > 0.000)"
34,"(LOS > 0.000 | F[0,0](lds < 0.000))"
35,"(LOS != 0.000 -> G[0,0](LOS > 0.000))"
36,"(G[0,0](AST_GOT != 0.000) & G[0,0](CO2 < 0.000))"
37,"(LOS != 0.000 -> G[0,0](MET = 0.000))"
38,"(F[0,0](SODIUM > 0.000) -> F[0,0](dfa < 0.000))"
39,"(F[0,0](y = 0.000) -> G[0,0](LOS > 0.000))"
40,"(G[0,0](s8_edrk > 0.000) & PARTIAL_THROMBOPLASTIN_TIME > 0.000)"
41,"(F[0,0](HEMOGLOBIN > 0.000) | G[0,0](TROPONIN_I > 0.000))"
42,"(G[0,0](LOS < 0.000) | F[0,0](WHITE_BLOOD_CELL_COUNT > 0.000))"
43,"(G[0,0](srr = 0.000) -> G[0,0](CALCIUM != 0.000))"
44,"(G[0,0](BLOOD_UREA_NITROGEN != 0.000) | F[0,0](WHITE_BLOOD_CELL_COUNT > 0.000))"
45,"(s24_edrk < 0.000 | F[0,0](WHITE_BLOOD_CELL_COUNT > 0.000))"
46,"(SODIUM != 0.000 | F[0,0](LOS > 0.000))"
47,(MET = 0.000 | GLUCOSE != 0.000)
48,"(G[0,0](s8_edrk > 0.000) & LACTIC_ACID = 0.000)"
49,WHITE_BLOOD_CELL_COUNT != 0.000
50,"(F[0,0](HEMOGLOBIN > 0.000) | GLUCOSE != 0.000)"
51,"((y != 0.000) U[0,0] (PLATELET_COUNT != 0.000))"
52,"(G[0,0](BLOOD_UREA_NITROGEN != 0.000) | G[0,0](PLATELET_COUNT = 0.000))"
53,"(G[0,0](LOS > 0.000) | G[0,0](PLATELET_COUNT = 0.000))"
54,"(O2_Flow > 0.000 | G[0,0](n_edrk < 0.000))"
55,"(F[0,0](LACTIC_ACID > 0.000) & F[0,0](edrk < 0.000))"
56,"(F[0,0](LOS > 0.000) -> G[0,0](LOS > 0.000))"
57,"(F[0,0](y = 0.000) -> G[0,0](y < 0.000))"
58,(s2_edrk < 0.000 -> s2_edrk < 0.000)
59,"(G[0,0](s8_edrk > 0.000) & LOS > 0.000)"
60,"(F[0,0](TOTAL_BILIRUBIN = 0.000) & LOS = 0.000)"
61,"(F[0,0](LOS > 0.000) & G[0,0](MAGNESIUM > 0.000))"
62,"(G[0,0](LOS < 0.000) | PHOSPHORUS = 0.000)"
63,"(G[0,0](srr < 0.000) -> F[0,0](CALCIUM > 0.000))"
64,"(F[0,0](MAGNESIUM != 0.000) -> s2_edrk < 0.000)"
65,"(ALBUMIN > 0.000 -> F[0,0](CALCIUM > 0.000))"
66,"(PARTIAL_THROMBOPLASTIN_TIME = 0.000 -> G[0,0](Sgy > 0.000))"
67,"(F[0,0](MAGNESIUM != 0.000) -> F[0,0](LOS > 0.000))"
68,"(CHLORIDE > 0.000 & G[0,0](HEMOGLOBIN != 0.000))"
69,"(G[0,0](LOS < 0.000) | ((n_edrk > 0.000) U[0,0] (af != 0.000)))"
70,"(O2_Flow > 0.000 | ((n_edrk > 0.000) U[0,0] (af != 0.000)))"
71,"(G[0,0](s8_edrk > 0.000) & F[0,0](LOS < 0.000))"
72,"(s24_edrk < 0.000 | G[0,0](PLATELET_COUNT = 0.000))"
73,"(F[0,0](MAGNESIUM != 0.000) -> s8_edrk != 0.000)"
