,Non Rules
0,"((ICU_Pt_Days < 0.000) U[0,0] (Mort != 0.000))"
1,"((LOS > 0.000) U[0,0] (n_evts != 0.000))"
2,"(G[0,0](direct < 0.000) | PLATELET_COUNT != 0.000)"
3,"(G[0,0](AF != 0.000) | SODIUM < 0.000)"
4,"(G[0,0](direct = 0.000) | F[0,0](Resp != 0.000))"
5,"((HEMOGLOBIN < 0.000) U[0,0] (Mort = 0.000))"
6,"(F[0,0](LACTIC_ACID > 0.000) | PLATELET_COUNT != 0.000)"
7,"((ICU_Pt_Days = 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
8,"((ICU_Pt_Days > 0.000) U[0,0] (POTASSIUM < 0.000))"
9,"G[0,0](s24_edrk = 0.000)"
10,"G[0,0](y != 0.000)"
11,(s24_edrk > 0.000 | srr = 0.000)
12,"(F[0,0](POTASSIUM < 0.000) | srr = 0.000)"
13,"(G[0,0](direct = 0.000) | G[0,0](MAGNESIUM > 0.000))"
14,"G[0,0](tte = 0.000)"
15,"F[0,0](LOS = 0.000)"
16,"((LOS != 0.000) U[0,0] (n_evts != 0.000))"
17,"((LOS > 0.000) U[0,0] (LOS < 0.000))"
18,"(G[0,0](srr < 0.000) & n_edrk > 0.000)"
19,"(G[0,0](direct < 0.000) | F[0,0](PROTIME_INR > 0.000))"
20,POTASSIUM != 0.000
21,"((LOS > 0.000) U[0,0] (LOS != 0.000))"
22,"((LOS < 0.000) U[0,0] (n_evts != 0.000))"
23,"((HEMOGLOBIN < 0.000) U[0,0] (s2_hr = 0.000))"
24,"G[0,0](tte != 0.000)"
25,"(G[0,0](ICU_Pt_Days < 0.000) | G[0,0](LOS = 0.000))"
26,"(LOS < 0.000 -> G[0,0](TOTAL_BILIRUBIN != 0.000))"
27,"(n_edrk < 0.000 | G[0,0](MAGNESIUM > 0.000))"
28,"((ICU_Pt_Days = 0.000) U[0,0] (n_evts != 0.000))"
29,"((LOS < 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
30,"((ICU_Pt_Days > 0.000) U[0,0] (LOS > 0.000))"
31,"(F[0,0](TOTAL_BILIRUBIN != 0.000) | G[0,0](MAGNESIUM > 0.000))"
