,Non Rules
0,"F[0,0]((MET > 0.000 & dfa = 0.000))"
1,"F[0,0]((ICU_Pt_Days = 0.000 -> LOS > 0.000))"
2,"F[0,0]((ICU_Pt_Days = 0.000 & death > 0.000))"
3,"F[0,0]((y > 0.000 & ALBUMIN = 0.000))"
4,"F[0,0]((SpO2 > 0.000 & direct = 0.000))"
5,"F[0,0]((tte > 0.000 & death > 0.000))"
6,"F[0,0]((direct > 0.000 & ALBUMIN = 0.000))"
7,"F[0,0]((direct = 0.000 & y > 0.000))"
8,"F[0,0]((ALKALINE_PHOSPHATASE = 0.000 & CREATININE = 0.000))"
9,"F[0,0]((Resp = 0.000 & LOS = 0.000))"
10,"F[0,0]((PLATELET_COUNT > 0.000 & y = 0.000))"
11,"F[0,0]((MAGNESIUM = 0.000 & CREATININE = 0.000))"
12,"F[0,0]((ICU_Pt_Days > 0.000 & death > 0.000))"
13,"F[0,0]((SpO2 > 0.000 & LOS = 0.000))"
14,"F[0,0]((MAGNESIUM = 0.000 & direct = 0.000))"
15,"F[0,0]((ALBUMIN = 0.000 & death > 0.000))"
16,"F[0,0]((tte > 0.000 & direct = 0.000))"
