,Non Rules
0,"G[0,0](PHOSPHORUS < 0.000)"
1,"((ICU_Pt_Days > 0.000) U[0,0] (y > 0.000))"
2,"((PARTIAL_THROMBOPLASTIN_TIME != 0.000) U[0,0] (LOS != 0.000))"
3,"((ICU_Pt_Days = 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
4,"((ICU_Pt_Days > 0.000) U[0,0] (death > 0.000))"
5,"((ICU_Pt_Days < 0.000) U[0,0] (PLATELET_COUNT = 0.000))"
6,"((HEMOGLOBIN > 0.000) U[0,0] (hr > 0.000))"
7,"(F[0,0](s24_edrk = 0.000) & LOS > 0.000)"
8,"F[0,0](tte = 0.000)"
9,"F[0,0](LOS = 0.000)"
10,"((LOS > 0.000) U[0,0] (LOS < 0.000))"
11,"((ICU_Pt_Days < 0.000) U[0,0] (tte > 0.000))"
12,"((LOS != 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
13,"F[0,0](direct = 0.000)"
14,"((LOS > 0.000) U[0,0] (LOS != 0.000))"
15,"F[0,0](y = 0.000)"
16,"((LOS > 0.000) U[0,0] (Mort > 0.000))"
17,"((LOS < 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
18,"((ICU_Pt_Days > 0.000) U[0,0] (LOS > 0.000))"
19,"((LOS > 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
20,"((HEMOGLOBIN > 0.000) U[0,0] (n_evts > 0.000))"
21,"((LOS != 0.000) U[0,0] (LOS != 0.000))"
22,"((LOS > 0.000) U[0,0] (CHLORIDE != 0.000))"
23,"F[0,0](n_evts != 0.000)"
24,"(F[0,0](death < 0.000) & LOS > 0.000)"
25,"F[0,0](MET < 0.000)"
26,"((HEMOGLOBIN > 0.000) U[0,0] (ALKALINE_PHOSPHATASE < 0.000))"
27,"((LOS != 0.000) U[0,0] (direct > 0.000))"
28,"F[0,0](y > 0.000)"
29,ICU_Pt_Days != 0.000
30,"F[0,0](LOS < 0.000)"
31,"((ICU_Pt_Days = 0.000) U[0,0] (death > 0.000))"
32,"((ICU_Pt_Days != 0.000) U[0,0] (PLATELET_COUNT = 0.000))"
33,"((PARTIAL_THROMBOPLASTIN_TIME != 0.000) U[0,0] (Mort > 0.000))"
34,"((Mort = 0.000) U[0,0] (LOS < 0.000))"
35,LOS != 0.000
36,"((PARTIAL_THROMBOPLASTIN_TIME != 0.000) U[0,0] (tte > 0.000))"
37,"F[0,0](CO2 < 0.000)"
38,"F[0,0](death < 0.000)"
39,"F[0,0](ICU_Pt_Days != 0.000)"
40,"((ICU_Pt_Days != 0.000) U[0,0] (y > 0.000))"
41,"G[0,0](Mort < 0.000)"
42,"F[0,0](n_evts = 0.000)"
43,"((LOS = 0.000) U[0,0] (CHLORIDE != 0.000))"
44,"((ICU_Pt_Days = 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
45,"F[0,0](Glasgow_Coma_Scale_Total > 0.000)"
46,"(G[0,0](CALCIUM > 0.000) & BLOOD_UREA_NITROGEN < 0.000)"
47,"((ICU_Pt_Days > 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
48,"F[0,0](SBP = 0.000)"
49,"(F[0,0](death < 0.000) & AST_GOT > 0.000)"
50,"((PARTIAL_THROMBOPLASTIN_TIME != 0.000) U[0,0] (LOS = 0.000))"
51,"(G[0,0](MAGNESIUM < 0.000) & LOS > 0.000)"
52,"((LOS < 0.000) U[0,0] (LOS != 0.000))"
53,"F[0,0](PHOSPHORUS = 0.000)"
54,"((n_evts = 0.000) U[0,0] (PLATELET_COUNT = 0.000))"
55,"((ICU_Pt_Days > 0.000) U[0,0] (Mort > 0.000))"
56,"F[0,0](direct < 0.000)"
57,"F[0,0](ICU_Pt_Days = 0.000)"
58,"F[0,0](Mort = 0.000)"
59,"(G[0,0](MAGNESIUM < 0.000) & BLOOD_UREA_NITROGEN < 0.000)"
60,"F[0,0](Sgy != 0.000)"
61,"F[0,0](LOS > 0.000)"
62,"((s24_hr < 0.000) U[0,0] (LOS = 0.000))"
63,"G[0,0](LOS > 0.000)"
64,POTASSIUM < 0.000
65,"((LOS = 0.000) U[0,0] (LOS > 0.000))"
66,LOS > 0.000
67,"((LOS != 0.000) U[0,0] (hr > 0.000))"
68,"((ICU_Pt_Days > 0.000) U[0,0] (LOS = 0.000))"
69,"((ICU_Pt_Days < 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
70,"F[0,0](y < 0.000)"
71,"((n_evts = 0.000) U[0,0] (LOS < 0.000))"
