,Non Rules
0,"((BLOOD_UREA_NITROGEN = 0.000) U[0,0] (Mort = 0.000))"
1,"((MET = 0.000) U[0,0] (MET = 0.000))"
2,"((LOS = 0.000) U[0,0] (MET = 0.000))"
3,"((direct = 0.000) U[0,0] (n_evts < 0.000))"
4,"((SpO2 = 0.000) U[0,0] (death = 0.000))"
5,"((y = 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
6,"((O2_Flow > 0.000) U[0,0] (Mort < 0.000))"
7,"((death < 0.000) U[0,0] (MET = 0.000))"
8,"((MET > 0.000) U[0,0] (SpO2 = 0.000))"
9,"((n_evts > 0.000) U[0,0] (Resp = 0.000))"
10,"((death > 0.000) U[0,0] (y > 0.000))"
11,"((ICU_Pt_Days < 0.000) U[0,0] (n_evts = 0.000))"
12,"((SpO2 = 0.000) U[0,0] (y > 0.000))"
13,"((n_evts = 0.000) U[0,0] (death > 0.000))"
14,"((O2_Flow = 0.000) U[0,0] (MET > 0.000))"
15,"((BLOOD_UREA_NITROGEN = 0.000) U[0,0] (Mort > 0.000))"
16,"((SpO2 = 0.000) U[0,0] (LOS > 0.000))"
17,"((tte = 0.000) U[0,0] (y = 0.000))"
18,"((tte < 0.000) U[0,0] (direct = 0.000))"
19,"((ICU_Pt_Days > 0.000) U[0,0] (death = 0.000))"
20,"((LACTIC_ACID > 0.000) U[0,0] (LOS = 0.000))"
21,"((O2_Flow = 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
22,"((SpO2 = 0.000) U[0,0] (death > 0.000))"
23,"((Sgy > 0.000) U[0,0] (LOS = 0.000))"
24,"((Glasgow_Coma_Scale_Total = 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
25,"((O2_Flow = 0.000) U[0,0] (direct = 0.000))"
26,"((SpO2 = 0.000) U[0,0] (Mort > 0.000))"
27,"((Glasgow_Coma_Scale_Total = 0.000) U[0,0] (death = 0.000))"
28,"((SBP = 0.000) U[0,0] (n_evts = 0.000))"
29,"((death > 0.000) U[0,0] (y = 0.000))"
30,"((n_evts = 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
31,"((death > 0.000) U[0,0] (O2_Flow = 0.000))"
