,Non Rules
0,"((LOS = 0.000) U[0,0] (SpO2 < 0.000))"
1,"((LOS < 0.000) U[0,0] (WHITE_BLOOD_CELL_COUNT = 0.000))"
2,"(G[0,0](PCO2 > 0.000) -> F[0,0](MET < 0.000))"
3,"((n_evts < 0.000) U[0,0] (LOS > 0.000))"
4,"((ICU_Pt_Days = 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
5,"G[0,0](y != 0.000)"
6,"((PLATELET_COUNT != 0.000) U[0,0] (LOS > 0.000))"
7,"(F[0,0](CHLORIDE > 0.000) & F[0,0](CO2 < 0.000))"
8,"F[0,0](tte = 0.000)"
9,"G[0,0](tte = 0.000)"
10,"F[0,0](LOS = 0.000)"
11,"((Temp > 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
12,"((LOS > 0.000) U[0,0] (LOS < 0.000))"
13,"((PLATELET_COUNT != 0.000) U[0,0] (SpO2 < 0.000))"
14,"(G[0,0](cosen > 0.000) & F[0,0](PHOSPHORUS > 0.000))"
15,"((LOS != 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
16,"(cosen < 0.000 | G[0,0](TOTAL_PROTEIN < 0.000))"
17,"((LOS > 0.000) U[0,0] (LOS != 0.000))"
18,"((n_evts < 0.000) U[0,0] (TROPONIN_I != 0.000))"
19,"G[0,0](tte != 0.000)"
20,"((LOS < 0.000) U[0,0] (TROPONIN_I != 0.000))"
21,"F[0,0](y = 0.000)"
22,"(F[0,0](s8_edrk < 0.000) -> G[0,0](srr < 0.000))"
23,"((Mort < 0.000) U[0,0] (s2_hr > 0.000))"
24,"((LOS < 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
25,"G[0,0](Temp > 0.000)"
26,"((tte = 0.000) U[0,0] (s2_hr > 0.000))"
27,"((ICU_Pt_Days > 0.000) U[0,0] (LOS > 0.000))"
28,"((LOS > 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
29,"((LOS != 0.000) U[0,0] (LOS != 0.000))"
30,"(BLOOD_UREA_NITROGEN > 0.000 | F[0,0](WHITE_BLOOD_CELL_COUNT > 0.000))"
31,(BLOOD_UREA_NITROGEN > 0.000 | PROTIME_INR > 0.000)
