,Non Rules
0,"((death = 0.000) U[0,0] (n_evts > 0.000))"
1,"((LOS < 0.000) U[0,0] (tte < 0.000))"
2,"(G[0,0](AF != 0.000) | F[0,0](LOS > 0.000))"
3,"((ICU_Pt_Days = 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
4,"G[0,0](y != 0.000)"
5,"(F[0,0](ALT_GPT > 0.000) | LOS != 0.000)"
6,"((srr != 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
7,"F[0,0](tte = 0.000)"
8,"F[0,0](LOS = 0.000)"
9,"((LOS > 0.000) U[0,0] (LOS < 0.000))"
10,"((ALBUMIN > 0.000) U[0,0] (LOS > 0.000))"
11,"((LOS != 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
12,"F[0,0](direct = 0.000)"
13,"(F[0,0](Sgy < 0.000) | F[0,0](Temp = 0.000))"
14,"(G[0,0](AF != 0.000) | CREATININE < 0.000)"
15,"((LOS > 0.000) U[0,0] (LOS != 0.000))"
16,"(G[0,0](TOTAL_BILIRUBIN > 0.000) | F[0,0](Resp < 0.000))"
17,"((LOS = 0.000) U[0,0] (tte < 0.000))"
18,"((ICU_Pt_Days = 0.000) U[0,0] (direct < 0.000))"
19,"F[0,0](y = 0.000)"
20,"G[0,0](tte != 0.000)"
21,"(F[0,0](Sgy < 0.000) | F[0,0](LOS < 0.000))"
22,"((ALBUMIN > 0.000) U[0,0] (tte < 0.000))"
23,"((LOS < 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
24,"((ICU_Pt_Days > 0.000) U[0,0] (LOS > 0.000))"
25,"((LOS > 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
26,"((ICU_Pt_Days != 0.000) U[0,0] (Mort < 0.000))"
27,"((LOS != 0.000) U[0,0] (LOS != 0.000))"
28,"(G[0,0](AF != 0.000) | F[0,0](Resp < 0.000))"
29,"(F[0,0](Sgy < 0.000) | TOTAL_PROTEIN = 0.000)"
30,"((srr != 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
31,"F[0,0](n_evts != 0.000)"
32,"F[0,0](MET < 0.000)"
33,"G[0,0](GLUCOSE > 0.000)"
34,"F[0,0](y > 0.000)"
35,"((LOS < 0.000) U[0,0] (direct < 0.000))"
36,"((death = 0.000) U[0,0] (direct < 0.000))"
37,"((y < 0.000) U[0,0] (y < 0.000))"
38,"((Mort > 0.000) U[0,0] (LOS != 0.000))"
39,ICU_Pt_Days != 0.000
40,"F[0,0](LOS < 0.000)"
41,"((y < 0.000) U[0,0] (LOS < 0.000))"
42,Mort != 0.000
43,LOS != 0.000
44,(CREATININE > 0.000 | TOTAL_PROTEIN = 0.000)
45,"((ICU_Pt_Days < 0.000) U[0,0] (tte < 0.000))"
46,"((LOS < 0.000) U[0,0] (Mort = 0.000))"
47,"(G[0,0](TOTAL_BILIRUBIN > 0.000) | TOTAL_PROTEIN = 0.000)"
48,"F[0,0](death < 0.000)"
49,"F[0,0](ICU_Pt_Days != 0.000)"
50,"G[0,0](Mort < 0.000)"
51,"F[0,0](n_evts = 0.000)"
52,"((ALBUMIN > 0.000) U[0,0] (LOS < 0.000))"
53,"((y < 0.000) U[0,0] (PLATELET_COUNT != 0.000))"
54,"((ICU_Pt_Days = 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
55,"F[0,0](Glasgow_Coma_Scale_Total > 0.000)"
56,"((y < 0.000) U[0,0] (n_edrk = 0.000))"
57,"((ICU_Pt_Days > 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
58,"((ICU_Pt_Days != 0.000) U[0,0] (PLATELET_COUNT != 0.000))"
59,"((n_evts > 0.000) U[0,0] (n_evts > 0.000))"
60,"(G[0,0](TOTAL_BILIRUBIN > 0.000) | F[0,0](LOS < 0.000))"
61,"((LOS < 0.000) U[0,0] (n_evts < 0.000))"
62,"((y < 0.000) U[0,0] (direct < 0.000))"
63,"((LOS < 0.000) U[0,0] (LOS != 0.000))"
64,"F[0,0](direct < 0.000)"
65,"((ALBUMIN > 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
66,"F[0,0](ICU_Pt_Days = 0.000)"
67,"F[0,0](Mort = 0.000)"
68,"(G[0,0](n_evts < 0.000) | TOTAL_PROTEIN = 0.000)"
69,"F[0,0](LOS > 0.000)"
70,"((y < 0.000) U[0,0] (LOS = 0.000))"
71,"G[0,0](LOS > 0.000)"
72,"((death = 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
73,"((LOS = 0.000) U[0,0] (LOS > 0.000))"
74,LOS > 0.000
75,"((ICU_Pt_Days = 0.000) U[0,0] (n_evts < 0.000))"
76,"(F[0,0](Sgy < 0.000) | F[0,0](LOS > 0.000))"
77,"(G[0,0](TOTAL_BILIRUBIN > 0.000) | F[0,0](PROTIME_INR != 0.000))"
78,"(G[0,0](ALT_GPT = 0.000) | CHLORIDE > 0.000)"
79,"((ICU_Pt_Days > 0.000) U[0,0] (LOS = 0.000))"
80,"((ICU_Pt_Days < 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
81,"F[0,0](y < 0.000)"
82,"((ICU_Pt_Days = 0.000) U[0,0] (PLATELET_COUNT != 0.000))"
83,"((ICU_Pt_Days > 0.000) U[0,0] (y < 0.000))"
84,"((Mort > 0.000) U[0,0] (n_evts > 0.000))"
85,Mort < 0.000
86,"((y < 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
87,"((LOS = 0.000) U[0,0] (LOS < 0.000))"
88,"F[0,0](AST_GOT = 0.000)"
89,"((Mort > 0.000) U[0,0] (PLATELET_COUNT != 0.000))"
90,"((Mort > 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
91,"F[0,0](Sgy > 0.000)"
92,"((LOS > 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
93,"(G[0,0](TOTAL_BILIRUBIN > 0.000) | F[0,0](LOS > 0.000))"
94,"(G[0,0](AF != 0.000) | F[0,0](PROTIME_INR != 0.000))"
95,(CREATININE > 0.000 | CREATININE < 0.000)
96,"((srr != 0.000) U[0,0] (PLATELET_COUNT != 0.000))"
97,"((LOS != 0.000) U[0,0] (tte < 0.000))"
98,"((ICU_Pt_Days > 0.000) U[0,0] (PLATELET_COUNT != 0.000))"
99,"((y < 0.000) U[0,0] (Mort = 0.000))"
100,"(F[0,0](ALT_GPT > 0.000) | F[0,0](LOS > 0.000))"
101,"((ICU_Pt_Days < 0.000) U[0,0] (LOS > 0.000))"
102,"((LOS < 0.000) U[0,0] (n_evts > 0.000))"
103,"((ALBUMIN > 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
104,y != 0.000
105,"((LOS > 0.000) U[0,0] (n_edrk = 0.000))"
106,"((ALBUMIN > 0.000) U[0,0] (Mort = 0.000))"
107,"((y < 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
108,"((Mort > 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
109,"((srr != 0.000) U[0,0] (n_edrk = 0.000))"
110,"((ICU_Pt_Days > 0.000) U[0,0] (n_evts < 0.000))"
111,"((ALBUMIN > 0.000) U[0,0] (LOS = 0.000))"
112,"((LOS != 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
113,"(G[0,0](ALT_GPT = 0.000) | hr != 0.000)"
114,"(F[0,0](ALT_GPT > 0.000) | F[0,0](PROTIME_INR != 0.000))"
115,"((ICU_Pt_Days != 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
116,"((ALBUMIN > 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
117,"(G[0,0](AF != 0.000) | G[0,0](CHLORIDE > 0.000))"
118,"(G[0,0](AF != 0.000) | F[0,0](Pulse > 0.000))"
119,"G[0,0](Mort != 0.000)"
120,"(F[0,0](Sgy < 0.000) | F[0,0](Resp < 0.000))"
121,"(G[0,0](n_evts < 0.000) | F[0,0](Temp = 0.000))"
122,"((ICU_Pt_Days != 0.000) U[0,0] (y < 0.000))"
123,"((ICU_Pt_Days > 0.000) U[0,0] (LOS < 0.000))"
124,"(G[0,0](TOTAL_BILIRUBIN > 0.000) | LOS != 0.000)"
125,ICU_Pt_Days = 0.000
126,"((ICU_Pt_Days != 0.000) U[0,0] (n_evts > 0.000))"
127,"G[0,0](n_evts = 0.000)"
128,"((LOS = 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
129,"((ICU_Pt_Days < 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
130,"((ICU_Pt_Days < 0.000) U[0,0] (Mort < 0.000))"
131,"((LOS = 0.000) U[0,0] (Mort = 0.000))"
132,"(G[0,0](n_evts < 0.000) | LOS != 0.000)"
133,"((LOS != 0.000) U[0,0] (n_edrk = 0.000))"
134,"((ICU_Pt_Days != 0.000) U[0,0] (Mort = 0.000))"
135,"((LOS < 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
136,"G[0,0](Mort > 0.000)"
137,"((LOS != 0.000) U[0,0] (y < 0.000))"
138,"(G[0,0](AF != 0.000) | hr != 0.000)"
139,"(F[0,0](ALT_GPT > 0.000) | TOTAL_PROTEIN = 0.000)"
140,"(G[0,0](TOTAL_BILIRUBIN > 0.000) | CHLORIDE > 0.000)"
141,"(CREATININE > 0.000 | F[0,0](Pulse > 0.000))"
142,"((ICU_Pt_Days < 0.000) U[0,0] (y < 0.000))"
143,"G[0,0](ICU_Pt_Days > 0.000)"
144,"((srr != 0.000) U[0,0] (tte < 0.000))"
145,"((srr != 0.000) U[0,0] (n_evts < 0.000))"
146,"F[0,0](tte > 0.000)"
147,"F[0,0](ALT_GPT > 0.000)"
148,"((ALBUMIN > 0.000) U[0,0] (n_edrk = 0.000))"
149,"F[0,0](Mort < 0.000)"
150,"F[0,0](n_evts < 0.000)"
151,"(G[0,0](TOTAL_BILIRUBIN > 0.000) | CREATININE < 0.000)"
152,"F[0,0](ICU_Pt_Days > 0.000)"
153,n_evts != 0.000
154,"((death = 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
155,"(CREATININE > 0.000 | F[0,0](Resp < 0.000))"
156,"((LOS > 0.000) U[0,0] (y < 0.000))"
157,(CREATININE > 0.000 | CHLORIDE > 0.000)
158,"G[0,0](n_evts > 0.000)"
159,"((LOS > 0.000) U[0,0] (n_evts < 0.000))"
160,"((ALBUMIN > 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
161,"((LOS != 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
162,"G[0,0](LOS = 0.000)"
163,"((y < 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
164,"G[0,0](LOS != 0.000)"
165,"((srr != 0.000) U[0,0] (Mort = 0.000))"
166,"((ICU_Pt_Days > 0.000) U[0,0] (n_evts > 0.000))"
167,"(F[0,0](ALT_GPT > 0.000) | hr != 0.000)"
168,"(G[0,0](AF != 0.000) | F[0,0](Temp = 0.000))"
169,"((ICU_Pt_Days != 0.000) U[0,0] (direct < 0.000))"
170,"(G[0,0](ALT_GPT = 0.000) | G[0,0](CHLORIDE > 0.000))"
171,"((LOS < 0.000) U[0,0] (LOS = 0.000))"
172,"((Mort > 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
173,LOS < 0.000
174,"(G[0,0](ALT_GPT = 0.000) | F[0,0](PROTIME_INR != 0.000))"
175,"F[0,0](LOS != 0.000)"
176,"F[0,0](s8_hr = 0.000)"
177,"((ALBUMIN > 0.000) U[0,0] (direct < 0.000))"
178,"((srr != 0.000) U[0,0] (direct < 0.000))"
179,"F[0,0](Mort != 0.000)"
180,"F[0,0](tte != 0.000)"
181,"(CREATININE > 0.000 | G[0,0](CHLORIDE > 0.000))"
182,ICU_Pt_Days < 0.000
183,"F[0,0](ICU_Pt_Days < 0.000)"
184,"((srr != 0.000) U[0,0] (y < 0.000))"
185,n_evts < 0.000
186,"((Mort > 0.000) U[0,0] (direct < 0.000))"
187,"((y < 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
188,"((ALBUMIN > 0.000) U[0,0] (n_evts > 0.000))"
189,"((srr != 0.000) U[0,0] (LOS < 0.000))"
190,"((LOS = 0.000) U[0,0] (direct < 0.000))"
191,"((y < 0.000) U[0,0] (tte < 0.000))"
192,"G[0,0](dfa = 0.000)"
193,"F[0,0](death > 0.000)"
194,"((LOS < 0.000) U[0,0] (PLATELET_COUNT != 0.000))"
195,"((ICU_Pt_Days != 0.000) U[0,0] (LOS = 0.000))"
196,"F[0,0](SODIUM != 0.000)"
197,"((LOS > 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
198,"((ICU_Pt_Days > 0.000) U[0,0] (LOS != 0.000))"
199,"((ALBUMIN > 0.000) U[0,0] (n_evts < 0.000))"
200,"((ICU_Pt_Days != 0.000) U[0,0] (tte < 0.000))"
201,"((srr != 0.000) U[0,0] (Mort < 0.000))"
202,"((LOS != 0.000) U[0,0] (LOS > 0.000))"
203,"((LOS > 0.000) U[0,0] (Mort = 0.000))"
204,"((LOS = 0.000) U[0,0] (PLATELET_COUNT != 0.000))"
205,"((ICU_Pt_Days = 0.000) U[0,0] (y < 0.000))"
206,"G[0,0](y = 0.000)"
207,"((LOS = 0.000) U[0,0] (Mort < 0.000))"
208,"((srr != 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
209,"F[0,0](MET > 0.000)"
210,"G[0,0](Mort = 0.000)"
211,"(F[0,0](Sgy < 0.000) | F[0,0](PROTIME_INR != 0.000))"
212,"((LOS < 0.000) U[0,0] (LOS < 0.000))"
213,"((ICU_Pt_Days = 0.000) U[0,0] (n_evts > 0.000))"
214,"((LOS = 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
215,"((LOS < 0.000) U[0,0] (Mort < 0.000))"
216,"((Mort > 0.000) U[0,0] (LOS < 0.000))"
217,"((y < 0.000) U[0,0] (LOS > 0.000))"
218,"G[0,0](LOS < 0.000)"
219,"((death = 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
220,"(CREATININE > 0.000 | F[0,0](PROTIME_INR != 0.000))"
221,"((ICU_Pt_Days = 0.000) U[0,0] (LOS > 0.000))"
222,"(F[0,0](Sgy < 0.000) | CHLORIDE > 0.000)"
223,"((death = 0.000) U[0,0] (y < 0.000))"
224,"(CREATININE > 0.000 | F[0,0](Temp = 0.000))"
225,"((srr != 0.000) U[0,0] (LOS > 0.000))"
226,"((LOS = 0.000) U[0,0] (y < 0.000))"
227,"((Mort > 0.000) U[0,0] (LOS = 0.000))"
228,"((Mort > 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
229,tte != 0.000
230,"(G[0,0](ALT_GPT = 0.000) | F[0,0](LOS < 0.000))"
231,"(G[0,0](AF != 0.000) | TOTAL_PROTEIN = 0.000)"
232,"((LOS != 0.000) U[0,0] (PLATELET_COUNT != 0.000))"
233,"(G[0,0](ALT_GPT = 0.000) | F[0,0](LOS > 0.000))"
234,"(F[0,0](ALT_GPT > 0.000) | F[0,0](LOS < 0.000))"
235,"((LOS > 0.000) U[0,0] (LOS > 0.000))"
236,"((Mort > 0.000) U[0,0] (Mort < 0.000))"
237,"((n_evts > 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
238,"((ALBUMIN > 0.000) U[0,0] (LOS != 0.000))"
239,"((LOS < 0.000) U[0,0] (n_edrk = 0.000))"
240,TOTAL_PROTEIN < 0.000
241,"((LOS < 0.000) U[0,0] (y < 0.000))"
242,"((ICU_Pt_Days > 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
243,"((ALBUMIN > 0.000) U[0,0] (y < 0.000))"
244,"((death = 0.000) U[0,0] (LOS < 0.000))"
245,"((Mort > 0.000) U[0,0] (tte < 0.000))"
246,"F[0,0](direct > 0.000)"
247,"(CREATININE > 0.000 | F[0,0](LOS > 0.000))"
248,"(G[0,0](TOTAL_BILIRUBIN > 0.000) | F[0,0](Pulse > 0.000))"
249,"(G[0,0](ALT_GPT = 0.000) | F[0,0](Temp = 0.000))"
250,"F[0,0](dfa < 0.000)"
251,"(G[0,0](AF != 0.000) | LOS != 0.000)"
252,"((LOS != 0.000) U[0,0] (Mort < 0.000))"
253,"F[0,0](Resp > 0.000)"
254,"((Mort > 0.000) U[0,0] (Mort = 0.000))"
255,"((ICU_Pt_Days < 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
256,"((y < 0.000) U[0,0] (LOS != 0.000))"
257,"((n_evts > 0.000) U[0,0] (n_edrk = 0.000))"
258,"(F[0,0](ALT_GPT > 0.000) | F[0,0](Temp = 0.000))"
259,"((y < 0.000) U[0,0] (n_evts > 0.000))"
260,"F[0,0](n_evts > 0.000)"
261,"(G[0,0](ALT_GPT = 0.000) | TOTAL_PROTEIN = 0.000)"
262,"F[0,0](death != 0.000)"
263,"((ICU_Pt_Days > 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
264,"(G[0,0](n_evts < 0.000) | CHLORIDE > 0.000)"
265,"((y < 0.000) U[0,0] (n_evts < 0.000))"
266,"(G[0,0](TOTAL_BILIRUBIN > 0.000) | hr != 0.000)"
267,"((LOS < 0.000) U[0,0] (LOS > 0.000))"
268,"(F[0,0](ALT_GPT > 0.000) | F[0,0](Resp < 0.000))"
269,"((LOS != 0.000) U[0,0] (LOS < 0.000))"
270,"(F[0,0](ALT_GPT > 0.000) | G[0,0](CHLORIDE > 0.000))"
271,"(G[0,0](AF != 0.000) | CHLORIDE > 0.000)"
272,"((srr != 0.000) U[0,0] (LOS = 0.000))"
273,"((LOS != 0.000) U[0,0] (Mort = 0.000))"
274,"((death = 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
275,"((Mort > 0.000) U[0,0] (LOS > 0.000))"
276,"((y < 0.000) U[0,0] (Mort < 0.000))"
277,"((LOS != 0.000) U[0,0] (n_evts > 0.000))"
278,"((LOS = 0.000) U[0,0] (n_edrk = 0.000))"
279,"(F[0,0](Sgy < 0.000) | CREATININE < 0.000)"
280,ICU_Pt_Days > 0.000
281,"((LOS > 0.000) U[0,0] (tte < 0.000))"
282,"(F[0,0](ALT_GPT > 0.000) | CREATININE < 0.000)"
283,"((ALBUMIN > 0.000) U[0,0] (Mort < 0.000))"
284,"G[0,0](ICU_Pt_Days < 0.000)"
285,"F[0,0](y != 0.000)"
286,"((ICU_Pt_Days != 0.000) U[0,0] (LOS < 0.000))"
287,"((death = 0.000) U[0,0] (LOS != 0.000))"
288,"(G[0,0](n_evts < 0.000) | F[0,0](LOS > 0.000))"
289,"(G[0,0](n_evts < 0.000) | F[0,0](Resp < 0.000))"
290,LOS = 0.000
291,"((LOS != 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
292,"((LOS > 0.000) U[0,0] (Mort < 0.000))"
293,"F[0,0](tte < 0.000)"
294,"((ICU_Pt_Days < 0.000) U[0,0] (LOS != 0.000))"
295,"(G[0,0](ALT_GPT = 0.000) | F[0,0](Resp < 0.000))"
296,"((ICU_Pt_Days = 0.000) U[0,0] (LOS != 0.000))"
297,"((ICU_Pt_Days < 0.000) U[0,0] (PLATELET_COUNT != 0.000))"
298,"((ICU_Pt_Days != 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
299,"((LOS > 0.000) U[0,0] (direct < 0.000))"
300,"((ICU_Pt_Days < 0.000) U[0,0] (Mort = 0.000))"
301,"(G[0,0](n_evts < 0.000) | F[0,0](Pulse > 0.000))"
302,"((death = 0.000) U[0,0] (n_evts < 0.000))"
303,"((ALBUMIN > 0.000) U[0,0] (PLATELET_COUNT != 0.000))"
304,"((ICU_Pt_Days != 0.000) U[0,0] (n_evts < 0.000))"
305,"((srr != 0.000) U[0,0] (n_evts > 0.000))"
306,(CREATININE > 0.000 | hr != 0.000)
307,"(CREATININE > 0.000 | F[0,0](LOS < 0.000))"
308,"((LOS > 0.000) U[0,0] (PLATELET_COUNT != 0.000))"
