,Non Rules
0,"((direct > 0.000) U[0,0] (CHLORIDE > 0.000))"
1,"((CREATININE > 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
2,"((OXYGEN_SATURATION = 0.000) U[0,0] (SBP > 0.000))"
3,"((GLUCOSE = 0.000) U[0,0] (ALT_GPT > 0.000))"
4,"((ICU_Pt_Days > 0.000) U[0,0] (Sgy < 0.000))"
5,"((Sgy < 0.000) U[0,0] (PHOSPHORUS > 0.000))"
6,"((TOTAL_BILIRUBIN > 0.000) U[0,0] (BLOOD_UREA_NITROGEN > 0.000))"
7,"((Sgy = 0.000) U[0,0] (Resp < 0.000))"
8,"((ICU_Pt_Days < 0.000) U[0,0] (PARTIAL_THROMBOPLASTIN_TIME > 0.000))"
9,"((TOTAL_PROTEIN > 0.000) U[0,0] (Resp < 0.000))"
10,"((hr > 0.000) U[0,0] (death < 0.000))"
11,"((WHITE_BLOOD_CELL_COUNT > 0.000) U[0,0] (GLUCOSE = 0.000))"
12,"((MAGNESIUM = 0.000) U[0,0] (ALT_GPT > 0.000))"
13,"((SODIUM = 0.000) U[0,0] (GLUCOSE > 0.000))"
14,"((Mort > 0.000) U[0,0] (y < 0.000))"
15,"((dfa = 0.000) U[0,0] (Pulse > 0.000))"
16,"((MET = 0.000) U[0,0] (ALBUMIN > 0.000))"
17,"((direct > 0.000) U[0,0] (ALBUMIN > 0.000))"
18,"((PROTIME_INR = 0.000) U[0,0] (tte > 0.000))"
19,"((af > 0.000) U[0,0] (CHLORIDE > 0.000))"
20,"((SBP < 0.000) U[0,0] (LACTIC_ACID > 0.000))"
21,"((srr > 0.000) U[0,0] (TOTAL_BILIRUBIN != 0.000))"
22,"((s2_edrk > 0.000) U[0,0] (LOS < 0.000))"
23,"((BLOOD_UREA_NITROGEN = 0.000) U[0,0] (PHOSPHORUS > 0.000))"
24,"((CHLORIDE = 0.000) U[0,0] (CHLORIDE > 0.000))"
25,"((PLATELET_COUNT > 0.000) U[0,0] (POTASSIUM > 0.000))"
26,"((PCO2 > 0.000) U[0,0] (GLUCOSE < 0.000))"
27,"((ALBUMIN > 0.000) U[0,0] (Mort < 0.000))"
28,"((SODIUM = 0.000) U[0,0] (GLUCOSE = 0.000))"
29,"((s24_hr = 0.000) U[0,0] (death < 0.000))"
30,"((TROPONIN_I = 0.000) U[0,0] (SpO2 > 0.000))"
31,"((n_evts = 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
32,"((ALT_GPT = 0.000) U[0,0] (MET < 0.000))"
33,"((ALBUMIN < 0.000) U[0,0] (tte < 0.000))"
34,"((SBP < 0.000) U[0,0] (Resp > 0.000))"
35,"((WHITE_BLOOD_CELL_COUNT = 0.000) U[0,0] (Temp > 0.000))"
36,"((s2_edrk = 0.000) U[0,0] (direct > 0.000))"
37,"((Glasgow_Coma_Scale_Total = 0.000) U[0,0] (ALKALINE_PHOSPHATASE > 0.000))"
38,"((POTASSIUM = 0.000) U[0,0] (death < 0.000))"
39,"((SODIUM = 0.000) U[0,0] (Mort < 0.000))"
40,"((cosen = 0.000) U[0,0] (Resp > 0.000))"
41,"((CREATININE > 0.000) U[0,0] (GLUCOSE = 0.000))"
42,"((AST_GOT = 0.000) U[0,0] (n_evts < 0.000))"
43,"((n_evts > 0.000) U[0,0] (GLUCOSE = 0.000))"
44,"((CHLORIDE > 0.000) U[0,0] (CREATININE > 0.000))"
45,"((n_edrk = 0.000) U[0,0] (O2_Flow > 0.000))"
46,"((dfa = 0.000) U[0,0] (GLUCOSE > 0.000))"
47,"((dfa > 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
48,"((WHITE_BLOOD_CELL_COUNT = 0.000) U[0,0] (n_evts > 0.000))"
49,"((CALCIUM > 0.000) U[0,0] (SBP > 0.000))"
50,"((CHLORIDE > 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
51,"((AF > 0.000) U[0,0] (death < 0.000))"
52,"((HEMOGLOBIN > 0.000) U[0,0] (O2_Flow < 0.000))"
53,"((hr > 0.000) U[0,0] (n_evts > 0.000))"
54,"((s24_edrk > 0.000) U[0,0] (Resp < 0.000))"
55,"((Sgy = 0.000) U[0,0] (PLATELET_COUNT > 0.000))"
56,"((srr > 0.000) U[0,0] (PHOSPHORUS > 0.000))"
57,"((TOTAL_BILIRUBIN = 0.000) U[0,0] (tte > 0.000))"
58,"((HEMOGLOBIN = 0.000) U[0,0] (BLOOD_UREA_NITROGEN > 0.000))"
59,"((s8_edrk = 0.000) U[0,0] (LOS < 0.000))"
60,"((CALCIUM > 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
61,"((PLATELET_COUNT > 0.000) U[0,0] (n_evts > 0.000))"
62,"((PLATELET_COUNT > 0.000) U[0,0] (PARTIAL_THROMBOPLASTIN_TIME > 0.000))"
63,"((ALBUMIN < 0.000) U[0,0] (GLUCOSE > 0.000))"
64,"((TOTAL_BILIRUBIN = 0.000) U[0,0] (HEMOGLOBIN > 0.000))"
