,Non Rules
0,"(G[0,0](LOS < 0.000) | G[0,0](s8_edrk = 0.000))"
1,"(G[0,0](Resp != 0.000) | G[0,0](LOS > 0.000))"
2,"((LOS > 0.000) U[0,0] (Glasgow_Coma_Scale_Total = 0.000))"
3,"(F[0,0](SODIUM = 0.000) -> G[0,0](LOS > 0.000))"
4,"(F[0,0](PLATELET_COUNT = 0.000) & G[0,0](death < 0.000))"
5,"(F[0,0](SODIUM > 0.000) & F[0,0](LOS < 0.000))"
6,"(ICU_Pt_Days = 0.000 & F[0,0](n_edrk > 0.000))"
7,"(F[0,0](LACTIC_ACID != 0.000) & G[0,0](PHOSPHORUS = 0.000))"
8,"((Temp = 0.000) U[0,0] (s24_hr > 0.000))"
9,"(O2_Flow = 0.000 | G[0,0](LOS > 0.000))"
10,"(F[0,0](ALT_GPT != 0.000) -> AST_GOT = 0.000)"
11,"(G[0,0](y = 0.000) -> G[0,0](ALBUMIN = 0.000))"
12,"(GLUCOSE = 0.000 -> F[0,0](PROTIME_INR > 0.000))"
13,"(Mort > 0.000 -> G[0,0](ALBUMIN = 0.000))"
14,"(G[0,0](ICU_Pt_Days > 0.000) | LOS > 0.000)"
15,"(F[0,0](LOS > 0.000) -> LOS > 0.000)"
16,"(G[0,0](LOS > 0.000) & G[0,0](LOS > 0.000))"
17,"(G[0,0](s24_edrk < 0.000) | G[0,0](OXYGEN_SATURATION > 0.000))"
18,"(G[0,0](af < 0.000) & GLUCOSE != 0.000)"
19,"(F[0,0](CREATININE != 0.000) | TOTAL_BILIRUBIN > 0.000)"
20,"(ICU_Pt_Days = 0.000 & F[0,0](SBP != 0.000))"
21,"(G[0,0](LOS > 0.000) & Sgy > 0.000)"
22,"(F[0,0](SODIUM > 0.000) & G[0,0](s8_edrk > 0.000))"
23,(AST_GOT < 0.000 | GLUCOSE != 0.000)
24,"(Mort > 0.000 -> F[0,0](LACTIC_ACID = 0.000))"
25,(LOS > 0.000 -> dfa != 0.000)
26,"(G[0,0](LOS > 0.000) & direct = 0.000)"
