,Non Rules
0,O2_Flow != 0.000
1,"((n_evts < 0.000) U[0,0] (LOS > 0.000))"
2,"((ICU_Pt_Days = 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
3,"((af != 0.000) U[0,0] (LOS != 0.000))"
4,"G[0,0](y != 0.000)"
5,"F[0,0](tte = 0.000)"
6,"G[0,0](tte = 0.000)"
7,"F[0,0](TOTAL_BILIRUBIN > 0.000)"
8,"F[0,0](LOS = 0.000)"
9,"((LOS > 0.000) U[0,0] (LOS < 0.000))"
10,"((OXYGEN_SATURATION > 0.000) U[0,0] (LOS > 0.000))"
11,"((LOS != 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
12,"F[0,0](direct = 0.000)"
13,"((LOS > 0.000) U[0,0] (LOS != 0.000))"
14,"F[0,0](y = 0.000)"
15,"(G[0,0](srr > 0.000) & F[0,0](CALCIUM > 0.000))"
16,"((OXYGEN_SATURATION > 0.000) U[0,0] (Mort < 0.000))"
17,"(G[0,0](OXYGEN_SATURATION > 0.000) -> F[0,0](s2_hr > 0.000))"
18,"((LOS < 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
19,"((ICU_Pt_Days > 0.000) U[0,0] (LOS > 0.000))"
20,"((LOS > 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
21,"((ICU_Pt_Days != 0.000) U[0,0] (Mort < 0.000))"
22,"((LOS != 0.000) U[0,0] (LOS != 0.000))"
23,"((af != 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
24,"(OXYGEN_SATURATION > 0.000 -> F[0,0](s2_hr > 0.000))"
25,"(F[0,0](PLATELET_COUNT > 0.000) -> F[0,0](s2_hr > 0.000))"
26,(OXYGEN_SATURATION > 0.000 -> y > 0.000)
27,"F[0,0](n_evts != 0.000)"
28,"((OXYGEN_SATURATION > 0.000) U[0,0] (LOS = 0.000))"
29,"F[0,0](MET < 0.000)"
30,"((LOS = 0.000) U[0,0] (SODIUM = 0.000))"
31,"((BLOOD_UREA_NITROGEN = 0.000) U[0,0] (Pulse < 0.000))"
32,"(F[0,0](CREATININE > 0.000) | F[0,0](ALKALINE_PHOSPHATASE != 0.000))"
33,Pulse < 0.000
34,"F[0,0](y > 0.000)"
35,"((Mort > 0.000) U[0,0] (LOS != 0.000))"
36,ICU_Pt_Days != 0.000
37,"F[0,0](LOS < 0.000)"
38,"((Mort < 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
39,"G[0,0](AF != 0.000)"
