,Non Rules
0,"F[0,0]((Mort > 0.000 | Glasgow_Coma_Scale_Total = 0.000))"
1,"G[0,0]((MET = 0.000 & ICU_Pt_Days > 0.000))"
2,"G[0,0]((Pulse > 0.000 -> LOS = 0.000))"
3,"G[0,0]((ICU_Pt_Days = 0.000 & LOS < 0.000))"
4,"G[0,0]((Mort > 0.000 -> Temp > 0.000))"
5,"G[0,0]((SpO2 > 0.000 -> Temp > 0.000))"
6,"G[0,0]((death > 0.000 -> Glasgow_Coma_Scale_Total > 0.000))"
7,"G[0,0]((SBP > 0.000 -> Mort < 0.000))"
8,"G[0,0]((ICU_Pt_Days < 0.000 & Mort > 0.000))"
9,"G[0,0]((SpO2 > 0.000 -> ALKALINE_PHOSPHATASE > 0.000))"
10,"F[0,0]((tte > 0.000 | TROPONIN_I > 0.000))"
11,"G[0,0]((AST_GOT < 0.000 -> n_evts > 0.000))"
12,"G[0,0]((tte = 0.000 -> ALBUMIN > 0.000))"
13,"G[0,0]((ICU_Pt_Days > 0.000 -> O2_Flow > 0.000))"
14,"G[0,0]((ICU_Pt_Days < 0.000 -> SODIUM > 0.000))"
15,"G[0,0]((Temp < 0.000 & death = 0.000))"
16,"G[0,0]((LOS = 0.000 -> ALBUMIN > 0.000))"
17,"G[0,0]((Sgy > 0.000 -> Sgy > 0.000))"
18,"G[0,0]((MET = 0.000 & SpO2 > 0.000))"
19,"G[0,0]((Resp = 0.000 & Mort > 0.000))"
20,"G[0,0]((Glasgow_Coma_Scale_Total > 0.000 -> tte > 0.000))"
21,"G[0,0]((tte = 0.000 -> MET > 0.000))"
22,"G[0,0]((death > 0.000 & CHLORIDE = 0.000))"
23,"F[0,0]((Sgy > 0.000 | Glasgow_Coma_Scale_Total = 0.000))"
24,"G[0,0]((Temp > 0.000 -> SpO2 > 0.000))"
25,"F[0,0]((death > 0.000 | ICU_Pt_Days > 0.000))"
26,"G[0,0]((death > 0.000 -> ALT_GPT > 0.000))"
27,"G[0,0]((tte = 0.000 -> SpO2 > 0.000))"
28,"G[0,0]((direct > 0.000 -> SODIUM > 0.000))"
29,"G[0,0]((n_evts > 0.000 & Mort > 0.000))"
30,"G[0,0]((SBP > 0.000 -> Resp > 0.000))"
31,"G[0,0]((y > 0.000 -> direct > 0.000))"
32,"G[0,0]((O2_Flow > 0.000 -> direct > 0.000))"
33,"G[0,0]((n_evts > 0.000 -> tte > 0.000))"
34,"G[0,0]((ICU_Pt_Days > 0.000 -> direct = 0.000))"
35,"G[0,0]((death > 0.000 & death = 0.000))"
36,"G[0,0]((n_evts > 0.000 -> Mort > 0.000))"
37,"G[0,0]((ALT_GPT = 0.000 -> direct = 0.000))"
38,"G[0,0]((MET = 0.000 & LOS > 0.000))"
39,"G[0,0]((death = 0.000 & y = 0.000))"
40,"G[0,0]((n_evts > 0.000 -> SODIUM > 0.000))"
41,"G[0,0]((Sgy = 0.000 -> Glasgow_Coma_Scale_Total > 0.000))"
42,"G[0,0]((MET = 0.000 & MET < 0.000))"
43,"G[0,0]((n_evts > 0.000 & Mort = 0.000))"
44,"G[0,0]((Sgy = 0.000 -> ALBUMIN > 0.000))"
45,"G[0,0]((LOS > 0.000 & y = 0.000))"
46,"G[0,0]((Temp < 0.000 & ICU_Pt_Days = 0.000))"
47,"G[0,0]((Pulse > 0.000 -> Temp > 0.000))"
48,"G[0,0]((AST_GOT < 0.000 -> Mort < 0.000))"
49,"G[0,0]((LOS > 0.000 -> Glasgow_Coma_Scale_Total > 0.000))"
50,"F[0,0]((MET > 0.000 | LOS > 0.000))"
51,"G[0,0]((n_evts = 0.000 & n_evts = 0.000))"
52,"G[0,0]((LOS < 0.000 -> ALKALINE_PHOSPHATASE > 0.000))"
53,"F[0,0]((Mort > 0.000 | LOS = 0.000))"
54,"G[0,0]((y > 0.000 -> SODIUM > 0.000))"
55,"G[0,0]((CHLORIDE > 0.000 -> ALBUMIN > 0.000))"
56,"G[0,0]((Temp > 0.000 -> direct = 0.000))"
57,"G[0,0]((Sgy = 0.000 & LOS = 0.000))"
58,"G[0,0]((death > 0.000 & n_evts = 0.000))"
59,"G[0,0]((Temp > 0.000 -> ICU_Pt_Days < 0.000))"
60,"F[0,0]((ICU_Pt_Days > 0.000 | TROPONIN_I > 0.000))"
61,"G[0,0]((Resp > 0.000 -> LOS > 0.000))"
62,"G[0,0]((Resp > 0.000 -> LOS = 0.000))"
63,"G[0,0]((CHLORIDE > 0.000 -> Mort = 0.000))"
64,"G[0,0]((Sgy = 0.000 & death = 0.000))"
65,"G[0,0]((Mort = 0.000 -> Resp > 0.000))"
66,"G[0,0]((O2_Flow = 0.000 & MET < 0.000))"
67,"G[0,0]((direct > 0.000 -> direct > 0.000))"
68,"G[0,0]((death > 0.000 -> ICU_Pt_Days > 0.000))"
69,"G[0,0]((death = 0.000 -> ICU_Pt_Days > 0.000))"
70,"G[0,0]((ALT_GPT = 0.000 -> Mort > 0.000))"
71,"G[0,0]((n_evts > 0.000 -> MET > 0.000))"
72,"G[0,0]((LOS < 0.000 -> death < 0.000))"
73,"F[0,0]((Glasgow_Coma_Scale_Total > 0.000 | LOS = 0.000))"
74,"G[0,0]((CHLORIDE > 0.000 -> death < 0.000))"
75,"G[0,0]((SBP > 0.000 -> ICU_Pt_Days < 0.000))"
76,"G[0,0]((CHLORIDE > 0.000 -> n_evts > 0.000))"
77,"G[0,0]((n_evts = 0.000 & death = 0.000))"
78,"G[0,0]((death > 0.000 & ICU_Pt_Days = 0.000))"
79,"G[0,0]((n_evts > 0.000 & n_evts = 0.000))"
80,"G[0,0]((SpO2 > 0.000 -> ICU_Pt_Days < 0.000))"
81,"G[0,0]((ICU_Pt_Days < 0.000 & SpO2 > 0.000))"
82,"G[0,0]((tte > 0.000 -> ICU_Pt_Days = 0.000))"
