,Non Rules
0,"(F[0,0](Sgy > 0.000) & F[0,0](CO2 < 0.000))"
1,"(G[0,0](PHOSPHORUS > 0.000) & OXYGEN_SATURATION > 0.000)"
2,"G[0,0](y != 0.000)"
3,"((y = 0.000) U[0,0] (LOS != 0.000))"
4,"G[0,0](PARTIAL_THROMBOPLASTIN_TIME < 0.000)"
5,"G[0,0](tte = 0.000)"
6,"F[0,0](LOS = 0.000)"
7,"((LOS > 0.000) U[0,0] (LOS < 0.000))"
8,"((SpO2 > 0.000) U[0,0] (Mort > 0.000))"
9,"((LOS > 0.000) U[0,0] (LOS != 0.000))"
10,"((TROPONIN_I = 0.000) U[0,0] (LOS = 0.000))"
11,"G[0,0](tte != 0.000)"
12,"((TROPONIN_I = 0.000) U[0,0] (LOS != 0.000))"
13,"(F[0,0](AST_GOT != 0.000) & F[0,0](CO2 < 0.000))"
14,"((LOS > 0.000) U[0,0] (Mort > 0.000))"
15,"((ICU_Pt_Days > 0.000) U[0,0] (LOS > 0.000))"
16,"((LOS = 0.000) U[0,0] (SODIUM > 0.000))"
17,"((LOS != 0.000) U[0,0] (LOS != 0.000))"
18,"(TOTAL_BILIRUBIN < 0.000 & G[0,0](cosen > 0.000))"
19,"((LOS < 0.000) U[0,0] (HEMOGLOBIN < 0.000))"
20,"(F[0,0](AST_GOT != 0.000) & F[0,0](POTASSIUM = 0.000))"
21,"((direct != 0.000) U[0,0] (Mort > 0.000))"
22,"F[0,0](n_evts != 0.000)"
23,"(LOS != 0.000 & F[0,0](s24_edrk > 0.000))"
24,(LOS = 0.000 & OXYGEN_SATURATION > 0.000)
25,"(G[0,0](PHOSPHORUS > 0.000) & F[0,0](POTASSIUM = 0.000))"
26,"((Mort = 0.000) U[0,0] (n_edrk != 0.000))"
27,"((LOS < 0.000) U[0,0] (s2_hr = 0.000))"
28,"(lds < 0.000 | F[0,0](LOS != 0.000))"
29,"G[0,0](TROPONIN_I != 0.000)"
30,ICU_Pt_Days != 0.000
31,"((n_evts = 0.000) U[0,0] (n_edrk != 0.000))"
32,"F[0,0](LOS < 0.000)"
33,"((ICU_Pt_Days < 0.000) U[0,0] (s2_hr = 0.000))"
34,"((Mort = 0.000) U[0,0] (LOS < 0.000))"
35,Mort != 0.000
36,LOS != 0.000
