,Non Rules
0,"F[0,0]((Mort > 0.000 & Glasgow_Coma_Scale_Total = 0.000))"
1,"F[0,0]((n_evts = 0.000 & lds > 0.000))"
2,"F[0,0]((POTASSIUM = 0.000 & direct > 0.000))"
3,"F[0,0]((POTASSIUM = 0.000 & n_evts = 0.000))"
4,"F[0,0]((Mort = 0.000 & y = 0.000))"
5,"F[0,0]((SBP = 0.000 & n_evts > 0.000))"
6,"F[0,0]((Mort < 0.000 & n_evts > 0.000))"
7,"F[0,0]((tte < 0.000 & Mort > 0.000))"
8,"F[0,0]((O2_Flow > 0.000 & n_evts = 0.000))"
9,"F[0,0]((n_evts = 0.000 & Sgy = 0.000))"
10,"F[0,0]((WHITE_BLOOD_CELL_COUNT = 0.000 & Glasgow_Coma_Scale_Total = 0.000))"
11,"F[0,0]((Glasgow_Coma_Scale_Total = 0.000 & direct > 0.000))"
12,"F[0,0]((O2_Flow < 0.000 & Glasgow_Coma_Scale_Total = 0.000))"
13,"F[0,0]((Mort < 0.000 & Sgy = 0.000))"
14,"F[0,0]((ICU_Pt_Days = 0.000 & HEMOGLOBIN = 0.000))"
15,"F[0,0]((s8_hr = 0.000 & TOTAL_BILIRUBIN = 0.000))"
16,"F[0,0]((s8_hr = 0.000 & ICU_Pt_Days = 0.000))"
17,"F[0,0]((n_edrk = 0.000 & TOTAL_BILIRUBIN = 0.000))"
18,"F[0,0]((n_evts > 0.000 & Mort > 0.000))"
19,"F[0,0]((Mort > 0.000 & HEMOGLOBIN = 0.000))"
20,"F[0,0]((BLOOD_UREA_NITROGEN > 0.000 & CREATININE = 0.000))"
21,"F[0,0]((BLOOD_UREA_NITROGEN > 0.000 & Sgy = 0.000))"
22,"F[0,0]((n_evts = 0.000 & ICU_Pt_Days = 0.000))"
23,"F[0,0]((y = 0.000 & HEMOGLOBIN = 0.000))"
24,"F[0,0]((hr = 0.000 & BLOOD_UREA_NITROGEN = 0.000))"
