,Non Rules
0,"(SBP = 0.000 & F[0,0](s24_hr != 0.000))"
1,"(WHITE_BLOOD_CELL_COUNT = 0.000 | F[0,0](hr != 0.000))"
2,"((LOS < 0.000) U[0,0] (edrk = 0.000))"
3,"(POTASSIUM > 0.000 | F[0,0](s8_edrk = 0.000))"
4,"(s8_hr < 0.000 -> F[0,0](ICU_Pt_Days < 0.000))"
5,"(G[0,0](Pulse = 0.000) | G[0,0](AF != 0.000))"
6,"(y < 0.000 & G[0,0](Pulse < 0.000))"
7,"((ICU_Pt_Days = 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
8,"(SODIUM = 0.000 -> F[0,0](ICU_Pt_Days < 0.000))"
9,"(F[0,0](s8_hr != 0.000) & F[0,0](s24_hr != 0.000))"
10,"(F[0,0](s8_hr != 0.000) & F[0,0](dfa = 0.000))"
11,"(F[0,0](hr > 0.000) -> ALBUMIN > 0.000)"
12,"(F[0,0](CREATININE > 0.000) | G[0,0](hr > 0.000))"
13,"(SBP = 0.000 & F[0,0](PARTIAL_THROMBOPLASTIN_TIME < 0.000))"
14,"(G[0,0](CREATININE < 0.000) & G[0,0](WHITE_BLOOD_CELL_COUNT > 0.000))"
15,"(O2_Flow != 0.000 | F[0,0](s24_edrk > 0.000))"
16,"G[0,0](tte = 0.000)"
17,"((LOS > 0.000) U[0,0] (af != 0.000))"
18,"(F[0,0](s8_hr != 0.000) & G[0,0](WHITE_BLOOD_CELL_COUNT > 0.000))"
19,"F[0,0](LOS = 0.000)"
20,"(POTASSIUM > 0.000 | G[0,0](Glasgow_Coma_Scale_Total = 0.000))"
21,"((LOS > 0.000) U[0,0] (LOS < 0.000))"
22,"(G[0,0](cosen = 0.000) & F[0,0](death > 0.000))"
23,"(G[0,0](OXYGEN_SATURATION = 0.000) -> ALBUMIN > 0.000)"
24,"(F[0,0](CO2 < 0.000) -> F[0,0](ICU_Pt_Days < 0.000))"
25,"(G[0,0](s24_hr != 0.000) & n_evts < 0.000)"
26,"(POTASSIUM > 0.000 | F[0,0](LOS < 0.000))"
27,"((LOS > 0.000) U[0,0] (LOS != 0.000))"
28,"(F[0,0](af != 0.000) -> F[0,0](ALKALINE_PHOSPHATASE != 0.000))"
29,"(PCO2 < 0.000 | G[0,0](AF != 0.000))"
30,"(G[0,0](MET > 0.000) & F[0,0](dfa = 0.000))"
31,"(OXYGEN_SATURATION != 0.000 -> F[0,0](ICU_Pt_Days < 0.000))"
32,"F[0,0](y = 0.000)"
33,"(WHITE_BLOOD_CELL_COUNT = 0.000 | F[0,0](LOS < 0.000))"
34,CALCIUM != 0.000
35,"((LOS < 0.000) U[0,0] (af != 0.000))"
36,"(G[0,0](CREATININE < 0.000) & F[0,0](death > 0.000))"
37,"(F[0,0](Glasgow_Coma_Scale_Total = 0.000) & hr > 0.000)"
38,"(F[0,0](AST_GOT != 0.000) | F[0,0](hr != 0.000))"
39,"((LOS < 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
40,"G[0,0](Temp > 0.000)"
41,"(G[0,0](SODIUM > 0.000) | TOTAL_BILIRUBIN != 0.000)"
42,"((ICU_Pt_Days > 0.000) U[0,0] (LOS > 0.000))"
43,"((LOS > 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
44,"((LOS != 0.000) U[0,0] (LOS != 0.000))"
45,(CALCIUM != 0.000 & hr > 0.000)
46,"((CALCIUM < 0.000) U[0,0] (LOS = 0.000))"
47,"(F[0,0](af != 0.000) -> G[0,0](direct > 0.000))"
48,"(G[0,0](ALKALINE_PHOSPHATASE != 0.000) | G[0,0](CO2 < 0.000))"
49,"(G[0,0](n_evts < 0.000) -> Pulse = 0.000)"
50,"F[0,0](n_evts != 0.000)"
51,"G[0,0](HEMOGLOBIN != 0.000)"
52,"(n_edrk > 0.000 & G[0,0](Pulse < 0.000))"
53,"(F[0,0](AST_GOT != 0.000) | G[0,0](CO2 < 0.000))"
54,"(G[0,0](s2_hr != 0.000) -> G[0,0](TOTAL_PROTEIN = 0.000))"
55,"(POTASSIUM > 0.000 | G[0,0](hr > 0.000))"
56,(SODIUM = 0.000 -> Pulse < 0.000)
57,"(CALCIUM != 0.000 & F[0,0](dfa = 0.000))"
58,"(F[0,0](af != 0.000) -> Pulse < 0.000)"
59,"(G[0,0](s24_hr != 0.000) & Resp != 0.000)"
60,"(G[0,0](SpO2 < 0.000) | F[0,0](hr != 0.000))"
61,"F[0,0](y > 0.000)"
62,"(F[0,0](CREATININE > 0.000) & Resp != 0.000)"
63,"((Mort > 0.000) U[0,0] (LOS != 0.000))"
64,ICU_Pt_Days != 0.000
65,"F[0,0](LOS < 0.000)"
66,"((CALCIUM < 0.000) U[0,0] (TROPONIN_I < 0.000))"
67,"(G[0,0](Pulse = 0.000) | F[0,0](s24_edrk > 0.000))"
68,"(CALCIUM != 0.000 & F[0,0](PARTIAL_THROMBOPLASTIN_TIME < 0.000))"
69,Mort != 0.000
70,LOS != 0.000
71,"(F[0,0](CREATININE > 0.000) | F[0,0](LOS < 0.000))"
72,"(F[0,0](CREATININE > 0.000) | TOTAL_BILIRUBIN != 0.000)"
73,"(G[0,0](CREATININE < 0.000) & n_evts < 0.000)"
74,"(F[0,0](CREATININE > 0.000) & G[0,0](dfa = 0.000))"
75,"(F[0,0](PARTIAL_THROMBOPLASTIN_TIME < 0.000) | G[0,0](CO2 < 0.000))"
76,"(G[0,0](cosen = 0.000) & n_evts < 0.000)"
77,"(F[0,0](hr > 0.000) -> F[0,0](Mort > 0.000))"
78,"(F[0,0](CREATININE > 0.000) & F[0,0](death > 0.000))"
79,"(s8_hr < 0.000 -> G[0,0](TOTAL_PROTEIN = 0.000))"
80,"(G[0,0](s2_hr != 0.000) -> F[0,0](TOTAL_BILIRUBIN = 0.000))"
81,"F[0,0](ICU_Pt_Days != 0.000)"
82,"G[0,0](Mort < 0.000)"
83,"F[0,0](n_evts = 0.000)"
84,"(G[0,0](cosen = 0.000) & hr > 0.000)"
