,Non Rules
0,"((death > 0.000) U[0,0] (Mort > 0.000))"
1,"((ICU_Pt_Days > 0.000) U[0,0] (CALCIUM > 0.000))"
2,"((death = 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
3,"((OXYGEN_SATURATION < 0.000) U[0,0] (Sgy > 0.000))"
4,"((ICU_Pt_Days = 0.000) U[0,0] (death > 0.000))"
5,"((MET > 0.000) U[0,0] (Sgy > 0.000))"
6,"((HEMOGLOBIN > 0.000) U[0,0] (direct > 0.000))"
7,"((Mort = 0.000) U[0,0] (Mort > 0.000))"
8,"((LOS > 0.000) U[0,0] (SpO2 = 0.000))"
9,"((s24_hr = 0.000) U[0,0] (SpO2 = 0.000))"
10,"((CO2 = 0.000) U[0,0] (death > 0.000))"
11,"((PROTIME_INR > 0.000) U[0,0] (death > 0.000))"
12,"((af > 0.000) U[0,0] (Sgy > 0.000))"
13,"((CO2 = 0.000) U[0,0] (CALCIUM > 0.000))"
14,"((OXYGEN_SATURATION < 0.000) U[0,0] (Mort > 0.000))"
15,"((direct > 0.000) U[0,0] (direct > 0.000))"
16,"((AF > 0.000) U[0,0] (Mort > 0.000))"
17,"((CALCIUM < 0.000) U[0,0] (Mort > 0.000))"
18,"((tte < 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
19,"((s2_hr < 0.000) U[0,0] (direct > 0.000))"
20,"((s24_hr > 0.000) U[0,0] (n_evts > 0.000))"
21,"((ALKALINE_PHOSPHATASE = 0.000) U[0,0] (CALCIUM > 0.000))"
22,"((ICU_Pt_Days > 0.000) U[0,0] (y > 0.000))"
23,"((s2_hr < 0.000) U[0,0] (LOS > 0.000))"
24,"((CALCIUM = 0.000) U[0,0] (SpO2 = 0.000))"
25,"((Pulse = 0.000) U[0,0] (LOS > 0.000))"
26,"((Pulse = 0.000) U[0,0] (Sgy > 0.000))"
27,"((hr > 0.000) U[0,0] (y > 0.000))"
28,"((dfa = 0.000) U[0,0] (Mort > 0.000))"
29,"((PARTIAL_THROMBOPLASTIN_TIME < 0.000) U[0,0] (y > 0.000))"
30,"((TOTAL_PROTEIN = 0.000) U[0,0] (LOS > 0.000))"
31,"((Temp < 0.000) U[0,0] (direct > 0.000))"
32,"((GLUCOSE = 0.000) U[0,0] (Sgy > 0.000))"
33,"((CO2 < 0.000) U[0,0] (direct > 0.000))"
34,"((CO2 = 0.000) U[0,0] (direct > 0.000))"
