,Non Rules
0,"((Sgy != 0.000) U[0,0] (LOS = 0.000))"
1,"(F[0,0](ALT_GPT != 0.000) & G[0,0](HEMOGLOBIN = 0.000))"
2,"G[0,0](y != 0.000)"
3,"((Mort > 0.000) U[0,0] (Mort > 0.000))"
4,"(G[0,0](BLOOD_UREA_NITROGEN > 0.000) | G[0,0](O2_Flow < 0.000))"
5,"((Mort > 0.000) U[0,0] (PCO2 = 0.000))"
6,"F[0,0](tte = 0.000)"
7,"((n_edrk > 0.000) U[0,0] (n_evts > 0.000))"
8,"((s8_edrk = 0.000) U[0,0] (LOS > 0.000))"
9,"((LOS < 0.000) U[0,0] (PCO2 = 0.000))"
10,"F[0,0](LOS = 0.000)"
11,"((LOS > 0.000) U[0,0] (LOS < 0.000))"
12,"((ALT_GPT < 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
13,"F[0,0](direct = 0.000)"
14,"((Sgy != 0.000) U[0,0] (n_evts > 0.000))"
15,"((LOS > 0.000) U[0,0] (LOS != 0.000))"
16,"G[0,0](tte != 0.000)"
17,"F[0,0](y = 0.000)"
18,"((LOS > 0.000) U[0,0] (Mort > 0.000))"
19,"((ICU_Pt_Days = 0.000) U[0,0] (POTASSIUM != 0.000))"
20,"F[0,0](Glasgow_Coma_Scale_Total != 0.000)"
21,"((ICU_Pt_Days > 0.000) U[0,0] (LOS > 0.000))"
22,"((LOS != 0.000) U[0,0] (LOS != 0.000))"
23,"F[0,0](n_evts != 0.000)"
24,"((n_edrk > 0.000) U[0,0] (LOS = 0.000))"
25,"F[0,0](MET < 0.000)"
26,Pulse < 0.000
27,"F[0,0](y > 0.000)"
28,"((s8_edrk = 0.000) U[0,0] (n_evts > 0.000))"
29,"((Mort > 0.000) U[0,0] (LOS != 0.000))"
30,ICU_Pt_Days != 0.000
31,"F[0,0](LOS < 0.000)"
32,"((Sgy != 0.000) U[0,0] (LOS < 0.000))"
33,LOS != 0.000
34,"((LOS < 0.000) U[0,0] (Mort = 0.000))"
35,"F[0,0](death < 0.000)"
36,"F[0,0](ICU_Pt_Days != 0.000)"
37,"G[0,0](Mort < 0.000)"
38,"F[0,0](n_evts = 0.000)"
39,"((ICU_Pt_Days = 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
40,"F[0,0](Glasgow_Coma_Scale_Total > 0.000)"
41,"((ICU_Pt_Days > 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
42,"F[0,0](PARTIAL_THROMBOPLASTIN_TIME > 0.000)"
43,"((LOS < 0.000) U[0,0] (LOS != 0.000))"
44,PROTIME_INR != 0.000
45,"((ICU_Pt_Days > 0.000) U[0,0] (Mort > 0.000))"
46,"F[0,0](direct < 0.000)"
47,"F[0,0](ICU_Pt_Days = 0.000)"
48,"F[0,0](Mort = 0.000)"
49,"F[0,0](Sgy != 0.000)"
50,"F[0,0](LOS > 0.000)"
51,"G[0,0](LOS > 0.000)"
52,"((LOS = 0.000) U[0,0] (LOS > 0.000))"
53,"((ALT_GPT < 0.000) U[0,0] (WHITE_BLOOD_CELL_COUNT < 0.000))"
54,"((s8_edrk = 0.000) U[0,0] (LOS < 0.000))"
55,LOS > 0.000
56,HEMOGLOBIN = 0.000
57,"((ICU_Pt_Days > 0.000) U[0,0] (LOS = 0.000))"
58,"F[0,0](y < 0.000)"
59,"((ICU_Pt_Days > 0.000) U[0,0] (dfa > 0.000))"
60,"(G[0,0](CALCIUM < 0.000) | G[0,0](LOS > 0.000))"
61,"((n_edrk > 0.000) U[0,0] (dfa > 0.000))"
62,"((Mort > 0.000) U[0,0] (n_evts > 0.000))"
63,"(F[0,0](ALT_GPT != 0.000) & F[0,0](tte < 0.000))"
64,"((LOS = 0.000) U[0,0] (LOS < 0.000))"
65,"F[0,0](Sgy = 0.000)"
66,"((Mort > 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
67,"F[0,0](Sgy > 0.000)"
68,"((LOS != 0.000) U[0,0] (Mort > 0.000))"
69,"((ICU_Pt_Days != 0.000) U[0,0] (WHITE_BLOOD_CELL_COUNT < 0.000))"
70,"((LOS > 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
71,"((Sgy != 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
72,"((LOS > 0.000) U[0,0] (PCO2 = 0.000))"
73,"G[0,0](y > 0.000)"
74,"((ICU_Pt_Days < 0.000) U[0,0] (PCO2 = 0.000))"
75,"((ALT_GPT < 0.000) U[0,0] (dfa > 0.000))"
76,"((ICU_Pt_Days < 0.000) U[0,0] (LOS > 0.000))"
77,"((LOS < 0.000) U[0,0] (n_evts > 0.000))"
78,"((n_edrk > 0.000) U[0,0] (PCO2 = 0.000))"
