,Non Rules
0,"((Mort > 0.000) U[0,0] (ALKALINE_PHOSPHATASE > 0.000))"
1,"((Glasgow_Coma_Scale_Total < 0.000) U[0,0] (AST_GOT > 0.000))"
2,"((death > 0.000) U[0,0] (death = 0.000))"
3,"((LOS != 0.000) U[0,0] (LOS > 0.000))"
4,"((Glasgow_Coma_Scale_Total < 0.000) U[0,0] (y = 0.000))"
5,"((SpO2 > 0.000) U[0,0] (Pulse > 0.000))"
6,"((Glasgow_Coma_Scale_Total < 0.000) U[0,0] (LOS > 0.000))"
7,"((Mort != 0.000) U[0,0] (MET = 0.000))"
8,"((death > 0.000) U[0,0] (n_evts = 0.000))"
9,"((y = 0.000) U[0,0] (tte = 0.000))"
10,"((death < 0.000) U[0,0] (SpO2 = 0.000))"
11,"((O2_Flow > 0.000) U[0,0] (CALCIUM = 0.000))"
12,"((ICU_Pt_Days = 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
13,"((y > 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
14,"((death < 0.000) U[0,0] (Pulse > 0.000))"
15,"((tte > 0.000) U[0,0] (death = 0.000))"
16,"((tte > 0.000) U[0,0] (CREATININE = 0.000))"
17,"((direct = 0.000) U[0,0] (MET = 0.000))"
18,"((SpO2 = 0.000) U[0,0] (n_evts > 0.000))"
19,"((direct > 0.000) U[0,0] (AST_GOT > 0.000))"
20,"((direct > 0.000) U[0,0] (HEMOGLOBIN = 0.000))"
21,"((Mort != 0.000) U[0,0] (MET > 0.000))"
22,"((Mort != 0.000) U[0,0] (AST_GOT > 0.000))"
23,"((Mort = 0.000) U[0,0] (ALKALINE_PHOSPHATASE > 0.000))"
24,"((tte > 0.000) U[0,0] (direct > 0.000))"
25,"((y > 0.000) U[0,0] (Pulse > 0.000))"
26,"((Mort < 0.000) U[0,0] (SpO2 = 0.000))"
27,"((death < 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
28,"((ALT_GPT > 0.000) U[0,0] (HEMOGLOBIN = 0.000))"
29,"((tte < 0.000) U[0,0] (Mort = 0.000))"
30,"((Glasgow_Coma_Scale_Total < 0.000) U[0,0] (tte = 0.000))"
31,"((n_evts > 0.000) U[0,0] (direct > 0.000))"
32,"((tte < 0.000) U[0,0] (tte = 0.000))"
33,"((death = 0.000) U[0,0] (ALKALINE_PHOSPHATASE > 0.000))"
34,"((Mort > 0.000) U[0,0] (Mort > 0.000))"
35,"((Mort < 0.000) U[0,0] (LOS = 0.000))"
36,"((ICU_Pt_Days > 0.000) U[0,0] (CALCIUM = 0.000))"
37,"((LOS != 0.000) U[0,0] (death = 0.000))"
38,"((SpO2 = 0.000) U[0,0] (MET > 0.000))"
39,"((tte < 0.000) U[0,0] (Pulse = 0.000))"
40,"((MET > 0.000) U[0,0] (LOS = 0.000))"
41,"((Mort > 0.000) U[0,0] (CALCIUM = 0.000))"
42,"((y > 0.000) U[0,0] (y > 0.000))"
