,Non Rules
0,"(F[0,0](SpO2 < 0.000) -> G[0,0](n_evts = 0.000))"
1,"(F[0,0](LOS > 0.000) -> F[0,0](PCO2 > 0.000))"
2,"(G[0,0](LOS != 0.000) -> CHLORIDE != 0.000)"
3,(cosen != 0.000 -> death > 0.000)
4,"(LOS > 0.000 -> F[0,0](O2_Flow = 0.000))"
5,"(G[0,0](WHITE_BLOOD_CELL_COUNT > 0.000) & G[0,0](death = 0.000))"
6,"(Resp > 0.000 | G[0,0](edrk = 0.000))"
7,"(F[0,0](PROTIME_INR < 0.000) | ALBUMIN > 0.000)"
8,"(Resp > 0.000 | G[0,0](n_edrk != 0.000))"
9,"(F[0,0](LOS > 0.000) -> LOS > 0.000)"
10,"(F[0,0](SpO2 < 0.000) -> s8_edrk < 0.000)"
11,"(F[0,0](ICU_Pt_Days < 0.000) & F[0,0](PHOSPHORUS < 0.000))"
12,"(F[0,0](HEMOGLOBIN != 0.000) & F[0,0](LACTIC_ACID = 0.000))"
13,"(G[0,0](LOS > 0.000) & G[0,0](PCO2 != 0.000))"
14,"((PHOSPHORUS != 0.000) U[0,0] (s8_hr != 0.000))"
15,"(F[0,0](s24_hr != 0.000) | F[0,0](s24_edrk < 0.000))"
16,"(CHLORIDE > 0.000 & G[0,0](Sgy > 0.000))"
17,"(s24_edrk = 0.000 -> G[0,0](s8_edrk != 0.000))"
18,"(F[0,0](dfa > 0.000) -> CHLORIDE != 0.000)"
19,"(G[0,0](WHITE_BLOOD_CELL_COUNT > 0.000) & LOS = 0.000)"
20,"(G[0,0](LOS != 0.000) -> G[0,0](s8_edrk != 0.000))"
21,"(Temp = 0.000 & F[0,0](PLATELET_COUNT != 0.000))"
22,"(G[0,0](WHITE_BLOOD_CELL_COUNT > 0.000) & F[0,0](LACTIC_ACID = 0.000))"
23,"(F[0,0](SBP > 0.000) | death = 0.000)"
24,"F[0,0](LOS = 0.000)"
25,"(F[0,0](HEMOGLOBIN != 0.000) & G[0,0](LOS < 0.000))"
26,"(F[0,0](s24_hr != 0.000) | G[0,0](TROPONIN_I > 0.000))"
27,"(G[0,0](Glasgow_Coma_Scale_Total != 0.000) | tte != 0.000)"
28,(LOS < 0.000 & LOS = 0.000)
29,(cosen != 0.000 -> s8_edrk < 0.000)
30,"(LOS != 0.000 | G[0,0](edrk = 0.000))"
31,"(Temp = 0.000 & G[0,0](Sgy > 0.000))"
32,"(G[0,0](s8_hr != 0.000) & F[0,0](OXYGEN_SATURATION > 0.000))"
33,"(G[0,0](LOS > 0.000) -> F[0,0](O2_Flow = 0.000))"
34,"(F[0,0](HEMOGLOBIN = 0.000) -> F[0,0](death != 0.000))"
35,(LOS < 0.000 & GLUCOSE > 0.000)
36,"(F[0,0](dfa > 0.000) -> death > 0.000)"
37,(LOS != 0.000 | s24_edrk < 0.000)
38,"(G[0,0](LOS > 0.000) -> CHLORIDE != 0.000)"
39,(CHLORIDE > 0.000 & AST_GOT < 0.000)
40,"((death < 0.000) U[0,0] (LOS = 0.000))"
41,"(Temp < 0.000 & G[0,0](Sgy > 0.000))"
42,"(F[0,0](HEMOGLOBIN != 0.000) & Pulse = 0.000)"
43,"(G[0,0](death = 0.000) | G[0,0](TROPONIN_I > 0.000))"
44,"(TOTAL_PROTEIN < 0.000 -> F[0,0](O2_Flow = 0.000))"
45,"(G[0,0](LOS > 0.000) -> s8_edrk < 0.000)"
46,"(G[0,0](LOS > 0.000) & F[0,0](PHOSPHORUS < 0.000))"
47,"(F[0,0](HEMOGLOBIN != 0.000) & GLUCOSE > 0.000)"
48,"(F[0,0](dfa > 0.000) -> F[0,0](LOS = 0.000))"
49,"(F[0,0](O2_Flow > 0.000) & G[0,0](LOS < 0.000))"
50,"(Temp = 0.000 & G[0,0](death = 0.000))"
51,"(F[0,0](SpO2 < 0.000) -> WHITE_BLOOD_CELL_COUNT = 0.000)"
52,"(G[0,0](Resp = 0.000) & F[0,0](LOS < 0.000))"
53,"(G[0,0](Glasgow_Coma_Scale_Total != 0.000) | s24_edrk < 0.000)"
54,"(F[0,0](dfa > 0.000) -> G[0,0](y < 0.000))"
55,"(G[0,0](ALT_GPT < 0.000) | tte != 0.000)"
56,"(F[0,0](TOTAL_BILIRUBIN = 0.000) & Pulse = 0.000)"
57,"(G[0,0](PROTIME_INR < 0.000) -> G[0,0](n_evts = 0.000))"
58,(Temp < 0.000 & Pulse = 0.000)
59,"(Sgy = 0.000 | F[0,0](s2_edrk > 0.000))"
60,"(F[0,0](LOS > 0.000) -> F[0,0](CALCIUM < 0.000))"
61,"(F[0,0](TOTAL_BILIRUBIN = 0.000) & LOS = 0.000)"
62,"(F[0,0](PROTIME_INR < 0.000) | s24_edrk < 0.000)"
63,"(G[0,0](LOS != 0.000) -> F[0,0](LOS = 0.000))"
64,"(G[0,0](WHITE_BLOOD_CELL_COUNT > 0.000) & F[0,0](LOS < 0.000))"
65,"((death < 0.000) U[0,0] (s8_hr != 0.000))"
66,"(LOS < 0.000 & F[0,0](LOS < 0.000))"
67,"(Pulse != 0.000 | F[0,0](n_edrk != 0.000))"
68,"(G[0,0](s24_hr > 0.000) -> G[0,0](n_evts = 0.000))"
69,"(G[0,0](s8_edrk > 0.000) | F[0,0](n_edrk != 0.000))"
70,"(F[0,0](PROTIME_INR < 0.000) | F[0,0](CREATININE = 0.000))"
71,(s24_edrk = 0.000 -> LOS > 0.000)
72,(LOS > 0.000 -> LOS > 0.000)
73,"(G[0,0](s24_hr > 0.000) -> CHLORIDE != 0.000)"
74,"(WHITE_BLOOD_CELL_COUNT < 0.000 | G[0,0](TROPONIN_I > 0.000))"
75,"(TOTAL_PROTEIN < 0.000 -> G[0,0](n_evts = 0.000))"
76,"(G[0,0](LOS > 0.000) -> F[0,0](LOS = 0.000))"
77,"(G[0,0](WHITE_BLOOD_CELL_COUNT < 0.000) & Pulse = 0.000)"
78,"(F[0,0](HEMOGLOBIN = 0.000) -> WHITE_BLOOD_CELL_COUNT = 0.000)"
79,"(F[0,0](lds != 0.000) -> s8_edrk < 0.000)"
80,(s24_edrk = 0.000 -> WHITE_BLOOD_CELL_COUNT = 0.000)
81,"(F[0,0](dfa > 0.000) -> G[0,0](s8_edrk != 0.000))"
82,"(Sgy = 0.000 | F[0,0](s24_edrk < 0.000))"
83,"G[0,0](TROPONIN_I != 0.000)"
84,"(G[0,0](WHITE_BLOOD_CELL_COUNT < 0.000) & G[0,0](LOS < 0.000))"
85,"(F[0,0](O2_Flow > 0.000) & F[0,0](PLATELET_COUNT != 0.000))"
86,"(G[0,0](death = 0.000) | F[0,0](s24_edrk < 0.000))"
87,ICU_Pt_Days != 0.000
88,"F[0,0](LOS < 0.000)"
89,"(G[0,0](HEMOGLOBIN = 0.000) -> LOS > 0.000)"
90,"(Sgy = 0.000 | F[0,0](CREATININE = 0.000))"
91,Mort != 0.000
92,"(G[0,0](s8_hr != 0.000) & G[0,0](PCO2 != 0.000))"
93,LOS != 0.000
94,"(G[0,0](HEMOGLOBIN = 0.000) -> G[0,0](y < 0.000))"
95,"(Sgy = 0.000 | G[0,0](edrk = 0.000))"
96,"(G[0,0](PROTIME_INR < 0.000) -> G[0,0](y < 0.000))"
97,"(F[0,0](LOS > 0.000) | G[0,0](TROPONIN_I > 0.000))"
98,"(G[0,0](WHITE_BLOOD_CELL_COUNT < 0.000) & G[0,0](PCO2 != 0.000))"
99,"F[0,0](ICU_Pt_Days != 0.000)"
100,"G[0,0](Mort < 0.000)"
101,"(Sgy = 0.000 | F[0,0](n_edrk != 0.000))"
102,"(G[0,0](ALT_GPT < 0.000) | G[0,0](TROPONIN_I > 0.000))"
103,"(G[0,0](HEMOGLOBIN = 0.000) -> F[0,0](PCO2 > 0.000))"
104,(cosen != 0.000 & GLUCOSE > 0.000)
105,"(G[0,0](WHITE_BLOOD_CELL_COUNT < 0.000) & F[0,0](OXYGEN_SATURATION > 0.000))"
106,"(G[0,0](WHITE_BLOOD_CELL_COUNT > 0.000) & G[0,0](CO2 < 0.000))"
107,"(G[0,0](s8_hr != 0.000) & GLUCOSE > 0.000)"
108,"(F[0,0](lds != 0.000) -> LOS > 0.000)"
109,"(cosen != 0.000 & F[0,0](PHOSPHORUS < 0.000))"
110,(Pulse != 0.000 | ALBUMIN > 0.000)
111,"(F[0,0](TOTAL_BILIRUBIN = 0.000) & G[0,0](CO2 < 0.000))"
112,"(F[0,0](LOS > 0.000) | G[0,0](s2_hr < 0.000))"
113,(LOS > 0.000 -> CHLORIDE != 0.000)
114,"(G[0,0](ALT_GPT < 0.000) | s24_edrk < 0.000)"
115,"(G[0,0](Resp = 0.000) & s24_hr != 0.000)"
116,"(F[0,0](O2_Flow > 0.000) & F[0,0](PHOSPHORUS < 0.000))"
117,"(G[0,0](WHITE_BLOOD_CELL_COUNT < 0.000) & G[0,0](Sgy > 0.000))"
118,"(G[0,0](WHITE_BLOOD_CELL_COUNT > 0.000) & G[0,0](PCO2 != 0.000))"
119,"(G[0,0](LOS > 0.000) & F[0,0](LACTIC_ACID = 0.000))"
120,"(F[0,0](HEMOGLOBIN = 0.000) -> LOS > 0.000)"
121,"(s24_edrk = 0.000 -> F[0,0](CALCIUM < 0.000))"
122,"(G[0,0](LOS > 0.000) & G[0,0](CO2 < 0.000))"
123,"(G[0,0](s8_edrk > 0.000) | G[0,0](LOS != 0.000))"
124,"(Temp = 0.000 & F[0,0](LOS < 0.000))"
125,"F[0,0](ICU_Pt_Days = 0.000)"
126,"F[0,0](Mort = 0.000)"
127,"(G[0,0](death = 0.000) | death = 0.000)"
128,"(s24_edrk = 0.000 -> F[0,0](death != 0.000))"
129,(LOS != 0.000 | death = 0.000)
130,"(G[0,0](HEMOGLOBIN = 0.000) -> F[0,0](O2_Flow = 0.000))"
131,(WHITE_BLOOD_CELL_COUNT < 0.000 | ALBUMIN > 0.000)
132,"(G[0,0](ALT_GPT < 0.000) | G[0,0](LOS != 0.000))"
133,"F[0,0](LOS > 0.000)"
134,"(F[0,0](LOS > 0.000) | G[0,0](edrk = 0.000))"
135,"G[0,0](LOS > 0.000)"
136,"(F[0,0](LOS > 0.000) -> G[0,0](s8_edrk != 0.000))"
137,"(LOS > 0.000 -> G[0,0](n_evts = 0.000))"
138,"(F[0,0](s24_hr != 0.000) | F[0,0](CREATININE = 0.000))"
139,"(G[0,0](HEMOGLOBIN = 0.000) -> G[0,0](BLOOD_UREA_NITROGEN > 0.000))"
140,(cosen != 0.000 -> CHLORIDE != 0.000)
141,"(F[0,0](LOS > 0.000) & F[0,0](LOS < 0.000))"
142,(cosen != 0.000 & Pulse = 0.000)
143,LOS > 0.000
144,"(cosen != 0.000 -> G[0,0](n_evts = 0.000))"
145,(s24_edrk = 0.000 -> death > 0.000)
146,"(s24_edrk = 0.000 -> F[0,0](O2_Flow = 0.000))"
147,(Pulse != 0.000 | LOS > 0.000)
148,"(G[0,0](WHITE_BLOOD_CELL_COUNT < 0.000) & F[0,0](LOS < 0.000))"
149,"(Resp > 0.000 | F[0,0](n_edrk != 0.000))"
150,"(G[0,0](Resp = 0.000) & AST_GOT < 0.000)"
151,"(F[0,0](PROTIME_INR < 0.000) | F[0,0](s24_edrk < 0.000))"
152,"(G[0,0](LOS != 0.000) | F[0,0](CREATININE = 0.000))"
153,LACTIC_ACID != 0.000
154,"(G[0,0](Resp = 0.000) & F[0,0](PHOSPHORUS < 0.000))"
155,(WHITE_BLOOD_CELL_COUNT < 0.000 | LOS > 0.000)
156,"(F[0,0](LOS > 0.000) -> death > 0.000)"
