,Non Rules
0,"G[0,0]((ICU_Pt_Days > 0.000 & SBP = 0.000))"
1,"G[0,0]((y > 0.000 & PARTIAL_THROMBOPLASTIN_TIME = 0.000))"
2,"G[0,0]((ICU_Pt_Days = 0.000 & LOS < 0.000))"
3,"G[0,0]((Mort = 0.000 & SBP = 0.000))"
4,"F[0,0]((y < 0.000 -> ALT_GPT = 0.000))"
5,"F[0,0]((Mort > 0.000 -> Mort > 0.000))"
6,"F[0,0]((ICU_Pt_Days = 0.000 -> tte = 0.000))"
7,"F[0,0]((LOS < 0.000 -> SBP = 0.000))"
8,"G[0,0]((LOS < 0.000 & PCO2 = 0.000))"
9,"F[0,0]((Resp > 0.000 -> tte > 0.000))"
10,"G[0,0]((TOTAL_BILIRUBIN < 0.000 & tte > 0.000))"
11,"F[0,0]((AST_GOT = 0.000 -> death = 0.000))"
12,"G[0,0]((LOS = 0.000 & PCO2 = 0.000))"
13,"F[0,0]((Mort > 0.000 -> BLOOD_UREA_NITROGEN = 0.000))"
14,"G[0,0]((ICU_Pt_Days < 0.000 & Mort > 0.000))"
15,"F[0,0]((direct = 0.000 -> Temp = 0.000))"
16,"F[0,0]((Mort < 0.000 -> LACTIC_ACID = 0.000))"
17,"G[0,0]((Mort > 0.000 & CREATININE = 0.000))"
18,"F[0,0]((MET = 0.000 -> O2_Flow = 0.000))"
19,"F[0,0]((direct = 0.000 -> Sgy = 0.000))"
20,"F[0,0]((Temp = 0.000 -> CHLORIDE = 0.000))"
21,"G[0,0]((Mort > 0.000 & BLOOD_UREA_NITROGEN = 0.000))"
22,"F[0,0]((Glasgow_Coma_Scale_Total = 0.000 -> LACTIC_ACID = 0.000))"
23,"F[0,0]((LOS < 0.000 -> O2_Flow = 0.000))"
24,"F[0,0]((LOS = 0.000 -> tte > 0.000))"
25,"F[0,0]((death = 0.000 -> HEMOGLOBIN = 0.000))"
26,"F[0,0]((ICU_Pt_Days > 0.000 -> LOS = 0.000))"
27,"F[0,0]((n_evts < 0.000 -> SpO2 = 0.000))"
28,"F[0,0]((ICU_Pt_Days = 0.000 -> n_evts = 0.000))"
29,"F[0,0]((ICU_Pt_Days < 0.000 -> HEMOGLOBIN = 0.000))"
30,"F[0,0]((ICU_Pt_Days = 0.000 -> CREATININE = 0.000))"
31,"G[0,0]((n_evts > 0.000 & Pulse = 0.000))"
32,"F[0,0]((n_edrk = 0.000 -> direct = 0.000))"
33,"G[0,0]((LOS < 0.000 & MET = 0.000))"
34,"G[0,0]((Mort = 0.000 & n_evts > 0.000))"
35,"F[0,0]((n_edrk = 0.000 -> ALBUMIN = 0.000))"
36,"G[0,0]((TOTAL_BILIRUBIN < 0.000 & MET = 0.000))"
37,"F[0,0]((SBP = 0.000 -> death = 0.000))"
38,"G[0,0]((ICU_Pt_Days = 0.000 & Glasgow_Coma_Scale_Total = 0.000))"
39,"F[0,0]((death = 0.000 -> PLATELET_COUNT < 0.000))"
40,"F[0,0]((LOS = 0.000 -> LOS = 0.000))"
41,"F[0,0]((Glasgow_Coma_Scale_Total = 0.000 -> MET = 0.000))"
42,"G[0,0]((GLUCOSE = 0.000 & CHLORIDE = 0.000))"
43,"F[0,0]((death = 0.000 -> GLUCOSE = 0.000))"
44,"F[0,0]((Sgy = 0.000 -> tte = 0.000))"
45,"G[0,0]((n_evts > 0.000 & Mort > 0.000))"
46,"F[0,0]((SBP = 0.000 -> HEMOGLOBIN = 0.000))"
47,"G[0,0]((ICU_Pt_Days < 0.000 & LACTIC_ACID = 0.000))"
48,"F[0,0]((ALKALINE_PHOSPHATASE = 0.000 -> SpO2 = 0.000))"
49,"G[0,0]((n_evts > 0.000 & direct > 0.000))"
50,"F[0,0]((CALCIUM < 0.000 -> Mort = 0.000))"
51,"F[0,0]((tte = 0.000 -> AST_GOT = 0.000))"
52,"G[0,0]((n_evts > 0.000 & Mort = 0.000))"
53,"F[0,0]((O2_Flow = 0.000 -> death = 0.000))"
54,"F[0,0]((CALCIUM < 0.000 -> CREATININE = 0.000))"
55,"G[0,0]((ICU_Pt_Days > 0.000 & death > 0.000))"
56,"F[0,0]((y = 0.000 -> n_evts = 0.000))"
57,"G[0,0]((LOS > 0.000 & TROPONIN_I < 0.000))"
58,"G[0,0]((LOS > 0.000 & y = 0.000))"
59,"F[0,0]((LOS < 0.000 -> Sgy = 0.000))"
