,Non Rules
0,"(G[0,0](dfa = 0.000) & F[0,0](ICU_Pt_Days < 0.000))"
1,"(G[0,0](WHITE_BLOOD_CELL_COUNT > 0.000) & F[0,0](LOS = 0.000))"
2,"(G[0,0](PHOSPHORUS = 0.000) -> Sgy > 0.000)"
3,"((CHLORIDE = 0.000) U[0,0] (MET != 0.000))"
4,"((LOS = 0.000) U[0,0] (PARTIAL_THROMBOPLASTIN_TIME < 0.000))"
5,"(F[0,0](Resp > 0.000) | TOTAL_PROTEIN < 0.000)"
6,"(CREATININE > 0.000 | F[0,0](HEMOGLOBIN != 0.000))"
7,"(F[0,0](hr > 0.000) -> G[0,0](WHITE_BLOOD_CELL_COUNT = 0.000))"
8,"((ICU_Pt_Days = 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
9,(Glasgow_Coma_Scale_Total < 0.000 & HEMOGLOBIN > 0.000)
10,"(F[0,0](CHLORIDE < 0.000) & G[0,0](Mort > 0.000))"
11,"(G[0,0](tte != 0.000) -> G[0,0](death > 0.000))"
12,"(F[0,0](SpO2 < 0.000) -> G[0,0](SODIUM < 0.000))"
13,"F[0,0](tte = 0.000)"
14,"G[0,0](tte = 0.000)"
15,"((ICU_Pt_Days = 0.000) U[0,0] (MET != 0.000))"
16,"F[0,0](LOS = 0.000)"
17,"((LOS > 0.000) U[0,0] (LOS < 0.000))"
18,"(G[0,0](OXYGEN_SATURATION < 0.000) & G[0,0](Mort > 0.000))"
19,"((LOS != 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
20,"((SBP < 0.000) U[0,0] (LOS != 0.000))"
21,"((HEMOGLOBIN != 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
22,"((LOS > 0.000) U[0,0] (LOS != 0.000))"
23,"(F[0,0](hr > 0.000) -> G[0,0](death > 0.000))"
24,"(F[0,0](s24_edrk = 0.000) | G[0,0](ALBUMIN > 0.000))"
25,"(SBP > 0.000 & F[0,0](CREATININE = 0.000))"
26,"(G[0,0](ICU_Pt_Days > 0.000) -> Sgy > 0.000)"
27,"F[0,0](y = 0.000)"
28,"(G[0,0](ICU_Pt_Days > 0.000) -> G[0,0](TROPONIN_I != 0.000))"
29,"((SBP < 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
30,"(F[0,0](hr > 0.000) -> G[0,0](SODIUM < 0.000))"
31,"(G[0,0](POTASSIUM > 0.000) | WHITE_BLOOD_CELL_COUNT != 0.000)"
32,"(G[0,0](ICU_Pt_Days > 0.000) -> MET != 0.000)"
33,"((LOS < 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
34,"((ICU_Pt_Days > 0.000) U[0,0] (LOS > 0.000))"
35,"(Temp < 0.000 -> F[0,0](BLOOD_UREA_NITROGEN < 0.000))"
36,"((LOS > 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
37,"((LOS != 0.000) U[0,0] (LOS != 0.000))"
38,"(F[0,0](s24_edrk = 0.000) | CHLORIDE > 0.000)"
39,"((ICU_Pt_Days != 0.000) U[0,0] (O2_Flow = 0.000))"
40,"(F[0,0](Resp > 0.000) | F[0,0](cosen < 0.000))"
41,"(ALBUMIN < 0.000 | G[0,0](n_edrk < 0.000))"
42,"(G[0,0](s24_edrk < 0.000) -> Glasgow_Coma_Scale_Total < 0.000)"
43,"F[0,0](n_evts != 0.000)"
44,"(CREATININE > 0.000 | G[0,0](ALBUMIN > 0.000))"
45,"(y > 0.000 -> F[0,0](n_evts = 0.000))"
46,"((LOS != 0.000) U[0,0] (ALBUMIN > 0.000))"
47,"(G[0,0](ICU_Pt_Days > 0.000) -> F[0,0](n_evts = 0.000))"
48,"(F[0,0](HEMOGLOBIN = 0.000) & G[0,0](Mort > 0.000))"
49,"F[0,0](CO2 > 0.000)"
50,(Temp < 0.000 -> Sgy > 0.000)
51,"(F[0,0](hr > 0.000) -> F[0,0](BLOOD_UREA_NITROGEN < 0.000))"
52,"((ICU_Pt_Days = 0.000) U[0,0] (O2_Flow = 0.000))"
53,"((LOS > 0.000) U[0,0] (PARTIAL_THROMBOPLASTIN_TIME < 0.000))"
54,"F[0,0](y > 0.000)"
55,"((CHLORIDE = 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
56,"(G[0,0](ICU_Pt_Days > 0.000) -> G[0,0](death > 0.000))"
57,"((LOS = 0.000) U[0,0] (MET != 0.000))"
58,ICU_Pt_Days != 0.000
59,"F[0,0](LOS < 0.000)"
60,"(CREATININE > 0.000 | F[0,0](AF = 0.000))"
61,"(F[0,0](s24_edrk = 0.000) | F[0,0](AF = 0.000))"
62,"(G[0,0](OXYGEN_SATURATION < 0.000) & G[0,0](SODIUM = 0.000))"
63,Mort != 0.000
64,LOS != 0.000
65,"((HEMOGLOBIN != 0.000) U[0,0] (ALBUMIN > 0.000))"
66,"(F[0,0](s24_edrk = 0.000) | CO2 = 0.000)"
67,"(F[0,0](tte = 0.000) -> Glasgow_Coma_Scale_Total < 0.000)"
68,(SBP > 0.000 & HEMOGLOBIN > 0.000)
69,"(F[0,0](SpO2 < 0.000) -> F[0,0](BLOOD_UREA_NITROGEN < 0.000))"
70,(CREATININE = 0.000 | TOTAL_PROTEIN < 0.000)
71,"F[0,0](ICU_Pt_Days != 0.000)"
72,"G[0,0](Mort < 0.000)"
73,(y > 0.000 -> Sgy > 0.000)
74,"F[0,0](n_evts = 0.000)"
75,"(F[0,0](SpO2 < 0.000) -> F[0,0](n_evts = 0.000))"
76,"(G[0,0](ICU_Pt_Days > 0.000) -> s24_hr = 0.000)"
77,"F[0,0](s2_hr < 0.000)"
78,"((srr > 0.000) U[0,0] (LOS < 0.000))"
79,SBP > 0.000
80,"((LOS < 0.000) U[0,0] (LOS != 0.000))"
81,"((HEMOGLOBIN != 0.000) U[0,0] (MET != 0.000))"
82,"(G[0,0](PHOSPHORUS = 0.000) -> G[0,0](TROPONIN_I != 0.000))"
83,"(G[0,0](tte != 0.000) -> Sgy > 0.000)"
84,(lds = 0.000 -> Sgy > 0.000)
85,"(BLOOD_UREA_NITROGEN != 0.000 -> G[0,0](WHITE_BLOOD_CELL_COUNT = 0.000))"
86,"F[0,0](ICU_Pt_Days = 0.000)"
87,"F[0,0](Mort = 0.000)"
88,"((LOS != 0.000) U[0,0] (O2_Flow = 0.000))"
89,"(F[0,0](HEMOGLOBIN = 0.000) & F[0,0](CREATININE = 0.000))"
90,"(CREATININE = 0.000 | F[0,0](HEMOGLOBIN != 0.000))"
91,"F[0,0](Sgy != 0.000)"
92,"((srr > 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
93,"F[0,0](LOS > 0.000)"
94,"G[0,0](LOS > 0.000)"
95,"((HEMOGLOBIN != 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
96,"(G[0,0](PHOSPHORUS = 0.000) -> MET != 0.000)"
97,"(F[0,0](CHLORIDE < 0.000) & G[0,0](SODIUM = 0.000))"
98,"((LOS = 0.000) U[0,0] (LOS > 0.000))"
99,"(G[0,0](LOS < 0.000) | F[0,0](AF = 0.000))"
100,(CREATININE = 0.000 | WHITE_BLOOD_CELL_COUNT != 0.000)
101,LOS > 0.000
102,"(G[0,0](OXYGEN_SATURATION < 0.000) & F[0,0](CREATININE != 0.000))"
103,(y > 0.000 -> s24_hr = 0.000)
104,"(G[0,0](tte != 0.000) -> F[0,0](ALT_GPT > 0.000))"
105,"(G[0,0](PHOSPHORUS = 0.000) -> G[0,0](SODIUM < 0.000))"
106,"(F[0,0](hr > 0.000) -> Sgy > 0.000)"
107,"(BLOOD_UREA_NITROGEN != 0.000 -> F[0,0](n_evts = 0.000))"
108,(y > 0.000 -> Glasgow_Coma_Scale_Total < 0.000)
109,"(y > 0.000 -> F[0,0](ALT_GPT > 0.000))"
110,(BLOOD_UREA_NITROGEN != 0.000 -> Sgy > 0.000)
111,"((HEMOGLOBIN != 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
112,"((srr > 0.000) U[0,0] (O2_Flow = 0.000))"
113,AF = 0.000
114,"((ICU_Pt_Days > 0.000) U[0,0] (LOS = 0.000))"
115,"(G[0,0](WHITE_BLOOD_CELL_COUNT > 0.000) & G[0,0](cosen < 0.000))"
116,"(F[0,0](s24_edrk = 0.000) | TOTAL_PROTEIN < 0.000)"
117,"((ICU_Pt_Days < 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
118,"F[0,0](y < 0.000)"
119,"(Glasgow_Coma_Scale_Total < 0.000 & G[0,0](cosen < 0.000))"
120,(SBP > 0.000 & s8_hr < 0.000)
121,(Temp < 0.000 -> s24_hr = 0.000)
122,Mort < 0.000
123,(CREATININE > 0.000 | WHITE_BLOOD_CELL_COUNT != 0.000)
124,"(G[0,0](WHITE_BLOOD_CELL_COUNT > 0.000) & F[0,0](ICU_Pt_Days < 0.000))"
125,"((LOS = 0.000) U[0,0] (LOS < 0.000))"
126,"(F[0,0](tte = 0.000) -> G[0,0](TROPONIN_I != 0.000))"
127,"(Glasgow_Coma_Scale_Total < 0.000 & F[0,0](SODIUM > 0.000))"
128,"((LOS > 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
129,"((SBP < 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
130,"(F[0,0](tte = 0.000) -> F[0,0](BLOOD_UREA_NITROGEN < 0.000))"
131,"(F[0,0](s24_edrk < 0.000) | G[0,0](n_edrk < 0.000))"
132,"(G[0,0](s24_edrk < 0.000) -> G[0,0](TROPONIN_I != 0.000))"
133,"((ICU_Pt_Days < 0.000) U[0,0] (O2_Flow = 0.000))"
134,"(ALBUMIN < 0.000 | G[0,0](ALBUMIN > 0.000))"
135,"(G[0,0](s2_hr = 0.000) | G[0,0](ALBUMIN > 0.000))"
136,"((ICU_Pt_Days < 0.000) U[0,0] (LOS > 0.000))"
137,"(G[0,0](PHOSPHORUS = 0.000) -> G[0,0](WHITE_BLOOD_CELL_COUNT = 0.000))"
138,"(F[0,0](HEMOGLOBIN = 0.000) & G[0,0](O2_Flow != 0.000))"
139,"(G[0,0](OXYGEN_SATURATION < 0.000) & G[0,0](O2_Flow != 0.000))"
140,"((srr > 0.000) U[0,0] (MET != 0.000))"
141,"(G[0,0](s24_edrk < 0.000) -> G[0,0](WHITE_BLOOD_CELL_COUNT = 0.000))"
142,"(F[0,0](HEMOGLOBIN = 0.000) & G[0,0](SODIUM = 0.000))"
143,"(Temp < 0.000 -> G[0,0](TROPONIN_I != 0.000))"
144,"(F[0,0](death > 0.000) & F[0,0](CREATININE != 0.000))"
145,"(CHLORIDE = 0.000 & G[0,0](Mort > 0.000))"
146,"(F[0,0](tte = 0.000) -> G[0,0](SODIUM < 0.000))"
147,"(G[0,0](WHITE_BLOOD_CELL_COUNT > 0.000) & HEMOGLOBIN > 0.000)"
148,"(F[0,0](CHLORIDE < 0.000) & F[0,0](LOS = 0.000))"
149,"(CREATININE > 0.000 | F[0,0](cosen < 0.000))"
150,"(G[0,0](POTASSIUM > 0.000) | F[0,0](cosen < 0.000))"
151,"(F[0,0](tte = 0.000) -> F[0,0](n_evts = 0.000))"
152,"(G[0,0](LOS < 0.000) | G[0,0](n_edrk < 0.000))"
153,"((LOS != 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
154,"((ICU_Pt_Days != 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
155,"(F[0,0](SpO2 < 0.000) -> Sgy > 0.000)"
156,"((HEMOGLOBIN != 0.000) U[0,0] (PARTIAL_THROMBOPLASTIN_TIME < 0.000))"
157,"G[0,0](af != 0.000)"
158,"((ICU_Pt_Days = 0.000) U[0,0] (PARTIAL_THROMBOPLASTIN_TIME < 0.000))"
159,"G[0,0](Mort != 0.000)"
160,"(G[0,0](POTASSIUM > 0.000) | TOTAL_PROTEIN < 0.000)"
