,LDP Rule,Client Rule,LDP Count,Client Count
0,"((LOS < 0.000) U[0,0] (y < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.53,0.06
1,"((y > 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (y > 0.000))",0.91,0.04
2,"((ICU_Pt_Days < 0.000) U[0,0] (y < 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y = 0.000))",0.53,0.03
3,"((tte < 0.000) U[0,0] (LOS < 0.000))","((LOS < 0.000) U[0,0] (tte < 0.000))",0.75,0.02
4,"G[0,0]((SBP < 0.000 | ICU_Pt_Days < 0.000))","G[0,0]((ICU_Pt_Days < 0.000 | SBP < 0.000))",0.364,0.01
5,"((LOS > 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (LOS > 0.000))",0.66,0.02
6,"((Mort < 0.000) U[0,0] (HEMOGLOBIN < 0.000))","((MET > 0.000) U[0,0] (Mort < 0.000))",0.25,0.03
7,"((ICU_Pt_Days = 0.000) U[0,0] (HEMOGLOBIN < 0.000))","((AF > 0.000) U[0,0] (ICU_Pt_Days < 0.000))",0.28,0.03
8,"((y > 0.000) U[0,0] (y = 0.000))","((Sgy > 0.000) U[0,0] (y = 0.000))",0.91,0.08
9,"((s24_hr > 0.000) U[0,0] (y = 0.000))","((s24_hr > 0.000) U[0,0] (y = 0.000))",0.53,0.04
10,"((s24_hr > 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (s24_hr > 0.000))",0.66,0.02
11,"((ICU_Pt_Days < 0.000) U[0,0] (tte > 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y > 0.000))",0.28,0.04
12,"((Mort > 0.000) U[0,0] (LOS = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.68,0.06
13,"((LOS < 0.000) U[0,0] (LOS = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
14,"((ICU_Pt_Days < 0.000) U[0,0] (y = 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y = 0.000))",0.53,0.03
15,"((LOS > 0.000) U[0,0] (n_evts = 0.000))","((LOS > 0.000) U[0,0] (y = 0.000))",0.46,0.06
16,"((tte > 0.000) U[0,0] (n_evts = 0.000))","((n_evts > 0.000) U[0,0] (tte < 0.000))",0.2,0.07
17,"((y = 0.000) U[0,0] (HEMOGLOBIN < 0.000))","((HEMOGLOBIN < 0.000) U[0,0] (y = 0.000))",0.53,0.03
18,"((tte > 0.000) U[0,0] (n_evts > 0.000))","((n_evts > 0.000) U[0,0] (tte > 0.000))",0.75,0.02
19,"((Mort > 0.000) U[0,0] (tte > 0.000))","((Mort > 0.000) U[0,0] (tte > 0.000))",0.68,0.02
20,"((tte = 0.000) U[0,0] (HEMOGLOBIN < 0.000))","((HEMOGLOBIN < 0.000) U[0,0] (tte < 0.000))",0.75,0.01
21,"((s24_hr > 0.000) U[0,0] (y < 0.000))","((s24_hr > 0.000) U[0,0] (y = 0.000))",0.53,0.04
22,"((n_evts = 0.000) U[0,0] (LOS < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
23,"((ICU_Pt_Days = 0.000) U[0,0] (n_evts < 0.000))","((n_evts < 0.000) U[0,0] (y > 0.000))",0.28,0.05
24,"((y < 0.000) U[0,0] (y = 0.000))","((lds < 0.000) U[0,0] (y = 0.000))",0.53,0.1
