,LDP Rule,Client Rule,LDP Count,Client Count
0,"((death > 0.000) U[0,0] (s8_hr = 0.000))","((death > 0.000) U[0,0] (y > 0.000))",0.64,0.08
1,"((Sgy > 0.000) U[0,0] (ICU_Pt_Days = 0.000))","((Sgy > 0.000) U[0,0] (y = 0.000))",0.28,0.08
2,"((y > 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (y > 0.000))",0.91,0.04
3,"((death > 0.000) U[0,0] (TOTAL_PROTEIN > 0.000))","((death > 0.000) U[0,0] (n_evts < 0.000))",0.64,0.02
4,"((direct > 0.000) U[0,0] (MAGNESIUM < 0.000))","((BLOOD_UREA_NITROGEN > 0.000) U[0,0] (direct > 0.000))",0.62,0.03
5,"((SpO2 = 0.000) U[0,0] (s8_hr = 0.000))","((s8_hr < 0.000) U[0,0] (y = 0.000))",0.21,0.05
6,"F[0,0]((HEMOGLOBIN = 0.000 & CALCIUM > 0.000))","F[0,0]((HEMOGLOBIN < 0.000 & n_evts > 0.000))",0.177,0.03
7,"((ICU_Pt_Days > 0.000) U[0,0] (s8_hr = 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (s8_hr < 0.000))",0.66,0.01
8,"((Mort > 0.000) U[0,0] (TOTAL_PROTEIN > 0.000))","((af > 0.000) U[0,0] (Mort > 0.000))",0.68,0.02
9,"G[0,0]((AF < 0.000 & Temp < 0.000))","G[0,0]((hr < 0.000 & Temp < 0.000))",0.181,0.03
10,"((LOS > 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (LOS > 0.000))",0.66,0.02
11,"((Mort < 0.000) U[0,0] (LOS = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
12,"((n_evts > 0.000) U[0,0] (s8_hr = 0.000))","((AF < 0.000) U[0,0] (n_evts > 0.000))",0.75,0.05
13,"((SpO2 = 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((dfa < 0.000) U[0,0] (ICU_Pt_Days > 0.000))",0.66,0.03
14,"((Sgy > 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((Sgy > 0.000) U[0,0] (y = 0.000))",0.66,0.08
15,"((y > 0.000) U[0,0] (MAGNESIUM < 0.000))","((MAGNESIUM > 0.000) U[0,0] (y = 0.000))",0.91,0.03
16,"((TROPONIN_I < 0.000) U[0,0] (LOS > 0.000))","((LOS > 0.000) U[0,0] (n_evts > 0.000))",0.46,0.03
17,"((tte > 0.000) U[0,0] (ICU_Pt_Days = 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (tte < 0.000))",0.28,0.03
18,"((death > 0.000) U[0,0] (MAGNESIUM < 0.000))","((CHLORIDE < 0.000) U[0,0] (death > 0.000))",0.64,0.03
19,"F[0,0]((HEMOGLOBIN = 0.000 & Mort < 0.000))","F[0,0]((HEMOGLOBIN < 0.000 & n_evts > 0.000))",0.177,0.03
20,"((Mort < 0.000) U[0,0] (TOTAL_PROTEIN > 0.000))","((Mort < 0.000) U[0,0] (y > 0.000))",0.25,0.03
21,"((Mort < 0.000) U[0,0] (ICU_Pt_Days = 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y > 0.000))",0.28,0.04
22,"((Sgy > 0.000) U[0,0] (LOS < 0.000))","((Sgy > 0.000) U[0,0] (y = 0.000))",0.35,0.08
23,"((Mort > 0.000) U[0,0] (LOS = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.68,0.06
24,"((LOS < 0.000) U[0,0] (LOS = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
25,"((MET > 0.000) U[0,0] (MAGNESIUM < 0.000))","((BLOOD_UREA_NITROGEN > 0.000) U[0,0] (MET > 0.000))",0.64,0.03
26,"((LOS < 0.000) U[0,0] (s8_hr = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
27,"((LOS < 0.000) U[0,0] (TOTAL_PROTEIN > 0.000))","((Glasgow_Coma_Scale_Total < 0.000) U[0,0] (LOS < 0.000))",0.35,0.03
28,"((ICU_Pt_Days < 0.000) U[0,0] (LOS = 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (LOS < 0.000))",0.35,0.02
29,"((MET > 0.000) U[0,0] (LOS > 0.000))","((LOS > 0.000) U[0,0] (MET > 0.000))",0.64,0.02
30,"F[0,0]((Sgy < 0.000 -> TOTAL_BILIRUBIN = 0.000))","F[0,0]((Sgy < 0.000 -> y = 0.000))",0.011,0.01
31,"((ICU_Pt_Days = 0.000) U[0,0] (TOTAL_PROTEIN > 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y = 0.000))",0.28,0.03
32,"((direct > 0.000) U[0,0] (ICU_Pt_Days = 0.000))","((direct > 0.000) U[0,0] (ICU_Pt_Days < 0.000))",0.62,0.02
33,"((LOS < 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (LOS > 0.000))",0.66,0.02
34,"((n_evts > 0.000) U[0,0] (TOTAL_PROTEIN > 0.000))","((af > 0.000) U[0,0] (n_evts > 0.000))",0.75,0.03
35,"((ICU_Pt_Days < 0.000) U[0,0] (s8_hr = 0.000))","((s8_hr < 0.000) U[0,0] (y = 0.000))",0.28,0.05
36,"G[0,0]((Mort < 0.000 -> af > 0.000))","G[0,0]((HEMOGLOBIN < 0.000 -> Mort < 0.000))",0.26,0.02
37,"((MET > 0.000) U[0,0] (ICU_Pt_Days = 0.000))","((MET > 0.000) U[0,0] (y = 0.000))",0.64,0.05
38,"((edrk > 0.000) U[0,0] (LOS > 0.000))","((edrk > 0.000) U[0,0] (LOS > 0.000))",0.46,0.03
39,"((LOS = 0.000) U[0,0] (TOTAL_PROTEIN > 0.000))","((Glasgow_Coma_Scale_Total < 0.000) U[0,0] (LOS < 0.000))",0.35,0.03
40,"((edrk > 0.000) U[0,0] (ICU_Pt_Days = 0.000))","((edrk > 0.000) U[0,0] (y = 0.000))",0.28,0.04
41,"((ICU_Pt_Days < 0.000) U[0,0] (ICU_Pt_Days = 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y = 0.000))",0.28,0.03
42,"((Mort > 0.000) U[0,0] (s8_hr = 0.000))","((Mort > 0.000) U[0,0] (y = 0.000))",0.68,0.05
43,"((Mort > 0.000) U[0,0] (LOS < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.68,0.06
44,"((tte > 0.000) U[0,0] (LOS < 0.000))","((LOS > 0.000) U[0,0] (tte < 0.000))",0.35,0.01
