Client,Num Queries
1,1207
2,1317
3,1172
4,1104
5,1325
6,904
7,1216
9,1252
10,849
11,1106
12,1283
13,1108
14,985
15,1255
16,973
17,1237
18,1249
19,1246
20,1165
21,1400
22,1285
23,1400
24,894
25,1325
26,1325
27,1277
28,1176
29,638
30,1290
31,1300
32,1325
33,1219
34,1252
35,833
36,1223
37,1367
38,1355
39,1143
40,1300
41,1221
42,1358
43,1297
44,1207
45,1272
46,1127
47,1222
48,1209
49,1225
50,1325
51,1040
52,1118
53,1287
54,1207
55,1176
56,858
57,1211
58,1179
59,1232
60,1054
61,830
62,1274
63,1252
64,1039
65,1124
66,1107
67,1184
68,1256
69,1207
70,1370
71,1289
72,1290
73,517
74,1025
75,858
76,1137
77,1242
78,1207
79,1355
80,1325
82,1135
83,1101
84,1254
85,1222
86,1099
87,996
88,1191
89,1258
90,1237
91,1017
92,1365
93,1325
94,1285
95,1256
96,1054
97,1236
98,1322
99,1352
100,1285
101,1370
102,1131
103,1133
104,1313
105,1355
106,1255
107,971
108,1325
109,1237
110,1089
111,1204
112,1258
113,1137
114,1285
115,1355
116,845
117,1174
118,1267
119,1206
120,1221
121,1292
122,1325
123,1277
124,872
125,1278
126,264
127,1083
128,999
129,1221
130,1026
131,820
132,1088
133,1088
134,900
135,1225
136,789
137,1275
138,1325
139,1325
140,1400
141,1216
142,1317
143,1165
144,1322
145,1355
146,1225
147,1284
148,1313
149,884
150,1237
151,1080
152,1325
153,1181
154,1313
155,992
156,1237
157,1291
158,1355
159,1222
160,1295
161,1114
162,1252
163,1325
164,1255
165,988
166,1352
167,1277
168,1277
169,1139
170,1207
171,1136
172,1212
173,1118
174,1255
175,1289
176,1042
177,1168
178,1244
179,1281
180,1092
181,1207
182,1255
183,1255
184,1207
185,859
186,1365
187,1186
188,856
189,1331
190,1246
191,1226
192,1292
193,1136
194,1252
195,1355
196,1246
197,1175
198,1091
199,1222
200,1285
201,1252
202,1225
203,1400
204,1244
205,1307
206,673
207,1167
208,1325
209,1124
210,1329
211,1181
212,1065
213,1253
214,1283
215,1088
216,1225
217,1272
218,1340
219,1122
220,1106
221,1355
222,1335
223,1252
224,1235
225,1255
226,913
227,1185
228,1062
229,966
231,803
232,1285
233,1053
234,1255
235,983
236,1174
237,1255
238,1244
239,1285
240,1400
241,1174
242,1302
243,1265
244,1207
245,446
246,1285
247,1283
248,1400
249,1204
250,1307
251,1274
253,850
254,1262
255,956
256,1226
257,1252
258,1139
259,1062
260,1220
261,1078
262,1174
263,823
264,1365
265,1130
266,1352
267,1216
268,1255
269,795
270,1186
271,1220
272,1050
273,1325
274,1214
275,1225
276,1355
277,1355
278,1267
279,1222
280,1316
281,1033
282,1174
284,1322
285,1256
286,1284
287,1093
288,1330
289,1066
290,1141
291,1084
292,1320
293,1307
294,1174
295,1088
296,1183
297,1325
298,1244
299,1283
300,1219
301,1255
302,1249
303,1290
304,1132
305,486
306,1218
307,1282
308,1058
309,992
310,1237
311,899
312,917
313,1101
314,1300
315,1143
316,1325
317,1130
318,1225
319,1098
320,1252
321,1285
322,1252
323,1222
324,1174
325,1219
326,1217
327,1365
328,951
329,1239
330,1325
331,1252
332,1361
333,1213
334,1252
336,1239
338,1370
339,1325
340,1285
341,976
343,1222
344,851
345,1255
346,1206
347,1325
348,743
349,1148
350,1255
351,929
352,1225
353,1174
354,1355
355,1370
356,1222
357,1300
358,1043
359,1278
360,1255
361,1246
362,1206
363,1074
364,823
365,1335
367,1322
368,962
369,1244
370,1210
371,1307
372,1225
373,541
374,1207
375,1295
376,1042
377,1207
378,1028
379,1330
380,1207
381,1277
382,1251
383,1244
384,1274
385,1269
386,1252
387,1370
388,1265
389,1196
390,1267
391,1322
392,1255
393,958
394,908
395,1255
396,1216
397,1211
398,1277
399,1256
400,1267
401,1355
402,1319
403,954
404,1282
405,1174
406,1355
407,1001
408,1277
409,1237
410,1213
411,1023
412,1261
413,1255
414,1054
415,1093
416,1134
417,1352
418,1292
419,982
420,1143
421,1255
422,1204
423,1243
424,1325
425,858
426,1124
427,488
428,1124
429,1302
430,1222
431,1283
432,1352
433,1400
434,1370
435,1325
436,1365
437,1136
438,1181
439,1252
440,1284
441,1111
442,1355
443,1016
444,1285
445,1355
446,982
447,1289
448,962
449,1052
450,1277
451,1186
452,1325
453,1130
454,1239
455,1207
456,1001
457,1182
458,1244
459,1370
460,1126
461,1222
462,1274
463,1172
464,1322
465,1124
466,1159
467,1277
468,1277
469,1207
470,1222
471,1317
472,1060
473,1143
474,1247
475,1255
476,1300
477,1115
478,1365
479,1204
480,1276
481,1178
482,1277
483,1325
484,1277
485,1328
486,1243
487,1214
488,1099
489,1001
490,1285
491,1184
492,1136
493,1291
494,1307
495,1211
496,1012
497,1207
498,994
499,980
500,1400
501,1237
502,1174
503,1285
504,1124
505,1317
506,1400
507,1207
508,1207
509,1282
510,1209
511,1277
512,1243
513,1176
514,1376
515,1334
516,1255
517,1174
518,616
519,965
520,1199
521,1400
522,997
523,1181
524,1105
525,1097
526,1046
527,1255
528,1149
529,1322
530,1252
532,1325
533,1199
534,1285
535,1351
536,1249
537,976
538,657
539,1053
540,916
541,1255
542,1207
543,1174
544,878
545,1165
546,1307
547,1252
548,1226
549,1249
550,1269
551,827
552,1098
553,1024
554,1252
555,1088
556,1255
557,1277
558,1174
559,1242
560,1174
561,1267
562,1136
563,1184
564,1144
565,1176
566,1283
567,1285
568,1207
569,923
570,1222
571,1252
