,LDP Rule,Client Rule,LDP Count,Client Count
0,"G[0,0]((ICU_Pt_Days = 0.000 | n_evts > 0.000))","G[0,0]((ICU_Pt_Days < 0.000 | n_evts > 0.000))",0.364,0.01
1,"G[0,0]((s24_hr < 0.000 | Mort < 0.000))","G[0,0]((s24_hr < 0.000 | s2_hr < 0.000))",0.341,0.02
2,"G[0,0]((Mort > 0.000 | n_evts > 0.000))","G[0,0]((Glasgow_Coma_Scale_Total > 0.000 | n_evts > 0.000))",0.214,0.02
3,"F[0,0]((WHITE_BLOOD_CELL_COUNT < 0.000 & AF < 0.000))","F[0,0]((AF < 0.000 & WHITE_BLOOD_CELL_COUNT < 0.000))",0.146,0.01
4,"G[0,0]((death = 0.000 | Mort > 0.000))","G[0,0]((death < 0.000 | Pulse > 0.000))",0.261,0.02
5,"G[0,0]((tte = 0.000 | LOS = 0.000))","G[0,0]((af > 0.000 | LOS < 0.000))",0.33,0.02
6,"G[0,0]((n_evts = 0.000 | Mort = 0.000))","G[0,0]((Mort < 0.000 | n_evts < 0.000))",0.443,0.01
7,"F[0,0]((Mort > 0.000 -> LOS = 0.000))","F[0,0]((LOS < 0.000 -> TROPONIN_I > 0.000))",0.151,0.02
8,"G[0,0]((Mort < 0.000 | n_evts = 0.000))","G[0,0]((Mort < 0.000 | n_evts < 0.000))",0.443,0.01
9,"G[0,0]((tte < 0.000 | LOS > 0.000))","G[0,0]((LOS < 0.000 | tte > 0.000))",0.333,0.01
10,"G[0,0]((Mort > 0.000 | n_evts < 0.000))","G[0,0]((Mort > 0.000 | n_evts < 0.000))",0.443,0.02
11,"F[0,0]((s8_edrk < 0.000 -> LOS > 0.000))","F[0,0]((s8_edrk < 0.000 -> y = 0.000))",0.077,0.03
12,"G[0,0]((TOTAL_BILIRUBIN > 0.000 | LOS < 0.000))","G[0,0]((LOS < 0.000 | O2_Flow > 0.000))",0.33,0.01
13,"G[0,0]((LOS > 0.000 | n_evts > 0.000))","G[0,0]((LOS < 0.000 | n_evts > 0.000))",0.333,0.02
14,"G[0,0]((LOS < 0.000 | Mort < 0.000))","G[0,0]((LOS < 0.000 | n_evts > 0.000))",0.341,0.02
15,"G[0,0]((n_evts = 0.000 | Mort < 0.000))","G[0,0]((Mort < 0.000 | n_evts < 0.000))",0.443,0.01
16,"G[0,0]((s24_hr < 0.000 | Mort = 0.000))","G[0,0]((s24_hr < 0.000 | s2_hr < 0.000))",0.341,0.02
17,"G[0,0]((n_evts = 0.000 | LOS < 0.000))","G[0,0]((LOS < 0.000 | n_evts < 0.000))",0.443,0.01
18,"G[0,0]((LOS < 0.000 | LOS = 0.000))","G[0,0]((AF < 0.000 | LOS < 0.000))",0.33,0.02
19,"G[0,0]((LOS < 0.000 | n_evts < 0.000))","G[0,0]((LOS < 0.000 | n_evts < 0.000))",0.443,0.01
20,"G[0,0]((tte = 0.000 | LOS < 0.000))","G[0,0]((af > 0.000 | LOS < 0.000))",0.33,0.02
