,LDP Rule,Client Rule,LDP Count,Client Count
0,"((y > 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (y > 0.000))",0.91,0.04
1,"((HEMOGLOBIN > 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((HEMOGLOBIN > 0.000) U[0,0] (ICU_Pt_Days > 0.000))",0.66,0.04
2,"G[0,0]((Glasgow_Coma_Scale_Total < 0.000 -> hr < 0.000))","G[0,0]((Glasgow_Coma_Scale_Total < 0.000 -> y = 0.000))",0.26,0.03
3,"((BLOOD_UREA_NITROGEN < 0.000) U[0,0] (Mort > 0.000))","((BLOOD_UREA_NITROGEN < 0.000) U[0,0] (Mort > 0.000))",0.68,0.01
4,"((LOS > 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (LOS > 0.000))",0.66,0.02
5,"((y > 0.000) U[0,0] (y = 0.000))","((Sgy > 0.000) U[0,0] (y = 0.000))",0.91,0.08
6,"((Mort < 0.000) U[0,0] (death = 0.000))","((MET > 0.000) U[0,0] (death = 0.000))",0.56,1.0
7,"((ICU_Pt_Days < 0.000) U[0,0] (tte > 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y > 0.000))",0.28,0.04
8,"((Mort > 0.000) U[0,0] (LOS = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.68,0.06
9,"((LOS < 0.000) U[0,0] (LOS = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
10,"((ICU_Pt_Days < 0.000) U[0,0] (y = 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y = 0.000))",0.53,0.03
11,"((LOS > 0.000) U[0,0] (n_evts = 0.000))","((LOS > 0.000) U[0,0] (y = 0.000))",0.46,0.06
12,"((tte > 0.000) U[0,0] (n_evts = 0.000))","((n_evts > 0.000) U[0,0] (tte < 0.000))",0.2,0.07
13,"((tte > 0.000) U[0,0] (n_evts > 0.000))","((n_evts > 0.000) U[0,0] (tte > 0.000))",0.75,0.02
14,"((Mort > 0.000) U[0,0] (tte > 0.000))","((Mort > 0.000) U[0,0] (tte > 0.000))",0.68,0.02
15,"((n_evts = 0.000) U[0,0] (LOS < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
16,"((ICU_Pt_Days = 0.000) U[0,0] (n_evts < 0.000))","((n_evts < 0.000) U[0,0] (y > 0.000))",0.28,0.05
17,"((y < 0.000) U[0,0] (y = 0.000))","((lds < 0.000) U[0,0] (y = 0.000))",0.53,0.1
18,"((tte > 0.000) U[0,0] (y = 0.000))","((tte > 0.000) U[0,0] (y = 0.000))",0.53,0.02
19,"((n_evts < 0.000) U[0,0] (tte > 0.000))","((Mort > 0.000) U[0,0] (n_evts < 0.000))",0.2,0.03
20,"((ICU_Pt_Days = 0.000) U[0,0] (LOS = 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (LOS < 0.000))",0.35,0.02
21,"((BLOOD_UREA_NITROGEN < 0.000) U[0,0] (n_evts < 0.000))","((n_evts < 0.000) U[0,0] (y > 0.000))",0.2,0.05
22,"((n_evts < 0.000) U[0,0] (Mort < 0.000))","((n_evts < 0.000) U[0,0] (y > 0.000))",0.25,0.05
23,"((y = 0.000) U[0,0] (n_evts = 0.000))","((n_evts < 0.000) U[0,0] (y = 0.000))",0.53,0.01
24,"((n_evts > 0.000) U[0,0] (Mort > 0.000))","((Mort > 0.000) U[0,0] (n_evts > 0.000))",0.75,0.01
25,"((HEMOGLOBIN > 0.000) U[0,0] (death = 0.000))","((MET > 0.000) U[0,0] (death = 0.000))",0.56,1.0
26,"((ICU_Pt_Days = 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y > 0.000))",0.66,0.04
27,"((y > 0.000) U[0,0] (y > 0.000))","((hr > 0.000) U[0,0] (y > 0.000))",0.91,0.08
28,"((LOS > 0.000) U[0,0] (ICU_Pt_Days = 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (LOS < 0.000))",0.46,0.02
29,"((ICU_Pt_Days = 0.000) U[0,0] (WHITE_BLOOD_CELL_COUNT > 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (n_edrk < 0.000))",0.28,0.01
30,"((LOS > 0.000) U[0,0] (Mort > 0.000))","((LOS > 0.000) U[0,0] (Mort > 0.000))",0.68,0.01
31,"((n_evts < 0.000) U[0,0] (LOS < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
32,"((n_evts = 0.000) U[0,0] (tte > 0.000))","((Mort > 0.000) U[0,0] (n_evts < 0.000))",0.2,0.03
33,"((BLOOD_UREA_NITROGEN < 0.000) U[0,0] (LOS < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
34,"((LOS = 0.000) U[0,0] (ICU_Pt_Days = 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (LOS < 0.000))",0.35,0.02
35,"((n_evts < 0.000) U[0,0] (ICU_Pt_Days < 0.000))","((n_evts < 0.000) U[0,0] (y > 0.000))",0.28,0.05
36,"((tte > 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (tte > 0.000))",0.66,0.01
37,"((Mort = 0.000) U[0,0] (OXYGEN_SATURATION < 0.000))","((OXYGEN_SATURATION < 0.000) U[0,0] (y = 0.000))",0.25,0.07
38,"((ICU_Pt_Days > 0.000) U[0,0] (y = 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (y = 0.000))",0.66,0.03
39,"((ICU_Pt_Days > 0.000) U[0,0] (death = 0.000))","((MET > 0.000) U[0,0] (death = 0.000))",0.66,1.0
40,"((LOS = 0.000) U[0,0] (LOS > 0.000))","((edrk < 0.000) U[0,0] (LOS > 0.000))",0.46,0.04
41,"((n_evts > 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((GLUCOSE > 0.000) U[0,0] (n_evts > 0.000))",0.75,0.04
42,"((LOS > 0.000) U[0,0] (n_evts > 0.000))","((LOS > 0.000) U[0,0] (n_evts > 0.000))",0.75,0.03
43,"((Mort < 0.000) U[0,0] (n_evts < 0.000))","((n_evts < 0.000) U[0,0] (y > 0.000))",0.25,0.05
44,"((Mort < 0.000) U[0,0] (Mort > 0.000))","((LOS < 0.000) U[0,0] (Mort > 0.000))",0.68,0.03
45,"((n_evts < 0.000) U[0,0] (OXYGEN_SATURATION < 0.000))","((OXYGEN_SATURATION < 0.000) U[0,0] (y = 0.000))",0.2,0.07
46,"((y < 0.000) U[0,0] (Mort < 0.000))","((Mort < 0.000) U[0,0] (y = 0.000))",0.53,0.04
47,"((BLOOD_UREA_NITROGEN < 0.000) U[0,0] (Mort = 0.000))","((Mort < 0.000) U[0,0] (tte < 0.000))",0.25,0.04
48,"((Mort < 0.000) U[0,0] (n_evts = 0.000))","((n_evts < 0.000) U[0,0] (y > 0.000))",0.25,0.05
49,"((n_evts > 0.000) U[0,0] (LOS = 0.000))","((n_evts > 0.000) U[0,0] (tte < 0.000))",0.75,0.07
50,"((n_evts < 0.000) U[0,0] (Mort = 0.000))","((n_evts < 0.000) U[0,0] (y > 0.000))",0.25,0.05
51,"((Mort = 0.000) U[0,0] (LOS < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
52,"((LOS = 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (LOS > 0.000))",0.66,0.02
53,"((LOS < 0.000) U[0,0] (LOS < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
54,"((tte > 0.000) U[0,0] (tte > 0.000))","((tte > 0.000) U[0,0] (y > 0.000))",0.18,0.03
55,"((n_evts > 0.000) U[0,0] (LOS > 0.000))","((LOS > 0.000) U[0,0] (n_evts > 0.000))",0.75,0.03
