,LDP Rule,Client Rule,LDP Count,Client Count
0,"((Mort = 0.000) U[0,0] (n_evts = 0.000))","((n_evts < 0.000) U[0,0] (y > 0.000))",0.25,0.05
1,"((LOS > 0.000) U[0,0] (LOS > 0.000))","((direct > 0.000) U[0,0] (LOS > 0.000))",0.46,0.06
2,"((TOTAL_BILIRUBIN > 0.000) U[0,0] (LOS > 0.000))","((LOS > 0.000) U[0,0] (n_evts > 0.000))",0.46,0.03
3,"((TOTAL_BILIRUBIN > 0.000) U[0,0] (Sgy > 0.000))","((Sgy > 0.000) U[0,0] (y = 0.000))",0.08,0.08
4,"((TOTAL_BILIRUBIN > 0.000) U[0,0] (PLATELET_COUNT < 0.000))","((PLATELET_COUNT < 0.000) U[0,0] (y = 0.000))",0.15,0.04
5,"((TOTAL_BILIRUBIN > 0.000) U[0,0] (tte > 0.000))","((tte > 0.000) U[0,0] (y > 0.000))",0.18,0.03
6,"((LOS = 0.000) U[0,0] (Mort < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
7,"((LOS > 0.000) U[0,0] (n_evts > 0.000))","((LOS > 0.000) U[0,0] (n_evts > 0.000))",0.75,0.03
8,"((LOS < 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (LOS > 0.000))",0.66,0.02
9,"((LOS > 0.000) U[0,0] (direct > 0.000))","((direct > 0.000) U[0,0] (LOS > 0.000))",0.62,0.06
10,"((Mort = 0.000) U[0,0] (n_evts > 0.000))","((Mort < 0.000) U[0,0] (n_evts > 0.000))",0.75,0.02
11,"G[0,0]((CALCIUM < 0.000 | lds > 0.000))","G[0,0]((CALCIUM < 0.000 | lds > 0.000))",0.226,0.01
12,"((cosen < 0.000) U[0,0] (y > 0.000))","((cosen < 0.000) U[0,0] (y > 0.000))",0.91,0.04
13,"((LOS < 0.000) U[0,0] (Sgy > 0.000))","((Sgy > 0.000) U[0,0] (y = 0.000))",0.35,0.08
14,"((LOS > 0.000) U[0,0] (n_evts = 0.000))","((LOS > 0.000) U[0,0] (y = 0.000))",0.46,0.06
15,"((ICU_Pt_Days < 0.000) U[0,0] (tte = 0.000))","((s24_hr > 0.000) U[0,0] (tte < 0.000))",0.75,0.04
16,"((LOS = 0.000) U[0,0] (n_evts = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
17,"((Mort = 0.000) U[0,0] (MET > 0.000))","((MET < 0.000) U[0,0] (Mort > 0.000))",0.64,0.01
18,"((cosen < 0.000) U[0,0] (tte = 0.000))","((cosen < 0.000) U[0,0] (tte < 0.000))",0.75,0.02
19,"((LOS = 0.000) U[0,0] (Mort = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
20,"((LOS > 0.000) U[0,0] (PLATELET_COUNT < 0.000))","((LOS > 0.000) U[0,0] (PLATELET_COUNT < 0.000))",0.46,0.01
21,"((ICU_Pt_Days < 0.000) U[0,0] (n_evts = 0.000))","((n_evts < 0.000) U[0,0] (y > 0.000))",0.28,0.05
22,"((cosen < 0.000) U[0,0] (n_evts = 0.000))","((n_evts < 0.000) U[0,0] (y > 0.000))",0.4,0.05
23,"((cosen < 0.000) U[0,0] (tte > 0.000))","((cosen < 0.000) U[0,0] (y = 0.000))",0.4,0.04
24,"((cosen < 0.000) U[0,0] (LOS < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.4,0.06
25,"((LOS < 0.000) U[0,0] (tte > 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
26,"((TOTAL_BILIRUBIN > 0.000) U[0,0] (ICU_Pt_Days = 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y = 0.000))",0.28,0.03
27,"((ICU_Pt_Days < 0.000) U[0,0] (ICU_Pt_Days < 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y = 0.000))",0.28,0.03
28,"((LOS < 0.000) U[0,0] (tte = 0.000))","((LOS < 0.000) U[0,0] (tte < 0.000))",0.75,0.02
29,"((ICU_Pt_Days < 0.000) U[0,0] (n_evts > 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (n_evts > 0.000))",0.75,0.01
30,"((LOS < 0.000) U[0,0] (LOS > 0.000))","((edrk < 0.000) U[0,0] (LOS > 0.000))",0.46,0.04
31,"F[0,0]((SBP > 0.000 & n_evts < 0.000))","F[0,0]((ICU_Pt_Days > 0.000 & n_evts < 0.000))",0.101,0.02
32,"((ICU_Pt_Days < 0.000) U[0,0] (Sgy > 0.000))","((Sgy > 0.000) U[0,0] (y = 0.000))",0.28,0.08
33,"((LOS < 0.000) U[0,0] (death < 0.000))","((death < 0.000) U[0,0] (LOS < 0.000))",0.56,0.01
34,"((Mort = 0.000) U[0,0] (AST_GOT > 0.000))","((AST_GOT > 0.000) U[0,0] (y = 0.000))",0.25,0.05
35,"((LOS < 0.000) U[0,0] (LOS < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
36,"((cosen < 0.000) U[0,0] (death > 0.000))","((cosen < 0.000) U[0,0] (death > 0.000))",0.64,0.04
37,"((Mort = 0.000) U[0,0] (LOS = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
38,"((LOS > 0.000) U[0,0] (LOS = 0.000))","((LOS > 0.000) U[0,0] (y = 0.000))",0.46,0.06
39,"((LOS < 0.000) U[0,0] (direct > 0.000))","((direct < 0.000) U[0,0] (LOS > 0.000))",0.62,0.01
40,"((Mort = 0.000) U[0,0] (y > 0.000))","((Mort < 0.000) U[0,0] (y > 0.000))",0.91,0.03
41,"((LOS > 0.000) U[0,0] (tte < 0.000))","((LOS > 0.000) U[0,0] (tte < 0.000))",0.75,0.01
42,"((TOTAL_BILIRUBIN > 0.000) U[0,0] (y < 0.000))","((TOTAL_BILIRUBIN > 0.000) U[0,0] (y = 0.000))",0.53,0.03
43,"((LOS = 0.000) U[0,0] (y > 0.000))","((LOS < 0.000) U[0,0] (y > 0.000))",0.91,0.02
44,"((LOS = 0.000) U[0,0] (tte < 0.000))","((LOS < 0.000) U[0,0] (tte < 0.000))",0.75,0.02
45,"((Mort = 0.000) U[0,0] (n_evts < 0.000))","((n_evts < 0.000) U[0,0] (y > 0.000))",0.25,0.05
46,"((cosen < 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((cosen < 0.000) U[0,0] (ICU_Pt_Days > 0.000))",0.66,0.03
47,"((cosen < 0.000) U[0,0] (LOS > 0.000))","((cosen < 0.000) U[0,0] (LOS > 0.000))",0.46,0.01
48,"((Mort = 0.000) U[0,0] (tte < 0.000))","((Mort < 0.000) U[0,0] (tte < 0.000))",0.75,0.04
49,"((LOS < 0.000) U[0,0] (Mort = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
50,"((TOTAL_BILIRUBIN > 0.000) U[0,0] (n_evts = 0.000))","((direct > 0.000) U[0,0] (n_evts < 0.000))",0.2,0.03
51,"((LOS > 0.000) U[0,0] (Mort < 0.000))","((LOS > 0.000) U[0,0] (y > 0.000))",0.46,0.05
52,"((Mort = 0.000) U[0,0] (LOS < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
53,"((TOTAL_BILIRUBIN > 0.000) U[0,0] (direct > 0.000))","((af < 0.000) U[0,0] (direct > 0.000))",0.62,0.03
54,"F[0,0]((SBP > 0.000 & LOS > 0.000))","F[0,0]((death > 0.000 & SBP > 0.000))",0.192,0.02
55,"((TOTAL_BILIRUBIN > 0.000) U[0,0] (Mort < 0.000))","((MET > 0.000) U[0,0] (Mort < 0.000))",0.25,0.03
56,"((ICU_Pt_Days < 0.000) U[0,0] (y = 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y = 0.000))",0.53,0.03
57,"((TOTAL_BILIRUBIN > 0.000) U[0,0] (death < 0.000))","((death < 0.000) U[0,0] (y > 0.000))",0.56,0.03
58,"((cosen < 0.000) U[0,0] (MET > 0.000))","((cosen < 0.000) U[0,0] (MET > 0.000))",0.64,0.04
59,"((Mort = 0.000) U[0,0] (death = 0.000))","((MET > 0.000) U[0,0] (death = 0.000))",0.56,1.0
60,"((Mort = 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (Mort > 0.000))",0.66,0.03
61,"((LOS < 0.000) U[0,0] (ICU_Pt_Days < 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (LOS < 0.000))",0.35,0.02
62,"((cosen < 0.000) U[0,0] (direct > 0.000))","((cosen < 0.000) U[0,0] (direct > 0.000))",0.62,0.04
63,"((cosen < 0.000) U[0,0] (AST_GOT > 0.000))","((AST_GOT > 0.000) U[0,0] (y = 0.000))",0.4,0.05
64,"((TOTAL_BILIRUBIN > 0.000) U[0,0] (n_evts < 0.000))","((direct > 0.000) U[0,0] (n_evts < 0.000))",0.2,0.03
65,"((ICU_Pt_Days < 0.000) U[0,0] (PLATELET_COUNT < 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y > 0.000))",0.28,0.04
