,LDP Rule,Client Rule,LDP Count,Client Count
0,"G[0,0]((LOS > 0.000 | ICU_Pt_Days > 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.333,0.04
1,"G[0,0]((s2_edrk = 0.000 | LOS = 0.000))","G[0,0]((LOS < 0.000 | n_evts > 0.000))",0.33,0.02
2,"F[0,0]((PLATELET_COUNT < 0.000 & LOS = 0.000))","F[0,0]((LOS < 0.000 & y = 0.000))",0.146,0.02
3,"G[0,0]((Resp = 0.000 -> ICU_Pt_Days > 0.000))","G[0,0]((Resp < 0.000 -> s24_edrk > 0.000))",0.242,0.02
4,"G[0,0]((LOS > 0.000 -> LOS < 0.000))","G[0,0]((LOS > 0.000 -> n_evts < 0.000))",0.648,0.04
5,"G[0,0]((LOS = 0.000 -> LOS = 0.000))","G[0,0]((cosen < 0.000 -> LOS < 0.000))",0.229,0.02
6,"G[0,0]((ICU_Pt_Days = 0.000 -> LOS < 0.000))","G[0,0]((direct > 0.000 -> LOS < 0.000))",0.292,0.03
7,"G[0,0]((LOS = 0.000 | LOS > 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.333,0.04
8,"G[0,0]((Resp = 0.000 -> s2_edrk < 0.000))","G[0,0]((Resp < 0.000 -> s2_edrk < 0.000))",0.198,0.01
9,"G[0,0]((ICU_Pt_Days = 0.000 | s8_edrk > 0.000))","G[0,0]((af > 0.000 | ICU_Pt_Days < 0.000))",0.364,0.03
10,"G[0,0]((s2_edrk < 0.000 | Mort = 0.000))","G[0,0]((Mort < 0.000 | s2_edrk < 0.000))",0.341,0.01
11,"G[0,0]((LOS = 0.000 | LOS < 0.000))","G[0,0]((AF < 0.000 | LOS < 0.000))",0.33,0.02
12,"G[0,0]((LOS < 0.000 -> LOS > 0.000))","G[0,0]((n_evts < 0.000 -> LOS > 0.000))",0.648,1.0
13,"F[0,0]((HEMOGLOBIN = 0.000 & Mort < 0.000))","F[0,0]((HEMOGLOBIN < 0.000 & n_evts > 0.000))",0.177,0.03
14,"G[0,0]((LOS < 0.000 | Mort = 0.000))","G[0,0]((LOS < 0.000 | n_evts > 0.000))",0.341,0.02
15,"F[0,0]((LOS < 0.000 & Mort < 0.000))","F[0,0]((ICU_Pt_Days > 0.000 & Mort < 0.000))",0.146,0.03
16,"G[0,0]((SBP < 0.000 -> LOS > 0.000))","G[0,0]((LOS > 0.000 -> y = 0.000))",0.648,0.03
17,"F[0,0]((LOS < 0.000 & LOS = 0.000))","F[0,0]((LOS < 0.000 & n_edrk < 0.000))",0.146,0.03
18,"G[0,0]((LOS = 0.000 -> LOS > 0.000))","G[0,0]((n_evts < 0.000 -> LOS > 0.000))",0.648,1.0
