,Rule,Percent Count
0,"((LOS < 96.277) U[1,1] (y < 0.847))",0.53
1,"((y > 0.637) U[1,1] (ICU_Pt_Days > 87.338))",0.91
2,"((ICU_Pt_Days < 90.063) U[1,1] (y < 0.903))",0.53
3,"((death > 0.644) U[1,1] (Mort < 0.833))",0.64
4,"((LOS > 99.308) U[1,1] (ICU_Pt_Days > 78.358))",0.66
5,"((y > 0.168) U[0,1] (y = 0.859))",0.91
6,"((s24_edrk < 0.693) U[1,1] (LOS > 89.023))",0.46
7,"((ICU_Pt_Days < 86.237) U[1,1] (ALBUMIN > 4.239))",0.28
8,"((ICU_Pt_Days < 96.030) U[1,1] (tte > 65.060))",0.28
9,"((Mort > 0.676) U[1,1] (LOS = 97.387))",0.68
10,"((LOS < 100.433) U[1,1] (LOS = 108.146))",0.35
11,"((ICU_Pt_Days < 97.880) U[1,1] (y = 0.851))",0.53
12,"((LOS > 89.976) U[1,1] (n_evts = 3.745))",0.46
13,"((tte > 72.896) U[1,1] (n_evts = 3.751))",0.2
14,"((tte > 67.930) U[1,1] (n_evts > 2.444))",0.75
15,"((Mort > 0.635) U[1,1] (tte > 67.168))",0.68
16,"((s24_edrk < 0.659) U[0,1] (y > 0.202))",0.91
17,"((n_evts = 4.236) U[1,1] (LOS < 99.112))",0.35
18,"((ICU_Pt_Days = 90.725) U[1,1] (n_evts < 4.382))",0.28
19,"((y < 0.883) U[1,1] (y = 0.852))",0.53
20,"((tte > 74.940) U[1,1] (y = 0.886))",0.53
21,"((n_evts < 3.973) U[1,1] (tte > 72.615))",0.2
22,"((ICU_Pt_Days = 96.670) U[1,1] (LOS = 90.483))",0.35
23,"((Mort > 0.418) U[1,1] (y < 0.842))",0.68
24,"((n_evts < 4.106) U[1,1] (Mort < 0.798))",0.25
25,"((y = 0.887) U[1,1] (n_evts = 4.226))",0.53
26,"((n_evts > 1.999) U[1,1] (Mort > 0.864))",0.75
27,"((n_evts = 4.151) U[1,1] (y < 0.865))",0.53
28,"((ICU_Pt_Days = 39.802) U[1,1] (ICU_Pt_Days > 104.857))",0.66
29,"((y > 0.180) U[0,1] (y > 0.849))",0.91
30,"((s24_edrk < 0.708) U[1,1] (ICU_Pt_Days = 84.459))",0.28
31,"((LOS > 94.990) U[1,1] (ICU_Pt_Days = 90.845))",0.46
32,"((LOS > 95.600) U[1,1] (Mort > 0.708))",0.68
33,"((n_evts < 4.168) U[1,1] (LOS < 93.295))",0.35
34,"((n_evts = 3.348) U[1,1] (tte > 66.880))",0.2
35,"((LOS = 92.412) U[1,1] (ICU_Pt_Days = 94.251))",0.35
36,"((s24_edrk < 0.561) U[1,1] (ALBUMIN > 4.514))",0.22
37,"((n_evts < 4.080) U[1,1] (ICU_Pt_Days < 99.112))",0.28
38,"((tte > 67.929) U[1,1] (ICU_Pt_Days > 66.189))",0.66
39,"((ICU_Pt_Days > 53.152) U[1,1] (y = 0.869))",0.66
40,"((LOS = 64.343) U[1,1] (LOS > 106.726))",0.46
41,"((n_evts > 2.523) U[1,1] (ICU_Pt_Days > 100.184))",0.75
42,"((LOS > 101.883) U[1,1] (n_evts > 2.516))",0.75
43,"((Mort < 0.880) U[1,1] (n_evts < 3.964))",0.25
44,"((Mort < 0.675) U[1,1] (Mort > 0.863))",0.68
45,"((y < 0.887) U[1,1] (Mort < 0.837))",0.53
46,"((Mort < 0.810) U[1,1] (n_evts = 4.018))",0.25
47,"((n_evts > 1.613) U[1,1] (LOS = 104.152))",0.75
48,"((n_evts < 4.026) U[1,1] (Mort = 0.787))",0.25
49,"((Mort = 0.792) U[1,1] (LOS < 95.664))",0.35
50,"((LOS = 97.631) U[1,1] (ICU_Pt_Days > 76.753))",0.66
51,"((y > 0.202) U[0,1] (CALCIUM < 12.962))",0.91
52,"((ICU_Pt_Days > 73.972) U[1,1] (y < 0.878))",0.66
53,"((LOS < 103.537) U[1,1] (LOS < 103.313))",0.35
54,"((tte > 73.724) U[1,1] (tte > 71.390))",0.18
55,"G[1,1]((Temp > 46.020 & tte > 73.013))",0.21052631578947367
56,"((n_evts > 1.651) U[1,1] (LOS > 95.591))",0.75
57,"((s24_edrk < 0.625) U[1,1] (y = 0.853))",0.53
58,"((y = 0.853) U[1,1] (ICU_Pt_Days = 91.193))",0.53
59,"((y < 0.832) U[1,1] (ICU_Pt_Days < 98.773))",0.53
60,"((LOS = 101.918) U[0,1] (y > 0.523))",0.91
61,"((y < 0.841) U[1,1] (Mort = 0.805))",0.53
62,"((n_evts < 3.960) U[1,1] (Mort > 0.513))",0.68
63,"((s24_edrk < 0.623) U[1,1] (Mort = 0.884))",0.25
64,"((ICU_Pt_Days < 97.841) U[1,1] (Mort < 0.759))",0.28
65,"((LOS = 86.927) U[1,1] (Mort < 0.812))",0.35
66,"((n_evts = 4.427) U[1,1] (n_evts < 4.075))",0.2
67,"((ICU_Pt_Days = 85.400) U[1,1] (ICU_Pt_Days = 104.610))",0.28
68,"((death > 0.669) U[1,1] (LOS < 97.861))",0.64
69,"((LOS > 86.241) U[1,1] (LOS > 99.387))",0.46
70,"((n_evts > 0.829) U[1,1] (n_evts = 4.449))",0.75
71,"((ICU_Pt_Days < 109.196) U[1,1] (ICU_Pt_Days < 102.923))",0.28
72,"((n_evts < 4.285) U[1,1] (CALCIUM < 12.783))",0.2
73,"((death > 0.713) U[1,1] (LOS > 90.752))",0.64
74,"((LOS < 99.182) U[1,1] (Mort < 0.797))",0.35
