,LDP Rule,Client Rule,LDP Count,Client Count
0,"F[0,0]((OXYGEN_SATURATION < 0.000 & cosen > 0.000))","F[0,0]((cosen > 0.000 & direct > 0.000))",0.172,0.03
1,"((s8_edrk = 0.000) U[0,0] (LOS > 0.000))","((LOS < 0.000) U[0,0] (s8_edrk > 0.000))",0.46,0.01
2,"F[0,0]((AST_GOT = 0.000 -> AF = 0.000))","F[0,0]((AF < 0.000 -> y > 0.000))",0.108,0.02
3,"F[0,0]((TOTAL_BILIRUBIN < 0.000 -> n_edrk > 0.000))","F[0,0]((n_edrk > 0.000 -> PARTIAL_THROMBOPLASTIN_TIME < 0.000))",0.099,0.01
4,"F[0,0]((tte < 0.000 | HEMOGLOBIN < 0.000))","F[0,0]((Glasgow_Coma_Scale_Total < 0.000 | tte < 0.000))",0.244,0.01
5,"G[0,0]((s24_edrk > 0.000 | s24_edrk = 0.000))","G[0,0]((cosen > 0.000 | s24_edrk < 0.000))",0.216,0.01
6,"G[0,0]((ALKALINE_PHOSPHATASE = 0.000 | PHOSPHORUS < 0.000))","G[0,0]((n_edrk > 0.000 | PHOSPHORUS < 0.000))",0.193,0.01
7,"G[0,0]((CO2 > 0.000 -> Glasgow_Coma_Scale_Total < 0.000))","G[0,0]((AF > 0.000 -> Glasgow_Coma_Scale_Total < 0.000))",0.229,0.02
8,"((Mort > 0.000) U[0,0] (LOS = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.68,0.06
9,"((LOS < 0.000) U[0,0] (LOS = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
10,"((n_evts > 0.000) U[0,0] (ALKALINE_PHOSPHATASE < 0.000))","((n_evts > 0.000) U[0,0] (tte < 0.000))",0.75,0.07
11,"((s8_edrk = 0.000) U[0,0] (af = 0.000))","((s8_edrk < 0.000) U[0,0] (y > 0.000))",0.2,0.03
12,"G[0,0]((s8_hr < 0.000 | PHOSPHORUS < 0.000))","G[0,0]((LOS < 0.000 | s8_hr < 0.000))",0.193,0.02
13,"F[0,0]((LOS > 0.000 & s2_hr = 0.000))","F[0,0]((LOS > 0.000 & s2_hr < 0.000))",0.192,0.01
14,"G[0,0]((CO2 > 0.000 -> ALKALINE_PHOSPHATASE > 0.000))","G[0,0]((CO2 > 0.000 -> GLUCOSE > 0.000))",0.121,0.01
15,"G[0,0]((CO2 > 0.000 -> Resp = 0.000))","G[0,0]((Resp < 0.000 -> s24_edrk > 0.000))",0.198,0.02
16,"((LOS < 0.000) U[0,0] (af = 0.000))","((Glasgow_Coma_Scale_Total < 0.000) U[0,0] (LOS < 0.000))",0.35,0.03
17,"F[0,0]((AST_GOT = 0.000 -> LOS < 0.000))","F[0,0]((LOS < 0.000 -> TROPONIN_I > 0.000))",0.151,0.02
18,"((Mort > 0.000) U[0,0] (af = 0.000))","((Mort > 0.000) U[0,0] (srr < 0.000))",0.68,0.03
19,"((Mort > 0.000) U[0,0] (ALKALINE_PHOSPHATASE < 0.000))","((ALKALINE_PHOSPHATASE < 0.000) U[0,0] (y = 0.000))",0.68,0.06
20,"((LOS = 0.000) U[0,0] (CHLORIDE > 0.000))","((CHLORIDE < 0.000) U[0,0] (LOS > 0.000))",0.35,0.01
21,"F[0,0]((LOS = 0.000 & s2_hr = 0.000))","F[0,0]((LOS < 0.000 & O2_Flow > 0.000))",0.146,0.02
22,"F[0,0]((LOS > 0.000 -> LOS < 0.000))","F[0,0]((BLOOD_UREA_NITROGEN > 0.000 -> LOS < 0.000))",0.151,0.01
