,LDP Rule,Client Rule,LDP Count,Client Count
0,"((MAGNESIUM > 0.000) U[0,0] (Mort < 0.000))","((MAGNESIUM > 0.000) U[0,0] (y > 0.000))",0.25,0.05
1,"((ICU_Pt_Days > 0.000) U[0,0] (ICU_Pt_Days < 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (s24_edrk < 0.000))",0.66,0.04
2,"((TOTAL_PROTEIN = 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((TOTAL_PROTEIN < 0.000) U[0,0] (y = 0.000))",0.66,0.07
3,"((MAGNESIUM > 0.000) U[0,0] (death > 0.000))","((death > 0.000) U[0,0] (MAGNESIUM > 0.000))",0.64,0.01
4,"((ICU_Pt_Days < 0.000) U[0,0] (death > 0.000))","((death < 0.000) U[0,0] (ICU_Pt_Days > 0.000))",0.64,0.01
5,"((ICU_Pt_Days > 0.000) U[0,0] (SODIUM < 0.000))","((edrk > 0.000) U[0,0] (ICU_Pt_Days > 0.000))",0.66,0.03
6,"((MAGNESIUM > 0.000) U[0,0] (tte > 0.000))","((MAGNESIUM > 0.000) U[0,0] (y > 0.000))",0.18,0.05
7,"G[0,0]((s2_hr = 0.000 -> ALKALINE_PHOSPHATASE < 0.000))","G[0,0]((s2_hr < 0.000 -> WHITE_BLOOD_CELL_COUNT < 0.000))",0.062,0.01
8,"((LOS > 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (LOS > 0.000))",0.66,0.02
9,"F[0,0]((TOTAL_BILIRUBIN < 0.000 & dfa < 0.000))","F[0,0]((dfa < 0.000 & n_edrk < 0.000))",0.094,0.01
10,"((WHITE_BLOOD_CELL_COUNT < 0.000) U[0,0] (LACTIC_ACID > 0.000))","((LACTIC_ACID > 0.000) U[0,0] (y = 0.000))",0.15,0.04
11,"((ICU_Pt_Days = 0.000) U[0,0] (LACTIC_ACID > 0.000))","((LACTIC_ACID > 0.000) U[0,0] (y = 0.000))",0.28,0.04
12,"((ICU_Pt_Days = 0.000) U[0,0] (SODIUM < 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y > 0.000))",0.28,0.04
13,"((ICU_Pt_Days > 0.000) U[0,0] (tte > 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (tte > 0.000))",0.66,0.01
14,"((ICU_Pt_Days = 0.000) U[0,0] (death > 0.000))","((death < 0.000) U[0,0] (ICU_Pt_Days > 0.000))",0.64,0.01
15,"G[0,0]((s24_edrk > 0.000 | direct = 0.000))","G[0,0]((direct > 0.000 | s24_edrk < 0.000))",0.443,0.01
16,"((ICU_Pt_Days > 0.000) U[0,0] (n_evts = 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (n_evts < 0.000))",0.66,0.02
17,"F[0,0]((PHOSPHORUS = 0.000 -> death = 0.000))","F[0,0]((death < 0.000 -> ICU_Pt_Days > 0.000))",0.161,0.01
18,"((LOS = 0.000) U[0,0] (LACTIC_ACID > 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
19,"((ICU_Pt_Days < 0.000) U[0,0] (tte > 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y > 0.000))",0.28,0.04
20,"((LOS < 0.000) U[0,0] (LOS = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
21,"((LOS > 0.000) U[0,0] (n_evts = 0.000))","((LOS > 0.000) U[0,0] (y = 0.000))",0.46,0.06
22,"((ICU_Pt_Days < 0.000) U[0,0] (LOS = 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (LOS < 0.000))",0.35,0.02
23,"((ICU_Pt_Days > 0.000) U[0,0] (Mort > 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (Mort > 0.000))",0.68,0.02
24,"((LOS < 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (LOS > 0.000))",0.66,0.02
25,"((ICU_Pt_Days = 0.000) U[0,0] (Mort = 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y > 0.000))",0.28,0.04
26,"((WHITE_BLOOD_CELL_COUNT < 0.000) U[0,0] (y > 0.000))","((WHITE_BLOOD_CELL_COUNT < 0.000) U[0,0] (y > 0.000))",0.91,0.02
27,"G[0,0]((dfa = 0.000 | direct = 0.000))","G[0,0]((direct < 0.000 | LOS < 0.000))",0.443,0.02
28,"F[0,0]((dfa < 0.000 -> death = 0.000))","F[0,0]((death < 0.000 -> tte < 0.000))",0.161,0.05
29,"((LOS > 0.000) U[0,0] (s24_edrk = 0.000))","((LOS > 0.000) U[0,0] (y = 0.000))",0.46,0.06
30,"((ICU_Pt_Days < 0.000) U[0,0] (ICU_Pt_Days = 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y = 0.000))",0.28,0.03
31,"((TOTAL_PROTEIN = 0.000) U[0,0] (tte > 0.000))","((TOTAL_PROTEIN < 0.000) U[0,0] (y = 0.000))",0.18,0.07
32,"G[0,0]((PARTIAL_THROMBOPLASTIN_TIME < 0.000 -> LOS = 0.000))","G[0,0]((cosen < 0.000 -> LOS < 0.000))",0.229,0.02
33,"((WHITE_BLOOD_CELL_COUNT < 0.000) U[0,0] (n_evts = 0.000))","((n_evts < 0.000) U[0,0] (WHITE_BLOOD_CELL_COUNT < 0.000))",0.2,0.01
34,"((ICU_Pt_Days > 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((HEMOGLOBIN > 0.000) U[0,0] (ICU_Pt_Days > 0.000))",0.66,0.04
35,"((LOS = 0.000) U[0,0] (death > 0.000))","((death > 0.000) U[0,0] (y > 0.000))",0.64,0.08
36,"((LOS < 0.000) U[0,0] (death > 0.000))","((death > 0.000) U[0,0] (y > 0.000))",0.64,0.08
37,"G[0,0]((s2_hr = 0.000 -> LOS = 0.000))","G[0,0]((Glasgow_Coma_Scale_Total > 0.000 -> LOS < 0.000))",0.229,0.01
38,"((LOS < 0.000) U[0,0] (LOS > 0.000))","((edrk < 0.000) U[0,0] (LOS > 0.000))",0.46,0.04
39,"((ICU_Pt_Days = 0.000) U[0,0] (LOS = 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (LOS < 0.000))",0.35,0.02
40,"((ICU_Pt_Days = 0.000) U[0,0] (y > 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y > 0.000))",0.91,0.04
41,"G[0,0]((Resp < 0.000 & BLOOD_UREA_NITROGEN > 0.000))","G[0,0]((Resp < 0.000 & s24_edrk < 0.000))",0.128,0.01
42,"((LOS = 0.000) U[0,0] (Mort > 0.000))","((LOS < 0.000) U[0,0] (Mort > 0.000))",0.68,0.03
43,"((ICU_Pt_Days > 0.000) U[0,0] (Mort < 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (Mort < 0.000))",0.66,0.04
44,"((LOS > 0.000) U[0,0] (y > 0.000))","((LOS > 0.000) U[0,0] (y > 0.000))",0.91,0.05
45,"((ICU_Pt_Days > 0.000) U[0,0] (LOS = 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (LOS < 0.000))",0.66,0.02
46,"((ICU_Pt_Days < 0.000) U[0,0] (SODIUM < 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y > 0.000))",0.28,0.04
47,"((LOS > 0.000) U[0,0] (death > 0.000))","((death > 0.000) U[0,0] (LOS > 0.000))",0.64,0.01
48,"G[0,0]((PARTIAL_THROMBOPLASTIN_TIME < 0.000 -> dfa > 0.000))","G[0,0]((dfa > 0.000 -> s24_edrk > 0.000))",0.143,0.03
49,"((LOS = 0.000) U[0,0] (s24_edrk = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
50,"((LOS > 0.000) U[0,0] (LACTIC_ACID > 0.000))","((LOS > 0.000) U[0,0] (y > 0.000))",0.46,0.05
51,"F[0,0]((dfa < 0.000 -> MET < 0.000))","F[0,0]((dfa < 0.000 -> y = 0.000))",0.075,0.03
52,"((LOS = 0.000) U[0,0] (LOS = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
53,"((TOTAL_PROTEIN = 0.000) U[0,0] (Mort < 0.000))","((TOTAL_PROTEIN < 0.000) U[0,0] (y = 0.000))",0.25,0.07
54,"((TOTAL_PROTEIN = 0.000) U[0,0] (LOS = 0.000))","((TOTAL_PROTEIN < 0.000) U[0,0] (y = 0.000))",0.35,0.07
55,"G[0,0]((s24_edrk > 0.000 | TROPONIN_I < 0.000))","G[0,0]((LOS > 0.000 | s24_edrk > 0.000))",0.155,0.01
56,"((MAGNESIUM > 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((MAGNESIUM > 0.000) U[0,0] (y > 0.000))",0.66,0.05
57,"((ICU_Pt_Days > 0.000) U[0,0] (death > 0.000))","((cosen < 0.000) U[0,0] (death > 0.000))",0.66,0.04
58,"((MAGNESIUM > 0.000) U[0,0] (LOS > 0.000))","((LOS > 0.000) U[0,0] (y = 0.000))",0.46,0.06
59,"((WHITE_BLOOD_CELL_COUNT < 0.000) U[0,0] (SODIUM < 0.000))","((SODIUM < 0.000) U[0,0] (tte < 0.000))",0.15,0.02
60,"((ICU_Pt_Days > 0.000) U[0,0] (ICU_Pt_Days = 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (s24_edrk < 0.000))",0.66,0.04
61,"((ICU_Pt_Days = 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y > 0.000))",0.66,0.04
62,"((ICU_Pt_Days = 0.000) U[0,0] (Mort < 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y > 0.000))",0.28,0.04
63,"((ICU_Pt_Days = 0.000) U[0,0] (n_evts = 0.000))","((n_evts < 0.000) U[0,0] (y > 0.000))",0.28,0.05
64,"((TOTAL_PROTEIN = 0.000) U[0,0] (Mort = 0.000))","((TOTAL_PROTEIN < 0.000) U[0,0] (y = 0.000))",0.25,0.07
65,"F[0,0]((ICU_Pt_Days > 0.000 & LACTIC_ACID > 0.000))","F[0,0]((ICU_Pt_Days > 0.000 & tte < 0.000))",0.364,0.02
66,"G[0,0]((af > 0.000 & BLOOD_UREA_NITROGEN > 0.000))","G[0,0]((af > 0.000 & ICU_Pt_Days < 0.000))",0.053,0.01
67,"((ICU_Pt_Days = 0.000) U[0,0] (LOS < 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (LOS < 0.000))",0.35,0.02
68,"((LOS > 0.000) U[0,0] (LOS < 0.000))","((LOS > 0.000) U[0,0] (y = 0.000))",0.46,0.06
69,"((LOS > 0.000) U[0,0] (ICU_Pt_Days = 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (LOS < 0.000))",0.46,0.02
70,"((LOS = 0.000) U[0,0] (SODIUM < 0.000))","((LOS < 0.000) U[0,0] (SODIUM < 0.000))",0.35,0.01
71,"((TOTAL_PROTEIN = 0.000) U[0,0] (SODIUM < 0.000))","((TOTAL_PROTEIN < 0.000) U[0,0] (y = 0.000))",0.14,0.07
72,"((MAGNESIUM > 0.000) U[0,0] (LACTIC_ACID > 0.000))","((MAGNESIUM > 0.000) U[0,0] (y > 0.000))",0.18,0.05
73,"((TOTAL_PROTEIN = 0.000) U[0,0] (y > 0.000))","((TOTAL_PROTEIN < 0.000) U[0,0] (y = 0.000))",0.91,0.07
74,"((ICU_Pt_Days < 0.000) U[0,0] (n_evts = 0.000))","((n_evts < 0.000) U[0,0] (y > 0.000))",0.28,0.05
75,"F[0,0]((ALKALINE_PHOSPHATASE > 0.000 | AF > 0.000))","F[0,0]((AF > 0.000 | direct > 0.000))",0.154,0.01
76,"((MAGNESIUM > 0.000) U[0,0] (ICU_Pt_Days = 0.000))","((MAGNESIUM > 0.000) U[0,0] (y > 0.000))",0.28,0.05
77,"((WHITE_BLOOD_CELL_COUNT < 0.000) U[0,0] (ICU_Pt_Days = 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y = 0.000))",0.28,0.03
78,"((LOS > 0.000) U[0,0] (ICU_Pt_Days < 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (LOS < 0.000))",0.46,0.02
79,"((ICU_Pt_Days = 0.000) U[0,0] (s24_edrk = 0.000))","((s24_edrk < 0.000) U[0,0] (y > 0.000))",0.28,0.05
80,"((ICU_Pt_Days < 0.000) U[0,0] (s24_edrk = 0.000))","((s24_edrk < 0.000) U[0,0] (y > 0.000))",0.28,0.05
81,"F[0,0]((ICU_Pt_Days > 0.000 & dfa < 0.000))","F[0,0]((dfa < 0.000 & tte < 0.000))",0.364,0.03
82,"((WHITE_BLOOD_CELL_COUNT < 0.000) U[0,0] (ICU_Pt_Days < 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y = 0.000))",0.28,0.03
83,"((LOS > 0.000) U[0,0] (Mort > 0.000))","((LOS > 0.000) U[0,0] (Mort > 0.000))",0.68,0.01
84,"((LOS < 0.000) U[0,0] (s24_edrk = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
85,"((LOS < 0.000) U[0,0] (n_evts = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
86,"((MAGNESIUM > 0.000) U[0,0] (LOS < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
87,"((LOS < 0.000) U[0,0] (Mort = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
88,"((TOTAL_PROTEIN = 0.000) U[0,0] (Mort > 0.000))","((TOTAL_PROTEIN < 0.000) U[0,0] (y = 0.000))",0.68,0.07
89,"((MAGNESIUM > 0.000) U[0,0] (s24_edrk = 0.000))","((MAGNESIUM > 0.000) U[0,0] (y > 0.000))",0.22,0.05
90,"G[0,0]((dfa = 0.000 | TROPONIN_I < 0.000))","G[0,0]((cosen > 0.000 | dfa < 0.000))",0.136,0.01
91,"((MAGNESIUM > 0.000) U[0,0] (ICU_Pt_Days < 0.000))","((MAGNESIUM > 0.000) U[0,0] (y > 0.000))",0.28,0.05
92,"((WHITE_BLOOD_CELL_COUNT < 0.000) U[0,0] (LOS = 0.000))","((LOS < 0.000) U[0,0] (WHITE_BLOOD_CELL_COUNT < 0.000))",0.35,0.01
93,"((WHITE_BLOOD_CELL_COUNT < 0.000) U[0,0] (death > 0.000))","((death < 0.000) U[0,0] (WHITE_BLOOD_CELL_COUNT > 0.000))",0.64,0.01
94,"((LOS < 0.000) U[0,0] (tte > 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
95,"((WHITE_BLOOD_CELL_COUNT < 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (y < 0.000))",0.66,0.02
96,"((LOS = 0.000) U[0,0] (ICU_Pt_Days = 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (LOS < 0.000))",0.35,0.02
97,"((WHITE_BLOOD_CELL_COUNT < 0.000) U[0,0] (LOS < 0.000))","((LOS < 0.000) U[0,0] (WHITE_BLOOD_CELL_COUNT < 0.000))",0.35,0.01
98,"G[0,0]((POTASSIUM = 0.000 & BLOOD_UREA_NITROGEN > 0.000))","G[0,0]((BLOOD_UREA_NITROGEN > 0.000 & n_edrk > 0.000))",0.042,0.01
99,"((WHITE_BLOOD_CELL_COUNT < 0.000) U[0,0] (n_evts > 0.000))","((n_evts < 0.000) U[0,0] (WHITE_BLOOD_CELL_COUNT > 0.000))",0.75,0.01
100,"((TOTAL_PROTEIN = 0.000) U[0,0] (s24_edrk = 0.000))","((TOTAL_PROTEIN < 0.000) U[0,0] (y = 0.000))",0.22,0.07
