,LDP Rule,Client Rule,LDP Count,Client Count
0,"G[0,0]((LOS > 0.000 | ICU_Pt_Days > 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.333,0.04
1,"G[0,0]((dfa > 0.000 & LOS > 0.000))","G[0,0]((dfa > 0.000 & LOS > 0.000))",0.189,0.02
2,"F[0,0]((srr = 0.000 & LOS > 0.000))","F[0,0]((LOS > 0.000 & s8_edrk > 0.000))",0.192,0.02
3,"G[0,0]((ICU_Pt_Days = 0.000 | CREATININE = 0.000))","G[0,0]((CREATININE < 0.000 | ICU_Pt_Days < 0.000))",0.364,0.01
4,"G[0,0]((Pulse = 0.000 | s2_hr < 0.000))","G[0,0]((s24_hr < 0.000 | s2_hr < 0.000))",0.261,0.02
5,"G[0,0]((dfa > 0.000 & LOS < 0.000))","G[0,0]((dfa > 0.000 & LOS > 0.000))",0.266,0.02
6,"F[0,0]((srr = 0.000 & s8_hr < 0.000))","F[0,0]((GLUCOSE < 0.000 & s8_hr < 0.000))",0.104,0.01
7,"G[0,0]((LOS > 0.000 -> LOS < 0.000))","G[0,0]((LOS > 0.000 -> n_evts < 0.000))",0.648,0.04
8,"F[0,0]((LOS = 0.000 -> Sgy < 0.000))","F[0,0]((LOS < 0.000 -> TROPONIN_I > 0.000))",0.151,0.02
9,"G[0,0]((LOS = 0.000 -> LOS = 0.000))","G[0,0]((cosen < 0.000 -> LOS < 0.000))",0.229,0.02
10,"G[0,0]((ICU_Pt_Days = 0.000 -> LOS < 0.000))","G[0,0]((direct > 0.000 -> LOS < 0.000))",0.292,0.03
11,"G[0,0]((LOS = 0.000 | LOS > 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.333,0.04
12,"G[0,0]((PHOSPHORUS = 0.000 -> LOS < 0.000))","G[0,0]((LOS < 0.000 -> y = 0.000))",0.229,0.02
13,"G[0,0]((dfa > 0.000 & death < 0.000))","G[0,0]((death < 0.000 & s2_edrk < 0.000))",0.309,0.02
14,"F[0,0]((death > 0.000 & cosen > 0.000))","F[0,0]((cosen > 0.000 & direct > 0.000))",0.323,0.03
15,"G[0,0]((LOS > 0.000 | CREATININE = 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.333,0.04
16,"G[0,0]((LOS = 0.000 & death < 0.000))","G[0,0]((death < 0.000 & LOS < 0.000))",0.309,0.01
17,"G[0,0]((s8_edrk > 0.000 | ICU_Pt_Days = 0.000))","G[0,0]((ICU_Pt_Days > 0.000 | s8_edrk < 0.000))",0.364,0.01
18,"G[0,0]((LOS = 0.000 | LOS < 0.000))","G[0,0]((AF < 0.000 | LOS < 0.000))",0.33,0.02
19,"G[0,0]((LOS < 0.000 -> LOS > 0.000))","G[0,0]((n_evts < 0.000 -> LOS > 0.000))",0.648,1.0
20,"G[0,0]((srr > 0.000 -> LOS > 0.000))","G[0,0]((direct < 0.000 -> LOS > 0.000))",0.648,0.04
21,"G[0,0]((LOS > 0.000 & LOS > 0.000))","G[0,0]((dfa > 0.000 & LOS > 0.000))",0.189,0.02
22,"G[0,0]((s8_edrk > 0.000 | af > 0.000))","G[0,0]((af > 0.000 | ICU_Pt_Days < 0.000))",0.214,0.03
23,"G[0,0]((LOS = 0.000 -> LOS > 0.000))","G[0,0]((n_evts < 0.000 -> LOS > 0.000))",0.648,1.0
24,"F[0,0]((s8_edrk < 0.000 -> Sgy < 0.000))","F[0,0]((s8_edrk < 0.000 -> y = 0.000))",0.032,0.03
25,"G[0,0]((ICU_Pt_Days > 0.000 -> LOS = 0.000))","G[0,0]((LOS < 0.000 -> Temp > 0.000))",0.242,0.02
26,"G[0,0]((Pulse = 0.000 | ICU_Pt_Days = 0.000))","G[0,0]((af > 0.000 | ICU_Pt_Days < 0.000))",0.364,0.03
27,"F[0,0]((srr = 0.000 & CALCIUM = 0.000))","F[0,0]((CALCIUM < 0.000 & y = 0.000))",0.083,0.01
28,"G[0,0]((ICU_Pt_Days > 0.000 | LOS > 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.333,0.04
29,"F[0,0]((ALBUMIN < 0.000 & CALCIUM = 0.000))","F[0,0]((ALBUMIN < 0.000 & y = 0.000))",0.083,0.03
30,"G[0,0]((Pulse = 0.000 | ICU_Pt_Days > 0.000))","G[0,0]((ICU_Pt_Days > 0.000 | n_evts < 0.000))",0.262,0.02
31,"G[0,0]((ICU_Pt_Days > 0.000 -> MET > 0.000))","G[0,0]((MET > 0.000 -> y < 0.000))",0.242,0.02
32,"F[0,0]((LOS < 0.000 & CALCIUM = 0.000))","F[0,0]((LOS < 0.000 & O2_Flow > 0.000))",0.146,0.02
33,"G[0,0]((ICU_Pt_Days < 0.000 | CREATININE = 0.000))","G[0,0]((CREATININE < 0.000 | ICU_Pt_Days < 0.000))",0.364,0.01
34,"G[0,0]((LOS < 0.000 -> Mort < 0.000))","G[0,0]((LOS < 0.000 -> Mort < 0.000))",0.26,0.01
35,"G[0,0]((n_evts < 0.000 | s2_hr < 0.000))","G[0,0]((MET > 0.000 | n_evts < 0.000))",0.443,0.03
36,"G[0,0]((LOS = 0.000 & s8_edrk = 0.000))","G[0,0]((LOS < 0.000 & s8_edrk < 0.000))",0.266,0.01
37,"G[0,0]((LOS < 0.000 | LOS = 0.000))","G[0,0]((AF < 0.000 | LOS < 0.000))",0.33,0.02
38,"F[0,0]((s8_edrk < 0.000 -> TROPONIN_I = 0.000))","F[0,0]((s8_edrk < 0.000 -> y = 0.000))",0.032,0.03
39,"G[0,0]((LOS > 0.000 -> LOS > 0.000))","G[0,0]((Glasgow_Coma_Scale_Total > 0.000 -> LOS > 0.000))",0.648,0.02
40,"G[0,0]((srr > 0.000 -> ICU_Pt_Days < 0.000))","G[0,0]((ICU_Pt_Days > 0.000 -> srr < 0.000))",0.292,0.01
41,"G[0,0]((n_evts < 0.000 | ICU_Pt_Days = 0.000))","G[0,0]((ICU_Pt_Days < 0.000 | n_evts < 0.000))",0.443,0.01
42,"G[0,0]((srr > 0.000 -> SpO2 = 0.000))","G[0,0]((n_evts > 0.000 -> srr > 0.000))",0.198,0.03
43,"G[0,0]((ICU_Pt_Days < 0.000 | af > 0.000))","G[0,0]((af < 0.000 | ICU_Pt_Days > 0.000))",0.364,0.01
44,"F[0,0]((ICU_Pt_Days = 0.000 -> n_edrk > 0.000))","F[0,0]((ICU_Pt_Days < 0.000 -> y = 0.000))",0.14,0.04
45,"G[0,0]((LOS < 0.000 | ICU_Pt_Days > 0.000))","G[0,0]((ICU_Pt_Days > 0.000 | s24_edrk > 0.000))",0.33,0.03
46,"G[0,0]((LOS > 0.000 & s8_edrk = 0.000))","G[0,0]((dfa > 0.000 & LOS > 0.000))",0.189,0.02
47,"G[0,0]((n_evts < 0.000 | LOS < 0.000))","G[0,0]((LOS < 0.000 | n_evts < 0.000))",0.443,0.01
48,"G[0,0]((s8_edrk > 0.000 | LOS > 0.000))","G[0,0]((LOS > 0.000 | s8_edrk > 0.000))",0.333,0.01
49,"G[0,0]((LOS < 0.000 -> LOS < 0.000))","G[0,0]((cosen < 0.000 -> LOS < 0.000))",0.229,0.02
50,"G[0,0]((LOS < 0.000 -> LOS = 0.000))","G[0,0]((cosen < 0.000 -> LOS < 0.000))",0.229,0.02
51,"G[0,0]((LOS > 0.000 -> LOS = 0.000))","G[0,0]((LOS > 0.000 -> n_evts < 0.000))",0.648,0.04
52,"F[0,0]((death > 0.000 & s8_hr < 0.000))","F[0,0]((death > 0.000 & SBP > 0.000))",0.323,0.02
53,"G[0,0]((ICU_Pt_Days = 0.000 -> Mort < 0.000))","G[0,0]((ICU_Pt_Days < 0.000 -> Mort < 0.000))",0.292,0.01
54,"G[0,0]((PHOSPHORUS = 0.000 -> MET > 0.000))","G[0,0]((MET > 0.000 -> y < 0.000))",0.231,0.02
55,"G[0,0]((dfa > 0.000 & s8_edrk = 0.000))","G[0,0]((dfa > 0.000 & s8_edrk < 0.000))",0.117,0.01
56,"G[0,0]((ICU_Pt_Days = 0.000 -> ICU_Pt_Days < 0.000))","G[0,0]((edrk < 0.000 -> ICU_Pt_Days < 0.000))",0.292,0.02
57,"G[0,0]((ICU_Pt_Days > 0.000 | CREATININE = 0.000))","G[0,0]((ICU_Pt_Days > 0.000 | s24_edrk > 0.000))",0.262,0.03
58,"G[0,0]((ICU_Pt_Days > 0.000 -> ICU_Pt_Days < 0.000))","G[0,0]((ICU_Pt_Days > 0.000 -> s2_edrk < 0.000))",0.292,0.02
59,"G[0,0]((LOS = 0.000 | LOS = 0.000))","G[0,0]((AF < 0.000 | LOS < 0.000))",0.33,0.02
60,"G[0,0]((LOS = 0.000 -> LOS < 0.000))","G[0,0]((cosen < 0.000 -> LOS < 0.000))",0.229,0.02
61,"G[0,0]((LOS > 0.000 & LOS < 0.000))","G[0,0]((LOS > 0.000 & Mort < 0.000))",0.266,0.01
62,"G[0,0]((ICU_Pt_Days < 0.000 | ICU_Pt_Days > 0.000))","G[0,0]((ICU_Pt_Days < 0.000 | s24_hr > 0.000))",0.364,0.02
63,"G[0,0]((ICU_Pt_Days = 0.000 -> LOS = 0.000))","G[0,0]((direct > 0.000 -> LOS < 0.000))",0.292,0.03
64,"G[0,0]((s8_edrk > 0.000 | LOS = 0.000))","G[0,0]((LOS > 0.000 | s8_edrk < 0.000))",0.33,0.01
65,"G[0,0]((lds = 0.000 & LOS = 0.000))","G[0,0]((LOS < 0.000 & s8_edrk > 0.000))",0.266,0.02
66,"G[0,0]((ICU_Pt_Days = 0.000 | LOS > 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.364,0.04
67,"F[0,0]((ICU_Pt_Days = 0.000 -> Sgy < 0.000))","F[0,0]((ICU_Pt_Days < 0.000 -> y > 0.000))",0.14,0.02
68,"F[0,0]((LOS < 0.000 & cosen > 0.000))","F[0,0]((cosen > 0.000 & direct > 0.000))",0.172,0.03
69,"G[0,0]((LOS = 0.000 | s2_hr < 0.000))","G[0,0]((LOS < 0.000 | n_evts > 0.000))",0.33,0.02
70,"G[0,0]((srr > 0.000 -> LOS = 0.000))","G[0,0]((n_evts > 0.000 -> srr > 0.000))",0.229,0.03
71,"F[0,0]((LOS < 0.000 & s8_hr < 0.000))","F[0,0]((LOS < 0.000 & O2_Flow > 0.000))",0.146,0.02
72,"G[0,0]((LOS > 0.000 | LOS < 0.000))","G[0,0]((CO2 > 0.000 | LOS < 0.000))",0.333,0.02
73,"G[0,0]((LOS > 0.000 & death < 0.000))","G[0,0]((death < 0.000 & s2_edrk < 0.000))",0.309,0.02
74,"G[0,0]((srr > 0.000 -> Mort < 0.000))","G[0,0]((n_evts > 0.000 -> srr > 0.000))",0.26,0.03
