,LDP Rule,Client Rule,LDP Count,Client Count
0,"((LOS < 0.000) U[0,0] (Glasgow_Coma_Scale_Total < 0.000))","((Glasgow_Coma_Scale_Total < 0.000) U[0,0] (LOS < 0.000))",0.58,0.03
1,"((LOS < 0.000) U[0,0] (y < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.53,0.06
2,"((y > 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (y > 0.000))",0.91,0.04
3,"((ICU_Pt_Days < 0.000) U[0,0] (y < 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y = 0.000))",0.53,0.03
4,"((Mort < 0.000) U[0,0] (tte = 0.000))","((Mort < 0.000) U[0,0] (tte < 0.000))",0.75,0.04
5,"((LOS > 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (LOS > 0.000))",0.66,0.02
6,"((y > 0.000) U[0,0] (y = 0.000))","((Sgy > 0.000) U[0,0] (y = 0.000))",0.91,0.08
7,"((Mort = 0.000) U[0,0] (death > 0.000))","((cosen < 0.000) U[0,0] (death > 0.000))",0.64,0.04
8,"((ICU_Pt_Days < 0.000) U[0,0] (tte > 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y > 0.000))",0.28,0.04
9,"((Mort > 0.000) U[0,0] (LOS = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.68,0.06
10,"((LOS < 0.000) U[0,0] (LOS = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
11,"((ICU_Pt_Days < 0.000) U[0,0] (y = 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y = 0.000))",0.53,0.03
12,"((LOS > 0.000) U[0,0] (n_evts = 0.000))","((LOS > 0.000) U[0,0] (y = 0.000))",0.46,0.06
13,"F[0,0]((AF > 0.000 & death > 0.000))","F[0,0]((AF > 0.000 & death > 0.000))",0.323,0.01
14,"G[0,0]((CO2 > 0.000 & cosen > 0.000))","G[0,0]((cosen > 0.000 & srr > 0.000))",0.084,0.01
15,"((Mort > 0.000) U[0,0] (tte > 0.000))","((Mort > 0.000) U[0,0] (tte > 0.000))",0.68,0.02
16,"((OXYGEN_SATURATION > 0.000) U[0,0] (LOS > 0.000))","((LOS > 0.000) U[0,0] (y = 0.000))",0.46,0.06
17,"((n_evts = 0.000) U[0,0] (LOS < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
18,"((TOTAL_BILIRUBIN < 0.000) U[0,0] (tte > 0.000))","((tte > 0.000) U[0,0] (y > 0.000))",0.18,0.03
19,"((ICU_Pt_Days = 0.000) U[0,0] (n_evts < 0.000))","((n_evts < 0.000) U[0,0] (y > 0.000))",0.28,0.05
20,"((n_evts < 0.000) U[0,0] (tte > 0.000))","((Mort > 0.000) U[0,0] (n_evts < 0.000))",0.2,0.03
21,"((LOS < 0.000) U[0,0] (death > 0.000))","((death > 0.000) U[0,0] (y > 0.000))",0.64,0.08
22,"((ICU_Pt_Days = 0.000) U[0,0] (LOS = 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (LOS < 0.000))",0.35,0.02
23,"((Mort > 0.000) U[0,0] (y < 0.000))","((Mort > 0.000) U[0,0] (y = 0.000))",0.68,0.05
24,"((Mort > 0.000) U[0,0] (tte < 0.000))","((Mort > 0.000) U[0,0] (tte < 0.000))",0.75,0.03
25,"((TOTAL_BILIRUBIN < 0.000) U[0,0] (y < 0.000))","((TOTAL_BILIRUBIN < 0.000) U[0,0] (y = 0.000))",0.53,0.03
26,"((n_evts < 0.000) U[0,0] (Mort < 0.000))","((n_evts < 0.000) U[0,0] (y > 0.000))",0.25,0.05
27,"((y = 0.000) U[0,0] (n_evts = 0.000))","((n_evts < 0.000) U[0,0] (y = 0.000))",0.53,0.01
28,"((n_evts > 0.000) U[0,0] (Mort > 0.000))","((Mort > 0.000) U[0,0] (n_evts > 0.000))",0.75,0.01
29,"((n_evts = 0.000) U[0,0] (y < 0.000))","((n_evts < 0.000) U[0,0] (y = 0.000))",0.53,0.01
30,"((ICU_Pt_Days = 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y > 0.000))",0.66,0.04
31,"((n_evts = 0.000) U[0,0] (Glasgow_Coma_Scale_Total < 0.000))","((Glasgow_Coma_Scale_Total < 0.000) U[0,0] (MET > 0.000))",0.58,0.05
32,"((y > 0.000) U[0,0] (y > 0.000))","((hr > 0.000) U[0,0] (y > 0.000))",0.91,0.08
33,"((OXYGEN_SATURATION > 0.000) U[0,0] (n_evts > 0.000))","((n_evts > 0.000) U[0,0] (tte < 0.000))",0.75,0.07
34,"((LOS > 0.000) U[0,0] (ICU_Pt_Days = 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (LOS < 0.000))",0.46,0.02
35,"((n_evts > 0.000) U[0,0] (tte = 0.000))","((n_evts > 0.000) U[0,0] (tte < 0.000))",0.75,0.07
36,"((LOS > 0.000) U[0,0] (Mort > 0.000))","((LOS > 0.000) U[0,0] (Mort > 0.000))",0.68,0.01
37,"((n_evts < 0.000) U[0,0] (LOS < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
38,"((n_evts = 0.000) U[0,0] (tte > 0.000))","((Mort > 0.000) U[0,0] (n_evts < 0.000))",0.2,0.03
39,"((n_evts > 0.000) U[0,0] (s24_hr = 0.000))","((n_evts > 0.000) U[0,0] (s24_hr < 0.000))",0.75,0.01
40,"((LOS = 0.000) U[0,0] (ICU_Pt_Days = 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (LOS < 0.000))",0.35,0.02
41,"((n_evts < 0.000) U[0,0] (ICU_Pt_Days < 0.000))","((n_evts < 0.000) U[0,0] (y > 0.000))",0.28,0.05
42,"((OXYGEN_SATURATION > 0.000) U[0,0] (Mort > 0.000))","((OXYGEN_SATURATION > 0.000) U[0,0] (y = 0.000))",0.68,0.06
43,"((ICU_Pt_Days > 0.000) U[0,0] (y = 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (y = 0.000))",0.66,0.03
44,"((LOS = 0.000) U[0,0] (LOS > 0.000))","((edrk < 0.000) U[0,0] (LOS > 0.000))",0.46,0.04
45,"((n_evts > 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((GLUCOSE > 0.000) U[0,0] (n_evts > 0.000))",0.75,0.04
46,"((LOS > 0.000) U[0,0] (n_evts > 0.000))","((LOS > 0.000) U[0,0] (n_evts > 0.000))",0.75,0.03
47,"((Mort < 0.000) U[0,0] (n_evts < 0.000))","((n_evts < 0.000) U[0,0] (y > 0.000))",0.25,0.05
48,"((Mort < 0.000) U[0,0] (Mort > 0.000))","((LOS < 0.000) U[0,0] (Mort > 0.000))",0.68,0.03
49,"((Mort < 0.000) U[0,0] (n_evts = 0.000))","((n_evts < 0.000) U[0,0] (y > 0.000))",0.25,0.05
50,"((n_evts > 0.000) U[0,0] (LOS = 0.000))","((n_evts > 0.000) U[0,0] (tte < 0.000))",0.75,0.07
51,"((n_evts < 0.000) U[0,0] (Mort = 0.000))","((n_evts < 0.000) U[0,0] (y > 0.000))",0.25,0.05
52,"((n_evts < 0.000) U[0,0] (Glasgow_Coma_Scale_Total < 0.000))","((Glasgow_Coma_Scale_Total < 0.000) U[0,0] (MET > 0.000))",0.58,0.05
53,"((Mort = 0.000) U[0,0] (LOS < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
54,"((LOS = 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (LOS > 0.000))",0.66,0.02
55,"((OXYGEN_SATURATION > 0.000) U[0,0] (tte > 0.000))","((OXYGEN_SATURATION > 0.000) U[0,0] (y = 0.000))",0.18,0.06
56,"((ICU_Pt_Days > 0.000) U[0,0] (y < 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (y = 0.000))",0.66,0.03
57,"((LOS < 0.000) U[0,0] (LOS < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
58,"((n_evts > 0.000) U[0,0] (LOS > 0.000))","((LOS > 0.000) U[0,0] (n_evts > 0.000))",0.75,0.03
59,"((y = 0.000) U[0,0] (ICU_Pt_Days = 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y = 0.000))",0.53,0.03
60,"((LOS = 0.000) U[0,0] (y > 0.000))","((LOS < 0.000) U[0,0] (y > 0.000))",0.91,0.02
61,"((Mort > 0.000) U[0,0] (tte = 0.000))","((Mort > 0.000) U[0,0] (tte < 0.000))",0.75,0.03
62,"((n_evts < 0.000) U[0,0] (Mort > 0.000))","((Mort < 0.000) U[0,0] (n_evts > 0.000))",0.68,0.02
63,"((TOTAL_BILIRUBIN < 0.000) U[0,0] (Mort = 0.000))","((MET > 0.000) U[0,0] (Mort < 0.000))",0.25,0.03
64,"((ICU_Pt_Days < 0.000) U[0,0] (Mort < 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y > 0.000))",0.28,0.04
65,"((LOS = 0.000) U[0,0] (Mort < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
66,"F[0,0]((AF > 0.000 & ALKALINE_PHOSPHATASE < 0.000))","F[0,0]((AF > 0.000 & CREATININE > 0.000))",0.212,0.01
67,"((n_evts = 0.000) U[0,0] (n_evts < 0.000))","((n_evts < 0.000) U[0,0] (tte < 0.000))",0.2,0.02
68,"((ICU_Pt_Days = 0.000) U[0,0] (ICU_Pt_Days = 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y = 0.000))",0.28,0.03
69,"((LOS > 0.000) U[0,0] (LOS > 0.000))","((direct > 0.000) U[0,0] (LOS > 0.000))",0.46,0.06
70,"((n_evts > 0.000) U[0,0] (n_evts = 0.000))","((n_evts > 0.000) U[0,0] (tte < 0.000))",0.75,0.07
71,"((ICU_Pt_Days < 0.000) U[0,0] (ICU_Pt_Days < 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y = 0.000))",0.28,0.03
72,"((LOS < 0.000) U[0,0] (Mort < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
73,"((y = 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y > 0.000))",0.66,0.04
74,"((y = 0.000) U[0,0] (tte < 0.000))","((tte < 0.000) U[0,0] (y = 0.000))",0.75,0.06
75,"((ICU_Pt_Days = 0.000) U[0,0] (n_evts > 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (n_evts > 0.000))",0.75,0.01
76,"((ICU_Pt_Days = 0.000) U[0,0] (tte > 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y > 0.000))",0.28,0.04
77,"((n_evts > 0.000) U[0,0] (n_evts < 0.000))","((n_evts > 0.000) U[0,0] (tte < 0.000))",0.75,0.07
78,"((Mort > 0.000) U[0,0] (n_evts = 0.000))","((Mort > 0.000) U[0,0] (n_evts < 0.000))",0.68,0.03
79,"((n_evts > 0.000) U[0,0] (tte > 0.000))","((n_evts > 0.000) U[0,0] (tte > 0.000))",0.75,0.02
80,"((ICU_Pt_Days < 0.000) U[0,0] (tte < 0.000))","((s24_hr > 0.000) U[0,0] (tte < 0.000))",0.75,0.04
81,"((Mort = 0.000) U[0,0] (s24_hr = 0.000))","((MET > 0.000) U[0,0] (Mort < 0.000))",0.25,0.03
82,"((ICU_Pt_Days < 0.000) U[0,0] (death > 0.000))","((death < 0.000) U[0,0] (ICU_Pt_Days > 0.000))",0.64,0.01
83,"((y = 0.000) U[0,0] (s24_hr = 0.000))","((s24_hr < 0.000) U[0,0] (y = 0.000))",0.53,0.02
84,"((y = 0.000) U[0,0] (death > 0.000))","((death < 0.000) U[0,0] (y > 0.000))",0.64,0.03
85,"((TOTAL_BILIRUBIN < 0.000) U[0,0] (death > 0.000))","((death > 0.000) U[0,0] (n_evts > 0.000))",0.64,0.03
86,"((ICU_Pt_Days = 0.000) U[0,0] (tte < 0.000))","((s24_hr > 0.000) U[0,0] (tte < 0.000))",0.75,0.04
87,"((n_evts > 0.000) U[0,0] (y < 0.000))","((n_evts > 0.000) U[0,0] (y = 0.000))",0.75,0.05
88,"((y > 0.000) U[0,0] (tte = 0.000))","((tte > 0.000) U[0,0] (y = 0.000))",0.91,0.02
89,"((n_evts > 0.000) U[0,0] (y > 0.000))","((n_evts > 0.000) U[0,0] (y > 0.000))",0.91,0.01
90,"((LOS > 0.000) U[0,0] (y = 0.000))","((LOS > 0.000) U[0,0] (y = 0.000))",0.53,0.06
91,"((TOTAL_BILIRUBIN < 0.000) U[0,0] (Mort < 0.000))","((MET > 0.000) U[0,0] (Mort < 0.000))",0.25,0.03
92,"((TOTAL_BILIRUBIN < 0.000) U[0,0] (n_evts > 0.000))","((cosen < 0.000) U[0,0] (n_evts > 0.000))",0.75,0.03
93,"((LOS = 0.000) U[0,0] (s24_hr = 0.000))","((Glasgow_Coma_Scale_Total < 0.000) U[0,0] (LOS < 0.000))",0.35,0.03
94,"((ICU_Pt_Days < 0.000) U[0,0] (s24_hr = 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (s24_hr < 0.000))",0.28,0.03
95,"((tte = 0.000) U[0,0] (tte = 0.000))","((tte < 0.000) U[0,0] (y = 0.000))",0.75,0.06
96,"((y = 0.000) U[0,0] (n_evts > 0.000))","((n_evts < 0.000) U[0,0] (y > 0.000))",0.75,0.05
97,"((LOS < 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (LOS > 0.000))",0.66,0.02
98,"((n_evts < 0.000) U[0,0] (y > 0.000))","((n_evts < 0.000) U[0,0] (y > 0.000))",0.91,0.05
99,"((tte = 0.000) U[0,0] (LOS = 0.000))","((LOS < 0.000) U[0,0] (tte < 0.000))",0.75,0.02
100,"((LOS = 0.000) U[0,0] (tte = 0.000))","((LOS < 0.000) U[0,0] (tte < 0.000))",0.75,0.02
101,"((n_evts > 0.000) U[0,0] (y = 0.000))","((n_evts > 0.000) U[0,0] (y = 0.000))",0.75,0.05
102,"((Mort < 0.000) U[0,0] (Mort < 0.000))","((Mort < 0.000) U[0,0] (n_edrk < 0.000))",0.25,0.04
103,"((Mort > 0.000) U[0,0] (LOS < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.68,0.06
104,"((n_evts < 0.000) U[0,0] (LOS = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
105,"((Mort = 0.000) U[0,0] (n_evts < 0.000))","((n_evts < 0.000) U[0,0] (y > 0.000))",0.25,0.05
106,"((y > 0.000) U[0,0] (ICU_Pt_Days < 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (y = 0.000))",0.91,0.03
107,"((y > 0.000) U[0,0] (tte > 0.000))","((tte > 0.000) U[0,0] (y > 0.000))",0.91,0.03
108,"((OXYGEN_SATURATION > 0.000) U[0,0] (y < 0.000))","((OXYGEN_SATURATION > 0.000) U[0,0] (y = 0.000))",0.53,0.06
109,"((Mort = 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (Mort > 0.000))",0.66,0.03
110,"((TOTAL_BILIRUBIN < 0.000) U[0,0] (y = 0.000))","((TOTAL_BILIRUBIN < 0.000) U[0,0] (y = 0.000))",0.53,0.03
111,"((LOS < 0.000) U[0,0] (LOS > 0.000))","((edrk < 0.000) U[0,0] (LOS > 0.000))",0.46,0.04
112,"((LOS = 0.000) U[0,0] (Mort > 0.000))","((LOS < 0.000) U[0,0] (Mort > 0.000))",0.68,0.03
113,"F[0,0]((HEMOGLOBIN > 0.000 | death > 0.000))","F[0,0]((death > 0.000 | HEMOGLOBIN < 0.000))",0.231,0.01
114,"((LOS > 0.000) U[0,0] (y > 0.000))","((LOS > 0.000) U[0,0] (y > 0.000))",0.91,0.05
115,"((LOS = 0.000) U[0,0] (LOS = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
116,"((tte = 0.000) U[0,0] (y < 0.000))","((tte < 0.000) U[0,0] (y = 0.000))",0.75,0.06
117,"((ICU_Pt_Days > 0.000) U[0,0] (ICU_Pt_Days = 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (s24_edrk < 0.000))",0.66,0.04
118,"((tte = 0.000) U[0,0] (Glasgow_Coma_Scale_Total < 0.000))","((Glasgow_Coma_Scale_Total < 0.000) U[0,0] (tte < 0.000))",0.75,0.02
119,"((LOS = 0.000) U[0,0] (y = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.53,0.06
120,"((Mort > 0.000) U[0,0] (y = 0.000))","((Mort > 0.000) U[0,0] (y = 0.000))",0.68,0.05
121,"((y > 0.000) U[0,0] (ICU_Pt_Days = 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (y = 0.000))",0.91,0.03
122,"((LOS > 0.000) U[0,0] (ICU_Pt_Days < 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (LOS < 0.000))",0.46,0.02
123,"((Mort > 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (Mort > 0.000))",0.68,0.02
124,"((n_evts < 0.000) U[0,0] (n_evts = 0.000))","((n_evts < 0.000) U[0,0] (tte < 0.000))",0.2,0.02
125,"((LOS > 0.000) U[0,0] (tte = 0.000))","((LOS > 0.000) U[0,0] (tte < 0.000))",0.75,0.01
126,"((TOTAL_BILIRUBIN < 0.000) U[0,0] (tte < 0.000))","((O2_Flow < 0.000) U[0,0] (tte < 0.000))",0.75,0.03
127,"((Mort > 0.000) U[0,0] (Mort < 0.000))","((Mort > 0.000) U[0,0] (y = 0.000))",0.68,0.05
128,"((n_evts > 0.000) U[0,0] (Mort < 0.000))","((Mort > 0.000) U[0,0] (n_evts < 0.000))",0.75,0.03
129,"((LOS > 0.000) U[0,0] (n_evts < 0.000))","((LOS > 0.000) U[0,0] (y = 0.000))",0.46,0.06
130,"((n_evts = 0.000) U[0,0] (ICU_Pt_Days = 0.000))","((n_evts < 0.000) U[0,0] (y > 0.000))",0.28,0.05
131,"((y > 0.000) U[0,0] (LOS = 0.000))","((LOS > 0.000) U[0,0] (y = 0.000))",0.91,0.06
