,LDP Rule,Client Rule,LDP Count,Client Count
0,"((n_evts > 0.000) U[0,0] (n_evts < 0.000))","((n_evts > 0.000) U[0,0] (tte < 0.000))",0.75,0.07
1,"((n_evts > 0.000) U[0,0] (PHOSPHORUS = 0.000))","((n_evts > 0.000) U[0,0] (SBP > 0.000))",0.75,0.02
2,"((LOS < 0.000) U[0,0] (y < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.53,0.06
3,"((ICU_Pt_Days > 0.000) U[0,0] (ICU_Pt_Days < 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (s24_edrk < 0.000))",0.66,0.04
4,"((SODIUM > 0.000) U[0,0] (PHOSPHORUS = 0.000))","((SODIUM > 0.000) U[0,0] (y = 0.000))",0.12,0.02
5,"((LOS > 0.000) U[0,0] (y < 0.000))","((LOS > 0.000) U[0,0] (y = 0.000))",0.53,0.06
6,"((ICU_Pt_Days > 0.000) U[0,0] (tte < 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (tte < 0.000))",0.75,0.03
7,"((Mort > 0.000) U[0,0] (n_evts = 0.000))","((Mort > 0.000) U[0,0] (n_evts < 0.000))",0.68,0.03
8,"((Mort > 0.000) U[0,0] (PHOSPHORUS = 0.000))","((Mort > 0.000) U[0,0] (O2_Flow < 0.000))",0.68,0.02
9,"((n_evts > 0.000) U[0,0] (tte > 0.000))","((n_evts > 0.000) U[0,0] (tte > 0.000))",0.75,0.02
10,"((SODIUM > 0.000) U[0,0] (Mort > 0.000))","((Mort > 0.000) U[0,0] (SODIUM > 0.000))",0.68,0.02
11,"((ICU_Pt_Days < 0.000) U[0,0] (tte < 0.000))","((s24_hr > 0.000) U[0,0] (tte < 0.000))",0.75,0.04
12,"((Mort > 0.000) U[0,0] (y > 0.000))","((Mort > 0.000) U[0,0] (y = 0.000))",0.91,0.05
13,"((ICU_Pt_Days < 0.000) U[0,0] (y < 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y = 0.000))",0.53,0.03
14,"G[0,0]((AST_GOT < 0.000 | s24_hr = 0.000))","G[0,0]((lds < 0.000 | s24_hr < 0.000))",0.159,0.01
15,"((Mort = 0.000) U[0,0] (PHOSPHORUS = 0.000))","((Glasgow_Coma_Scale_Total < 0.000) U[0,0] (Mort < 0.000))",0.25,0.02
16,"((LOS = 0.000) U[0,0] (n_evts < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
17,"((Mort = 0.000) U[0,0] (y > 0.000))","((Mort < 0.000) U[0,0] (y > 0.000))",0.91,0.03
18,"((LOS > 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (LOS > 0.000))",0.66,0.02
19,"((n_evts > 0.000) U[0,0] (af > 0.000))","((af > 0.000) U[0,0] (n_evts > 0.000))",0.75,0.03
20,"((Mort < 0.000) U[0,0] (LOS = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
21,"((n_evts = 0.000) U[0,0] (af > 0.000))","((af < 0.000) U[0,0] (n_evts > 0.000))",0.29,0.02
22,"((y = 0.000) U[0,0] (af > 0.000))","((af > 0.000) U[0,0] (y = 0.000))",0.53,0.04
23,"((Mort = 0.000) U[0,0] (Mort = 0.000))","((Mort < 0.000) U[0,0] (n_edrk < 0.000))",0.25,0.04
24,"((ICU_Pt_Days > 0.000) U[0,0] (tte > 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (tte > 0.000))",0.66,0.01
25,"((ICU_Pt_Days = 0.000) U[0,0] (tte < 0.000))","((s24_hr > 0.000) U[0,0] (tte < 0.000))",0.75,0.04
26,"G[0,0]((tte < 0.000 -> CALCIUM < 0.000))","G[0,0]((death > 0.000 -> tte < 0.000))",0.167,0.02
27,"((Mort = 0.000) U[0,0] (y = 0.000))","((Mort < 0.000) U[0,0] (y = 0.000))",0.53,0.04
28,"((n_evts > 0.000) U[0,0] (y < 0.000))","((n_evts > 0.000) U[0,0] (y = 0.000))",0.75,0.05
29,"((ICU_Pt_Days > 0.000) U[0,0] (n_evts = 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (n_evts < 0.000))",0.66,0.02
30,"((n_evts > 0.000) U[0,0] (y > 0.000))","((n_evts > 0.000) U[0,0] (y > 0.000))",0.91,0.01
31,"((n_evts = 0.000) U[0,0] (n_evts > 0.000))","((direct < 0.000) U[0,0] (n_evts > 0.000))",0.75,0.05
32,"((LOS > 0.000) U[0,0] (y = 0.000))","((LOS > 0.000) U[0,0] (y = 0.000))",0.53,0.06
33,"((ICU_Pt_Days < 0.000) U[0,0] (tte > 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y > 0.000))",0.28,0.04
34,"((Mort < 0.000) U[0,0] (ICU_Pt_Days = 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y > 0.000))",0.28,0.04
35,"((y = 0.000) U[0,0] (y = 0.000))","((lds < 0.000) U[0,0] (y = 0.000))",0.53,0.1
36,"((Mort > 0.000) U[0,0] (LOS = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.68,0.06
37,"((LOS < 0.000) U[0,0] (LOS = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
38,"((ICU_Pt_Days < 0.000) U[0,0] (y = 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y = 0.000))",0.53,0.03
39,"((LOS > 0.000) U[0,0] (n_evts = 0.000))","((LOS > 0.000) U[0,0] (y = 0.000))",0.46,0.06
40,"((ICU_Pt_Days < 0.000) U[0,0] (LOS = 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (LOS < 0.000))",0.35,0.02
41,"((ICU_Pt_Days < 0.000) U[0,0] (n_evts < 0.000))","((n_evts < 0.000) U[0,0] (y > 0.000))",0.28,0.05
42,"((SODIUM > 0.000) U[0,0] (Mort < 0.000))","((Mort < 0.000) U[0,0] (y > 0.000))",0.25,0.03
43,"((Mort = 0.000) U[0,0] (ICU_Pt_Days < 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y > 0.000))",0.28,0.04
44,"((ICU_Pt_Days > 0.000) U[0,0] (Mort > 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (Mort > 0.000))",0.68,0.02
45,"((Mort > 0.000) U[0,0] (ICU_Pt_Days < 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (Mort < 0.000))",0.68,0.04
46,"((y = 0.000) U[0,0] (n_evts > 0.000))","((n_evts < 0.000) U[0,0] (y > 0.000))",0.75,0.05
47,"((Mort > 0.000) U[0,0] (n_evts < 0.000))","((Mort > 0.000) U[0,0] (n_evts < 0.000))",0.68,0.03
48,"((LOS < 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (LOS > 0.000))",0.66,0.02
49,"((Mort > 0.000) U[0,0] (tte > 0.000))","((Mort > 0.000) U[0,0] (tte > 0.000))",0.68,0.02
50,"((ICU_Pt_Days < 0.000) U[0,0] (af > 0.000))","((af < 0.000) U[0,0] (ICU_Pt_Days > 0.000))",0.29,0.03
51,"((ICU_Pt_Days = 0.000) U[0,0] (Mort = 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y > 0.000))",0.28,0.04
52,"((LOS > 0.000) U[0,0] (af > 0.000))","((LOS > 0.000) U[0,0] (y > 0.000))",0.46,0.05
53,"((Mort < 0.000) U[0,0] (y = 0.000))","((Mort < 0.000) U[0,0] (y = 0.000))",0.53,0.04
54,"((n_evts = 0.000) U[0,0] (LOS < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
55,"((n_evts > 0.000) U[0,0] (y = 0.000))","((n_evts > 0.000) U[0,0] (y = 0.000))",0.75,0.05
56,"((Mort < 0.000) U[0,0] (Mort < 0.000))","((Mort < 0.000) U[0,0] (n_edrk < 0.000))",0.25,0.04
57,"((Mort > 0.000) U[0,0] (af > 0.000))","((af > 0.000) U[0,0] (Mort > 0.000))",0.68,0.02
58,"((LOS < 0.000) U[0,0] (PHOSPHORUS = 0.000))","((LOS < 0.000) U[0,0] (y > 0.000))",0.35,0.02
59,"((Mort > 0.000) U[0,0] (LOS < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.68,0.06
60,"((ICU_Pt_Days < 0.000) U[0,0] (ICU_Pt_Days = 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y = 0.000))",0.28,0.03
