,LDP Rule,Client Rule,LDP Count,Client Count
0,"((Glasgow_Coma_Scale_Total = 0.000) U[0,0] (MET > 0.000))","((Glasgow_Coma_Scale_Total < 0.000) U[0,0] (MET > 0.000))",0.64,0.05
1,"((CREATININE < 0.000) U[0,0] (MAGNESIUM = 0.000))","((CREATININE < 0.000) U[0,0] (n_edrk < 0.000))",0.2,0.03
2,"((Glasgow_Coma_Scale_Total = 0.000) U[0,0] (Mort = 0.000))","((Glasgow_Coma_Scale_Total < 0.000) U[0,0] (Mort < 0.000))",0.58,0.02
3,"F[0,0]((af = 0.000 & SpO2 > 0.000))","F[0,0]((af < 0.000 & y = 0.000))",0.156,0.02
4,"G[0,0]((SODIUM < 0.000 -> TROPONIN_I = 0.000))","G[0,0]((cosen > 0.000 -> SODIUM < 0.000))",0.104,0.01
5,"((direct > 0.000) U[0,0] (Mort = 0.000))","((cosen < 0.000) U[0,0] (direct > 0.000))",0.62,0.04
6,"F[0,0]((af = 0.000 & WHITE_BLOOD_CELL_COUNT < 0.000))","F[0,0]((WHITE_BLOOD_CELL_COUNT < 0.000 & y > 0.000))",0.156,0.02
7,"((LOS > 0.000) U[0,0] (LOS > 0.000))","((direct > 0.000) U[0,0] (LOS > 0.000))",0.46,0.06
8,"G[0,0]((hr < 0.000 & ALT_GPT > 0.000))","G[0,0]((hr < 0.000 & s2_edrk < 0.000))",0.34,0.01
9,"((CREATININE < 0.000) U[0,0] (MET > 0.000))","((MET > 0.000) U[0,0] (death = 0.000))",0.64,1.0
10,"((LOS = 0.000) U[0,0] (Mort < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
11,"((direct > 0.000) U[0,0] (LOS = 0.000))","((direct > 0.000) U[0,0] (LOS < 0.000))",0.62,0.01
12,"((LOS > 0.000) U[0,0] (n_evts > 0.000))","((LOS > 0.000) U[0,0] (n_evts > 0.000))",0.75,0.03
13,"((LOS < 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (LOS > 0.000))",0.66,0.02
14,"((LOS > 0.000) U[0,0] (direct > 0.000))","((direct > 0.000) U[0,0] (LOS > 0.000))",0.62,0.06
15,"((LOS < 0.000) U[0,0] (Sgy > 0.000))","((Sgy > 0.000) U[0,0] (y = 0.000))",0.35,0.08
16,"((Glasgow_Coma_Scale_Total = 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((Glasgow_Coma_Scale_Total < 0.000) U[0,0] (ICU_Pt_Days > 0.000))",0.66,0.03
17,"((LOS > 0.000) U[0,0] (MAGNESIUM = 0.000))","((LOS > 0.000) U[0,0] (n_evts > 0.000))",0.46,0.03
18,"((LOS = 0.000) U[0,0] (Mort = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
19,"G[0,0]((PARTIAL_THROMBOPLASTIN_TIME = 0.000 | y = 0.000))","G[0,0]((n_evts < 0.000 | y < 0.000))",0.375,0.02
20,"((CREATININE < 0.000) U[0,0] (ICU_Pt_Days = 0.000))","((CREATININE < 0.000) U[0,0] (y = 0.000))",0.28,0.08
21,"G[0,0]((srr = 0.000 -> TROPONIN_I = 0.000))","G[0,0]((srr > 0.000 -> TROPONIN_I < 0.000))",0.219,0.01
22,"G[0,0]((PARTIAL_THROMBOPLASTIN_TIME = 0.000 | n_evts < 0.000))","G[0,0]((CO2 > 0.000 | n_evts < 0.000))",0.443,0.02
23,"((LOS < 0.000) U[0,0] (TOTAL_PROTEIN < 0.000))","((TOTAL_PROTEIN < 0.000) U[0,0] (y = 0.000))",0.35,0.07
24,"((LOS < 0.000) U[0,0] (tte > 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
25,"((CREATININE < 0.000) U[0,0] (direct > 0.000))","((CREATININE < 0.000) U[0,0] (direct > 0.000))",0.62,0.01
26,"((Glasgow_Coma_Scale_Total = 0.000) U[0,0] (Mort > 0.000))","((Glasgow_Coma_Scale_Total < 0.000) U[0,0] (MET > 0.000))",0.68,0.05
27,"((CREATININE < 0.000) U[0,0] (CREATININE > 0.000))","((CREATININE < 0.000) U[0,0] (y > 0.000))",0.25,0.03
28,"((direct > 0.000) U[0,0] (Mort > 0.000))","((direct > 0.000) U[0,0] (LOS > 0.000))",0.68,0.06
29,"((Glasgow_Coma_Scale_Total = 0.000) U[0,0] (CREATININE > 0.000))","((Glasgow_Coma_Scale_Total < 0.000) U[0,0] (Resp < 0.000))",0.58,0.04
30,"((LOS < 0.000) U[0,0] (LOS > 0.000))","((edrk < 0.000) U[0,0] (LOS > 0.000))",0.46,0.04
31,"((CREATININE < 0.000) U[0,0] (TOTAL_PROTEIN < 0.000))","((CREATININE < 0.000) U[0,0] (y = 0.000))",0.2,0.08
32,"((direct > 0.000) U[0,0] (ICU_Pt_Days = 0.000))","((direct > 0.000) U[0,0] (ICU_Pt_Days < 0.000))",0.62,0.02
33,"((CREATININE < 0.000) U[0,0] (n_evts < 0.000))","((CREATININE < 0.000) U[0,0] (y = 0.000))",0.2,0.08
34,"((direct > 0.000) U[0,0] (direct > 0.000))","((direct > 0.000) U[0,0] (LOS > 0.000))",0.62,0.06
35,"F[0,0]((s2_hr > 0.000 & SpO2 > 0.000))","F[0,0]((s2_hr > 0.000 & SpO2 < 0.000))",0.061,0.01
36,"((LOS < 0.000) U[0,0] (LOS < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
37,"((LOS > 0.000) U[0,0] (LOS = 0.000))","((LOS > 0.000) U[0,0] (y = 0.000))",0.46,0.06
38,"F[0,0]((s2_edrk < 0.000 & SpO2 > 0.000))","F[0,0]((Resp < 0.000 & s2_edrk < 0.000))",0.083,0.02
39,"((Glasgow_Coma_Scale_Total = 0.000) U[0,0] (y > 0.000))","((Glasgow_Coma_Scale_Total < 0.000) U[0,0] (y > 0.000))",0.91,0.01
40,"((LOS < 0.000) U[0,0] (direct > 0.000))","((direct < 0.000) U[0,0] (LOS > 0.000))",0.62,0.01
41,"G[0,0]((cosen > 0.000 | n_evts < 0.000))","G[0,0]((ICU_Pt_Days > 0.000 | n_evts < 0.000))",0.443,0.02
42,"((CREATININE < 0.000) U[0,0] (death > 0.000))","((CREATININE < 0.000) U[0,0] (death > 0.000))",0.64,0.02
43,"((Glasgow_Coma_Scale_Total = 0.000) U[0,0] (Mort < 0.000))","((Glasgow_Coma_Scale_Total < 0.000) U[0,0] (Mort < 0.000))",0.58,0.02
44,"((direct > 0.000) U[0,0] (n_evts > 0.000))","((n_evts > 0.000) U[0,0] (tte < 0.000))",0.75,0.07
45,"((Glasgow_Coma_Scale_Total = 0.000) U[0,0] (LOS > 0.000))","((Glasgow_Coma_Scale_Total < 0.000) U[0,0] (y = 0.000))",0.58,0.07
46,"((LOS = 0.000) U[0,0] (y > 0.000))","((LOS < 0.000) U[0,0] (y > 0.000))",0.91,0.02
47,"((Glasgow_Coma_Scale_Total = 0.000) U[0,0] (tte > 0.000))","((Glasgow_Coma_Scale_Total < 0.000) U[0,0] (s8_edrk > 0.000))",0.58,0.03
48,"((LOS < 0.000) U[0,0] (Mort = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
49,"((Glasgow_Coma_Scale_Total = 0.000) U[0,0] (LOS = 0.000))","((Glasgow_Coma_Scale_Total < 0.000) U[0,0] (LOS < 0.000))",0.58,0.03
50,"((LOS > 0.000) U[0,0] (Mort < 0.000))","((LOS > 0.000) U[0,0] (y > 0.000))",0.46,0.05
51,"G[0,0]((WHITE_BLOOD_CELL_COUNT = 0.000 & ALT_GPT > 0.000))","G[0,0]((Resp > 0.000 & WHITE_BLOOD_CELL_COUNT < 0.000))",0.043,0.01
