,Rule,Percent Count
0,"((LOS < 86.543) U[1,1] (y < 0.866))",0.53
1,"((y > 0.702) U[1,1] (ICU_Pt_Days > 85.761))",0.91
2,"((ICU_Pt_Days < 86.862) U[1,1] (y < 0.796))",0.53
3,"((LOS > 97.631) U[1,1] (ICU_Pt_Days > 93.096))",0.66
4,"((y > 0.180) U[0,1] (y = 0.802))",0.91
5,"((Mort = 0.858) U[1,1] (death > 0.535))",0.64
6,"((ICU_Pt_Days < 89.461) U[1,1] (tte > 66.078))",0.28
7,"((Mort > 0.738) U[1,1] (LOS = 100.633))",0.68
8,"((LOS < 102.700) U[1,1] (LOS = 105.406))",0.35
9,"((ICU_Pt_Days < 92.508) U[1,1] (y = 0.851))",0.53
10,"((LOS > 87.407) U[1,1] (n_evts = 3.804))",0.46
11,"((Mort > 0.565) U[1,1] (tte > 74.180))",0.68
12,"((Mort < 0.843) U[1,1] (CALCIUM = 12.985))",0.25
13,"((n_evts = 4.333) U[1,1] (LOS < 97.486))",0.35
14,"((POTASSIUM > 8.002) U[1,1] (Mort = 0.865))",0.25
15,"((LACTIC_ACID = 4.492) U[1,1] (ICU_Pt_Days > 68.300))",0.66
16,"F[1,1]((MAGNESIUM > 4.124 & LACTIC_ACID < 4.112))",0.1111111111111111
17,"((ICU_Pt_Days = 103.425) U[1,1] (n_evts < 3.949))",0.28
18,"((WHITE_BLOOD_CELL_COUNT < 21.727) U[1,1] (y = 0.845))",0.53
19,"((y < 0.802) U[1,1] (y = 0.862))",0.53
20,"((POTASSIUM > 8.818) U[1,1] (tte > 74.978))",0.18
21,"((POTASSIUM > 8.516) U[1,1] (Mort < 0.858))",0.25
22,"((n_evts < 4.038) U[1,1] (tte > 73.728))",0.2
23,"((LOS < 89.617) U[1,1] (death > 0.763))",0.64
24,"((ICU_Pt_Days = 94.272) U[1,1] (LOS = 90.073))",0.35
25,"((Mort > 0.644) U[1,1] (y < 0.811))",0.68
26,"((Mort > 0.828) U[1,1] (tte < -0.005))",0.75
27,"G[1,1]((CALCIUM < 13.433 | SBP < 184.848))",0.29545454545454547
28,"((n_evts < 4.092) U[1,1] (Mort < 0.823))",0.25
29,"((y = 0.849) U[1,1] (n_evts = 4.097))",0.53
30,"((n_evts > 2.550) U[1,1] (Mort > 0.709))",0.75
31,"((n_evts = 4.270) U[1,1] (y < 0.864))",0.53
32,"((ICU_Pt_Days = 47.619) U[1,1] (ICU_Pt_Days > 106.950))",0.66
33,"((y > 0.183) U[0,1] (y > 0.763))",0.91
34,"((POTASSIUM > 8.549) U[1,1] (ICU_Pt_Days > 63.495))",0.66
35,"((LOS < 97.918) U[1,1] (CALCIUM = 12.661))",0.35
36,"((LOS > 92.675) U[1,1] (ICU_Pt_Days = 105.033))",0.46
37,"((LOS > 89.595) U[1,1] (death < 0.737))",0.56
38,"((Mort > 0.541) U[1,1] (CALCIUM = 12.629))",0.68
39,"((WHITE_BLOOD_CELL_COUNT < 22.208) U[1,1] (ICU_Pt_Days < 97.189))",0.28
40,"((LOS > 94.454) U[1,1] (Mort > 0.668))",0.68
41,"((n_evts < 4.278) U[1,1] (LOS < 99.594))",0.35
42,"((n_evts = 4.333) U[1,1] (tte > 70.558))",0.2
43,"((LACTIC_ACID = 4.221) U[1,1] (CALCIUM = 12.773))",0.19
44,"((WHITE_BLOOD_CELL_COUNT < 21.371) U[1,1] (LOS = 89.024))",0.35
45,"((LOS = 92.932) U[1,1] (ICU_Pt_Days = 103.851))",0.35
46,"((WHITE_BLOOD_CELL_COUNT < 22.104) U[1,1] (LOS < 107.575))",0.35
47,"((n_evts < 3.508) U[1,1] (ICU_Pt_Days < 87.747))",0.28
48,"((ICU_Pt_Days > 50.116) U[1,1] (y = 0.857))",0.66
49,"((POTASSIUM > 8.695) U[1,1] (LOS < 93.894))",0.35
50,"((LOS = 49.984) U[1,1] (LOS > 100.504))",0.46
51,"((n_evts > 2.589) U[1,1] (ICU_Pt_Days > 90.211))",0.75
52,"((LOS > 90.479) U[1,1] (n_evts > 2.754))",0.75
53,"((Mort < 0.858) U[1,1] (n_evts < 4.316))",0.25
54,"((Mort < 0.646) U[1,1] (Mort > 0.831))",0.68
55,"((y < 0.838) U[1,1] (CALCIUM = 12.692))",0.53
56,"((LACTIC_ACID = 4.292) U[1,1] (death > 0.568))",0.64
57,"((y < 0.878) U[1,1] (Mort < 0.862))",0.53
58,"((Mort < 0.840) U[1,1] (n_evts = 3.677))",0.25
59,"((n_evts > 2.675) U[1,1] (LOS = 106.867))",0.75
60,"((POTASSIUM > 8.031) U[1,1] (LOS > 85.840))",0.46
61,"((LOS < 95.717) U[1,1] (death < 0.817))",0.56
62,"((n_evts < 3.959) U[1,1] (Mort = 0.843))",0.25
63,"((Mort = 0.806) U[1,1] (LOS < 91.471))",0.35
64,"((LOS = 91.981) U[1,1] (ICU_Pt_Days > 76.898))",0.66
65,"((ICU_Pt_Days > 71.324) U[1,1] (y < 0.878))",0.66
66,"((LOS < 99.460) U[1,1] (LOS < 100.988))",0.35
67,"((n_evts > 3.264) U[1,1] (LOS > 98.246))",0.75
68,"((ICU_Pt_Days < 95.065) U[1,1] (CALCIUM = 12.283))",0.28
69,"((y = 0.857) U[1,1] (ICU_Pt_Days = 88.542))",0.53
70,"((y < 0.866) U[1,1] (ICU_Pt_Days < 99.459))",0.53
71,"((LOS = 95.532) U[0,1] (y > 0.373))",0.91
72,"((y < 0.859) U[1,1] (Mort = 0.818))",0.53
73,"((n_evts < 4.268) U[1,1] (Mort > 0.589))",0.68
74,"((ICU_Pt_Days < 101.153) U[1,1] (Mort < 0.804))",0.28
75,"((LOS = 88.604) U[1,1] (Mort < 0.851))",0.35
76,"((n_evts = 4.068) U[1,1] (n_evts < 3.858))",0.2
77,"((ICU_Pt_Days = 85.082) U[1,1] (ICU_Pt_Days = 99.245))",0.28
78,"((LOS > 60.146) U[1,1] (LOS > 93.846))",0.46
79,"((n_evts > 0.945) U[1,1] (n_evts = 4.335))",0.75
80,"((ICU_Pt_Days < 96.467) U[1,1] (ICU_Pt_Days < 104.472))",0.28
81,"F[1,1]((MAGNESIUM > 4.177 & CREATININE > 7.627))",0.3434343434343434
82,"((LOS < 103.145) U[1,1] (Mort < 0.897))",0.35
83,"((y = 0.809) U[1,1] (ICU_Pt_Days > 78.815))",0.66
84,"((y = 0.879) U[1,1] (tte < 0.380))",0.75
85,"((ICU_Pt_Days = 96.153) U[1,1] (n_evts > 2.089))",0.75
86,"((ICU_Pt_Days = 95.631) U[1,1] (tte > 81.304))",0.28
87,"((n_evts > 1.122) U[1,1] (n_evts < 4.249))",0.75
88,"((POTASSIUM > 8.282) U[0,1] (y > 0.183))",0.91
89,"((Mort > 0.577) U[1,1] (n_evts = 4.335))",0.68
90,"((n_evts > 0.962) U[1,1] (tte > 74.377))",0.75
91,"((POTASSIUM > 8.803) U[1,1] (death > 0.570))",0.64
92,"((ICU_Pt_Days < 97.151) U[1,1] (tte < 21.824))",0.75
93,"((ICU_Pt_Days < 99.172) U[1,1] (death > 0.662))",0.64
94,"((WHITE_BLOOD_CELL_COUNT < 22.869) U[1,1] (death < 0.745))",0.56
95,"((y = 0.896) U[1,1] (death > 0.733))",0.64
96,"((ICU_Pt_Days = 104.760) U[1,1] (tte < 27.482))",0.75
97,"((y < 0.841) U[1,1] (n_evts > 1.462))",0.75
98,"((y < 0.866) U[1,1] (y < 0.876))",0.53
99,"((n_evts > 2.233) U[1,1] (y < 0.894))",0.75
100,"((n_evts > 2.306) U[0,1] (y > 0.760))",0.91
101,"((LOS > 84.580) U[1,1] (y = 0.888))",0.53
102,"((y < 0.803) U[1,1] (tte < 12.206))",0.75
103,"((y = 0.921) U[1,1] (n_evts > 2.316))",0.75
104,"((LOS = 91.425) U[1,1] (CALCIUM = 12.016))",0.35
105,"((LOS < 96.779) U[1,1] (ICU_Pt_Days > 68.322))",0.66
106,"((ICU_Pt_Days = 101.226) U[1,1] (death < 0.817))",0.56
107,"((y < 0.825) U[1,1] (LOS > 85.677))",0.53
108,"((n_evts < 4.186) U[0,1] (y > 0.183))",0.91
109,"((LACTIC_ACID = 4.169) U[1,1] (y = 0.866))",0.53
110,"((n_evts > 1.647) U[1,1] (y = 0.867))",0.75
111,"((Mort < 0.882) U[1,1] (Mort < 0.868))",0.25
112,"((Mort > 0.706) U[1,1] (LOS < 88.665))",0.68
113,"((n_evts < 3.862) U[1,1] (LOS = 95.670))",0.35
114,"((Mort = 0.874) U[1,1] (n_evts < 4.157))",0.25
115,"((y > 0.256) U[0,1] (ICU_Pt_Days < 102.076))",0.91
116,"((WHITE_BLOOD_CELL_COUNT < 22.852) U[1,1] (n_evts = 4.018))",0.2
117,"((y > 0.182) U[0,1] (tte > 74.762))",0.91
118,"((Mort = 0.894) U[1,1] (ICU_Pt_Days > 64.370))",0.66
119,"((LOS < 52.329) U[1,1] (LOS > 93.112))",0.46
120,"((LOS = 86.472) U[1,1] (Mort > 0.711))",0.68
121,"((POTASSIUM > 8.291) U[1,1] (n_evts = 3.559))",0.2
122,"((LOS > 96.816) U[0,1] (y > 0.611))",0.91
123,"F[1,1]((hr < 257.495 -> O2_Flow < 8.159))",0.0967741935483871
124,"((LOS = 86.606) U[1,1] (LOS = 104.859))",0.35
125,"((ICU_Pt_Days > 40.642) U[1,1] (ICU_Pt_Days = 102.852))",0.66
126,"((POTASSIUM > 8.994) U[1,1] (CALCIUM = 13.107))",0.19
127,"((y > 0.229) U[0,1] (death < 0.800))",0.91
128,"((LOS = 91.345) U[1,1] (y = 0.864))",0.53
129,"((y < 0.880) U[1,1] (Mort > 0.731))",0.68
130,"((Mort > 0.494) U[1,1] (y = 0.872))",0.68
131,"((y > 0.261) U[0,1] (ICU_Pt_Days = 103.291))",0.91
132,"((WHITE_BLOOD_CELL_COUNT < 21.817) U[1,1] (ICU_Pt_Days = 89.583))",0.28
133,"((LOS > 95.907) U[1,1] (ICU_Pt_Days < 103.575))",0.46
134,"((POTASSIUM > 8.484) U[1,1] (n_evts < 3.941))",0.2
135,"((Mort > 0.718) U[1,1] (ICU_Pt_Days > 84.034))",0.68
136,"((LOS > 87.550) U[1,1] (CALCIUM = 12.863))",0.46
137,"((n_evts < 3.632) U[1,1] (n_evts = 4.204))",0.2
138,"((LACTIC_ACID = 4.423) U[1,1] (n_evts < 4.001))",0.2
139,"((Mort > 0.618) U[1,1] (Mort < 0.857))",0.68
140,"((LACTIC_ACID = 3.947) U[1,1] (death < 0.774))",0.56
141,"((n_evts > 1.919) U[1,1] (Mort < 0.866))",0.75
142,"((WHITE_BLOOD_CELL_COUNT < 22.465) U[1,1] (ICU_Pt_Days > 58.124))",0.66
143,"((LACTIC_ACID = 4.127) U[1,1] (n_evts > 1.438))",0.75
144,"((LACTIC_ACID = 4.124) U[0,1] (y > 0.168))",0.91
145,"((LOS > 76.810) U[1,1] (n_evts < 4.193))",0.46
146,"((LACTIC_ACID = 4.358) U[1,1] (y < 0.865))",0.53
147,"((WHITE_BLOOD_CELL_COUNT < 22.486) U[1,1] (n_evts > 2.076))",0.75
148,"((n_evts = 4.187) U[1,1] (ICU_Pt_Days = 93.043))",0.28
149,"((y > 0.274) U[0,1] (LOS = 97.974))",0.91
150,"((y < 0.180) U[0,1] (y > 0.834))",0.91
151,"((y < 0.779) U[1,1] (ICU_Pt_Days = 99.940))",0.53
