,LDP Rule,Client Rule,LDP Count,Client Count
0,"((n_evts > 0.000) U[0,0] (n_evts < 0.000))","((n_evts > 0.000) U[0,0] (tte < 0.000))",0.75,0.07
1,"((s24_hr = 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (s24_hr < 0.000))",0.66,0.03
2,"((TOTAL_BILIRUBIN < 0.000) U[0,0] (CALCIUM > 0.000))","((CALCIUM > 0.000) U[0,0] (direct > 0.000))",0.24,0.03
3,"((ICU_Pt_Days > 0.000) U[0,0] (ICU_Pt_Days < 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (s24_edrk < 0.000))",0.66,0.04
4,"((ICU_Pt_Days > 0.000) U[0,0] (HEMOGLOBIN = 0.000))","((HEMOGLOBIN > 0.000) U[0,0] (ICU_Pt_Days > 0.000))",0.66,0.04
5,"((Mort > 0.000) U[0,0] (n_evts = 0.000))","((Mort > 0.000) U[0,0] (n_evts < 0.000))",0.68,0.03
6,"((n_evts > 0.000) U[0,0] (tte > 0.000))","((n_evts > 0.000) U[0,0] (tte > 0.000))",0.75,0.02
7,"((PCO2 > 0.000) U[0,0] (HEMOGLOBIN = 0.000))","((PCO2 > 0.000) U[0,0] (y = 0.000))",0.17,0.05
8,"F[0,0]((s8_edrk = 0.000 & MET > 0.000))","F[0,0]((Glasgow_Coma_Scale_Total < 0.000 & s8_edrk < 0.000))",0.202,0.02
9,"((Mort > 0.000) U[0,0] (y > 0.000))","((Mort > 0.000) U[0,0] (y = 0.000))",0.91,0.05
10,"((TOTAL_BILIRUBIN < 0.000) U[0,0] (y > 0.000))","((TOTAL_BILIRUBIN < 0.000) U[0,0] (y > 0.000))",0.91,0.01
11,"((PCO2 > 0.000) U[0,0] (direct > 0.000))","((direct > 0.000) U[0,0] (y = 0.000))",0.62,0.05
12,"((s24_hr = 0.000) U[0,0] (Mort = 0.000))","((MET > 0.000) U[0,0] (Mort < 0.000))",0.25,0.03
13,"((ICU_Pt_Days < 0.000) U[0,0] (death > 0.000))","((death < 0.000) U[0,0] (ICU_Pt_Days > 0.000))",0.64,0.01
14,"((ICU_Pt_Days < 0.000) U[0,0] (CALCIUM > 0.000))","((CALCIUM < 0.000) U[0,0] (ICU_Pt_Days > 0.000))",0.28,0.01
15,"F[0,0]((s24_edrk < 0.000 -> Glasgow_Coma_Scale_Total > 0.000))","F[0,0]((Glasgow_Coma_Scale_Total > 0.000 -> n_edrk < 0.000))",0.198,0.02
16,"((LOS = 0.000) U[0,0] (n_evts < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
17,"((Mort = 0.000) U[0,0] (GLUCOSE < 0.000))","((MET > 0.000) U[0,0] (Mort < 0.000))",0.25,0.03
18,"((ICU_Pt_Days < 0.000) U[0,0] (GLUCOSE < 0.000))","((AF > 0.000) U[0,0] (ICU_Pt_Days < 0.000))",0.28,0.03
19,"((Mort = 0.000) U[0,0] (y > 0.000))","((Mort < 0.000) U[0,0] (y > 0.000))",0.91,0.03
20,"F[0,0]((s24_edrk < 0.000 & Sgy < 0.000))","F[0,0]((Sgy < 0.000 & y = 0.000))",0.104,0.04
21,"((LOS > 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (LOS > 0.000))",0.66,0.02
22,"((ICU_Pt_Days = 0.000) U[0,0] (GLUCOSE < 0.000))","((AF > 0.000) U[0,0] (ICU_Pt_Days < 0.000))",0.28,0.03
23,"((LOS < 0.000) U[0,0] (CALCIUM > 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
24,"((s24_hr = 0.000) U[0,0] (ICU_Pt_Days < 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (s24_hr < 0.000))",0.28,0.03
25,"((TOTAL_BILIRUBIN < 0.000) U[0,0] (HEMOGLOBIN = 0.000))","((TOTAL_BILIRUBIN < 0.000) U[0,0] (y = 0.000))",0.17,0.03
26,"((TOTAL_BILIRUBIN < 0.000) U[0,0] (death > 0.000))","((death > 0.000) U[0,0] (n_evts > 0.000))",0.64,0.03
27,"((ICU_Pt_Days > 0.000) U[0,0] (tte > 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (tte > 0.000))",0.66,0.01
28,"((Mort = 0.000) U[0,0] (Mort = 0.000))","((Mort < 0.000) U[0,0] (n_edrk < 0.000))",0.25,0.04
29,"((ICU_Pt_Days = 0.000) U[0,0] (death > 0.000))","((death < 0.000) U[0,0] (ICU_Pt_Days > 0.000))",0.64,0.01
30,"((Mort = 0.000) U[0,0] (death > 0.000))","((cosen < 0.000) U[0,0] (death > 0.000))",0.64,0.04
31,"G[0,0]((ALBUMIN < 0.000 | Resp < 0.000))","G[0,0]((ALBUMIN > 0.000 | Resp < 0.000))",0.295,0.01
32,"((ICU_Pt_Days > 0.000) U[0,0] (n_evts = 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (n_evts < 0.000))",0.66,0.02
33,"((n_evts > 0.000) U[0,0] (y > 0.000))","((n_evts > 0.000) U[0,0] (y > 0.000))",0.91,0.01
34,"((LOS < 0.000) U[0,0] (HEMOGLOBIN = 0.000))","((HEMOGLOBIN < 0.000) U[0,0] (LOS < 0.000))",0.35,0.01
35,"((TOTAL_BILIRUBIN < 0.000) U[0,0] (Mort < 0.000))","((MET > 0.000) U[0,0] (Mort < 0.000))",0.25,0.03
36,"((ICU_Pt_Days < 0.000) U[0,0] (tte > 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y > 0.000))",0.28,0.04
37,"((TOTAL_BILIRUBIN < 0.000) U[0,0] (n_evts > 0.000))","((cosen < 0.000) U[0,0] (n_evts > 0.000))",0.75,0.03
38,"((Mort > 0.000) U[0,0] (LOS = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.68,0.06
39,"((LOS < 0.000) U[0,0] (LOS = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
40,"((LOS = 0.000) U[0,0] (direct > 0.000))","((direct < 0.000) U[0,0] (LOS > 0.000))",0.62,0.01
41,"((LOS > 0.000) U[0,0] (n_evts = 0.000))","((LOS > 0.000) U[0,0] (y = 0.000))",0.46,0.06
42,"((ICU_Pt_Days < 0.000) U[0,0] (LOS = 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (LOS < 0.000))",0.35,0.02
43,"((ICU_Pt_Days < 0.000) U[0,0] (n_evts < 0.000))","((n_evts < 0.000) U[0,0] (y > 0.000))",0.28,0.05
44,"((Mort = 0.000) U[0,0] (ICU_Pt_Days < 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y > 0.000))",0.28,0.04
45,"((n_evts > 0.000) U[0,0] (direct > 0.000))","((n_evts > 0.000) U[0,0] (tte < 0.000))",0.75,0.07
46,"((ICU_Pt_Days > 0.000) U[0,0] (Mort > 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (Mort > 0.000))",0.68,0.02
47,"((Mort > 0.000) U[0,0] (ICU_Pt_Days < 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (Mort < 0.000))",0.68,0.04
48,"((s24_hr = 0.000) U[0,0] (GLUCOSE < 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (s24_hr < 0.000))",0.18,0.03
49,"((Mort > 0.000) U[0,0] (n_evts < 0.000))","((Mort > 0.000) U[0,0] (n_evts < 0.000))",0.68,0.03
50,"((LOS < 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (LOS > 0.000))",0.66,0.02
51,"((s24_hr = 0.000) U[0,0] (HEMOGLOBIN = 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (s24_hr < 0.000))",0.18,0.03
52,"((Mort > 0.000) U[0,0] (tte > 0.000))","((Mort > 0.000) U[0,0] (tte > 0.000))",0.68,0.02
53,"((s24_hr = 0.000) U[0,0] (y > 0.000))","((s24_hr < 0.000) U[0,0] (y > 0.000))",0.91,0.02
54,"((ICU_Pt_Days = 0.000) U[0,0] (Mort = 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y > 0.000))",0.28,0.04
55,"((LOS > 0.000) U[0,0] (HEMOGLOBIN = 0.000))","((LOS > 0.000) U[0,0] (n_evts > 0.000))",0.46,0.03
56,"((PCO2 > 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((PCO2 > 0.000) U[0,0] (y = 0.000))",0.66,0.05
57,"((s24_hr = 0.000) U[0,0] (LOS < 0.000))","((Glasgow_Coma_Scale_Total < 0.000) U[0,0] (LOS < 0.000))",0.35,0.03
58,"((s24_hr = 0.000) U[0,0] (ICU_Pt_Days = 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (s24_hr < 0.000))",0.28,0.03
59,"((TOTAL_BILIRUBIN < 0.000) U[0,0] (tte > 0.000))","((tte > 0.000) U[0,0] (y > 0.000))",0.18,0.03
60,"((PCO2 > 0.000) U[0,0] (n_evts < 0.000))","((n_evts < 0.000) U[0,0] (y > 0.000))",0.2,0.05
61,"F[0,0]((s8_edrk = 0.000 & Sgy < 0.000))","F[0,0]((Sgy < 0.000 & y = 0.000))",0.115,0.04
62,"((TOTAL_BILIRUBIN < 0.000) U[0,0] (LOS > 0.000))","((LOS > 0.000) U[0,0] (n_evts > 0.000))",0.46,0.03
63,"((Mort = 0.000) U[0,0] (direct > 0.000))","((direct < 0.000) U[0,0] (Mort > 0.000))",0.62,0.01
64,"((ICU_Pt_Days < 0.000) U[0,0] (ICU_Pt_Days = 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y = 0.000))",0.28,0.03
65,"((Mort > 0.000) U[0,0] (LOS < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.68,0.06
66,"((ICU_Pt_Days = 0.000) U[0,0] (n_evts < 0.000))","((n_evts < 0.000) U[0,0] (y > 0.000))",0.28,0.05
67,"((n_evts > 0.000) U[0,0] (HEMOGLOBIN = 0.000))","((n_evts > 0.000) U[0,0] (Resp < 0.000))",0.75,0.03
68,"((Mort = 0.000) U[0,0] (CALCIUM > 0.000))","((CALCIUM < 0.000) U[0,0] (Mort > 0.000))",0.25,0.01
69,"F[0,0]((death = 0.000 -> Glasgow_Coma_Scale_Total > 0.000))","F[0,0]((death < 0.000 -> tte < 0.000))",0.198,0.05
70,"((Mort = 0.000) U[0,0] (Mort > 0.000))","((LOS < 0.000) U[0,0] (Mort > 0.000))",0.68,0.03
71,"((s24_hr = 0.000) U[0,0] (Mort > 0.000))","((GLUCOSE > 0.000) U[0,0] (Mort > 0.000))",0.68,0.03
72,"((Mort = 0.000) U[0,0] (n_evts < 0.000))","((n_evts < 0.000) U[0,0] (y > 0.000))",0.25,0.05
73,"((PCO2 > 0.000) U[0,0] (tte > 0.000))","((PCO2 > 0.000) U[0,0] (y = 0.000))",0.18,0.05
74,"((n_evts > 0.000) U[0,0] (LOS < 0.000))","((n_evts > 0.000) U[0,0] (tte < 0.000))",0.75,0.07
75,"G[0,0]((ALBUMIN < 0.000 | ALBUMIN > 0.000))","G[0,0]((ALBUMIN < 0.000 | CHLORIDE > 0.000))",0.06,0.01
76,"((Mort > 0.000) U[0,0] (LOS > 0.000))","((LOS > 0.000) U[0,0] (Mort > 0.000))",0.68,0.01
77,"((PCO2 > 0.000) U[0,0] (LOS = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
78,"((ICU_Pt_Days > 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((HEMOGLOBIN > 0.000) U[0,0] (ICU_Pt_Days > 0.000))",0.66,0.04
79,"((LOS = 0.000) U[0,0] (death > 0.000))","((death > 0.000) U[0,0] (y > 0.000))",0.64,0.08
80,"((LOS < 0.000) U[0,0] (death > 0.000))","((death > 0.000) U[0,0] (y > 0.000))",0.64,0.08
81,"F[0,0]((s24_edrk < 0.000 & MET > 0.000))","F[0,0]((s24_edrk < 0.000 & y > 0.000))",0.202,0.03
82,"((Mort = 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (Mort > 0.000))",0.66,0.03
83,"((LOS < 0.000) U[0,0] (LOS > 0.000))","((edrk < 0.000) U[0,0] (LOS > 0.000))",0.46,0.04
84,"((ICU_Pt_Days = 0.000) U[0,0] (LOS = 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (LOS < 0.000))",0.35,0.02
85,"((ICU_Pt_Days = 0.000) U[0,0] (y > 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y > 0.000))",0.91,0.04
86,"((Mort = 0.000) U[0,0] (LOS > 0.000))","((LOS < 0.000) U[0,0] (Mort > 0.000))",0.46,0.03
87,"((PCO2 > 0.000) U[0,0] (GLUCOSE < 0.000))","((PCO2 > 0.000) U[0,0] (y = 0.000))",0.13,0.05
88,"((LOS = 0.000) U[0,0] (Mort > 0.000))","((LOS < 0.000) U[0,0] (Mort > 0.000))",0.68,0.03
89,"((Mort = 0.000) U[0,0] (tte > 0.000))","((Mort < 0.000) U[0,0] (tte < 0.000))",0.25,0.04
90,"((ICU_Pt_Days > 0.000) U[0,0] (Mort < 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (Mort < 0.000))",0.66,0.04
91,"G[0,0]((ALT_GPT > 0.000 & CREATININE < 0.000))","G[0,0]((ALT_GPT > 0.000 & s24_hr < 0.000))",0.021,0.01
92,"((ICU_Pt_Days = 0.000) U[0,0] (HEMOGLOBIN = 0.000))","((AF > 0.000) U[0,0] (ICU_Pt_Days < 0.000))",0.28,0.03
93,"((n_evts > 0.000) U[0,0] (death > 0.000))","((death > 0.000) U[0,0] (n_evts > 0.000))",0.75,0.03
94,"G[0,0]((ALBUMIN = 0.000 | ALBUMIN > 0.000))","G[0,0]((ALBUMIN < 0.000 | CHLORIDE > 0.000))",0.06,0.01
95,"((LOS > 0.000) U[0,0] (y > 0.000))","((LOS > 0.000) U[0,0] (y > 0.000))",0.91,0.05
96,"((ICU_Pt_Days > 0.000) U[0,0] (LOS = 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (LOS < 0.000))",0.66,0.02
97,"((PCO2 > 0.000) U[0,0] (CALCIUM > 0.000))","((PCO2 > 0.000) U[0,0] (y = 0.000))",0.24,0.05
98,"((LOS > 0.000) U[0,0] (death > 0.000))","((death > 0.000) U[0,0] (LOS > 0.000))",0.64,0.01
99,"((PCO2 > 0.000) U[0,0] (Mort > 0.000))","((Mort > 0.000) U[0,0] (n_edrk < 0.000))",0.68,0.05
100,"((s24_hr = 0.000) U[0,0] (LOS = 0.000))","((Glasgow_Coma_Scale_Total < 0.000) U[0,0] (LOS < 0.000))",0.35,0.03
101,"F[0,0]((s24_edrk < 0.000 -> O2_Flow < 0.000))","F[0,0]((s24_edrk < 0.000 -> y = 0.000))",0.065,0.02
