,LDP Rule,Client Rule,LDP Count,Client Count
0,"((s24_hr = 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (s24_hr < 0.000))",0.66,0.03
1,"((n_evts > 0.000) U[0,0] (PHOSPHORUS = 0.000))","((n_evts > 0.000) U[0,0] (SBP > 0.000))",0.75,0.02
2,"((LOS < 0.000) U[0,0] (y < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.53,0.06
3,"((y > 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (y > 0.000))",0.91,0.04
4,"((y < 0.000) U[0,0] (PHOSPHORUS = 0.000))","((PHOSPHORUS < 0.000) U[0,0] (y = 0.000))",0.53,0.02
5,"((ICU_Pt_Days < 0.000) U[0,0] (y < 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y = 0.000))",0.53,0.03
6,"((tte > 0.000) U[0,0] (PHOSPHORUS = 0.000))","((PHOSPHORUS > 0.000) U[0,0] (tte < 0.000))",0.18,0.03
7,"((s24_hr = 0.000) U[0,0] (Mort = 0.000))","((MET > 0.000) U[0,0] (Mort < 0.000))",0.25,0.03
8,"((s24_hr = 0.000) U[0,0] (CO2 > 0.000))","((CO2 > 0.000) U[0,0] (Mort > 0.000))",0.19,0.03
9,"((BLOOD_UREA_NITROGEN < 0.000) U[0,0] (Mort > 0.000))","((BLOOD_UREA_NITROGEN < 0.000) U[0,0] (Mort > 0.000))",0.68,0.01
10,"((LOS > 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (LOS > 0.000))",0.66,0.02
11,"((y > 0.000) U[0,0] (y = 0.000))","((Sgy > 0.000) U[0,0] (y = 0.000))",0.91,0.08
12,"((LOS > 0.000) U[0,0] (Sgy < 0.000))","((LOS > 0.000) U[0,0] (y > 0.000))",0.46,0.05
13,"((Mort > 0.000) U[0,0] (LOS = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.68,0.06
14,"((LOS < 0.000) U[0,0] (LOS = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
15,"((ICU_Pt_Days < 0.000) U[0,0] (y = 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y = 0.000))",0.53,0.03
16,"((LOS > 0.000) U[0,0] (n_evts = 0.000))","((LOS > 0.000) U[0,0] (y = 0.000))",0.46,0.06
17,"((tte > 0.000) U[0,0] (n_evts = 0.000))","((n_evts > 0.000) U[0,0] (tte < 0.000))",0.2,0.07
18,"((tte > 0.000) U[0,0] (n_evts > 0.000))","((n_evts > 0.000) U[0,0] (tte > 0.000))",0.75,0.02
19,"((PROTIME_INR > 0.000) U[0,0] (LOS > 0.000))","((LOS > 0.000) U[0,0] (y = 0.000))",0.46,0.06
20,"((n_evts = 0.000) U[0,0] (LOS < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
21,"((PROTIME_INR > 0.000) U[0,0] (Mort = 0.000))","((Mort > 0.000) U[0,0] (PROTIME_INR < 0.000))",0.25,0.01
22,"((ICU_Pt_Days = 0.000) U[0,0] (n_evts < 0.000))","((n_evts < 0.000) U[0,0] (y > 0.000))",0.28,0.05
23,"((y < 0.000) U[0,0] (y = 0.000))","((lds < 0.000) U[0,0] (y = 0.000))",0.53,0.1
