,LDP Rule,Client Rule,LDP Count,Client Count
0,"((s8_hr > 0.000) U[0,0] (Mort > 0.000))","((Mort > 0.000) U[0,0] (n_evts < 0.000))",0.68,0.03
1,"((n_evts < 0.000) U[0,0] (WHITE_BLOOD_CELL_COUNT = 0.000))","((n_evts < 0.000) U[0,0] (WHITE_BLOOD_CELL_COUNT < 0.000))",0.2,0.01
2,"((LOS < 0.000) U[0,0] (y < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.53,0.06
3,"((y > 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (y > 0.000))",0.91,0.04
4,"((af = 0.000) U[0,0] (LACTIC_ACID < 0.000))","((af < 0.000) U[0,0] (direct > 0.000))",0.19,0.03
5,"((s8_hr > 0.000) U[0,0] (y > 0.000))","((s8_hr > 0.000) U[0,0] (y > 0.000))",0.91,0.03
6,"((ICU_Pt_Days < 0.000) U[0,0] (y < 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y = 0.000))",0.53,0.03
7,"((LOS > 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (LOS > 0.000))",0.66,0.02
8,"((CHLORIDE < 0.000) U[0,0] (LOS < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
9,"((y > 0.000) U[0,0] (y = 0.000))","((Sgy > 0.000) U[0,0] (y = 0.000))",0.91,0.08
10,"((af = 0.000) U[0,0] (Mort = 0.000))","((af < 0.000) U[0,0] (Mort < 0.000))",0.25,0.01
11,"((y = 0.000) U[0,0] (LACTIC_ACID < 0.000))","((LACTIC_ACID < 0.000) U[0,0] (y = 0.000))",0.53,0.02
12,"((Mort > 0.000) U[0,0] (LOS = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.68,0.06
13,"((LOS < 0.000) U[0,0] (LOS = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
14,"((ICU_Pt_Days < 0.000) U[0,0] (y = 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y = 0.000))",0.53,0.03
