,LDP Rule,Client Rule,LDP Count,Client Count
0,"((MAGNESIUM > 0.000) U[0,0] (Mort < 0.000))","((MAGNESIUM > 0.000) U[0,0] (y > 0.000))",0.25,0.05
1,"((n_evts > 0.000) U[0,0] (n_evts < 0.000))","((n_evts > 0.000) U[0,0] (tte < 0.000))",0.75,0.07
2,"((MAGNESIUM < 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((direct < 0.000) U[0,0] (ICU_Pt_Days > 0.000))",0.66,0.03
3,"((ICU_Pt_Days > 0.000) U[0,0] (ICU_Pt_Days < 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (s24_edrk < 0.000))",0.66,0.04
4,"((y > 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (y > 0.000))",0.91,0.04
5,"((ICU_Pt_Days < 0.000) U[0,0] (Resp < 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y > 0.000))",0.28,0.04
6,"((Mort > 0.000) U[0,0] (n_evts = 0.000))","((Mort > 0.000) U[0,0] (n_evts < 0.000))",0.68,0.03
7,"((n_evts > 0.000) U[0,0] (tte > 0.000))","((n_evts > 0.000) U[0,0] (tte > 0.000))",0.75,0.02
8,"F[0,0]((dfa = 0.000 -> PARTIAL_THROMBOPLASTIN_TIME < 0.000))","F[0,0]((dfa < 0.000 -> n_evts > 0.000))",0.075,0.01
9,"((Temp = 0.000) U[0,0] (direct = 0.000))","((direct < 0.000) U[0,0] (n_evts > 0.000))",0.21,0.05
10,"((Mort > 0.000) U[0,0] (y > 0.000))","((Mort > 0.000) U[0,0] (y = 0.000))",0.91,0.05
11,"((n_evts = 0.000) U[0,0] (Resp < 0.000))","((n_evts < 0.000) U[0,0] (y > 0.000))",0.2,0.05
12,"((MAGNESIUM < 0.000) U[0,0] (ICU_Pt_Days = 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y = 0.000))",0.28,0.03
13,"((Mort < 0.000) U[0,0] (Resp < 0.000))","((Mort < 0.000) U[0,0] (tte < 0.000))",0.25,0.04
14,"((Temp = 0.000) U[0,0] (ICU_Pt_Days < 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y > 0.000))",0.28,0.04
15,"((MAGNESIUM < 0.000) U[0,0] (LOS = 0.000))","((Glasgow_Coma_Scale_Total < 0.000) U[0,0] (LOS < 0.000))",0.35,0.03
16,"((Temp = 0.000) U[0,0] (tte > 0.000))","((tte > 0.000) U[0,0] (y > 0.000))",0.18,0.03
17,"((Mort = 0.000) U[0,0] (Resp < 0.000))","((Mort < 0.000) U[0,0] (tte < 0.000))",0.25,0.04
18,"((LOS = 0.000) U[0,0] (n_evts < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
19,"((MAGNESIUM > 0.000) U[0,0] (tte > 0.000))","((MAGNESIUM > 0.000) U[0,0] (y > 0.000))",0.18,0.05
20,"((Mort = 0.000) U[0,0] (y > 0.000))","((Mort < 0.000) U[0,0] (y > 0.000))",0.91,0.03
21,"((Temp = 0.000) U[0,0] (LOS < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
22,"((LOS > 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (LOS > 0.000))",0.66,0.02
