,LDP Rule,Client Rule,LDP Count,Client Count
0,"((LOS < 0.000) U[0,0] (y < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.53,0.06
1,"((y > 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (y > 0.000))",0.91,0.04
2,"((ICU_Pt_Days < 0.000) U[0,0] (y < 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y = 0.000))",0.53,0.03
3,"((AF < 0.000) U[0,0] (n_evts > 0.000))","((AF < 0.000) U[0,0] (n_evts > 0.000))",0.75,0.05
4,"((lds > 0.000) U[0,0] (n_evts < 0.000))","((lds > 0.000) U[0,0] (tte < 0.000))",0.23,0.05
5,"((LOS > 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (LOS > 0.000))",0.66,0.02
6,"((y > 0.000) U[0,0] (y = 0.000))","((Sgy > 0.000) U[0,0] (y = 0.000))",0.91,0.08
7,"G[0,0]((CREATININE = 0.000 -> TOTAL_PROTEIN < 0.000))","G[0,0]((BLOOD_UREA_NITROGEN < 0.000 -> CREATININE < 0.000))",0.156,0.01
8,"((AF < 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((AF < 0.000) U[0,0] (ICU_Pt_Days > 0.000))",0.66,0.02
9,"((Mort = 0.000) U[0,0] (death > 0.000))","((cosen < 0.000) U[0,0] (death > 0.000))",0.64,0.04
10,"((ICU_Pt_Days < 0.000) U[0,0] (tte > 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y > 0.000))",0.28,0.04
11,"((Mort > 0.000) U[0,0] (LOS = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.68,0.06
12,"((LOS < 0.000) U[0,0] (LOS = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
13,"((ICU_Pt_Days < 0.000) U[0,0] (y = 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y = 0.000))",0.53,0.03
14,"((LOS > 0.000) U[0,0] (n_evts = 0.000))","((LOS > 0.000) U[0,0] (y = 0.000))",0.46,0.06
15,"((tte > 0.000) U[0,0] (n_evts = 0.000))","((n_evts > 0.000) U[0,0] (tte < 0.000))",0.2,0.07
16,"((tte > 0.000) U[0,0] (n_evts > 0.000))","((n_evts > 0.000) U[0,0] (tte > 0.000))",0.75,0.02
17,"((Mort > 0.000) U[0,0] (tte > 0.000))","((Mort > 0.000) U[0,0] (tte > 0.000))",0.68,0.02
18,"((AF < 0.000) U[0,0] (n_evts < 0.000))","((AF < 0.000) U[0,0] (n_evts < 0.000))",0.35,0.01
19,"((n_evts = 0.000) U[0,0] (LOS < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
20,"G[0,0]((MAGNESIUM < 0.000 | ALT_GPT < 0.000))","G[0,0]((MAGNESIUM < 0.000 | TOTAL_PROTEIN > 0.000))",0.148,0.01
21,"((s8_hr = 0.000) U[0,0] (OXYGEN_SATURATION = 0.000))","((OXYGEN_SATURATION < 0.000) U[0,0] (y = 0.000))",0.21,0.07
22,"((ICU_Pt_Days = 0.000) U[0,0] (n_evts < 0.000))","((n_evts < 0.000) U[0,0] (y > 0.000))",0.28,0.05
23,"((y < 0.000) U[0,0] (y = 0.000))","((lds < 0.000) U[0,0] (y = 0.000))",0.53,0.1
24,"((s8_hr = 0.000) U[0,0] (n_evts > 0.000))","((AF < 0.000) U[0,0] (n_evts > 0.000))",0.75,0.05
