,LDP Rule,Client Rule,LDP Count,Client Count
0,"((n_edrk = 0.000) U[0,0] (ICU_Pt_Days < 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (n_edrk < 0.000))",0.71,0.01
1,"((n_edrk = 0.000) U[0,0] (LOS < 0.000))","((LOS < 0.000) U[0,0] (n_edrk < 0.000))",0.71,0.02
2,"((direct > 0.000) U[0,0] (Mort = 0.000))","((cosen < 0.000) U[0,0] (direct > 0.000))",0.62,0.04
3,"((n_edrk = 0.000) U[0,0] (ICU_Pt_Days = 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (n_edrk < 0.000))",0.71,0.01
4,"((PLATELET_COUNT < 0.000) U[0,0] (y = 0.000))","((PLATELET_COUNT < 0.000) U[0,0] (y = 0.000))",0.53,0.04
5,"((direct > 0.000) U[0,0] (y = 0.000))","((direct > 0.000) U[0,0] (y = 0.000))",0.62,0.05
6,"((n_edrk = 0.000) U[0,0] (tte = 0.000))","((n_edrk < 0.000) U[0,0] (tte < 0.000))",0.75,0.03
7,"((PLATELET_COUNT < 0.000) U[0,0] (Mort > 0.000))","((hr > 0.000) U[0,0] (Mort > 0.000))",0.68,0.04
8,"((PLATELET_COUNT < 0.000) U[0,0] (MET < 0.000))","((MET < 0.000) U[0,0] (n_evts > 0.000))",0.23,0.04
9,"((PLATELET_COUNT < 0.000) U[0,0] (Mort < 0.000))","((Mort < 0.000) U[0,0] (y = 0.000))",0.25,0.04
10,"((PLATELET_COUNT < 0.000) U[0,0] (ICU_Pt_Days < 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y > 0.000))",0.28,0.04
11,"((direct > 0.000) U[0,0] (y < 0.000))","((direct > 0.000) U[0,0] (y = 0.000))",0.62,0.05
12,"((PLATELET_COUNT < 0.000) U[0,0] (direct > 0.000))","((direct > 0.000) U[0,0] (hr < 0.000))",0.62,0.04
13,"((n_edrk = 0.000) U[0,0] (Sgy = 0.000))","((Mort < 0.000) U[0,0] (n_edrk < 0.000))",0.71,0.04
14,"((direct > 0.000) U[0,0] (ICU_Pt_Days = 0.000))","((direct > 0.000) U[0,0] (ICU_Pt_Days < 0.000))",0.62,0.02
15,"((PLATELET_COUNT < 0.000) U[0,0] (Glasgow_Coma_Scale_Total = 0.000))","((Glasgow_Coma_Scale_Total < 0.000) U[0,0] (n_evts > 0.000))",0.58,0.04
16,"((n_edrk = 0.000) U[0,0] (death > 0.000))","((death > 0.000) U[0,0] (y > 0.000))",0.71,0.08
17,"((direct > 0.000) U[0,0] (y > 0.000))","((direct > 0.000) U[0,0] (y > 0.000))",0.91,0.04
18,"((direct > 0.000) U[0,0] (n_evts < 0.000))","((direct > 0.000) U[0,0] (n_evts < 0.000))",0.62,0.03
19,"((PLATELET_COUNT < 0.000) U[0,0] (Sgy > 0.000))","((Sgy > 0.000) U[0,0] (y = 0.000))",0.15,0.08
20,"((PLATELET_COUNT < 0.000) U[0,0] (SODIUM < 0.000))","((PLATELET_COUNT < 0.000) U[0,0] (y = 0.000))",0.15,0.04
21,"((PLATELET_COUNT < 0.000) U[0,0] (tte > 0.000))","((PLATELET_COUNT < 0.000) U[0,0] (y = 0.000))",0.18,0.04
22,"((n_edrk = 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((Mort < 0.000) U[0,0] (n_edrk < 0.000))",0.71,0.04
23,"((n_edrk = 0.000) U[0,0] (MET > 0.000))","((MET > 0.000) U[0,0] (death = 0.000))",0.71,1.0
24,"((direct > 0.000) U[0,0] (SODIUM < 0.000))","((direct > 0.000) U[0,0] (SODIUM < 0.000))",0.62,0.01
25,"((n_edrk = 0.000) U[0,0] (tte > 0.000))","((n_edrk < 0.000) U[0,0] (tte > 0.000))",0.71,0.03
26,"G[0,0]((TOTAL_BILIRUBIN = 0.000 -> PARTIAL_THROMBOPLASTIN_TIME = 0.000))","G[0,0]((n_evts > 0.000 -> PARTIAL_THROMBOPLASTIN_TIME < 0.000))",0.094,0.01
27,"G[0,0]((dfa < 0.000 | dfa < 0.000))","G[0,0]((dfa < 0.000 | s8_edrk < 0.000))",0.136,0.02
28,"((n_edrk = 0.000) U[0,0] (direct < 0.000))","((direct < 0.000) U[0,0] (n_edrk < 0.000))",0.71,0.01
29,"((PLATELET_COUNT < 0.000) U[0,0] (SpO2 > 0.000))","((Mort > 0.000) U[0,0] (SpO2 > 0.000))",0.2,0.04
