,LDP Rule,Client Rule,LDP Count,Client Count
0,"((y > 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (y > 0.000))",0.91,0.04
1,"((n_evts = 0.000) U[0,0] (CHLORIDE < 0.000))","((CHLORIDE < 0.000) U[0,0] (y = 0.000))",0.26,0.05
2,"((death > 0.000) U[0,0] (Mort < 0.000))","((death > 0.000) U[0,0] (Mort < 0.000))",0.64,0.01
3,"((PHOSPHORUS = 0.000) U[0,0] (CHLORIDE > 0.000))","((CHLORIDE > 0.000) U[0,0] (y = 0.000))",0.13,0.03
4,"((LOS > 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (LOS > 0.000))",0.66,0.02
5,"((Glasgow_Coma_Scale_Total > 0.000) U[0,0] (Mort < 0.000))","((Glasgow_Coma_Scale_Total > 0.000) U[0,0] (Mort > 0.000))",0.28,0.04
6,"((ICU_Pt_Days < 0.000) U[0,0] (tte > 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y > 0.000))",0.28,0.04
7,"((Mort < 0.000) U[0,0] (CHLORIDE < 0.000))","((CHLORIDE < 0.000) U[0,0] (y = 0.000))",0.26,0.05
8,"((Mort > 0.000) U[0,0] (LOS = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.68,0.06
9,"((LOS < 0.000) U[0,0] (LOS = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
10,"((LOS > 0.000) U[0,0] (n_evts = 0.000))","((LOS > 0.000) U[0,0] (y = 0.000))",0.46,0.06
11,"((tte > 0.000) U[0,0] (n_evts = 0.000))","((n_evts > 0.000) U[0,0] (tte < 0.000))",0.2,0.07
12,"((PHOSPHORUS = 0.000) U[0,0] (Mort < 0.000))","((Glasgow_Coma_Scale_Total < 0.000) U[0,0] (Mort < 0.000))",0.25,0.02
13,"((tte > 0.000) U[0,0] (n_evts > 0.000))","((n_evts > 0.000) U[0,0] (tte > 0.000))",0.75,0.02
14,"((Mort > 0.000) U[0,0] (tte > 0.000))","((Mort > 0.000) U[0,0] (tte > 0.000))",0.68,0.02
15,"((tte > 0.000) U[0,0] (CHLORIDE < 0.000))","((CHLORIDE < 0.000) U[0,0] (n_evts > 0.000))",0.26,0.04
16,"((n_evts = 0.000) U[0,0] (LOS < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
17,"F[0,0]((srr < 0.000 -> PCO2 < 0.000))","F[0,0]((srr < 0.000 -> y = 0.000))",0.032,0.02
18,"((Glasgow_Coma_Scale_Total > 0.000) U[0,0] (SBP = 0.000))","((Glasgow_Coma_Scale_Total > 0.000) U[0,0] (MET > 0.000))",0.28,0.04
19,"((ICU_Pt_Days = 0.000) U[0,0] (n_evts < 0.000))","((n_evts < 0.000) U[0,0] (y > 0.000))",0.28,0.05
20,"((n_evts < 0.000) U[0,0] (tte > 0.000))","((Mort > 0.000) U[0,0] (n_evts < 0.000))",0.2,0.03
21,"((ICU_Pt_Days = 0.000) U[0,0] (LOS = 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (LOS < 0.000))",0.35,0.02
22,"F[0,0]((HEMOGLOBIN = 0.000 -> PCO2 < 0.000))","F[0,0]((PCO2 < 0.000 -> y = 0.000))",0.032,0.02
23,"((n_evts < 0.000) U[0,0] (Mort < 0.000))","((n_evts < 0.000) U[0,0] (y > 0.000))",0.25,0.05
24,"((Glasgow_Coma_Scale_Total > 0.000) U[0,0] (ICU_Pt_Days = 0.000))","((Glasgow_Coma_Scale_Total > 0.000) U[0,0] (ICU_Pt_Days < 0.000))",0.28,0.01
25,"((n_evts > 0.000) U[0,0] (Mort > 0.000))","((Mort > 0.000) U[0,0] (n_evts > 0.000))",0.75,0.01
26,"((ICU_Pt_Days = 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y > 0.000))",0.66,0.04
27,"((y > 0.000) U[0,0] (y > 0.000))","((hr > 0.000) U[0,0] (y > 0.000))",0.91,0.08
28,"((LOS > 0.000) U[0,0] (ICU_Pt_Days = 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (LOS < 0.000))",0.46,0.02
29,"((ICU_Pt_Days > 0.000) U[0,0] (SBP = 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (s24_edrk < 0.000))",0.66,0.04
30,"((y > 0.000) U[0,0] (CHLORIDE > 0.000))","((CHLORIDE > 0.000) U[0,0] (y > 0.000))",0.91,0.05
31,"((LOS > 0.000) U[0,0] (Mort > 0.000))","((LOS > 0.000) U[0,0] (Mort > 0.000))",0.68,0.01
32,"((n_evts < 0.000) U[0,0] (LOS < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
33,"((n_evts = 0.000) U[0,0] (tte > 0.000))","((Mort > 0.000) U[0,0] (n_evts < 0.000))",0.2,0.03
34,"((LOS = 0.000) U[0,0] (ICU_Pt_Days = 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (LOS < 0.000))",0.35,0.02
35,"((Mort < 0.000) U[0,0] (CHLORIDE > 0.000))","((CHLORIDE < 0.000) U[0,0] (Mort > 0.000))",0.25,0.02
36,"((n_evts < 0.000) U[0,0] (ICU_Pt_Days < 0.000))","((n_evts < 0.000) U[0,0] (y > 0.000))",0.28,0.05
37,"((tte > 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (tte > 0.000))",0.66,0.01
38,"((n_evts > 0.000) U[0,0] (SBP = 0.000))","((CHLORIDE < 0.000) U[0,0] (n_evts > 0.000))",0.75,0.04
39,"((LOS = 0.000) U[0,0] (LOS > 0.000))","((edrk < 0.000) U[0,0] (LOS > 0.000))",0.46,0.04
40,"((n_evts > 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((GLUCOSE > 0.000) U[0,0] (n_evts > 0.000))",0.75,0.04
41,"((LOS > 0.000) U[0,0] (n_evts > 0.000))","((LOS > 0.000) U[0,0] (n_evts > 0.000))",0.75,0.03
42,"((Mort < 0.000) U[0,0] (n_evts < 0.000))","((n_evts < 0.000) U[0,0] (y > 0.000))",0.25,0.05
43,"((Mort < 0.000) U[0,0] (Mort > 0.000))","((LOS < 0.000) U[0,0] (Mort > 0.000))",0.68,0.03
44,"((Glasgow_Coma_Scale_Total > 0.000) U[0,0] (n_evts > 0.000))","((Glasgow_Coma_Scale_Total > 0.000) U[0,0] (n_evts > 0.000))",0.75,0.02
45,"((Mort < 0.000) U[0,0] (n_evts = 0.000))","((n_evts < 0.000) U[0,0] (y > 0.000))",0.25,0.05
46,"((Pulse < 0.000) U[0,0] (SBP = 0.000))","((Pulse < 0.000) U[0,0] (y = 0.000))",0.2,0.06
47,"((n_evts > 0.000) U[0,0] (LOS = 0.000))","((n_evts > 0.000) U[0,0] (tte < 0.000))",0.75,0.07
48,"((Glasgow_Coma_Scale_Total > 0.000) U[0,0] (n_evts = 0.000))","((n_evts < 0.000) U[0,0] (y > 0.000))",0.28,0.05
49,"((n_evts < 0.000) U[0,0] (Mort = 0.000))","((n_evts < 0.000) U[0,0] (y > 0.000))",0.25,0.05
50,"((Mort = 0.000) U[0,0] (LOS < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
51,"((LOS = 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (LOS > 0.000))",0.66,0.02
52,"((n_evts = 0.000) U[0,0] (CHLORIDE > 0.000))","((CHLORIDE < 0.000) U[0,0] (n_evts > 0.000))",0.2,0.04
53,"((LOS < 0.000) U[0,0] (LOS < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
54,"((tte > 0.000) U[0,0] (tte > 0.000))","((tte > 0.000) U[0,0] (y > 0.000))",0.18,0.03
55,"((n_evts > 0.000) U[0,0] (LOS > 0.000))","((LOS > 0.000) U[0,0] (n_evts > 0.000))",0.75,0.03
56,"((LOS = 0.000) U[0,0] (y > 0.000))","((LOS < 0.000) U[0,0] (y > 0.000))",0.91,0.02
57,"((y > 0.000) U[0,0] (SBP = 0.000))","((SBP > 0.000) U[0,0] (y = 0.000))",0.91,0.02
58,"((n_evts < 0.000) U[0,0] (Mort > 0.000))","((Mort < 0.000) U[0,0] (n_evts > 0.000))",0.68,0.02
59,"((ICU_Pt_Days < 0.000) U[0,0] (Mort < 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y > 0.000))",0.28,0.04
60,"((LOS = 0.000) U[0,0] (Mort < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
61,"((LOS = 0.000) U[0,0] (SBP = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
62,"((n_evts = 0.000) U[0,0] (n_evts < 0.000))","((n_evts < 0.000) U[0,0] (tte < 0.000))",0.2,0.02
63,"((ICU_Pt_Days = 0.000) U[0,0] (ICU_Pt_Days = 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y = 0.000))",0.28,0.03
64,"((Mort > 0.000) U[0,0] (SBP = 0.000))","((Mort > 0.000) U[0,0] (SBP < 0.000))",0.68,0.03
65,"((death > 0.000) U[0,0] (LOS < 0.000))","((death > 0.000) U[0,0] (LOS < 0.000))",0.64,0.02
66,"((LOS > 0.000) U[0,0] (LOS > 0.000))","((direct > 0.000) U[0,0] (LOS > 0.000))",0.46,0.06
67,"((n_evts > 0.000) U[0,0] (n_evts = 0.000))","((n_evts > 0.000) U[0,0] (tte < 0.000))",0.75,0.07
68,"((ICU_Pt_Days < 0.000) U[0,0] (ICU_Pt_Days < 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y = 0.000))",0.28,0.03
69,"((death > 0.000) U[0,0] (LOS > 0.000))","((death > 0.000) U[0,0] (LOS > 0.000))",0.64,0.01
70,"((LOS < 0.000) U[0,0] (Mort < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
71,"((PHOSPHORUS = 0.000) U[0,0] (SBP = 0.000))","((SBP < 0.000) U[0,0] (tte < 0.000))",0.18,0.02
72,"((ICU_Pt_Days = 0.000) U[0,0] (n_evts > 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (n_evts > 0.000))",0.75,0.01
73,"((ICU_Pt_Days = 0.000) U[0,0] (tte > 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y > 0.000))",0.28,0.04
74,"F[0,0]((O2_Flow < 0.000 & CALCIUM > 0.000))","F[0,0]((CALCIUM > 0.000 & y = 0.000))",0.094,0.03
75,"((n_evts > 0.000) U[0,0] (n_evts < 0.000))","((n_evts > 0.000) U[0,0] (tte < 0.000))",0.75,0.07
76,"((Mort > 0.000) U[0,0] (n_evts = 0.000))","((Mort > 0.000) U[0,0] (n_evts < 0.000))",0.68,0.03
77,"((n_evts > 0.000) U[0,0] (tte > 0.000))","((n_evts > 0.000) U[0,0] (tte > 0.000))",0.75,0.02
78,"((Pulse < 0.000) U[0,0] (CHLORIDE < 0.000))","((Pulse < 0.000) U[0,0] (y = 0.000))",0.26,0.06
79,"F[0,0]((TOTAL_BILIRUBIN > 0.000 & AST_GOT < 0.000))","F[0,0]((TOTAL_BILIRUBIN > 0.000 & TROPONIN_I > 0.000))",0.042,0.01
80,"((Glasgow_Coma_Scale_Total > 0.000) U[0,0] (LOS > 0.000))","((LOS > 0.000) U[0,0] (y > 0.000))",0.46,0.05
81,"((tte > 0.000) U[0,0] (ICU_Pt_Days = 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (tte < 0.000))",0.28,0.03
82,"((ICU_Pt_Days < 0.000) U[0,0] (CHLORIDE < 0.000))","((CHLORIDE < 0.000) U[0,0] (y = 0.000))",0.28,0.05
83,"((n_evts > 0.000) U[0,0] (y > 0.000))","((n_evts > 0.000) U[0,0] (y > 0.000))",0.91,0.01
84,"((PHOSPHORUS = 0.000) U[0,0] (LOS > 0.000))","((LOS < 0.000) U[0,0] (PHOSPHORUS > 0.000))",0.46,0.01
85,"((Pulse < 0.000) U[0,0] (tte > 0.000))","((Pulse < 0.000) U[0,0] (y = 0.000))",0.2,0.06
86,"((LOS < 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (LOS > 0.000))",0.66,0.02
87,"((ICU_Pt_Days = 0.000) U[0,0] (CHLORIDE < 0.000))","((CHLORIDE < 0.000) U[0,0] (y = 0.000))",0.28,0.05
88,"((PHOSPHORUS = 0.000) U[0,0] (LOS < 0.000))","((LOS < 0.000) U[0,0] (y > 0.000))",0.35,0.02
89,"((n_evts < 0.000) U[0,0] (y > 0.000))","((n_evts < 0.000) U[0,0] (y > 0.000))",0.91,0.05
90,"((LOS = 0.000) U[0,0] (CHLORIDE > 0.000))","((CHLORIDE < 0.000) U[0,0] (LOS > 0.000))",0.35,0.01
91,"((death > 0.000) U[0,0] (Mort > 0.000))","((death > 0.000) U[0,0] (Mort > 0.000))",0.68,0.04
92,"((death > 0.000) U[0,0] (ICU_Pt_Days < 0.000))","((cosen < 0.000) U[0,0] (death > 0.000))",0.64,0.04
93,"((Mort < 0.000) U[0,0] (Mort < 0.000))","((Mort < 0.000) U[0,0] (n_edrk < 0.000))",0.25,0.04
94,"((Mort > 0.000) U[0,0] (LOS < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.68,0.06
95,"((n_evts < 0.000) U[0,0] (LOS = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
96,"((PHOSPHORUS = 0.000) U[0,0] (y > 0.000))","((PHOSPHORUS < 0.000) U[0,0] (y > 0.000))",0.91,0.01
97,"((Mort = 0.000) U[0,0] (n_evts < 0.000))","((n_evts < 0.000) U[0,0] (y > 0.000))",0.25,0.05
98,"((y > 0.000) U[0,0] (ICU_Pt_Days < 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (y = 0.000))",0.91,0.03
99,"((y > 0.000) U[0,0] (tte > 0.000))","((tte > 0.000) U[0,0] (y > 0.000))",0.91,0.03
100,"((Mort = 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (Mort > 0.000))",0.66,0.03
101,"((death > 0.000) U[0,0] (CHLORIDE < 0.000))","((death > 0.000) U[0,0] (y > 0.000))",0.64,0.08
102,"((LOS < 0.000) U[0,0] (LOS > 0.000))","((edrk < 0.000) U[0,0] (LOS > 0.000))",0.46,0.04
103,"((LOS = 0.000) U[0,0] (Mort > 0.000))","((LOS < 0.000) U[0,0] (Mort > 0.000))",0.68,0.03
