,LDP Rule,Client Rule,LDP Count,Client Count
0,"((LOS < 0.000) U[0,0] (y < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.53,0.06
1,"((y > 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (y > 0.000))",0.91,0.04
2,"((n_evts = 0.000) U[0,0] (CHLORIDE < 0.000))","((CHLORIDE < 0.000) U[0,0] (y = 0.000))",0.26,0.05
3,"G[0,0]((direct > 0.000 & SpO2 > 0.000))","G[0,0]((SpO2 > 0.000 & tte < 0.000))",0.179,0.01
4,"((ICU_Pt_Days < 0.000) U[0,0] (y < 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y = 0.000))",0.53,0.03
5,"((LOS > 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (LOS > 0.000))",0.66,0.02
6,"((n_evts = 0.000) U[0,0] (PROTIME_INR = 0.000))","((n_evts < 0.000) U[0,0] (tte < 0.000))",0.2,0.02
7,"((y > 0.000) U[0,0] (y = 0.000))","((Sgy > 0.000) U[0,0] (y = 0.000))",0.91,0.08
8,"((Mort < 0.000) U[0,0] (CHLORIDE < 0.000))","((CHLORIDE < 0.000) U[0,0] (y = 0.000))",0.26,0.05
9,"((Mort > 0.000) U[0,0] (LOS = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.68,0.06
10,"((LOS < 0.000) U[0,0] (LOS = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
11,"((ICU_Pt_Days < 0.000) U[0,0] (y = 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y = 0.000))",0.53,0.03
12,"((AF = 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((AF < 0.000) U[0,0] (ICU_Pt_Days > 0.000))",0.66,0.02
13,"((LOS > 0.000) U[0,0] (n_evts = 0.000))","((LOS > 0.000) U[0,0] (y = 0.000))",0.46,0.06
14,"((tte > 0.000) U[0,0] (n_evts = 0.000))","((n_evts > 0.000) U[0,0] (tte < 0.000))",0.2,0.07
15,"((Mort = 0.000) U[0,0] (PROTIME_INR = 0.000))","((Glasgow_Coma_Scale_Total < 0.000) U[0,0] (Mort < 0.000))",0.25,0.02
16,"((tte > 0.000) U[0,0] (n_evts > 0.000))","((n_evts > 0.000) U[0,0] (tte > 0.000))",0.75,0.02
17,"((tte > 0.000) U[0,0] (CHLORIDE < 0.000))","((CHLORIDE < 0.000) U[0,0] (n_evts > 0.000))",0.26,0.04
18,"((PROTIME_INR > 0.000) U[0,0] (LOS > 0.000))","((LOS > 0.000) U[0,0] (y = 0.000))",0.46,0.06
19,"((n_evts = 0.000) U[0,0] (LOS < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
20,"((PROTIME_INR > 0.000) U[0,0] (Mort = 0.000))","((Mort > 0.000) U[0,0] (PROTIME_INR < 0.000))",0.25,0.01
21,"((ICU_Pt_Days = 0.000) U[0,0] (n_evts < 0.000))","((n_evts < 0.000) U[0,0] (y > 0.000))",0.28,0.05
22,"((y < 0.000) U[0,0] (y = 0.000))","((lds < 0.000) U[0,0] (y = 0.000))",0.53,0.1
23,"((PROTIME_INR > 0.000) U[0,0] (PLATELET_COUNT > 0.000))","((PROTIME_INR > 0.000) U[0,0] (y = 0.000))",0.19,0.05
24,"((tte > 0.000) U[0,0] (y = 0.000))","((tte > 0.000) U[0,0] (y = 0.000))",0.53,0.02
