,LDP Rule,Client Rule,LDP Count,Client Count
0,"F[0,0]((LOS = 0.000 & O2_Flow < 0.000))","F[0,0]((LOS < 0.000 & n_edrk < 0.000))",0.146,0.03
1,"F[0,0]((hr > 0.000 | AF < 0.000))","F[0,0]((AF < 0.000 | y > 0.000))",0.046,0.01
2,"G[0,0]((SBP > 0.000 | ICU_Pt_Days = 0.000))","G[0,0]((ICU_Pt_Days < 0.000 | s24_hr > 0.000))",0.364,0.02
3,"F[0,0]((AST_GOT < 0.000 -> ICU_Pt_Days = 0.000))","F[0,0]((ICU_Pt_Days < 0.000 -> WHITE_BLOOD_CELL_COUNT > 0.000))",0.14,0.01
4,"G[0,0]((s24_hr > 0.000 & LOS > 0.000))","G[0,0]((hr < 0.000 & s24_hr > 0.000))",0.189,0.02
5,"G[0,0]((s24_hr > 0.000 & tte < 0.000))","G[0,0]((s24_hr > 0.000 & s2_hr > 0.000))",0.126,0.01
6,"G[0,0]((SBP > 0.000 | LOS = 0.000))","G[0,0]((AF < 0.000 | LOS < 0.000))",0.33,0.02
7,"G[0,0]((af < 0.000 | AF = 0.000))","G[0,0]((AF < 0.000 | Glasgow_Coma_Scale_Total < 0.000))",0.17,0.04
8,"G[0,0]((ICU_Pt_Days > 0.000 -> n_evts > 0.000))","G[0,0]((n_evts > 0.000 -> SBP < 0.000))",0.242,0.02
9,"G[0,0]((af < 0.000 | ICU_Pt_Days > 0.000))","G[0,0]((af < 0.000 | ICU_Pt_Days > 0.000))",0.262,0.01
10,"F[0,0]((ALT_GPT = 0.000 & dfa = 0.000))","F[0,0]((ALT_GPT < 0.000 & y = 0.000))",0.094,0.05
11,"F[0,0]((af > 0.000 & dfa = 0.000))","F[0,0]((af > 0.000 & y = 0.000))",0.283,0.04
12,"G[0,0]((LOS > 0.000 -> n_evts > 0.000))","G[0,0]((n_evts < 0.000 -> LOS > 0.000))",0.648,1.0
