,LDP Rule,Client Rule,LDP Count,Client Count
0,"((LOS < 0.000) U[0,0] (y < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.53,0.06
1,"((y > 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (y > 0.000))",0.91,0.04
2,"G[0,0]((n_edrk < 0.000 -> AF < 0.000))","G[0,0]((n_edrk < 0.000 -> y = 0.000))",0.219,0.03
3,"((ICU_Pt_Days < 0.000) U[0,0] (y < 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y = 0.000))",0.53,0.03
4,"((Mort < 0.000) U[0,0] (tte = 0.000))","((Mort < 0.000) U[0,0] (tte < 0.000))",0.75,0.04
5,"((LOS > 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (LOS > 0.000))",0.66,0.02
6,"((ICU_Pt_Days > 0.000) U[0,0] (Temp > 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (Temp > 0.000))",0.66,0.01
7,"((y > 0.000) U[0,0] (y = 0.000))","((Sgy > 0.000) U[0,0] (y = 0.000))",0.91,0.08
8,"((s24_hr > 0.000) U[0,0] (y = 0.000))","((s24_hr > 0.000) U[0,0] (y = 0.000))",0.53,0.04
9,"((s24_hr > 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (s24_hr > 0.000))",0.66,0.02
10,"G[0,0]((af = 0.000 -> AF < 0.000))","G[0,0]((af < 0.000 -> AF < 0.000))",0.156,0.01
11,"((WHITE_BLOOD_CELL_COUNT = 0.000) U[0,0] (Temp > 0.000))","((MET > 0.000) U[0,0] (Temp > 0.000))",0.25,0.02
12,"((ICU_Pt_Days < 0.000) U[0,0] (tte > 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y > 0.000))",0.28,0.04
13,"((Mort > 0.000) U[0,0] (LOS = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.68,0.06
14,"((LOS < 0.000) U[0,0] (LOS = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
15,"((ICU_Pt_Days < 0.000) U[0,0] (y = 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y = 0.000))",0.53,0.03
16,"((LOS > 0.000) U[0,0] (n_evts = 0.000))","((LOS > 0.000) U[0,0] (y = 0.000))",0.46,0.06
17,"((tte > 0.000) U[0,0] (n_evts = 0.000))","((n_evts > 0.000) U[0,0] (tte < 0.000))",0.2,0.07
18,"((ICU_Pt_Days = 0.000) U[0,0] (Temp > 0.000))","((Temp > 0.000) U[0,0] (y = 0.000))",0.28,0.04
19,"((tte > 0.000) U[0,0] (n_evts > 0.000))","((n_evts > 0.000) U[0,0] (tte > 0.000))",0.75,0.02
20,"((Mort > 0.000) U[0,0] (tte > 0.000))","((Mort > 0.000) U[0,0] (tte > 0.000))",0.68,0.02
21,"((tte > 0.000) U[0,0] (tte = 0.000))","((n_evts > 0.000) U[0,0] (tte < 0.000))",0.75,0.07
22,"((s24_hr > 0.000) U[0,0] (y < 0.000))","((s24_hr > 0.000) U[0,0] (y = 0.000))",0.53,0.04
23,"((n_evts = 0.000) U[0,0] (LOS < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
24,"((ICU_Pt_Days = 0.000) U[0,0] (n_evts < 0.000))","((n_evts < 0.000) U[0,0] (y > 0.000))",0.28,0.05
25,"((y < 0.000) U[0,0] (y = 0.000))","((lds < 0.000) U[0,0] (y = 0.000))",0.53,0.1
