,LDP Rule,Client Rule,LDP Count,Client Count
0,"((n_edrk = 0.000) U[0,0] (ICU_Pt_Days < 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (n_edrk < 0.000))",0.71,0.01
1,"((dfa > 0.000) U[0,0] (Glasgow_Coma_Scale_Total < 0.000))","((dfa > 0.000) U[0,0] (Glasgow_Coma_Scale_Total < 0.000))",0.58,0.02
2,"((n_edrk = 0.000) U[0,0] (LOS < 0.000))","((LOS < 0.000) U[0,0] (n_edrk < 0.000))",0.71,0.02
3,"((direct < 0.000) U[0,0] (edrk = 0.000))","((edrk < 0.000) U[0,0] (y = 0.000))",0.25,0.06
4,"((n_edrk = 0.000) U[0,0] (ICU_Pt_Days = 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (n_edrk < 0.000))",0.71,0.01
5,"F[0,0]((TOTAL_BILIRUBIN > 0.000 & ICU_Pt_Days < 0.000))","F[0,0]((ICU_Pt_Days < 0.000 & y > 0.000))",0.135,0.02
6,"F[0,0]((ICU_Pt_Days < 0.000 & ICU_Pt_Days < 0.000))","F[0,0]((ICU_Pt_Days < 0.000 & LOS < 0.000))",0.135,0.01
7,"((n_edrk = 0.000) U[0,0] (s8_hr > 0.000))","((n_edrk < 0.000) U[0,0] (y > 0.000))",0.71,0.03
8,"F[0,0]((tte = 0.000 -> MAGNESIUM < 0.000))","F[0,0]((ICU_Pt_Days > 0.000 -> tte < 0.000))",0.269,0.01
9,"F[0,0]((LOS = 0.000 & ICU_Pt_Days < 0.000))","F[0,0]((ICU_Pt_Days < 0.000 & LOS < 0.000))",0.146,0.01
10,"G[0,0]((LOS > 0.000 -> SBP = 0.000))","G[0,0]((LOS > 0.000 -> SBP < 0.000))",0.648,0.01
11,"((direct < 0.000) U[0,0] (ICU_Pt_Days = 0.000))","((direct < 0.000) U[0,0] (ICU_Pt_Days < 0.000))",0.28,0.02
12,"((LOS = 0.000) U[0,0] (n_evts < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
13,"G[0,0]((s8_edrk < 0.000 | LOS < 0.000))","G[0,0]((LOS < 0.000 | s8_edrk < 0.000))",0.33,0.01
14,"G[0,0]((LOS > 0.000 -> Glasgow_Coma_Scale_Total < 0.000))","G[0,0]((Glasgow_Coma_Scale_Total > 0.000 -> LOS < 0.000))",0.648,0.01
15,"((dfa > 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((dfa > 0.000) U[0,0] (ICU_Pt_Days > 0.000))",0.66,0.01
16,"F[0,0]((MET < 0.000 -> PROTIME_INR = 0.000))","F[0,0]((PROTIME_INR < 0.000 -> y = 0.000))",0.075,0.03
17,"F[0,0]((tte = 0.000 -> PROTIME_INR = 0.000))","F[0,0]((death < 0.000 -> tte < 0.000))",0.269,0.05
18,"G[0,0]((hr > 0.000 -> PARTIAL_THROMBOPLASTIN_TIME > 0.000))","G[0,0]((hr > 0.000 -> PARTIAL_THROMBOPLASTIN_TIME > 0.000))",0.308,0.01
19,"((dfa > 0.000) U[0,0] (n_evts > 0.000))","((dfa > 0.000) U[0,0] (n_evts > 0.000))",0.75,0.04
20,"((direct < 0.000) U[0,0] (LOS = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
21,"((n_edrk = 0.000) U[0,0] (edrk = 0.000))","((edrk < 0.000) U[0,0] (n_edrk < 0.000))",0.71,0.01
22,"((dfa > 0.000) U[0,0] (ICU_Pt_Days < 0.000))","((dfa > 0.000) U[0,0] (n_evts > 0.000))",0.28,0.04
23,"G[0,0]((s8_edrk < 0.000 | af > 0.000))","G[0,0]((af < 0.000 | s8_edrk > 0.000))",0.214,0.01
24,"G[0,0]((SBP > 0.000 & CHLORIDE = 0.000))","G[0,0]((CHLORIDE > 0.000 & SBP < 0.000))",0.189,0.01
25,"F[0,0]((TOTAL_BILIRUBIN > 0.000 & cosen = 0.000))","F[0,0]((cosen < 0.000 & y > 0.000))",0.094,0.01
26,"((n_edrk = 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((Mort < 0.000) U[0,0] (n_edrk < 0.000))",0.71,0.04
27,"G[0,0]((s8_edrk < 0.000 | GLUCOSE < 0.000))","G[0,0]((s24_edrk < 0.000 | s8_edrk < 0.000))",0.227,0.02
28,"((direct < 0.000) U[0,0] (Glasgow_Coma_Scale_Total < 0.000))","((direct < 0.000) U[0,0] (Glasgow_Coma_Scale_Total < 0.000))",0.58,0.02
29,"F[0,0]((MET < 0.000 -> PLATELET_COUNT > 0.000))","F[0,0]((MET < 0.000 -> Mort > 0.000))",0.075,0.01
30,"G[0,0]((hr > 0.000 -> Glasgow_Coma_Scale_Total < 0.000))","G[0,0]((hr > 0.000 -> Resp > 0.000))",0.308,0.03
31,"G[0,0]((O2_Flow > 0.000 | LOS < 0.000))","G[0,0]((direct < 0.000 | O2_Flow > 0.000))",0.33,0.03
32,"F[0,0]((tte = 0.000 -> PLATELET_COUNT > 0.000))","F[0,0]((PLATELET_COUNT < 0.000 -> tte < 0.000))",0.269,0.01
33,"((LOS = 0.000) U[0,0] (Mort > 0.000))","((LOS < 0.000) U[0,0] (Mort > 0.000))",0.68,0.03
34,"((n_edrk = 0.000) U[0,0] (Mort = 0.000))","((Mort < 0.000) U[0,0] (n_edrk < 0.000))",0.71,0.04
35,"G[0,0]((af = 0.000 -> SBP = 0.000))","G[0,0]((death < 0.000 -> SBP < 0.000))",0.271,0.01
36,"G[0,0]((LOS > 0.000 -> PARTIAL_THROMBOPLASTIN_TIME > 0.000))","G[0,0]((death > 0.000 -> LOS > 0.000))",0.648,0.01
37,"((LOS = 0.000) U[0,0] (edrk = 0.000))","((edrk < 0.000) U[0,0] (y = 0.000))",0.35,0.06
38,"((direct < 0.000) U[0,0] (s8_hr > 0.000))","((direct < 0.000) U[0,0] (n_evts > 0.000))",0.21,0.05
39,"((LOS = 0.000) U[0,0] (LOS = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
40,"((direct < 0.000) U[0,0] (n_evts < 0.000))","((direct < 0.000) U[0,0] (n_evts > 0.000))",0.21,0.05
41,"((dfa > 0.000) U[0,0] (LOS = 0.000))","((dfa > 0.000) U[0,0] (LOS < 0.000))",0.35,0.01
42,"((LOS = 0.000) U[0,0] (Glasgow_Coma_Scale_Total < 0.000))","((Glasgow_Coma_Scale_Total < 0.000) U[0,0] (LOS < 0.000))",0.58,0.03
43,"((n_edrk = 0.000) U[0,0] (n_evts > 0.000))","((n_edrk < 0.000) U[0,0] (n_evts > 0.000))",0.75,0.04
44,"((direct < 0.000) U[0,0] (y > 0.000))","((direct < 0.000) U[0,0] (y > 0.000))",0.91,0.03
45,"G[0,0]((Temp = 0.000 | GLUCOSE < 0.000))","G[0,0]((CALCIUM > 0.000 | GLUCOSE < 0.000))",0.227,0.02
46,"((n_edrk = 0.000) U[0,0] (LOS > 0.000))","((n_edrk < 0.000) U[0,0] (y = 0.000))",0.71,0.07
47,"((direct < 0.000) U[0,0] (ICU_Pt_Days < 0.000))","((direct < 0.000) U[0,0] (ICU_Pt_Days < 0.000))",0.28,0.02
48,"((dfa > 0.000) U[0,0] (LOS > 0.000))","((LOS > 0.000) U[0,0] (y > 0.000))",0.46,0.05
49,"((LOS = 0.000) U[0,0] (s8_hr > 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
50,"((direct < 0.000) U[0,0] (Mort < 0.000))","((direct < 0.000) U[0,0] (n_evts > 0.000))",0.25,0.05
51,"((dfa > 0.000) U[0,0] (LOS < 0.000))","((dfa > 0.000) U[0,0] (LOS < 0.000))",0.35,0.01
52,"((dfa > 0.000) U[0,0] (Mort = 0.000))","((dfa > 0.000) U[0,0] (n_evts > 0.000))",0.25,0.04
53,"((direct < 0.000) U[0,0] (Mort = 0.000))","((direct < 0.000) U[0,0] (n_evts > 0.000))",0.25,0.05
54,"((LOS = 0.000) U[0,0] (ICU_Pt_Days = 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (LOS < 0.000))",0.35,0.02
55,"((direct < 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((direct < 0.000) U[0,0] (ICU_Pt_Days > 0.000))",0.66,0.03
56,"G[0,0]((Pulse < 0.000 & CHLORIDE = 0.000))","G[0,0]((O2_Flow < 0.000 & Pulse < 0.000))",0.223,0.02
