,LDP Rule,Client Rule,LDP Count,Client Count
0,"G[0,0]((LACTIC_ACID < 0.000 | Temp < 0.000))","G[0,0]((PLATELET_COUNT > 0.000 | Temp < 0.000))",0.205,0.01
1,"G[0,0]((LOS > 0.000 | ICU_Pt_Days > 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.333,0.04
2,"G[0,0]((LOS < 0.000 -> Pulse > 0.000))","G[0,0]((n_evts > 0.000 -> Pulse > 0.000))",0.264,0.03
3,"G[0,0]((LOS > 0.000 -> MET < 0.000))","G[0,0]((Glasgow_Coma_Scale_Total > 0.000 -> LOS > 0.000))",0.648,0.02
4,"G[0,0]((ICU_Pt_Days > 0.000 -> Mort > 0.000))","G[0,0]((Mort > 0.000 -> y < 0.000))",0.242,0.03
5,"G[0,0]((SpO2 < 0.000 -> MET < 0.000))","G[0,0]((edrk > 0.000 -> MET < 0.000))",0.177,0.02
6,"G[0,0]((LOS > 0.000 -> LOS < 0.000))","G[0,0]((LOS > 0.000 -> n_evts < 0.000))",0.648,0.04
7,"G[0,0]((LOS = 0.000 -> LOS = 0.000))","G[0,0]((cosen < 0.000 -> LOS < 0.000))",0.229,0.02
8,"G[0,0]((ICU_Pt_Days = 0.000 -> LOS < 0.000))","G[0,0]((direct > 0.000 -> LOS < 0.000))",0.292,0.03
9,"G[0,0]((CALCIUM > 0.000 -> LOS > 0.000))","G[0,0]((CALCIUM > 0.000 -> LOS > 0.000))",0.648,0.01
10,"G[0,0]((LOS = 0.000 | LOS > 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.333,0.04
11,"G[0,0]((LOS > 0.000 -> ICU_Pt_Days = 0.000))","G[0,0]((LOS > 0.000 -> y = 0.000))",0.648,0.03
12,"G[0,0]((LOS > 0.000 & TOTAL_BILIRUBIN = 0.000))","G[0,0]((lds > 0.000 & LOS > 0.000))",0.189,0.01
13,"G[0,0]((Mort > 0.000 | ICU_Pt_Days > 0.000))","G[0,0]((ICU_Pt_Days > 0.000 | Mort > 0.000))",0.262,0.01
14,"G[0,0]((TOTAL_PROTEIN = 0.000 -> Pulse > 0.000))","G[0,0]((dfa < 0.000 -> Pulse > 0.000))",0.264,0.01
15,"G[0,0]((LOS > 0.000 -> cosen = 0.000))","G[0,0]((cosen < 0.000 -> LOS < 0.000))",0.648,0.02
16,"G[0,0]((LOS > 0.000 & AF < 0.000))","G[0,0]((AF < 0.000 & cosen < 0.000))",0.189,0.03
17,"G[0,0]((LOS = 0.000 | LOS < 0.000))","G[0,0]((AF < 0.000 | LOS < 0.000))",0.33,0.02
18,"G[0,0]((CALCIUM > 0.000 -> MET < 0.000))","G[0,0]((edrk > 0.000 -> MET < 0.000))",0.177,0.02
19,"G[0,0]((LOS < 0.000 -> LOS > 0.000))","G[0,0]((n_evts < 0.000 -> LOS > 0.000))",0.648,1.0
20,"G[0,0]((ICU_Pt_Days > 0.000 -> ICU_Pt_Days = 0.000))","G[0,0]((ICU_Pt_Days > 0.000 -> s2_edrk < 0.000))",0.292,0.02
21,"F[0,0]((SBP = 0.000 & Mort < 0.000))","F[0,0]((SBP < 0.000 & y = 0.000))",0.125,0.03
22,"G[0,0]((ICU_Pt_Days = 0.000 | PCO2 > 0.000))","G[0,0]((CREATININE < 0.000 | ICU_Pt_Days < 0.000))",0.364,0.01
23,"G[0,0]((LOS < 0.000 | Mort = 0.000))","G[0,0]((LOS < 0.000 | n_evts > 0.000))",0.341,0.02
24,"G[0,0]((ICU_Pt_Days = 0.000 | n_evts = 0.000))","G[0,0]((ICU_Pt_Days < 0.000 | n_evts < 0.000))",0.443,0.01
25,"G[0,0]((LOS = 0.000 -> LOS > 0.000))","G[0,0]((n_evts < 0.000 -> LOS > 0.000))",0.648,1.0
26,"G[0,0]((LOS < 0.000 -> MET < 0.000))","G[0,0]((cosen < 0.000 -> LOS < 0.000))",0.229,0.02
27,"F[0,0]((death > 0.000 -> Mort = 0.000))","F[0,0]((Mort < 0.000 -> y = 0.000))",0.086,0.06
28,"G[0,0]((LOS < 0.000 -> cosen = 0.000))","G[0,0]((cosen < 0.000 -> LOS < 0.000))",0.229,0.02
29,"G[0,0]((ICU_Pt_Days > 0.000 -> LOS = 0.000))","G[0,0]((LOS < 0.000 -> Temp > 0.000))",0.242,0.02
30,"G[0,0]((TOTAL_PROTEIN = 0.000 -> LOS < 0.000))","G[0,0]((HEMOGLOBIN > 0.000 -> LOS < 0.000))",0.229,0.01
31,"G[0,0]((CHLORIDE = 0.000 & AF < 0.000))","G[0,0]((AF < 0.000 & Glasgow_Coma_Scale_Total > 0.000))",0.181,0.02
32,"F[0,0]((SBP = 0.000 & n_edrk > 0.000))","F[0,0]((n_edrk > 0.000 & y = 0.000))",0.141,0.04
33,"G[0,0]((LOS > 0.000 | n_evts = 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.443,0.04
34,"G[0,0]((Mort > 0.000 | PCO2 > 0.000))","G[0,0]((ICU_Pt_Days < 0.000 | Mort > 0.000))",0.214,0.01
35,"G[0,0]((ICU_Pt_Days > 0.000 | LOS > 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.333,0.04
36,"G[0,0]((TOTAL_PROTEIN = 0.000 -> ICU_Pt_Days < 0.000))","G[0,0]((ICU_Pt_Days < 0.000 -> s24_edrk < 0.000))",0.292,0.01
37,"F[0,0]((CHLORIDE < 0.000 & PHOSPHORUS = 0.000))","F[0,0]((PHOSPHORUS < 0.000 & PLATELET_COUNT > 0.000))",0.104,0.02
38,"G[0,0]((ICU_Pt_Days < 0.000 -> cosen = 0.000))","G[0,0]((edrk < 0.000 -> ICU_Pt_Days < 0.000))",0.292,0.02
